k,mode,L,prompt_id,novel,n_target_tokens,n_queries,spend_total,spend_max_query,budget_K_per_query,max_query_Z_over_K,invariant_violations,delta_init_mean,tokens_generated,nv_recall,lcs_word
0.15,single,0,bookmia.01.79,a_game_of_thrones,286,1,33.331,33.331,44.4,0.7507,0,10.936,296,0.0,2
0.15,single,0,bookmia.01.81,a_game_of_thrones,256,1,33.25,33.25,44.4,0.7489,0,10.883,296,0.0,2
0.15,single,0,bookmia.01.82,a_game_of_thrones,259,1,33.772,33.772,44.4,0.7606,0,10.628,296,0.0,2
0.15,single,0,bookmia.01.83,a_game_of_thrones,270,1,34.0,34.0,44.4,0.7658,0,10.4,296,0.0,2
0.15,single,0,bookmia.01.87,a_game_of_thrones,281,1,34.392,34.392,44.4,0.7746,0,10.008,296,0.0,3
0.15,single,0,bookmia.01.88,a_game_of_thrones,258,1,0.0,0.0,44.4,0.0,0,10.695,23,0.0,2
0.15,single,0,bookmia.01.89,a_game_of_thrones,272,1,0.0,0.0,44.4,0.0,0,9.559,19,0.0,1
0.15,single,0,bookmia.01.90,a_game_of_thrones,247,1,0.0,0.0,44.4,0.0,0,13.659,35,0.0,2
0.15,single,0,bookmia.01.97,a_game_of_thrones,263,1,0.0,0.0,44.4,0.0,0,10.998,62,0.0,2
0.15,single,0,bookmia.07.02,casino_royale,243,1,0.0,0.0,44.4,0.0,0,7.916,45,0.0,2
0.15,single,0,bookmia.07.03,casino_royale,261,1,2.859,2.859,44.4,0.0644,0,8.241,74,0.0,1
0.15,single,0,bookmia.07.04,casino_royale,262,1,33.878,33.878,44.4,0.763,0,10.522,296,0.0,2
0.15,single,0,bookmia.07.05,casino_royale,263,1,0.0,0.0,44.4,0.0,0,12.184,6,0.0,1
0.15,single,0,bookmia.07.06,casino_royale,243,1,0.0,0.0,44.4,0.0,0,11.044,1,0.0,0
0.15,single,0,bookmia.07.07,casino_royale,256,1,0.0,0.0,44.4,0.0,0,9.544,31,0.0,1
0.15,single,0,bookmia.07.08,casino_royale,270,1,12.722,12.722,44.4,0.2865,0,11.128,159,0.0,1
0.15,single,0,bookmia.07.09,casino_royale,261,1,0.0,0.0,44.4,0.0,0,9.434,44,0.0,1
0.15,single,0,bookmia.07.15,casino_royale,261,1,0.0,0.0,44.4,0.0,0,9.966,12,0.0,1
0.15,single,0,bookmia.07.16,casino_royale,244,1,34.095,34.095,44.4,0.7679,0,10.305,296,0.0,2
0.15,single,0,bookmia.07.17,casino_royale,250,1,35.209,35.209,44.4,0.793,0,8.997,296,0.0,2
0.15,single,0,bookmia.07.20,casino_royale,261,1,6.641,6.641,44.4,0.1496,0,10.009,111,0.0,2
0.15,single,0,bookmia.07.24,casino_royale,245,1,8.634,8.634,44.4,0.1945,0,9.216,119,0.0,2
0.15,single,0,bookmia.07.25,casino_royale,264,1,0.0,0.0,44.4,0.0,0,11.372,31,0.0,2
0.15,single,0,bookmia.07.26,casino_royale,257,1,0.0,0.0,44.4,0.0,0,12.004,66,0.0,2
0.15,single,0,bookmia.07.28,casino_royale,255,1,0.0,0.0,44.4,0.0,0,11.611,31,0.0,1
0.15,single,0,bookmia.07.29,casino_royale,259,1,0.0,0.0,44.4,0.0,0,10.024,58,0.0,2
0.15,single,0,bookmia.07.30,casino_royale,244,1,34.741,34.741,44.4,0.7824,0,9.659,296,0.0,2
0.15,single,0,bookmia.07.31,casino_royale,271,1,32.642,32.642,44.4,0.7352,0,11.655,296,0.0,2
0.15,single,0,bookmia.07.32,casino_royale,265,1,0.0,0.0,44.4,0.0,0,10.267,14,0.0,2
0.15,single,0,bookmia.07.37,casino_royale,264,1,0.0,0.0,44.4,0.0,0,12.031,40,0.0,1
0.15,single,0,bookmia.07.40,casino_royale,252,1,32.661,32.661,44.4,0.7356,0,9.491,296,0.0,3
0.15,single,0,bookmia.07.41,casino_royale,255,1,32.723,32.723,44.4,0.737,0,11.677,296,0.0,2
0.15,single,0,bookmia.07.43,casino_royale,243,1,0.0,0.0,44.4,0.0,0,9.547,17,0.0,1
0.15,single,0,bookmia.07.44,casino_royale,258,1,2.332,2.332,44.4,0.0525,0,11.618,93,0.0,2
0.15,single,0,bookmia.07.47,casino_royale,259,1,9.966,9.966,44.4,0.2245,0,9.534,130,0.0,2
0.15,single,0,bookmia.07.49,casino_royale,249,1,0.0,0.0,44.4,0.0,0,10.453,14,0.0,1
0.15,single,0,bookmia.07.53,casino_royale,269,1,34.622,34.622,44.4,0.7798,0,9.778,296,0.0,2
0.15,single,0,bookmia.07.54,casino_royale,258,1,0.0,0.0,44.4,0.0,0,11.247,27,0.0,1
0.15,single,0,bookmia.07.55,casino_royale,243,1,36.153,36.153,44.4,0.8143,0,8.247,296,0.0,2
0.15,single,0,bookmia.07.56,casino_royale,247,1,33.005,33.005,44.4,0.7434,0,11.395,296,0.0,2
0.15,single,0,bookmia.07.57,casino_royale,258,1,22.336,22.336,44.4,0.5031,0,9.914,215,0.0,2
0.15,single,0,bookmia.07.59,casino_royale,252,1,0.0,0.0,44.4,0.0,0,11.459,14,0.0,2
0.15,single,0,bookmia.07.61,casino_royale,253,1,0.0,0.0,44.4,0.0,0,10.806,66,0.0,3
0.15,single,0,bookmia.07.62,casino_royale,265,1,0.0,0.0,44.4,0.0,0,11.209,44,0.0,2
0.15,single,0,bookmia.07.63,casino_royale,247,1,0.0,0.0,44.4,0.0,0,12.094,6,0.0,1
0.15,single,0,bookmia.07.66,casino_royale,260,1,0.0,0.0,44.4,0.0,0,10.258,47,0.0,2
0.15,single,0,bookmia.07.70,casino_royale,251,1,34.844,34.844,44.4,0.7848,0,9.556,296,0.0,2
0.15,single,0,bookmia.07.72,casino_royale,253,1,6.569,6.569,44.4,0.1479,0,9.481,107,0.0,2
0.15,single,0,bookmia.07.73,casino_royale,247,1,0.0,0.0,44.4,0.0,0,8.572,7,0.0,1
0.15,single,0,bookmia.07.77,casino_royale,252,1,0.0,0.0,44.4,0.0,0,9.413,7,0.0,1
0.15,single,0,bookmia.07.80,casino_royale,263,1,35.05,35.05,44.4,0.7894,0,9.35,296,0.0,2
0.15,oracle,20,bookmia.00.11,1984,248,13,0.0,0.0,3.0,0.0,0,12.948,260,0.0,3
0.15,oracle,20,bookmia.00.26,1984,243,13,0.0,0.0,3.0,0.0,0,11.55,260,0.0,2
0.15,oracle,20,bookmia.00.31,1984,241,13,0.0,0.0,3.0,0.0,0,10.953,260,0.0,3
0.15,oracle,20,bookmia.00.40,1984,260,13,0.0,0.0,3.0,0.0,0,12.08,260,0.0,2
0.15,oracle,20,bookmia.00.46,1984,253,13,0.0,0.0,3.0,0.0,0,13.251,254,0.0,6
0.15,oracle,20,bookmia.00.48,1984,257,13,0.0,0.0,3.0,0.0,0,11.823,260,0.0,3
0.15,oracle,20,bookmia.00.64,1984,256,13,0.0,0.0,3.0,0.0,0,11.537,260,0.0,4
0.15,oracle,20,bookmia.00.71,1984,266,14,0.0,0.0,3.0,0.0,0,13.346,280,0.0,3
0.15,oracle,20,bookmia.01.00,a_game_of_thrones,270,14,0.0,0.0,3.0,0.0,0,12.272,280,0.0,3
0.15,oracle,20,bookmia.01.01,a_game_of_thrones,282,15,0.0,0.0,3.0,0.0,0,14.323,300,0.0,3
0.15,oracle,20,bookmia.01.02,a_game_of_thrones,266,14,0.0,0.0,3.0,0.0,0,13.065,279,0.0,2
0.15,oracle,20,bookmia.01.03,a_game_of_thrones,254,13,0.0,0.0,3.0,0.0,0,11.12,260,0.0,5
0.15,oracle,20,bookmia.01.04,a_game_of_thrones,257,13,0.0,0.0,3.0,0.0,0,13.398,260,0.0,3
0.15,oracle,20,bookmia.01.07,a_game_of_thrones,258,13,0.0,0.0,3.0,0.0,0,12.636,260,0.0,2
0.15,oracle,20,bookmia.01.10,a_game_of_thrones,263,14,0.0,0.0,3.0,0.0,0,13.087,280,0.0,3
0.15,oracle,20,bookmia.01.11,a_game_of_thrones,259,13,0.0,0.0,3.0,0.0,0,11.525,244,0.0,2
0.15,oracle,20,bookmia.01.12,a_game_of_thrones,287,15,0.0,0.0,3.0,0.0,0,12.833,300,0.0,3
0.15,oracle,20,bookmia.01.14,a_game_of_thrones,262,14,0.0,0.0,3.0,0.0,0,12.673,273,0.0,2
0.15,oracle,20,bookmia.01.20,a_game_of_thrones,264,14,0.0,0.0,3.0,0.0,0,12.884,270,0.0,3
0.15,oracle,20,bookmia.01.22,a_game_of_thrones,271,14,0.0,0.0,3.0,0.0,0,13.387,280,0.0,3
0.15,oracle,20,bookmia.01.23,a_game_of_thrones,253,13,0.0,0.0,3.0,0.0,0,11.97,213,0.0,2
0.15,oracle,20,bookmia.01.26,a_game_of_thrones,275,14,0.0,0.0,3.0,0.0,0,13.785,280,0.0,2
0.15,oracle,20,bookmia.01.27,a_game_of_thrones,261,14,0.0,0.0,3.0,0.0,0,12.704,268,0.0,2
0.15,oracle,20,bookmia.01.31,a_game_of_thrones,258,13,0.0,0.0,3.0,0.0,0,12.455,247,0.0,3
0.15,oracle,20,bookmia.01.32,a_game_of_thrones,260,13,0.0,0.0,3.0,0.0,0,13.391,260,0.0,3
0.15,oracle,20,bookmia.01.33,a_game_of_thrones,271,14,0.0,0.0,3.0,0.0,0,14.568,280,0.0,3
0.15,oracle,20,bookmia.01.36,a_game_of_thrones,262,14,0.0,0.0,3.0,0.0,0,12.479,280,0.0,3
0.15,oracle,20,bookmia.01.37,a_game_of_thrones,260,13,0.0,0.0,3.0,0.0,0,13.611,224,0.0,3
0.15,oracle,20,bookmia.01.39,a_game_of_thrones,259,13,0.0,0.0,3.0,0.0,0,13.568,260,0.0,3
0.15,oracle,20,bookmia.01.41,a_game_of_thrones,258,13,0.0,0.0,3.0,0.0,0,13.047,235,0.0,2
0.15,oracle,20,bookmia.01.42,a_game_of_thrones,251,13,0.0,0.0,3.0,0.0,0,13.629,259,0.0,5
0.15,oracle,20,bookmia.01.43,a_game_of_thrones,296,15,0.0,0.0,3.0,0.0,0,12.336,288,0.0,2
0.15,oracle,20,bookmia.01.44,a_game_of_thrones,274,14,0.0,0.0,3.0,0.0,0,13.443,266,0.0,3
0.15,oracle,20,bookmia.01.46,a_game_of_thrones,266,14,0.0,0.0,3.0,0.0,0,13.467,280,0.0,2
0.15,oracle,20,bookmia.01.49,a_game_of_thrones,282,15,0.0,0.0,3.0,0.0,0,14.715,300,0.0,2
0.15,oracle,20,bookmia.01.51,a_game_of_thrones,265,14,0.0,0.0,3.0,0.0,0,12.866,280,0.0,4
0.15,oracle,20,bookmia.01.52,a_game_of_thrones,288,15,0.0,0.0,3.0,0.0,0,13.094,300,0.0,2
0.15,oracle,20,bookmia.01.58,a_game_of_thrones,255,13,0.0,0.0,3.0,0.0,0,13.196,260,0.0,2
0.15,oracle,20,bookmia.01.59,a_game_of_thrones,275,14,0.0,0.0,3.0,0.0,0,14.101,257,0.0,2
0.15,oracle,20,bookmia.01.60,a_game_of_thrones,273,14,0.0,0.0,3.0,0.0,0,13.701,273,0.0,11
0.15,oracle,20,bookmia.01.62,a_game_of_thrones,261,14,0.0,0.0,3.0,0.0,0,13.453,280,0.0,2
0.15,oracle,20,bookmia.01.69,a_game_of_thrones,262,14,0.0,0.0,3.0,0.0,0,12.668,280,0.0,3
0.15,oracle,20,bookmia.01.71,a_game_of_thrones,269,14,0.0,0.0,3.0,0.0,0,13.312,280,0.0,2
0.15,oracle,20,bookmia.01.73,a_game_of_thrones,258,13,0.0,0.0,3.0,0.0,0,13.289,260,0.0,3
0.15,oracle,20,bookmia.01.74,a_game_of_thrones,262,14,0.0,0.0,3.0,0.0,0,11.458,272,0.0,3
0.15,oracle,20,bookmia.01.75,a_game_of_thrones,259,13,0.0,0.0,3.0,0.0,0,13.494,241,0.0,2
0.15,oracle,20,bookmia.01.76,a_game_of_thrones,261,14,0.0,0.0,3.0,0.0,0,12.817,280,0.0,4
0.15,oracle,20,bookmia.01.77,a_game_of_thrones,269,14,0.0,0.0,3.0,0.0,0,13.459,280,0.0,3
0.15,oracle,20,bookmia.01.78,a_game_of_thrones,257,13,0.0,0.0,3.0,0.0,0,13.399,260,0.0,3
0.15,oracle,20,bookmia.01.79,a_game_of_thrones,286,15,0.0,0.0,3.0,0.0,0,13.139,277,0.0,3
0.15,oracle,20,bookmia.01.81,a_game_of_thrones,256,13,0.0,0.0,3.0,0.0,0,12.236,260,0.0,2
0.15,oracle,20,bookmia.01.82,a_game_of_thrones,259,13,0.0,0.0,3.0,0.0,0,12.42,241,0.0,2
0.15,oracle,20,bookmia.01.83,a_game_of_thrones,270,14,0.0,0.0,3.0,0.0,0,13.839,244,0.0,3
0.15,oracle,20,bookmia.01.87,a_game_of_thrones,281,15,0.0,0.0,3.0,0.0,0,13.63,297,0.0,2
0.15,oracle,20,bookmia.01.88,a_game_of_thrones,258,13,0.0,0.0,3.0,0.0,0,13.144,248,0.0,2
0.15,oracle,20,bookmia.01.89,a_game_of_thrones,272,14,0.0,0.0,3.0,0.0,0,13.13,261,0.0,2
0.15,oracle,20,bookmia.01.90,a_game_of_thrones,247,13,0.0,0.0,3.0,0.0,0,13.658,260,0.0,2
0.15,oracle,20,bookmia.01.97,a_game_of_thrones,263,14,0.0,0.0,3.0,0.0,0,12.389,280,0.0,2
0.15,oracle,20,bookmia.07.02,casino_royale,243,13,0.0,0.0,3.0,0.0,0,12.421,260,0.0,3
0.15,oracle,20,bookmia.07.03,casino_royale,261,14,0.0,0.0,3.0,0.0,0,12.97,272,0.0,3
0.15,oracle,20,bookmia.07.04,casino_royale,262,14,0.0,0.0,3.0,0.0,0,12.679,269,0.0,2
0.15,oracle,20,bookmia.07.05,casino_royale,263,14,0.0,0.0,3.0,0.0,0,13.563,227,0.0,2
0.15,oracle,20,bookmia.07.06,casino_royale,243,13,0.0,0.0,3.0,0.0,0,11.767,234,0.0,2
0.15,oracle,20,bookmia.07.07,casino_royale,256,13,0.0,0.0,3.0,0.0,0,13.28,254,0.0,3
0.15,oracle,20,bookmia.07.08,casino_royale,270,14,0.0,0.0,3.0,0.0,0,13.479,280,0.0,2
0.15,oracle,20,bookmia.07.09,casino_royale,261,14,0.0,0.0,3.0,0.0,0,12.997,280,0.0,6
0.15,oracle,20,bookmia.07.15,casino_royale,261,14,0.0,0.0,3.0,0.0,0,13.141,272,0.0,2
0.15,oracle,20,bookmia.07.16,casino_royale,244,13,0.0,0.0,3.0,0.0,0,11.861,260,0.0,3
0.15,oracle,20,bookmia.07.17,casino_royale,250,13,0.0,0.0,3.0,0.0,0,12.966,254,0.0,2
0.15,oracle,20,bookmia.07.20,casino_royale,261,14,0.0,0.0,3.0,0.0,0,13.707,280,0.0,2
0.15,oracle,20,bookmia.07.24,casino_royale,245,13,0.0,0.0,3.0,0.0,0,12.45,260,0.0,3
0.15,oracle,20,bookmia.07.25,casino_royale,264,14,0.0,0.0,3.0,0.0,0,14.078,280,0.0,3
0.15,oracle,20,bookmia.07.26,casino_royale,257,13,0.0,0.0,3.0,0.0,0,14.115,260,0.0,2
0.15,oracle,20,bookmia.07.28,casino_royale,255,13,0.0,0.0,3.0,0.0,0,13.872,260,0.0,2
0.15,oracle,20,bookmia.07.29,casino_royale,259,13,0.0,0.0,3.0,0.0,0,12.549,241,0.0,2
0.15,oracle,20,bookmia.07.30,casino_royale,244,13,0.0,0.0,3.0,0.0,0,12.991,260,0.0,3
0.15,oracle,20,bookmia.07.31,casino_royale,271,14,0.0,0.0,3.0,0.0,0,13.752,272,0.0,3
0.15,oracle,20,bookmia.07.32,casino_royale,265,14,0.0,0.0,3.0,0.0,0,13.046,274,0.0,2
0.15,oracle,20,bookmia.07.37,casino_royale,264,14,0.0,0.0,3.0,0.0,0,13.57,267,0.0,2
0.15,oracle,20,bookmia.07.40,casino_royale,252,13,0.0,0.0,3.0,0.0,0,12.14,260,0.0,2
0.15,oracle,20,bookmia.07.41,casino_royale,255,13,0.0,0.0,3.0,0.0,0,13.336,236,0.0,2
0.15,oracle,20,bookmia.07.43,casino_royale,243,13,0.0,0.0,3.0,0.0,0,12.628,257,0.0,3
0.15,oracle,20,bookmia.07.44,casino_royale,258,13,0.0,0.0,3.0,0.0,0,12.899,250,0.0,3
0.15,oracle,20,bookmia.07.47,casino_royale,259,13,0.0,0.0,3.0,0.0,0,13.086,260,0.0,2
0.15,oracle,20,bookmia.07.49,casino_royale,249,13,0.0,0.0,3.0,0.0,0,13.651,218,0.0,2
0.15,oracle,20,bookmia.07.53,casino_royale,269,14,0.0,0.0,3.0,0.0,0,12.681,280,0.0,2
0.15,oracle,20,bookmia.07.54,casino_royale,258,13,0.0,0.0,3.0,0.0,0,13.14,260,0.0,7
0.15,oracle,20,bookmia.07.55,casino_royale,243,13,0.0,0.0,3.0,0.0,0,11.361,254,0.0,2
0.15,oracle,20,bookmia.07.56,casino_royale,247,13,0.0,0.0,3.0,0.0,0,12.861,260,0.0,2
0.15,oracle,20,bookmia.07.57,casino_royale,258,13,0.0,0.0,3.0,0.0,0,13.519,249,0.0,2
0.15,oracle,20,bookmia.07.59,casino_royale,252,13,0.0,0.0,3.0,0.0,0,13.652,235,0.0,2
0.15,oracle,20,bookmia.07.61,casino_royale,253,13,0.0,0.0,3.0,0.0,0,13.131,244,0.0,2
0.15,oracle,20,bookmia.07.62,casino_royale,265,14,0.0,0.0,3.0,0.0,0,13.18,269,0.0,3
0.15,oracle,20,bookmia.07.63,casino_royale,247,13,0.0,0.0,3.0,0.0,0,13.472,246,0.0,2
0.15,oracle,20,bookmia.07.66,casino_royale,260,13,0.0,0.0,3.0,0.0,0,12.404,260,0.0,2
0.15,oracle,20,bookmia.07.70,casino_royale,251,13,0.0,0.0,3.0,0.0,0,12.377,254,0.0,2
0.15,oracle,20,bookmia.07.72,casino_royale,253,13,0.0,0.0,3.0,0.0,0,11.148,260,0.0,2
0.15,oracle,20,bookmia.07.73,casino_royale,247,13,0.0,0.0,3.0,0.0,0,11.417,247,0.0,3
0.15,oracle,20,bookmia.07.77,casino_royale,252,13,0.0,0.0,3.0,0.0,0,12.224,247,0.0,2
0.15,oracle,20,bookmia.07.80,casino_royale,263,14,0.0,0.0,3.0,0.0,0,13.345,280,0.0,2
0.15,oracle,50,bookmia.00.11,1984,248,5,0.0,0.0,7.5,0.0,0,12.759,250,0.0,3
0.15,oracle,50,bookmia.00.26,1984,243,5,0.0,0.0,7.5,0.0,0,11.209,220,0.0,2
0.15,oracle,50,bookmia.00.31,1984,241,5,0.0,0.0,7.5,0.0,0,10.827,250,0.0,2
0.15,oracle,50,bookmia.00.40,1984,260,6,0.0,0.0,7.5,0.0,0,12.143,251,0.0,3
0.15,oracle,50,bookmia.00.46,1984,253,6,0.0,0.0,7.5,0.0,0,12.996,278,0.0,4
0.15,oracle,50,bookmia.00.48,1984,257,6,0.0,0.0,7.5,0.0,0,11.761,300,0.0,7
0.15,oracle,50,bookmia.00.64,1984,256,6,0.0,0.0,7.5,0.0,0,11.33,284,0.0,4
0.15,oracle,50,bookmia.00.71,1984,266,6,0.0,0.0,7.5,0.0,0,13.177,300,0.0,2
0.15,oracle,50,bookmia.01.00,a_game_of_thrones,270,6,0.0,0.0,7.5,0.0,0,12.193,279,0.0,2
0.15,oracle,50,bookmia.01.01,a_game_of_thrones,282,6,0.0,0.0,7.5,0.0,0,14.153,295,0.0,6
0.15,oracle,50,bookmia.01.02,a_game_of_thrones,266,6,0.0,0.0,7.5,0.0,0,12.959,291,0.0,2
0.15,oracle,50,bookmia.01.03,a_game_of_thrones,254,6,0.0,0.0,7.5,0.0,0,11.2,300,0.0,6
0.15,oracle,50,bookmia.01.04,a_game_of_thrones,257,6,0.0,0.0,7.5,0.0,0,13.176,277,0.0,2
0.15,oracle,50,bookmia.01.07,a_game_of_thrones,258,6,0.0,0.0,7.5,0.0,0,12.311,281,0.0,2
0.15,oracle,50,bookmia.01.10,a_game_of_thrones,263,6,0.0,0.0,7.5,0.0,0,12.952,295,0.0,3
0.15,oracle,50,bookmia.01.11,a_game_of_thrones,259,6,0.0,0.0,7.5,0.0,0,11.588,300,0.0,3
0.15,oracle,50,bookmia.01.12,a_game_of_thrones,287,6,0.0,0.0,7.5,0.0,0,12.631,300,0.0,8
0.15,oracle,50,bookmia.01.14,a_game_of_thrones,262,6,0.0,0.0,7.5,0.0,0,12.706,300,0.0,4
0.15,oracle,50,bookmia.01.20,a_game_of_thrones,264,6,0.0,0.0,7.5,0.0,0,12.748,300,0.0,2
0.15,oracle,50,bookmia.01.22,a_game_of_thrones,271,6,0.0,0.0,7.5,0.0,0,13.176,279,0.0,3
0.15,oracle,50,bookmia.01.23,a_game_of_thrones,253,6,0.0,0.0,7.5,0.0,0,11.953,264,0.0,5
0.15,oracle,50,bookmia.01.26,a_game_of_thrones,275,6,0.0,0.0,7.5,0.0,0,13.443,300,0.0,4
0.15,oracle,50,bookmia.01.27,a_game_of_thrones,261,6,0.0,0.0,7.5,0.0,0,12.494,281,0.0,3
0.15,oracle,50,bookmia.01.31,a_game_of_thrones,258,6,0.0,0.0,7.5,0.0,0,12.347,293,0.0,2
0.15,oracle,50,bookmia.01.32,a_game_of_thrones,260,6,0.0,0.0,7.5,0.0,0,13.242,300,0.0,2
0.15,oracle,50,bookmia.01.33,a_game_of_thrones,271,6,0.0,0.0,7.5,0.0,0,14.359,286,0.0,2
0.15,oracle,50,bookmia.01.36,a_game_of_thrones,262,6,0.0,0.0,7.5,0.0,0,12.353,283,0.0,2
0.15,oracle,50,bookmia.01.37,a_game_of_thrones,260,6,0.0,0.0,7.5,0.0,0,13.578,247,0.0,3
0.15,oracle,50,bookmia.01.39,a_game_of_thrones,259,6,0.0,0.0,7.5,0.0,0,13.496,280,0.0,2
0.15,oracle,50,bookmia.01.41,a_game_of_thrones,258,6,0.0,0.0,7.5,0.0,0,12.754,300,0.0,3
0.15,oracle,50,bookmia.01.42,a_game_of_thrones,251,6,0.0,0.0,7.5,0.0,0,13.57,286,0.0,3
0.15,oracle,50,bookmia.01.43,a_game_of_thrones,296,6,0.0,0.0,7.5,0.0,0,11.986,300,0.0,2
0.15,oracle,50,bookmia.01.44,a_game_of_thrones,274,6,0.0,0.0,7.5,0.0,0,13.197,292,0.0,9
0.15,oracle,50,bookmia.01.46,a_game_of_thrones,266,6,0.0,0.0,7.5,0.0,0,13.404,285,0.0,2
0.15,oracle,50,bookmia.01.49,a_game_of_thrones,282,6,0.0,0.0,7.5,0.0,0,14.561,298,0.0,2
0.15,oracle,50,bookmia.01.51,a_game_of_thrones,265,6,0.0,0.0,7.5,0.0,0,12.81,300,0.0,2
0.15,oracle,50,bookmia.01.52,a_game_of_thrones,288,6,0.0,0.0,7.5,0.0,0,12.847,293,0.0,3
0.15,oracle,50,bookmia.01.58,a_game_of_thrones,255,6,0.0,0.0,7.5,0.0,0,13.173,295,0.0,2
0.15,oracle,50,bookmia.01.59,a_game_of_thrones,275,6,0.0,0.0,7.5,0.0,0,13.736,300,0.0,3
0.15,oracle,50,bookmia.01.60,a_game_of_thrones,273,6,0.0,0.0,7.5,0.0,0,13.55,287,0.0,12
0.15,oracle,50,bookmia.01.62,a_game_of_thrones,261,6,0.0,0.0,7.5,0.0,0,13.218,270,0.0,2
0.15,oracle,50,bookmia.01.69,a_game_of_thrones,262,6,0.0,0.0,7.5,0.0,0,12.51,300,0.0,2
0.15,oracle,50,bookmia.01.71,a_game_of_thrones,269,6,0.0,0.0,7.5,0.0,0,13.127,295,0.0,2
0.15,oracle,50,bookmia.01.73,a_game_of_thrones,258,6,0.0,0.0,7.5,0.0,0,13.317,268,0.0,2
0.15,oracle,50,bookmia.01.74,a_game_of_thrones,262,6,0.0,0.0,7.5,0.0,0,11.382,300,0.0,2
0.15,oracle,50,bookmia.01.75,a_game_of_thrones,259,6,0.0,0.0,7.5,0.0,0,13.488,300,0.0,12
0.15,oracle,50,bookmia.01.76,a_game_of_thrones,261,6,0.0,0.0,7.5,0.0,0,12.577,258,0.0,2
0.15,oracle,50,bookmia.01.77,a_game_of_thrones,269,6,0.0,0.0,7.5,0.0,0,13.121,269,0.0,3
0.15,oracle,50,bookmia.01.78,a_game_of_thrones,257,6,0.0,0.0,7.5,0.0,0,13.222,300,0.0,3
0.15,oracle,50,bookmia.01.79,a_game_of_thrones,286,6,0.0,0.0,7.5,0.0,0,12.899,271,0.0,3
0.15,oracle,50,bookmia.01.81,a_game_of_thrones,256,6,0.0,0.0,7.5,0.0,0,12.274,300,0.0,2
0.15,oracle,50,bookmia.01.82,a_game_of_thrones,259,6,0.0,0.0,7.5,0.0,0,12.488,281,0.0,12
0.15,oracle,50,bookmia.01.83,a_game_of_thrones,270,6,0.0,0.0,7.5,0.0,0,13.714,192,0.0,2
0.15,oracle,50,bookmia.01.87,a_game_of_thrones,281,6,0.0,0.0,7.5,0.0,0,13.087,300,0.0,2
0.15,oracle,50,bookmia.01.88,a_game_of_thrones,258,6,0.0,0.0,7.5,0.0,0,13.048,245,0.0,2
0.15,oracle,50,bookmia.01.89,a_game_of_thrones,272,6,0.0,0.0,7.5,0.0,0,12.814,269,0.0,2
0.15,oracle,50,bookmia.01.90,a_game_of_thrones,247,5,0.0,0.0,7.5,0.0,0,13.655,235,0.0,2
0.15,oracle,50,bookmia.01.97,a_game_of_thrones,263,6,0.0,0.0,7.5,0.0,0,12.316,287,0.0,3
0.15,oracle,50,bookmia.07.02,casino_royale,243,5,0.0,0.0,7.5,0.0,0,11.971,245,0.0,2
0.15,oracle,50,bookmia.07.03,casino_royale,261,6,0.0,0.0,7.5,0.0,0,12.803,300,0.109,23
0.15,oracle,50,bookmia.07.04,casino_royale,262,6,0.0,0.0,7.5,0.0,0,12.615,280,0.0,2
0.15,oracle,50,bookmia.07.05,casino_royale,263,6,0.0,0.0,7.5,0.0,0,13.587,256,0.0,2
0.15,oracle,50,bookmia.07.06,casino_royale,243,5,0.0,0.0,7.5,0.0,0,11.512,201,0.0,3
0.15,oracle,50,bookmia.07.07,casino_royale,256,6,0.0,0.0,7.5,0.0,0,12.985,281,0.0,3
0.15,oracle,50,bookmia.07.08,casino_royale,270,6,0.0,0.0,7.5,0.0,0,13.194,294,0.0,3
0.15,oracle,50,bookmia.07.09,casino_royale,261,6,0.0,0.0,7.5,0.0,0,12.743,257,0.0,4
0.15,oracle,50,bookmia.07.15,casino_royale,261,6,0.0,0.0,7.5,0.0,0,12.941,221,0.0,4
0.15,oracle,50,bookmia.07.16,casino_royale,244,5,0.0,0.0,7.5,0.0,0,11.657,250,0.1023,22
0.15,oracle,50,bookmia.07.17,casino_royale,250,5,0.0,0.0,7.5,0.0,0,12.361,216,0.0,2
0.15,oracle,50,bookmia.07.20,casino_royale,261,6,0.0,0.0,7.5,0.0,0,13.509,300,0.0,4
0.15,oracle,50,bookmia.07.24,casino_royale,245,5,0.0,0.0,7.5,0.0,0,12.049,250,0.0,2
0.15,oracle,50,bookmia.07.25,casino_royale,264,6,0.0,0.0,7.5,0.0,0,13.761,281,0.0,5
0.15,oracle,50,bookmia.07.26,casino_royale,257,6,0.0,0.0,7.5,0.0,0,14.048,300,0.0,3
0.15,oracle,50,bookmia.07.28,casino_royale,255,6,0.0,0.0,7.5,0.0,0,13.677,251,0.0,3
0.15,oracle,50,bookmia.07.29,casino_royale,259,6,0.0,0.0,7.5,0.0,0,12.622,241,0.0,2
0.15,oracle,50,bookmia.07.30,casino_royale,244,5,0.0,0.0,7.5,0.0,0,12.672,244,0.0,2
0.15,oracle,50,bookmia.07.31,casino_royale,271,6,0.0,0.0,7.5,0.0,0,13.581,264,0.0,13
0.15,oracle,50,bookmia.07.32,casino_royale,265,6,0.0,0.0,7.5,0.0,0,12.94,264,0.0,2
0.15,oracle,50,bookmia.07.37,casino_royale,264,6,0.0,0.0,7.5,0.0,0,13.367,260,0.0,2
