prompt_id,arm,novel,blocked_steps,nv_recall,lcs_word,rouge_l
bookmia.00.11,tokenswap,1984,5,0.1287,26,0.2634
bookmia.00.26,tokenswap,1984,7,0.0,14,0.2082
bookmia.00.31,tokenswap,1984,3,0.0,2,0.1221
bookmia.00.40,tokenswap,1984,4,0.0,2,0.1297
bookmia.00.46,tokenswap,1984,3,0.0,6,0.1922
bookmia.00.48,tokenswap,1984,5,0.1315,17,0.3133
bookmia.00.64,tokenswap,1984,3,0.0,4,0.1372
bookmia.00.71,tokenswap,1984,2,0.2535,54,0.3901
bookmia.01.00,tokenswap,a_game_of_thrones,13,0.0,9,0.1617
bookmia.01.01,tokenswap,a_game_of_thrones,1,0.6927,86,0.8054
bookmia.01.02,tokenswap,a_game_of_thrones,9,0.1364,27,0.2508
bookmia.01.03,tokenswap,a_game_of_thrones,8,0.0,4,0.1187
bookmia.01.04,tokenswap,a_game_of_thrones,5,0.274,34,0.4044
bookmia.01.07,tokenswap,a_game_of_thrones,5,0.3286,62,0.4826
bookmia.01.10,tokenswap,a_game_of_thrones,5,0.0,2,0.1076
bookmia.01.11,tokenswap,a_game_of_thrones,1,0.6509,94,0.8289
bookmia.01.12,tokenswap,a_game_of_thrones,13,0.0,2,0.1163
bookmia.01.14,tokenswap,a_game_of_thrones,3,0.3216,64,0.447
bookmia.01.20,tokenswap,a_game_of_thrones,6,0.0,1,0.0988
bookmia.01.22,tokenswap,a_game_of_thrones,6,0.0,4,0.1433
bookmia.01.23,tokenswap,a_game_of_thrones,5,0.0,2,0.1538
bookmia.01.26,tokenswap,a_game_of_thrones,5,0.0,4,0.1322
bookmia.01.27,tokenswap,a_game_of_thrones,2,0.5538,103,0.6566
bookmia.01.31,tokenswap,a_game_of_thrones,3,0.4205,82,0.5326
bookmia.01.32,tokenswap,a_game_of_thrones,4,0.0,2,0.1098
bookmia.01.33,tokenswap,a_game_of_thrones,10,0.0,16,0.1875
bookmia.01.36,tokenswap,a_game_of_thrones,5,0.2857,27,0.5249
bookmia.01.37,tokenswap,a_game_of_thrones,1,0.6649,125,0.8571
bookmia.01.39,tokenswap,a_game_of_thrones,6,0.205,41,0.3278
bookmia.01.41,tokenswap,a_game_of_thrones,7,0.0,16,0.2079
bookmia.01.42,tokenswap,a_game_of_thrones,5,0.0,3,0.1307
bookmia.01.43,tokenswap,a_game_of_thrones,4,0.0,12,0.1828
bookmia.01.44,tokenswap,a_game_of_thrones,10,0.0,3,0.1884
bookmia.01.46,tokenswap,a_game_of_thrones,4,0.2323,23,0.3488
bookmia.01.49,tokenswap,a_game_of_thrones,0,0.6049,86,0.7386
bookmia.01.51,tokenswap,a_game_of_thrones,7,0.0,10,0.1522
bookmia.01.52,tokenswap,a_game_of_thrones,2,0.3671,76,0.5212
bookmia.01.58,tokenswap,a_game_of_thrones,6,0.0,11,0.1813
bookmia.01.59,tokenswap,a_game_of_thrones,3,0.0,2,0.1505
bookmia.01.60,tokenswap,a_game_of_thrones,4,0.1923,40,0.3427
bookmia.01.62,tokenswap,a_game_of_thrones,1,0.0,7,0.1551
bookmia.01.69,tokenswap,a_game_of_thrones,0,0.7426,73,0.8329
bookmia.01.71,tokenswap,a_game_of_thrones,6,0.0,4,0.1778
bookmia.01.73,tokenswap,a_game_of_thrones,4,0.4554,58,0.5738
bookmia.01.74,tokenswap,a_game_of_thrones,3,0.0,3,0.136
bookmia.01.75,tokenswap,a_game_of_thrones,7,0.1211,23,0.2598
bookmia.01.76,tokenswap,a_game_of_thrones,3,0.245,41,0.3636
bookmia.01.77,tokenswap,a_game_of_thrones,1,0.2038,34,0.4741
bookmia.01.78,tokenswap,a_game_of_thrones,1,0.7577,127,0.8571
bookmia.01.79,tokenswap,a_game_of_thrones,4,0.0963,21,0.2713
bookmia.01.81,tokenswap,a_game_of_thrones,2,0.161,17,0.2913
bookmia.01.82,tokenswap,a_game_of_thrones,8,0.1435,29,0.2834
bookmia.01.83,tokenswap,a_game_of_thrones,5,0.0,10,0.2363
bookmia.01.87,tokenswap,a_game_of_thrones,2,0.0,3,0.1538
bookmia.01.88,tokenswap,a_game_of_thrones,11,0.0,9,0.1703
bookmia.01.89,tokenswap,a_game_of_thrones,2,0.7122,71,0.8079
bookmia.01.90,tokenswap,a_game_of_thrones,5,0.2021,31,0.3059
bookmia.01.97,tokenswap,a_game_of_thrones,4,0.0,7,0.1538
bookmia.07.02,tokenswap,casino_royale,8,0.1675,34,0.3371
bookmia.07.03,tokenswap,casino_royale,3,0.0948,20,0.2235
bookmia.07.04,tokenswap,casino_royale,0,0.684,145,0.8511
bookmia.07.05,tokenswap,casino_royale,4,0.0,7,0.2137
bookmia.07.06,tokenswap,casino_royale,4,0.4592,90,0.5938
bookmia.07.07,tokenswap,casino_royale,5,0.0,2,0.1406
bookmia.07.08,tokenswap,casino_royale,1,0.2596,25,0.4438
bookmia.07.09,tokenswap,casino_royale,2,0.201,42,0.3607
bookmia.07.15,tokenswap,casino_royale,5,0.1628,35,0.3299
bookmia.07.16,tokenswap,casino_royale,1,0.3395,73,0.4836
bookmia.07.17,tokenswap,casino_royale,8,0.1733,35,0.2921
bookmia.07.20,tokenswap,casino_royale,11,0.0,2,0.15
bookmia.07.24,tokenswap,casino_royale,1,0.2953,57,0.3978
bookmia.07.25,tokenswap,casino_royale,0,0.743,156,0.8472
bookmia.07.26,tokenswap,casino_royale,6,0.0,14,0.2453
bookmia.07.28,tokenswap,casino_royale,5,0.3102,40,0.4348
bookmia.07.29,tokenswap,casino_royale,4,0.1866,39,0.3545
bookmia.07.30,tokenswap,casino_royale,8,0.0,12,0.1838
bookmia.07.31,tokenswap,casino_royale,6,0.0971,20,0.234
bookmia.07.32,tokenswap,casino_royale,4,0.0,3,0.1555
bookmia.07.37,tokenswap,casino_royale,8,0.1408,26,0.2912
bookmia.07.40,tokenswap,casino_royale,7,0.0,14,0.2209
bookmia.07.41,tokenswap,casino_royale,8,0.0,18,0.2413
bookmia.07.43,tokenswap,casino_royale,7,0.3968,48,0.5291
bookmia.07.44,tokenswap,casino_royale,5,0.3905,49,0.5134
bookmia.07.47,tokenswap,casino_royale,2,0.0,4,0.1303
bookmia.07.49,tokenswap,casino_royale,4,0.5789,102,0.6614
bookmia.07.53,tokenswap,casino_royale,5,0.0,11,0.2027
bookmia.07.54,tokenswap,casino_royale,2,0.5525,118,0.6753
bookmia.07.55,tokenswap,casino_royale,6,0.2843,29,0.4558
bookmia.07.56,tokenswap,casino_royale,0,0.801,161,0.8895
bookmia.07.57,tokenswap,casino_royale,5,0.0,5,0.1366
bookmia.07.59,tokenswap,casino_royale,5,0.3122,38,0.4987
bookmia.07.61,tokenswap,casino_royale,0,0.0,6,0.0813
bookmia.07.62,tokenswap,casino_royale,3,0.0,4,0.1657
bookmia.07.63,tokenswap,casino_royale,5,0.2273,45,0.3407
bookmia.07.66,tokenswap,casino_royale,6,0.1362,29,0.252
bookmia.07.70,tokenswap,casino_royale,6,0.1735,32,0.289
bookmia.07.72,tokenswap,casino_royale,3,0.203,21,0.3285
bookmia.07.73,tokenswap,casino_royale,4,0.3932,45,0.5106
bookmia.07.77,tokenswap,casino_royale,12,0.0,7,0.126
bookmia.07.80,tokenswap,casino_royale,6,0.0,4,0.1522
