n,kl_nats,n_passages,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_pct,rouge_ge_0p5_pct,ge_0p01_pct
1,0.0,100,0.0,0.0,1.59,0.0721,0.0,0.0,0.0
2,0.1931,100,0.0,0.0,1.72,0.0843,0.0,0.0,0.0
4,0.6363,100,0.0,0.0,1.76,0.0919,0.0,0.0,0.0
8,1.2044,100,0.0,0.0,1.73,0.0865,0.0,0.0,0.0
16,1.8351,100,0.0,0.0,1.66,0.082,0.0,0.0,0.0
32,2.497,100,0.0,0.0,1.58,0.0763,0.0,0.0,0.0
64,3.1745,100,0.0,0.0,1.56,0.0777,0.0,0.0,0.0
-1,,100,0.3925,0.8154,,0.5195,71.0,47.0,78.0
