prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
bookmia.00.11,,261,0.5,110.931,110.931,407.7283,440.7455,654.7051,1.081,0.6228,0.6732,0.3366,0.1149,21.84,0.0,15.4311,2.483,1.162653
bookmia.00.26,,254,0.5,113.4771,113.4771,456.3872,491.7545,742.7961,1.0775,0.6144,0.662,0.3015,0.1197,18.5,0.0,17.6987,2.291,1.272697
bookmia.00.31,,247,0.5,112.1432,112.1432,443.6573,481.97,735.7021,1.0864,0.603,0.6551,0.2792,0.1175,16.19,0.0,18.1776,2.115,1.313343
bookmia.00.40,,269,0.5,118.6516,118.6516,482.2846,519.3688,793.8545,1.0769,0.6075,0.6542,0.3158,0.1246,19.33,0.0,16.6103,2.294,1.313205
bookmia.00.46,,263,0.5,115.3482,115.3482,493.1763,546.041,847.8066,1.1072,0.5817,0.6441,0.2975,0.1153,18.25,0.0,18.856,2.479,1.45664
bookmia.00.48,,273,0.5,120.0744,120.0744,486.4507,519.7013,785.4846,1.0684,0.6193,0.6616,0.3021,0.1202,17.58,0.0,17.5572,2.227,1.262003
bookmia.00.64,,262,0.5,117.0439,117.0439,457.9157,496.3358,755.9316,1.0839,0.6058,0.6566,0.285,0.1163,16.79,0.0,17.419,2.639,1.292174
bookmia.00.71,,285,0.5,122.3368,122.3368,530.446,584.9517,903.63,1.1028,0.587,0.6473,0.3282,0.1119,21.75,0.0,18.2112,2.618,1.454676
bookmia.01.00,,285,0.5,124.6239,124.6239,530.9495,576.0756,875.5315,1.085,0.6064,0.658,0.3264,0.1182,20.35,0.0,17.9795,2.569,1.344515
bookmia.01.01,,305,0.5,128.7488,128.7488,561.6615,622.6642,954.7096,1.1086,0.5883,0.6522,0.3369,0.1114,22.95,0.0,17.922,2.742,1.453321
bookmia.01.02,,276,0.5,124.5294,124.5294,557.5862,608.1797,927.688,1.0907,0.601,0.6556,0.2724,0.1157,14.86,0.0,18.2204,2.622,1.424819
bookmia.01.03,,266,0.5,121.6993,121.6993,517.7624,559.8105,864.6456,1.0812,0.5988,0.6474,0.2609,0.1193,13.91,0.0,18.4393,2.262,1.385948
bookmia.01.04,,261,0.5,122.2583,122.2583,512.9285,553.6255,848.2261,1.0793,0.6047,0.6527,0.2484,0.1196,12.64,0.0,18.8085,2.315,1.345542
bookmia.01.07,,272,0.5,126.3251,126.3251,552.9281,604.0883,936.8074,1.0925,0.5902,0.6448,0.2293,0.1198,10.29,0.0,19.2768,2.55,1.433997
bookmia.01.10,,274,0.5,123.9439,123.9439,543.8475,592.5793,911.2594,1.0896,0.5968,0.6503,0.2681,0.1158,14.96,0.0,18.3974,2.539,1.406084
bookmia.01.11,,260,0.5,117.5199,117.52,463.1972,499.9725,749.7041,1.0794,0.6178,0.6669,0.2845,0.1127,17.31,0.0,17.1793,2.388,1.236239
bookmia.01.12,,303,0.5,133.4194,133.4194,568.5505,619.3471,952.9534,1.0893,0.5966,0.6499,0.2986,0.1183,17.49,0.0,17.4382,2.49,1.385775
bookmia.01.14,,270,0.5,124.2002,124.2002,533.3428,572.712,883.7807,1.0738,0.6035,0.648,0.2561,0.1181,13.33,0.0,19.2826,2.362,1.38095
bookmia.01.20,,285,0.5,124.1171,124.1171,546.6319,588.3854,891.8951,1.0764,0.6129,0.6597,0.3271,0.1186,20.7,0.0,17.7142,2.483,1.343412
bookmia.01.22,,282,0.5,122.334,122.334,532.1291,585.0262,903.8418,1.0994,0.5887,0.6473,0.307,0.1139,19.86,0.0,18.3943,2.402,1.457118
bookmia.01.23,,263,0.5,116.1932,116.1933,504.5855,544.5747,826.9277,1.0793,0.6102,0.6586,0.2947,0.1217,17.11,0.0,17.0529,2.24,1.338278
bookmia.01.26,,288,0.5,129.6961,129.6961,536.197,574.5692,858.1582,1.0716,0.6248,0.6695,0.2879,0.1145,17.01,0.0,18.5091,2.487,1.240758
bookmia.01.27,,269,0.5,121.418,121.418,507.6591,546.7267,828.1813,1.077,0.613,0.6602,0.2642,0.1153,14.13,0.0,18.5221,2.294,1.29694
bookmia.01.31,,264,0.5,118.5623,118.5623,519.199,563.7632,870.4427,1.0858,0.5965,0.6477,0.2613,0.1122,14.39,0.0,19.1107,2.59,1.421197
bookmia.01.32,,268,0.5,122.1314,122.1314,544.5188,583.9402,894.0308,1.0724,0.6091,0.6532,0.2511,0.1209,12.69,0.0,18.8859,2.622,1.382351
bookmia.01.33,,287,0.5,126.922,126.922,586.9606,633.7454,970.3486,1.0797,0.6049,0.6531,0.2862,0.1176,16.03,0.0,18.7265,2.616,1.436296
bookmia.01.36,,269,0.5,122.3366,122.3366,535.0667,567.6621,866.9838,1.0609,0.6172,0.6548,0.2528,0.1189,13.38,0.0,18.7956,2.269,1.336985
bookmia.01.37,,268,0.5,118.5813,118.5813,513.4739,560.1377,854.2831,1.0909,0.6011,0.6557,0.3025,0.1191,18.28,0.0,17.9989,2.407,1.399528
bookmia.01.39,,274,0.5,126.8428,126.8428,544.6597,593.1866,914.0807,1.0891,0.5959,0.6489,0.2529,0.1319,11.68,0.0,17.5974,2.426,1.399137
bookmia.01.41,,266,0.5,120.8915,120.8915,537.7036,583.8714,894.5433,1.0859,0.6011,0.6527,0.2712,0.1212,15.04,0.0,18.8224,2.446,1.405945
