model,id,novel,n_tok,s_rate,k_crit,binding_token,binding_frac,ratio_skip0,ratio_skip1,ratio_skip5,ratio_skip10,ratio_skip20
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.55,the_silmarillion,62,3.275757735989417,11.714906692504883,0,0.0,3.5762433112186445,1.7735129578636344,3.7197003940305917,0.9925955826126044,1.064682260479
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.58,the_silmarillion,67,3.1786890186320766,11.061132431030273,0,0.0,3.4797780991455225,1.536299416069477,1.4717006562571293,1.2664775932798575,2.378032640813494
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.61,the_silmarillion,79,4.153078517381432,12.90768814086914,0,0.0,3.107980763389853,1.1214002954459024,1.138102028848678,1.3983942613391496,1.3365543372722197
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.62,the_silmarillion,61,3.1139708832746034,11.319031715393066,0,0.0,3.634918931383889,1.4965181070005436,1.6257137032837619,1.1990575825461567,2.3807251291051497
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.63,the_silmarillion,79,2.6513663556484235,15.47045612335205,0,0.0,5.834899462457939,1.2000080455438147,1.8312701777390474,1.128354027904017,1.019865862593605
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.64,the_silmarillion,69,3.3879593531103414,13.57833194732666,0,0.0,4.007820204472338,2.063436363621497,3.437387480534546,2.140432836354533,1.138455688326174
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.65,the_silmarillion,56,3.7410170460186367,16.51483154296875,0,0.0,4.4145298831355495,1.2330393113774494,1.6979664286506353,1.251380840472801,1.9083804134685594
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.68,the_silmarillion,60,3.1527789089343665,13.73639965057373,0,0.0,4.356918149778098,0.9431030822071509,0.9487758224857678,1.5945997692815477,0.9615895874966678
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.69,the_silmarillion,62,3.208933446714054,11.282018661499023,0,0.0,3.515815721591797,1.0332701201586467,1.0571338686699103,1.144686731957081,1.6005957448204309
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.70,the_silmarillion,62,2.8648383008164067,12.586933135986328,0,0.0,4.393592871332169,0.9509012545799028,1.0420112525350873,1.0989386671471177,1.6461728375054552
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.72,the_silmarillion,60,2.738828911335925,15.94208812713623,0,0.0,5.820768161586304,1.1065771903417299,1.3919911127684577,1.5870311261226755,1.4502201559353607
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.74,the_silmarillion,65,2.210923977868067,14.491687774658203,0,0.0,6.554584381789616,2.0811288390856455,2.764918330962401,1.8328182314809291,1.3817221560701212
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.78,the_silmarillion,57,3.1650910498410987,14.500835418701172,0,0.0,4.581490766096342,1.0402765491033044,1.48536302117994,1.464064907478421,1.8134381318973205
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.79,the_silmarillion,62,3.9615231650250573,13.375450134277344,0,0.0,3.3763402552747013,1.6925124920771726,1.223537521183543,1.0610755466825934,1.314455668533561
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.80,the_silmarillion,71,3.225078591178368,17.600242614746094,0,0.0,5.457306579408156,0.9820550260384109,1.5689924376670223,1.0105538721825325,1.2678044582698333
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.86,the_silmarillion,63,3.216994989390341,17.435171127319336,0,0.0,5.419707268684155,1.350364998842745,1.7631506048605547,1.9660059263382437,0.935257958228192
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.87,the_silmarillion,63,2.776432421398423,15.040437698364258,0,0.0,5.417181265585692,0.9287551408776502,0.9774318566588551,0.9872977887021671,1.2147447797684205
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.89,the_silmarillion,66,3.259650172699229,6.241316318511963,1,0.015151515151515152,1.9147196747630426,2.598724267341052,3.974819196575766,1.3180262227887818,0.9035426086073776
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.90,the_silmarillion,64,3.044158706587041,15.478433609008789,0,0.0,5.08463424574944,0.9809887808960671,1.1929232418093376,1.1225584846057683,2.726481643848992
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.91,the_silmarillion,60,3.6673718856026727,11.846060752868652,0,0.0,3.230122584342696,1.5209746212443624,2.573885399493782,1.3142096933923306,0.8899261641521533
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.98,the_silmarillion,64,2.725937464249,14.000197410583496,0,0.0,5.135920245492708,1.2025150420486437,1.290819840336352,0.9596870050031276,1.763764552899733
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.42.99,the_silmarillion,61,3.181669243554142,11.791945457458496,0,0.0,3.7062134856878104,2.1251181670313857,1.204481668032297,1.086029650961312,1.49902996170966
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.00,their_eyes_were_watching_god,59,4.388815599028021,13.82778549194336,0,0.0,3.15068728223755,1.3087367664447425,1.3815549187074638,1.3280390796926904,1.4448777023634545
