published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,2223.111,-3864.169,0.0,False
1.0,2.0,1.689,2223.111,-5111.649,8.219,False
1.0,4.0,2.3353,2223.111,-5634.074,11.661,False
1.0,8.0,2.9672,2223.111,-5115.469,8.244,False
3.0,1.0,3.0,2370.479,-1099.639,0.0,False
3.0,2.0,4.8832,2370.479,-1405.436,2.015,False
3.0,4.0,5.7373,2370.479,-1389.991,1.913,False
3.0,8.0,7.0423,2370.479,-913.641,-1.225,False
