prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
bookmia.13.01,,285,0.5,119.441,119.441,327.304,361.1514,571.3086,1.1034,0.5729,0.6321,0.4377,0.1947,25.26,0.0,8.6494,2.426,1.245468
bookmia.13.03,,277,0.5,114.5063,113.6433,306.1157,331.8973,512.3025,1.0842,0.5975,0.6479,0.4467,0.1957,25.27,0.0,8.3723,2.201,1.155984
bookmia.13.04,,277,0.5,123.3769,123.377,303.4782,331.6865,497.6518,1.093,0.6098,0.6665,0.4015,0.196,19.49,0.0,8.64,2.24,1.068799
bookmia.13.05,,292,0.5,123.428,123.428,328.2818,362.1868,555.211,1.1033,0.5913,0.6523,0.4098,0.1958,21.58,0.0,8.5997,2.035,1.154183
bookmia.13.08,,276,0.5,123.8467,123.8468,323.6609,354.7391,542.5009,1.096,0.5966,0.6539,0.3942,0.1952,18.84,0.0,8.6766,2.48,1.109699
bookmia.13.09,,270,0.5,113.5541,113.5541,283.4499,309.4937,463.4979,1.0919,0.6115,0.6677,0.4544,0.1987,26.67,0.0,7.7931,2.241,1.06965
bookmia.13.10,,278,0.5,126.6197,126.6197,334.7144,360.6852,558.8647,1.0776,0.5989,0.6454,0.3721,0.2071,17.63,0.0,9.3607,2.104,1.129861
bookmia.13.12,,277,0.5,117.998,117.998,291.6492,318.5049,478.3224,1.0921,0.6097,0.6659,0.4499,0.2051,23.83,0.0,7.5629,2.092,1.065523
bookmia.13.13,,288,0.5,129.6232,129.6232,343.1143,379.9568,595.6954,1.1074,0.576,0.6378,0.3728,0.1945,17.71,0.0,9.7054,2.109,1.187274
bookmia.13.16,,278,0.5,123.211,123.211,294.2258,323.7423,477.7325,1.1003,0.6159,0.6777,0.4305,0.2323,19.78,0.0,7.4359,2.333,1.057646
bookmia.13.18,,286,0.5,122.6395,122.6395,283.0078,309.5641,458.3074,1.0938,0.6175,0.6755,0.4257,0.1945,24.13,0.0,8.262,2.21,1.005539
bookmia.13.22,,306,0.5,129.0045,129.0045,369.8589,400.6376,630.0685,1.0832,0.587,0.6359,0.4245,0.194,22.88,0.0,8.4037,2.116,1.209257
bookmia.13.23,,258,0.5,117.2031,117.2031,306.9412,336.8732,517.4919,1.0975,0.5931,0.651,0.3923,0.2045,17.44,0.0,8.4476,2.228,1.142199
bookmia.13.25,,275,0.5,118.6952,118.6952,330.0542,360.2429,556.8817,1.0915,0.5927,0.6469,0.4388,0.2161,22.91,0.0,8.0819,2.127,1.205651
bookmia.13.27,,292,0.5,123.9624,123.9624,319.8989,351.1289,541.4026,1.0976,0.5909,0.6486,0.4416,0.1873,23.97,0.0,8.6146,2.442,1.13198
bookmia.13.29,,270,0.5,117.2207,117.2206,283.5659,311.951,457.0596,1.1001,0.6204,0.6825,0.4406,0.2036,23.33,0.0,7.5245,2.32,1.037048
bookmia.13.31,,298,0.5,109.5692,109.5692,297.2342,320.8012,502.5279,1.0793,0.5915,0.6384,0.5123,0.1922,34.56,0.0,7.29,2.044,1.186513
bookmia.13.32,,271,0.5,116.3943,116.3943,298.4573,324.7853,498.1043,1.0882,0.5992,0.652,0.4316,0.2004,22.88,0.0,8.385,2.223,1.114123
bookmia.13.34,,290,0.5,128.5753,128.5753,348.6232,386.0203,602.1915,1.1073,0.5789,0.641,0.4128,0.1995,21.72,0.0,8.7576,2.283,1.215585
bookmia.13.35,,285,0.5,125.2205,125.2205,332.7329,361.2737,566.73,1.0858,0.5871,0.6375,0.3879,0.1972,18.25,0.0,9.1951,2.112,1.169713
bookmia.13.37,,276,0.5,120.1201,120.1201,312.5902,341.6767,524.6938,1.093,0.5958,0.6512,0.4213,0.1986,23.19,0.0,8.9752,2.208,1.137144
bookmia.13.41,,281,0.5,118.956,118.956,318.6075,353.1993,541.5554,1.1086,0.5883,0.6522,0.4569,0.1881,25.98,0.0,8.0279,2.291,1.146522
bookmia.13.42,,279,0.5,122.5717,122.5718,332.2988,365.9268,557.0655,1.1012,0.5965,0.6569,0.4254,0.2101,22.94,0.0,8.6442,2.271,1.151603
bookmia.13.43,,278,0.5,121.4397,121.4397,328.3677,358.7464,557.8542,1.0925,0.5886,0.6431,0.4037,0.191,20.5,0.0,9.7037,2.183,1.154954
bookmia.13.44,,277,0.5,122.8306,122.8307,289.0872,312.5237,467.542,1.0811,0.6183,0.6684,0.3904,0.1968,19.13,0.0,8.6734,2.232,1.017766
bookmia.13.45,,284,0.5,122.5575,122.5575,301.9532,336.0955,502.4727,1.1131,0.6009,0.6689,0.4369,0.1956,24.3,0.0,8.0503,2.146,1.076651
bookmia.13.46,,287,0.5,121.5318,121.5317,311.3415,341.1981,514.0156,1.0959,0.6057,0.6638,0.4512,0.1977,24.39,0.0,8.3709,2.252,1.078518
bookmia.13.47,,284,0.5,121.9363,121.9363,335.9645,367.4044,572.2297,1.0936,0.5871,0.6421,0.4169,0.1933,22.54,0.0,8.7361,2.373,1.177472
bookmia.13.51,,263,0.5,110.9254,110.9254,296.5101,324.6499,494.9435,1.0949,0.5991,0.6559,0.4214,0.2008,22.43,0.0,8.3445,2.206,1.140929
bookmia.13.52,,286,0.5,123.8441,123.844,321.153,346.569,532.6288,1.0791,0.603,0.6507,0.4026,0.1961,20.28,0.0,8.5776,2.162,1.104412
