published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,6304.585,-4238.052,0.0,False
1.0,2.0,1.9458,6304.585,-5155.863,7.034,False
1.0,4.0,2.9699,6304.585,-5114.748,6.719,False
1.0,8.0,3.8779,6304.585,-4298.686,0.465,False
3.0,1.0,3.0,7343.131,-1392.553,0.0,False
3.0,2.0,5.3121,7343.131,-1525.909,1.022,False
3.0,4.0,6.8852,7343.131,-1236.458,-1.196,False
3.0,8.0,7.5966,7343.131,-996.348,-3.037,False
