quantity,arm,value,lo95,hi95,n,single_order,reading
"D1 selection gain, order-averaged",sel_n64,0.0835,0.0665,0.1016,805,0.0646,SURVIVES
"D2 metered gain, order-averaged",metered_k1,0.1174,0.0991,0.1354,805,0.0938,SURVIVES
"D3 difference of gains, paired",sel_n64 - metered_k1,-0.0339,-0.0534,-0.0137,805,-0.0292,REVERSAL REFUTED
order consistency,sel_n64,0.3429,,,805,,UNUSABLE
order consistency,sel_n1,0.3801,,,805,,UNUSABLE
order consistency,metered_k1,0.3354,,,805,,UNUSABLE
order consistency,anchor_k0,0.3801,,,805,,UNUSABLE
