prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,k_crit,k_crit_eta,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,274,0.0,562.73,2.0537,2.2608,11.12,5.302,2.3802,1.4491,0,0,0.0,0.2007,21,,0,0,0.0,0.3613,1,,0,0,0.0,0.5255,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.26,1984,281,0.0,719.37,2.56,2.4946,13.834,6.017,4.1941,3.0816,0,0,0.0,0.1744,8,,0,0,0.0,0.2705,0,,0,0,0.0,0.4235,0,,0,0,0.9715,0.9893,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,260,0.0,677.17,2.6045,2.4334,11.487,5.515,2.6615,1.7022,0,0,0.0,0.0962,3,,0,0,0.0,0.2231,3,,0,0,0.0,0.4115,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,284,0.0,775.22,2.7296,2.5403,11.516,6.308,3.9071,2.8233,0,0,0.0,0.1408,6,,0,0,0.0,0.2394,6,,0,0,0.0,0.4014,0,,0,1,0.8556,0.9577,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,275,0.0,765.36,2.7831,2.7278,13.893,6.638,4.5499,3.4018,0,0,0.0,0.1527,0,,0,0,0.0,0.2764,0,,0,0,0.0,0.4073,0,,0,0,0.9127,0.9564,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,291,0.0,731.52,2.5138,2.5411,12.371,6.385,4.1917,3.0794,0,0,0.0,0.1753,6,,0,0,0.0,0.3127,6,,0,0,0.0,0.4845,6,,0,0,0.9072,0.9794,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,285,0.0,706.54,2.4791,2.5163,13.227,6.287,6.3489,5.0209,0,0,0.0,0.1474,9,,0,0,0.0,0.2772,7,,0,0,0.0,0.4561,7,,0,0,0.8351,0.9404,0,,0,0,0.993,0.9965,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.71,1984,302,0.0,726.93,2.4071,2.608,11.749,6.216,5.6767,4.4159,0,0,0.0,0.2252,5,,0,0,0.0,0.3775,0,,0,0,0.0,0.5033,0,,0,0,0.9834,0.9934,0,,0,1,0.9834,0.9967,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,308,0.0,763.62,2.4793,2.6592,12.356,6.659,7.2172,5.8023,0,0,0.0,0.2143,15,,0,0,0.0,0.3442,9,,0,0,0.0,0.513,4,,0,0,0.8636,0.9481,4,,0,0,0.987,0.9903,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,341,0.0,887.23,2.6018,2.8366,14.323,6.653,6.4145,5.0799,0,0,0.0,0.2375,7,,0,0,0.0,0.3314,7,,0,0,0.0,0.478,2,,0,0,0.8534,0.9619,2,,0,0,0.9853,0.9941,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
