prompt_id,arm,novel,blocked_steps,nv_recall,lcs_word,rouge_l
bookmia.00.11,tokenswap,1984,35,0.0,3,0.1114
bookmia.00.26,tokenswap,1984,43,0.0,2,0.1467
bookmia.00.31,tokenswap,1984,37,0.0,2,0.1101
bookmia.00.40,tokenswap,1984,40,0.0,2,0.137
bookmia.00.46,tokenswap,1984,36,0.0,5,0.1237
bookmia.00.48,tokenswap,1984,42,0.0,1,0.1084
bookmia.00.64,tokenswap,1984,44,0.0,2,0.1379
bookmia.00.71,tokenswap,1984,53,0.0,5,0.1809
bookmia.01.00,tokenswap,a_game_of_thrones,45,0.0,2,0.1381
bookmia.01.01,tokenswap,a_game_of_thrones,35,0.0,3,0.1475
bookmia.01.02,tokenswap,a_game_of_thrones,52,0.0,5,0.1486
bookmia.01.03,tokenswap,a_game_of_thrones,56,0.0,3,0.114
bookmia.01.04,tokenswap,a_game_of_thrones,30,0.0,4,0.1768
bookmia.01.07,tokenswap,a_game_of_thrones,58,0.0,3,0.1466
bookmia.01.10,tokenswap,a_game_of_thrones,41,0.0,2,0.1254
bookmia.01.11,tokenswap,a_game_of_thrones,53,0.0,2,0.1053
bookmia.01.12,tokenswap,a_game_of_thrones,48,0.0,2,0.1196
bookmia.01.14,tokenswap,a_game_of_thrones,31,0.0,6,0.16
bookmia.01.20,tokenswap,a_game_of_thrones,59,0.0,2,0.1271
bookmia.01.22,tokenswap,a_game_of_thrones,39,0.0,2,0.1517
bookmia.01.23,tokenswap,a_game_of_thrones,44,0.0,3,0.1
bookmia.01.26,tokenswap,a_game_of_thrones,42,0.0,4,0.1638
bookmia.01.27,tokenswap,a_game_of_thrones,52,0.0,2,0.1214
bookmia.01.31,tokenswap,a_game_of_thrones,50,0.0,4,0.1616
bookmia.01.32,tokenswap,a_game_of_thrones,36,0.0,2,0.1235
bookmia.01.33,tokenswap,a_game_of_thrones,38,0.0,16,0.2071
bookmia.01.36,tokenswap,a_game_of_thrones,47,0.0,5,0.1689
bookmia.01.37,tokenswap,a_game_of_thrones,51,0.0,3,0.1562
bookmia.01.39,tokenswap,a_game_of_thrones,42,0.0,3,0.1215
