prompt_id,split,novel_source,S_safe,n_ref_tokens,S_safe_per_tok,S_safe_first_tok,S_risky,S_risky_per_tok,S_risky_first_tok,cap_k0.1,cap_k0.15,cap_k0.25,cap_k0.5,cap_k1,cap_k3,cap_k5
bookmia.18.10,attack_train,hitchhiker's_guide_to_the_galaxy,250.371,86,2.9113,16.654,199.678,2.3218,16.36,0.081005,0.121298,0.201712,0.402099,0.800809,1.0,1.0
bookmia.18.12,attack_train,hitchhiker's_guide_to_the_galaxy,192.92,60,3.2153,16.107,145.11,2.4185,17.116,0.105416,0.157765,0.262157,0.521938,1.0,1.0,1.0
bookmia.18.15,attack_train,hitchhiker's_guide_to_the_galaxy,186.157,61,3.0518,12.026,152.181,2.4948,9.717,0.10929,0.163547,0.271733,0.540886,1.0,1.0,1.0
bookmia.18.16,attack_train,hitchhiker's_guide_to_the_galaxy,185.593,59,3.1456,13.267,157.392,2.6677,13.183,0.109626,0.164049,0.272563,0.542529,1.0,1.0,1.0
bookmia.18.18,attack_train,hitchhiker's_guide_to_the_galaxy,215.484,63,3.4204,12.087,152.103,2.4143,11.583,0.094264,0.14111,0.234564,0.467278,0.929328,1.0,1.0
bookmia.18.23,attack_train,hitchhiker's_guide_to_the_galaxy,261.676,69,3.7924,10.981,218.545,3.1673,10.993,0.077472,0.116017,0.19295,0.384698,0.766381,1.0,1.0
bookmia.18.24,attack_train,hitchhiker's_guide_to_the_galaxy,227.326,64,3.552,12.941,205.674,3.2136,13.514,0.089303,0.133699,0.222279,0.442917,0.881396,1.0,1.0
bookmia.18.25,attack_train,hitchhiker's_guide_to_the_galaxy,212.794,65,3.2738,1.624,173.166,2.6641,2.141,0.095468,0.142909,0.237545,0.473189,0.940931,1.0,1.0
bookmia.18.26,attack_train,hitchhiker's_guide_to_the_galaxy,231.356,84,2.7542,9.576,188.386,2.2427,14.06,0.087732,0.131351,0.218386,0.435194,0.86617,1.0,1.0
bookmia.18.27,attack_train,hitchhiker's_guide_to_the_galaxy,210.726,73,2.8867,10.165,186.26,2.5515,11.322,0.096415,0.144324,0.239889,0.477835,0.950041,1.0,1.0
bookmia.18.29,attack_train,hitchhiker's_guide_to_the_galaxy,226.591,69,3.2839,13.953,178.984,2.594,12.598,0.089596,0.134137,0.223004,0.444355,0.884229,1.0,1.0
bookmia.18.31,attack_train,hitchhiker's_guide_to_the_galaxy,253.233,66,3.8369,0.947,195.396,2.9605,0.109,0.08008,0.119916,0.199419,0.397547,0.791807,1.0,1.0
bookmia.18.34,attack_train,hitchhiker's_guide_to_the_galaxy,175.973,56,3.1424,11.347,133.472,2.3834,8.146,0.11569,0.173099,0.287544,0.572149,1.0,1.0,1.0
bookmia.18.35,attack_train,hitchhiker's_guide_to_the_galaxy,192.449,79,2.4361,11.567,152.998,1.9367,14.292,0.105677,0.158154,0.262802,0.523214,1.0,1.0,1.0
bookmia.18.38,attack_train,hitchhiker's_guide_to_the_galaxy,188.247,59,3.1906,14.211,154.824,2.6241,11.805,0.108063,0.161716,0.2687,0.534886,1.0,1.0,1.0
bookmia.18.39,attack_train,hitchhiker's_guide_to_the_galaxy,222.266,66,3.3677,3.771,174.607,2.6456,3.568,0.091358,0.136769,0.227368,0.45301,0.901273,1.0,1.0
bookmia.18.40,attack_train,hitchhiker's_guide_to_the_galaxy,194.476,68,2.8599,14.038,153.824,2.2621,13.521,0.104563,0.156491,0.260048,0.517763,1.0,1.0,1.0
bookmia.18.41,attack_train,hitchhiker's_guide_to_the_galaxy,191.676,67,2.8608,18.364,158.241,2.3618,17.247,0.106108,0.158798,0.263867,0.525323,1.0,1.0,1.0
bookmia.18.43,attack_train,hitchhiker's_guide_to_the_galaxy,186.171,65,2.8642,9.082,163.592,2.5168,7.615,0.109281,0.163535,0.271712,0.540846,1.0,1.0,1.0
bookmia.18.44,attack_train,hitchhiker's_guide_to_the_galaxy,270.722,64,4.23,12.032,211.311,3.3017,10.332,0.074859,0.112111,0.186468,0.37182,0.740879,1.0,1.0
bookmia.18.45,attack_train,hitchhiker's_guide_to_the_galaxy,235.447,64,3.6789,16.772,195.418,3.0534,19.426,0.086192,0.129051,0.21457,0.427623,0.851234,1.0,1.0
bookmia.18.50,attack_train,hitchhiker's_guide_to_the_galaxy,240.748,68,3.5404,7.333,206.856,3.042,10.33,0.084275,0.126186,0.20982,0.418195,0.83262,1.0,1.0
bookmia.18.52,attack_train,hitchhiker's_guide_to_the_galaxy,197.458,53,3.7256,8.492,138.712,2.6172,8.07,0.102966,0.154108,0.2561,0.509946,1.0,1.0,1.0
bookmia.18.53,attack_train,hitchhiker's_guide_to_the_galaxy,162.238,61,2.6596,14.753,153.512,2.5166,12.242,0.125605,0.187892,0.312015,0.62047,1.0,1.0,1.0
bookmia.18.57,attack_train,hitchhiker's_guide_to_the_galaxy,193.542,58,3.3369,0.842,156.473,2.6978,0.322,0.105073,0.157253,0.26131,0.520261,1.0,1.0,1.0
bookmia.18.58,attack_train,hitchhiker's_guide_to_the_galaxy,194.192,70,2.7742,13.514,161.753,2.3108,12.383,0.104718,0.156722,0.26043,0.51852,1.0,1.0,1.0
bookmia.18.61,attack_train,hitchhiker's_guide_to_the_galaxy,262.822,67,3.9227,12.032,201.205,3.0031,13.301,0.077131,0.115507,0.192104,0.383018,0.763055,1.0,1.0
bookmia.18.62,attack_train,hitchhiker's_guide_to_the_galaxy,239.011,72,3.3196,12.877,134.254,1.8646,13.098,0.084894,0.127111,0.211353,0.421239,0.838631,1.0,1.0
bookmia.18.63,attack_train,hitchhiker's_guide_to_the_galaxy,318.72,66,4.8291,4.584,126.864,1.9222,3.616,0.063493,0.095112,0.158248,0.315712,0.629578,1.0,1.0
bookmia.18.67,attack_train,hitchhiker's_guide_to_the_galaxy,274.532,64,4.2896,13.126,208.591,3.2592,7.326,0.073811,0.110543,0.183866,0.36665,0.730635,1.0,1.0
bookmia.18.68,attack_train,hitchhiker's_guide_to_the_galaxy,233.049,62,3.7589,15.752,179.121,2.8891,10.24,0.087088,0.130389,0.216791,0.432029,0.859927,1.0,1.0
bookmia.18.71,attack_train,hitchhiker's_guide_to_the_galaxy,163.118,64,2.5487,1.546,153.769,2.4026,1.361,0.124919,0.186869,0.310324,0.617133,1.0,1.0,1.0
bookmia.18.73,attack_train,hitchhiker's_guide_to_the_galaxy,217.59,62,3.5095,13.21,154.759,2.4961,11.873,0.093342,0.139733,0.232281,0.462753,0.920436,1.0,1.0
bookmia.18.74,attack_train,hitchhiker's_guide_to_the_galaxy,200.519,59,3.3986,15.506,160.199,2.7152,11.941,0.101377,0.151735,0.252169,0.502163,0.997499,1.0,1.0
bookmia.18.78,attack_train,hitchhiker's_guide_to_the_galaxy,151.699,61,2.4869,10.525,135.923,2.2282,10.015,0.134442,0.201068,0.333798,0.663411,1.0,1.0,1.0
bookmia.18.80,attack_train,hitchhiker's_guide_to_the_galaxy,185.869,63,2.9503,0.533,147.955,2.3485,0.628,0.109461,0.163803,0.272156,0.541724,1.0,1.0,1.0
bookmia.18.81,attack_train,hitchhiker's_guide_to_the_galaxy,221.331,67,3.3034,9.583,159.847,2.3858,7.666,0.091747,0.137351,0.228333,0.454925,0.905042,1.0,1.0
bookmia.18.82,attack_train,hitchhiker's_guide_to_the_galaxy,189.526,69,2.7468,0.483,142.674,2.0677,0.224,0.107325,0.160615,0.266877,0.531279,1.0,1.0,1.0
bookmia.18.83,attack_train,hitchhiker's_guide_to_the_galaxy,262.913,64,4.108,18.54,209.253,3.2696,12.723,0.077104,0.115467,0.192038,0.382885,0.762792,1.0,1.0
bookmia.18.84,attack_train,hitchhiker's_guide_to_the_galaxy,234.75,84,2.7946,5.126,174.631,2.0789,5.323,0.08645,0.129437,0.215211,0.428895,0.853743,1.0,1.0
bookmia.18.85,attack_train,hitchhiker's_guide_to_the_galaxy,258.222,57,4.5302,2.632,233.653,4.0992,3.382,0.078518,0.117581,0.195546,0.389853,0.776584,1.0,1.0
bookmia.18.89,attack_train,hitchhiker's_guide_to_the_galaxy,163.403,65,2.5139,2.433,130.144,2.0022,3.624,0.124699,0.18654,0.30978,0.616059,1.0,1.0,1.0
bookmia.18.90,attack_train,hitchhiker's_guide_to_the_galaxy,209.62,67,3.1287,16.761,124.461,1.8576,14.167,0.096929,0.145092,0.241162,0.480357,0.954983,1.0,1.0
bookmia.18.93,attack_train,hitchhiker's_guide_to_the_galaxy,241.895,68,3.5573,14.7,213.304,3.1368,11.012,0.083872,0.125583,0.208819,0.41621,0.828698,1.0,1.0
bookmia.18.94,attack_train,hitchhiker's_guide_to_the_galaxy,172.51,78,2.2117,14.941,152.282,1.9523,14.163,0.11804,0.176605,0.293346,0.583613,1.0,1.0,1.0
bookmia.18.96,attack_train,hitchhiker's_guide_to_the_galaxy,188.962,62,3.0478,8.479,167.156,2.6961,10.744,0.107649,0.161098,0.267678,0.532864,1.0,1.0,1.0
bookmia.18.98,attack_train,hitchhiker's_guide_to_the_galaxy,194.509,64,3.0392,16.444,152.767,2.387,17.349,0.104545,0.156465,0.260004,0.517675,1.0,1.0,1.0
bookmia.18.99,attack_train,hitchhiker's_guide_to_the_galaxy,170.136,63,2.7006,11.703,169.508,2.6906,13.407,0.119706,0.179092,0.29746,0.59174,1.0,1.0,1.0
bookmia.37.01,attack_train,the_hunger_games,205.931,58,3.5505,4.883,154.418,2.6624,1.327,0.098684,0.147713,0.245506,0.488964,0.971822,1.0,1.0
bookmia.37.02,attack_train,the_hunger_games,245.332,63,3.8942,18.543,184.28,2.9251,13.728,0.082685,0.12381,0.205878,0.41037,0.817161,1.0,1.0
bookmia.37.03,attack_train,the_hunger_games,199.842,58,3.4456,11.562,173.48,2.991,8.015,0.101725,0.152253,0.253028,0.503864,1.0,1.0,1.0
bookmia.37.04,attack_train,the_hunger_games,236.005,65,3.6308,12.197,187.581,2.8859,12.629,0.085986,0.128743,0.21406,0.426611,0.849236,1.0,1.0
bookmia.37.06,attack_train,the_hunger_games,203.548,57,3.571,13.282,134.081,2.3523,11.858,0.099852,0.149457,0.248396,0.49469,0.982992,1.0,1.0
bookmia.37.08,attack_train,the_hunger_games,171.048,62,2.7588,11.518,144.34,2.3281,11.388,0.11906,0.178129,0.295866,0.588591,1.0,1.0,1.0
bookmia.37.12,attack_train,the_hunger_games,194.641,61,3.1908,15.454,139.873,2.293,14.214,0.104473,0.156357,0.259826,0.517324,1.0,1.0,1.0
bookmia.37.19,attack_train,the_hunger_games,221.836,64,3.4662,16.644,176.957,2.765,15.949,0.091536,0.137036,0.227811,0.453889,0.903002,1.0,1.0
bookmia.37.20,attack_train,the_hunger_games,197.027,60,3.2838,13.341,176.359,2.9393,15.804,0.103194,0.154448,0.256663,0.511061,1.0,1.0,1.0
bookmia.37.21,attack_train,the_hunger_games,185.13,55,3.366,10.282,167.162,3.0393,10.516,0.109903,0.164463,0.273248,0.543884,1.0,1.0,1.0
bookmia.37.22,attack_train,the_hunger_games,204.436,59,3.465,14.53,135.573,2.2978,14.273,0.099414,0.148803,0.247311,0.492541,0.978803,1.0,1.0
bookmia.37.23,attack_train,the_hunger_games,209.28,63,3.3219,13.877,185.187,2.9395,18.842,0.097088,0.145329,0.241556,0.481137,0.956512,1.0,1.0
bookmia.37.26,attack_train,the_hunger_games,206.548,59,3.5008,17.169,171.343,2.9041,16.407,0.098386,0.147268,0.244769,0.487503,0.968968,1.0,1.0
bookmia.37.28,attack_train,the_hunger_games,174.995,57,3.0701,0.366,149.936,2.6305,0.81,0.116344,0.174075,0.289159,0.575341,1.0,1.0,1.0
bookmia.37.30,attack_train,the_hunger_games,244.479,62,3.9432,14.583,194.353,3.1347,14.527,0.082976,0.124245,0.2066,0.411804,0.819994,1.0,1.0
bookmia.37.32,attack_train,the_hunger_games,244.927,68,3.6019,3.516,170.571,2.5084,4.171,0.082823,0.124016,0.20622,0.41105,0.818504,1.0,1.0
bookmia.37.34,attack_train,the_hunger_games,236.493,63,3.7539,13.417,184.094,2.9221,11.505,0.085807,0.128475,0.213616,0.42573,0.847497,1.0,1.0
bookmia.37.35,attack_train,the_hunger_games,189.638,64,2.9631,12.999,153.593,2.3999,13.715,0.107261,0.160519,0.266719,0.530965,1.0,1.0,1.0
bookmia.37.36,attack_train,the_hunger_games,183.842,55,3.3426,17.101,154.376,2.8068,17.409,0.110682,0.165625,0.275173,0.547691,1.0,1.0,1.0
bookmia.37.37,attack_train,the_hunger_games,202.391,65,3.1137,12.717,168.137,2.5867,11.027,0.100429,0.150319,0.249824,0.497518,0.988497,1.0,1.0
bookmia.37.39,attack_train,the_hunger_games,219.768,62,3.5446,16.585,142.206,2.2936,16.043,0.092407,0.138336,0.229966,0.458163,0.911412,1.0,1.0
bookmia.37.40,attack_train,the_hunger_games,197.01,60,3.2835,12.004,160.645,2.6774,13.915,0.103203,0.154461,0.256685,0.511106,1.0,1.0,1.0
bookmia.37.41,attack_train,the_hunger_games,228.534,58,3.9402,0.281,205.505,3.5432,0.131,0.088826,0.132987,0.221097,0.440574,0.876777,1.0,1.0
bookmia.37.42,attack_train,the_hunger_games,188.565,55,3.4285,11.487,145.069,2.6376,11.052,0.107878,0.161441,0.268244,0.533985,1.0,1.0,1.0
bookmia.37.44,attack_train,the_hunger_games,270.934,66,4.1051,13.648,212.061,3.213,15.183,0.0748,0.112023,0.186322,0.371529,0.740301,1.0,1.0
bookmia.37.45,attack_train,the_hunger_games,219.205,64,3.4251,0.311,154.625,2.416,0.803,0.092647,0.138695,0.23056,0.459341,0.913728,1.0,1.0
bookmia.37.47,attack_train,the_hunger_games,177.939,77,2.3109,2.075,136.906,1.778,0.459,0.114397,0.17117,0.28435,0.565837,1.0,1.0,1.0
bookmia.37.50,attack_train,the_hunger_games,227.109,65,3.494,12.56,174.033,2.6774,11.703,0.089389,0.133828,0.222492,0.443341,0.88223,1.0,1.0
bookmia.37.51,attack_train,the_hunger_games,208.173,67,3.1071,14.603,163.191,2.4357,17.246,0.09761,0.146109,0.242848,0.483697,0.961523,1.0,1.0
bookmia.37.52,attack_train,the_hunger_games,220.676,74,2.9821,12.577,191.864,2.5928,11.095,0.092023,0.137763,0.229015,0.456277,0.907701,1.0,1.0
bookmia.37.55,attack_train,the_hunger_games,180.986,59,3.0676,15.288,146.387,2.4811,12.164,0.112448,0.168262,0.279538,0.556324,1.0,1.0,1.0
bookmia.37.57,attack_train,the_hunger_games,198.179,66,3.0027,4.059,158.949,2.4083,4.653,0.102588,0.153542,0.255163,0.508091,1.0,1.0,1.0
bookmia.37.58,attack_train,the_hunger_games,228.587,57,4.0103,18.853,193.701,3.3983,17.614,0.088805,0.132956,0.221046,0.440471,0.876575,1.0,1.0
bookmia.37.59,attack_train,the_hunger_games,261.437,66,3.9612,14.107,203.489,3.0832,10.841,0.077543,0.116124,0.193128,0.385051,0.767079,1.0,1.0
bookmia.37.68,attack_train,the_hunger_games,208.684,60,3.4781,15.641,144.074,2.4012,15.571,0.097369,0.145748,0.24225,0.482512,0.959204,1.0,1.0
bookmia.37.72,attack_train,the_hunger_games,228.954,60,3.8159,17.014,150.831,2.5139,11.45,0.088662,0.132741,0.22069,0.439765,0.875182,1.0,1.0
bookmia.37.74,attack_train,the_hunger_games,186.552,58,3.2164,4.742,142.764,2.4615,4.29,0.109056,0.163198,0.271154,0.539742,1.0,1.0,1.0
bookmia.37.80,attack_train,the_hunger_games,198.042,66,3.0006,12.675,159.812,2.4214,13.151,0.102659,0.153649,0.25534,0.508443,1.0,1.0,1.0
bookmia.37.82,attack_train,the_hunger_games,218.035,68,3.2064,10.021,153.99,2.2646,6.833,0.093149,0.139445,0.231804,0.461808,0.918578,1.0,1.0
bookmia.37.84,attack_train,the_hunger_games,170.071,67,2.5384,4.292,153.407,2.2897,9.435,0.119753,0.179161,0.297575,0.591965,1.0,1.0,1.0
bookmia.37.85,attack_train,the_hunger_games,228.509,59,3.873,6.164,176.137,2.9854,2.201,0.088836,0.133002,0.221122,0.440622,0.876872,1.0,1.0
bookmia.37.86,attack_train,the_hunger_games,164.391,60,2.7399,16.346,138.871,2.3145,14.974,0.123941,0.185409,0.307909,0.612367,1.0,1.0,1.0
bookmia.37.89,attack_train,the_hunger_games,239.266,70,3.4181,9.142,203.862,2.9123,12.366,0.084802,0.126974,0.211127,0.420789,0.837743,1.0,1.0
bookmia.37.91,attack_train,the_hunger_games,254.2,63,4.0349,12.809,180.236,2.8609,12.878,0.079773,0.119456,0.198657,0.396032,0.78881,1.0,1.0
bookmia.37.92,attack_train,the_hunger_games,219.246,73,3.0034,0.324,173.339,2.3745,0.509,0.092629,0.138669,0.230517,0.459255,0.913559,1.0,1.0
bookmia.37.93,attack_train,the_hunger_games,192.498,66,2.9166,0.376,154.721,2.3443,0.895,0.10565,0.158113,0.262735,0.523081,1.0,1.0,1.0
bookmia.37.94,attack_train,the_hunger_games,184.154,59,3.1212,2.579,148.572,2.5182,0.864,0.110492,0.165342,0.274704,0.546764,1.0,1.0,1.0
bookmia.37.96,attack_train,the_hunger_games,198.885,64,3.1076,13.192,145.382,2.2716,10.511,0.10222,0.152992,0.254252,0.506288,1.0,1.0,1.0
bookmia.37.97,attack_train,the_hunger_games,210.875,56,3.7656,17.768,159.315,2.8449,15.835,0.096346,0.144221,0.239719,0.477497,0.949379,1.0,1.0
bookmia.37.99,attack_train,the_hunger_games,201.16,71,2.8332,12.973,172.856,2.4346,14.955,0.101051,0.151247,0.251361,0.500562,0.994405,1.0,1.0
bookmia.42.00,attack_train,the_silmarillion,185.067,66,2.804,18.02,149.484,2.2649,12.909,0.109941,0.164519,0.273342,0.544069,1.0,1.0,1.0
bookmia.42.01,attack_train,the_silmarillion,212.625,71,2.9947,22.11,169.002,2.3803,17.631,0.095545,0.143024,0.237735,0.473565,0.941669,1.0,1.0
bookmia.42.05,attack_train,the_silmarillion,252.264,100,2.5226,13.204,186.529,1.8653,14.174,0.080391,0.120381,0.20019,0.399077,0.794832,1.0,1.0
bookmia.42.07,attack_train,the_silmarillion,261.495,69,3.7898,13.625,164.788,2.3882,11.035,0.077526,0.116098,0.193085,0.384965,0.766909,1.0,1.0
bookmia.42.08,attack_train,the_silmarillion,211.182,67,3.152,17.51,131.369,1.9607,15.263,0.096205,0.144009,0.239369,0.476802,0.948018,1.0,1.0
bookmia.42.09,attack_train,the_silmarillion,199.639,69,2.8933,13.301,152.4,2.2087,11.052,0.101829,0.152409,0.253287,0.504376,1.0,1.0,1.0
bookmia.42.12,attack_train,the_silmarillion,188.662,62,3.0429,11.742,134.482,2.1691,11.006,0.107822,0.161357,0.268106,0.53371,1.0,1.0,1.0
bookmia.42.15,attack_train,the_silmarillion,263.011,66,3.985,12.086,209.303,3.1713,10.992,0.077075,0.115424,0.191966,0.382742,0.762509,1.0,1.0
bookmia.42.16,attack_train,the_silmarillion,189.204,60,3.1534,12.985,142.913,2.3819,11.151,0.10751,0.160891,0.267334,0.532183,1.0,1.0,1.0
bookmia.42.18,attack_train,the_silmarillion,245.585,70,3.5084,17.34,196.459,2.8066,13.216,0.082599,0.123681,0.205665,0.409947,0.816324,1.0,1.0
bookmia.42.19,attack_train,the_silmarillion,261.381,72,3.6303,1.982,179.888,2.4984,1.765,0.07756,0.116149,0.193169,0.385133,0.767242,1.0,1.0
bookmia.42.21,attack_train,the_silmarillion,229.928,66,3.4838,12.486,157.478,2.386,10.7,0.088282,0.132174,0.21975,0.4379,0.871505,1.0,1.0
bookmia.42.23,attack_train,the_silmarillion,208.859,59,3.54,11.988,153.338,2.5989,10.168,0.097286,0.145625,0.242046,0.482108,0.958412,1.0,1.0
bookmia.42.25,attack_train,the_silmarillion,151.083,58,2.6049,1.856,117.492,2.0257,3.331,0.134997,0.201896,0.335165,0.666103,1.0,1.0,1.0
bookmia.42.26,attack_train,the_silmarillion,189.942,69,2.7528,1.619,149.249,2.163,1.635,0.107087,0.16026,0.266289,0.530116,1.0,1.0,1.0
bookmia.42.27,attack_train,the_silmarillion,219.679,78,2.8164,10.07,159.977,2.051,12.099,0.092445,0.138393,0.23006,0.458349,0.911778,1.0,1.0
bookmia.42.28,attack_train,the_silmarillion,202.63,63,3.2163,8.75,168.527,2.675,10.214,0.10031,0.15014,0.249528,0.496931,0.987355,1.0,1.0
bookmia.42.29,attack_train,the_silmarillion,206.451,63,3.277,15.498,157.756,2.5041,9.118,0.098433,0.147338,0.244884,0.487732,0.969415,1.0,1.0
bookmia.42.30,attack_train,the_silmarillion,170.556,59,2.8908,10.254,131.651,2.2314,8.241,0.119408,0.178647,0.296724,0.590286,1.0,1.0,1.0
bookmia.42.31,attack_train,the_silmarillion,226.726,59,3.8428,16.008,177.957,3.0162,13.555,0.089542,0.134056,0.22287,0.444091,0.883708,1.0,1.0
bookmia.42.37,attack_train,the_silmarillion,198.794,59,3.3694,15.87,177.936,3.0159,14.511,0.102267,0.153063,0.254369,0.50652,1.0,1.0,1.0
bookmia.42.39,attack_train,the_silmarillion,208.971,61,3.4258,12.762,173.87,2.8503,12.259,0.097233,0.145546,0.241915,0.481849,0.957906,1.0,1.0
bookmia.42.45,attack_train,the_silmarillion,209.974,69,3.0431,10.046,165.156,2.3936,9.725,0.096764,0.144845,0.240753,0.479547,0.953396,1.0,1.0
bookmia.42.46,attack_train,the_silmarillion,218.866,62,3.5301,13.435,171.186,2.7611,11.478,0.092792,0.138911,0.230919,0.460053,0.915128,1.0,1.0
bookmia.42.47,attack_train,the_silmarillion,265.325,74,3.5855,16.796,180.876,2.4443,12.412,0.076396,0.114409,0.190282,0.379398,0.755887,1.0,1.0
bookmia.42.48,attack_train,the_silmarillion,183.121,70,2.616,0.494,139.515,1.9931,1.155,0.111122,0.166283,0.276262,0.549845,1.0,1.0,1.0
bookmia.42.50,attack_train,the_silmarillion,178.907,70,2.5558,13.502,155.361,2.2194,9.375,0.11377,0.170235,0.282804,0.56278,1.0,1.0,1.0
bookmia.42.54,attack_train,the_silmarillion,231.887,68,3.4101,14.154,162.913,2.3958,11.988,0.087529,0.131048,0.217883,0.434196,0.864202,1.0,1.0
bookmia.42.55,attack_train,the_silmarillion,202.742,62,3.27,11.828,163.046,2.6298,13.939,0.100254,0.150057,0.249389,0.496656,0.986821,1.0,1.0
bookmia.42.58,attack_train,the_silmarillion,212.655,67,3.174,11.307,184.23,2.7497,10.489,0.095531,0.143003,0.237702,0.473498,0.941538,1.0,1.0
bookmia.42.61,attack_train,the_silmarillion,328.329,79,4.1561,12.839,246.458,3.1197,10.566,0.061619,0.092309,0.153593,0.306449,0.61118,1.0,1.0
bookmia.42.62,attack_train,the_silmarillion,190.944,61,3.1302,11.272,155.022,2.5413,9.812,0.106519,0.159412,0.264884,0.527336,1.0,1.0,1.0
bookmia.42.63,attack_train,the_silmarillion,209.736,79,2.6549,15.47,144.341,1.8271,14.409,0.096875,0.145011,0.241028,0.480091,0.954463,1.0,1.0
bookmia.42.64,attack_train,the_silmarillion,233.752,69,3.3877,13.645,186.436,2.702,9.432,0.086823,0.129994,0.216135,0.430728,0.85736,1.0,1.0
bookmia.42.65,attack_train,the_silmarillion,209.171,56,3.7352,16.475,178.175,3.1817,14.635,0.097139,0.145406,0.241683,0.481388,0.957003,1.0,1.0
bookmia.42.68,attack_train,the_silmarillion,190.254,60,3.1709,13.651,156.996,2.6166,14.239,0.10691,0.159995,0.26585,0.529247,1.0,1.0,1.0
bookmia.42.69,attack_train,the_silmarillion,199.978,62,3.2255,11.179,146.748,2.3669,8.745,0.101655,0.152149,0.252855,0.503521,1.0,1.0,1.0
bookmia.42.70,attack_train,the_silmarillion,178.199,62,2.8742,12.601,136.583,2.2029,12.627,0.114228,0.170918,0.283933,0.565013,1.0,1.0,1.0
bookmia.42.72,attack_train,the_silmarillion,165.363,60,2.756,15.904,140.661,2.3444,12.515,0.123203,0.184309,0.30609,0.608778,1.0,1.0,1.0
bookmia.42.74,attack_train,the_silmarillion,144.831,65,2.2282,14.415,121.421,1.868,11.424,0.140899,0.210693,0.349699,0.694708,1.0,1.0,1.0
bookmia.42.78,attack_train,the_silmarillion,180.432,57,3.1655,14.614,162.615,2.8529,13.436,0.112798,0.168784,0.280401,0.55803,1.0,1.0,1.0
bookmia.42.79,attack_train,the_silmarillion,246.215,62,3.9712,13.353,190.686,3.0756,12.222,0.082386,0.123362,0.205136,0.408897,0.814248,1.0,1.0
bookmia.42.80,attack_train,the_silmarillion,227.415,71,3.203,17.59,202.347,2.85,17.03,0.089268,0.133647,0.222191,0.442744,0.881054,1.0,1.0
bookmia.42.86,attack_train,the_silmarillion,202.464,63,3.2137,17.406,161.499,2.5635,16.184,0.100393,0.150265,0.249733,0.497338,0.988148,1.0,1.0
bookmia.42.87,attack_train,the_silmarillion,176.198,63,2.7968,14.988,157.396,2.4983,10.352,0.11554,0.172876,0.287175,0.571419,1.0,1.0,1.0
bookmia.42.89,attack_train,the_silmarillion,214.952,66,3.2568,4.019,164.775,2.4966,3.984,0.094499,0.141462,0.235147,0.468436,0.931601,1.0,1.0
bookmia.42.90,attack_train,the_silmarillion,194.092,64,3.0327,15.439,163.098,2.5484,13.065,0.104772,0.156804,0.260565,0.518787,1.0,1.0,1.0
bookmia.42.91,attack_train,the_silmarillion,220.06,60,3.6677,11.899,165.424,2.7571,11.772,0.092283,0.138151,0.229659,0.457555,0.910216,1.0,1.0
bookmia.42.98,attack_train,the_silmarillion,176.291,64,2.7546,14.023,122.563,1.915,9.661,0.115478,0.172784,0.287022,0.571118,1.0,1.0,1.0
bookmia.42.99,attack_train,the_silmarillion,194.765,61,3.1929,11.77,147.128,2.4119,12.015,0.104406,0.156257,0.25966,0.516995,1.0,1.0,1.0
bookmia.44.00,attack_train,their_eyes_were_watching_god,259.314,59,4.3952,13.795,206.674,3.503,12.175,0.078184,0.117082,0.194718,0.388209,0.77333,1.0,1.0
bookmia.44.01,attack_train,their_eyes_were_watching_god,247.947,71,3.4922,13.72,201.286,2.835,8.956,0.081804,0.122493,0.203695,0.406036,0.808593,1.0,1.0
bookmia.44.02,attack_train,their_eyes_were_watching_god,200.209,59,3.3934,12.909,158.048,2.6788,14.478,0.101536,0.151972,0.252562,0.50294,0.998996,1.0,1.0
bookmia.44.03,attack_train,their_eyes_were_watching_god,285.197,61,4.6754,15.882,239.888,3.9326,15.792,0.071026,0.106379,0.176954,0.352911,0.703401,1.0,1.0
bookmia.44.04,attack_train,their_eyes_were_watching_god,239.145,60,3.9857,15.025,191.174,3.1862,13.789,0.084846,0.127039,0.211234,0.421002,0.838164,1.0,1.0
bookmia.44.05,attack_train,their_eyes_were_watching_god,185.291,66,2.8074,9.124,162.101,2.4561,9.925,0.109806,0.164319,0.27301,0.543412,1.0,1.0,1.0
bookmia.44.08,attack_train,their_eyes_were_watching_god,197.055,64,3.079,7.755,176.73,2.7614,8.875,0.103179,0.154425,0.256626,0.510989,1.0,1.0,1.0
bookmia.44.10,attack_train,their_eyes_were_watching_god,236.706,57,4.1527,15.305,187.415,3.288,17.475,0.085729,0.128359,0.213423,0.425346,0.84674,1.0,1.0
bookmia.44.16,attack_train,their_eyes_were_watching_god,248.546,72,3.452,11.958,207.534,2.8824,13.921,0.081605,0.122196,0.203201,0.405056,0.806656,1.0,1.0
bookmia.44.19,attack_train,their_eyes_were_watching_god,255.007,73,3.4932,11.146,229.943,3.1499,11.123,0.079518,0.119075,0.198025,0.394777,0.786327,1.0,1.0
bookmia.44.22,attack_train,their_eyes_were_watching_god,161.569,63,2.5646,10.76,139.782,2.2188,7.523,0.126132,0.188677,0.313313,0.623031,1.0,1.0,1.0
bookmia.44.23,attack_train,their_eyes_were_watching_god,221.804,56,3.9608,14.068,200.384,3.5783,14.112,0.09155,0.137056,0.227844,0.453954,0.903131,1.0,1.0
