prompt_id,split,novel_source,S_safe,n_ref_tokens,S_safe_per_tok,S_safe_first_tok,S_risky,S_risky_per_tok,S_risky_first_tok,cap_k0.1,cap_k0.15,cap_k0.25,cap_k0.5,cap_k1,cap_k3,cap_k5
bookmia.12.01,attack_train,fahrenheit_451,177.208,55,3.222,15.096,146.314,2.6602,12.459,0.114874,0.171882,0.285529,0.568167,1.0,1.0,1.0
bookmia.12.04,attack_train,fahrenheit_451,182.811,59,3.0985,15.659,161.477,2.7369,13.594,0.111313,0.166568,0.276733,0.550776,1.0,1.0,1.0
bookmia.12.06,attack_train,fahrenheit_451,179.856,58,3.101,1.701,157.3,2.7121,1.461,0.113163,0.169329,0.281304,0.559814,1.0,1.0,1.0
bookmia.12.08,attack_train,fahrenheit_451,219.226,58,3.7798,15.228,180.463,3.1114,15.695,0.092638,0.138681,0.230538,0.459297,0.913642,1.0,1.0
bookmia.12.09,attack_train,fahrenheit_451,276.204,70,3.9458,14.213,249.397,3.5628,14.237,0.07336,0.109869,0.182747,0.364426,0.726228,1.0,1.0
bookmia.12.12,attack_train,fahrenheit_451,213.724,65,3.2881,1.365,143.218,2.2033,1.073,0.095048,0.142282,0.236506,0.471129,0.936888,1.0,1.0
bookmia.12.18,attack_train,fahrenheit_451,267.085,63,4.2394,12.664,222.616,3.5336,9.659,0.075888,0.11365,0.189021,0.376893,0.750927,1.0,1.0
bookmia.12.19,attack_train,fahrenheit_451,194.902,57,3.4193,0.488,178.819,3.1372,0.572,0.104332,0.156146,0.259477,0.516632,1.0,1.0,1.0
bookmia.12.23,attack_train,fahrenheit_451,274.18,60,4.5697,11.938,242.9,4.0483,12.533,0.073906,0.110686,0.184104,0.367122,0.731569,1.0,1.0
bookmia.12.26,attack_train,fahrenheit_451,248.194,63,3.9396,12.556,230.251,3.6548,13.906,0.081722,0.12237,0.203491,0.405631,0.807793,1.0,1.0
bookmia.12.27,attack_train,fahrenheit_451,276.906,69,4.0131,14.609,239.474,3.4706,17.209,0.073172,0.109588,0.182281,0.3635,0.724393,1.0,1.0
bookmia.12.29,attack_train,fahrenheit_451,240.341,68,3.5344,13.661,207.079,3.0453,10.115,0.084419,0.126402,0.210177,0.418905,0.834021,1.0,1.0
bookmia.12.30,attack_train,fahrenheit_451,145.194,71,2.045,1.283,138.703,1.9536,0.645,0.140543,0.210161,0.348821,0.692981,1.0,1.0,1.0
bookmia.12.32,attack_train,fahrenheit_451,207.302,62,3.3436,16.019,191.493,3.0886,15.316,0.098025,0.146728,0.243874,0.48573,0.9655,1.0,1.0
bookmia.12.33,attack_train,fahrenheit_451,292.284,72,4.0595,0.362,267.215,3.7113,0.313,0.069288,0.10378,0.17264,0.344336,0.686394,1.0,1.0
bookmia.12.35,attack_train,fahrenheit_451,261.042,61,4.2794,12.225,245.864,4.0306,11.073,0.077662,0.116301,0.193422,0.385634,0.768234,1.0,1.0
bookmia.12.36,attack_train,fahrenheit_451,228.785,58,3.9446,14.363,199.273,3.4357,11.17,0.088728,0.13284,0.220854,0.44009,0.875823,1.0,1.0
bookmia.12.38,attack_train,fahrenheit_451,283.923,69,4.1148,15.375,254.122,3.6829,14.68,0.071347,0.10686,0.177752,0.354498,0.706548,1.0,1.0
bookmia.12.39,attack_train,fahrenheit_451,191.61,62,3.0905,12.218,93.625,1.5101,11.348,0.106145,0.158853,0.263959,0.525504,1.0,1.0,1.0
bookmia.12.41,attack_train,fahrenheit_451,270.716,69,3.9234,13.702,210.076,3.0446,14.464,0.074861,0.112113,0.186472,0.371828,0.740895,1.0,1.0
bookmia.12.45,attack_train,fahrenheit_451,213.616,72,2.9669,5.503,164.133,2.2796,3.538,0.095097,0.142355,0.236626,0.471367,0.937356,1.0,1.0
bookmia.12.47,attack_train,fahrenheit_451,163.431,65,2.5143,9.551,15.893,0.2445,7.767,0.124677,0.186508,0.309726,0.615954,1.0,1.0,1.0
bookmia.12.49,attack_train,fahrenheit_451,206.155,68,3.0317,12.972,187.683,2.76,8.761,0.098576,0.147551,0.245238,0.488433,0.970784,1.0,1.0
bookmia.12.50,attack_train,fahrenheit_451,158.127,66,2.3959,16.477,131.371,1.9905,15.319,0.128911,0.192822,0.320167,0.636548,1.0,1.0,1.0
bookmia.12.52,attack_train,fahrenheit_451,176.433,68,2.5946,1.704,155.257,2.2832,2.466,0.115384,0.172644,0.28679,0.570659,1.0,1.0,1.0
bookmia.12.53,attack_train,fahrenheit_451,206.864,61,3.3912,0.54,183.412,3.0068,0.507,0.098235,0.147041,0.244393,0.486758,0.967511,1.0,1.0
bookmia.12.54,attack_train,fahrenheit_451,244.625,63,3.8829,11.2,211.48,3.3568,10.818,0.082926,0.12417,0.206476,0.411558,0.819508,1.0,1.0
bookmia.12.56,attack_train,fahrenheit_451,229.724,61,3.766,10.253,196.922,3.2282,10.244,0.088361,0.132292,0.219946,0.438289,0.872273,1.0,1.0
bookmia.12.57,attack_train,fahrenheit_451,214.367,60,3.5728,15.783,202.398,3.3733,12.862,0.09476,0.141852,0.235793,0.469715,0.934112,1.0,1.0
bookmia.12.59,attack_train,fahrenheit_451,257.696,69,3.7347,14.391,221.546,3.2108,11.831,0.07868,0.117823,0.195947,0.39065,0.778162,1.0,1.0
bookmia.12.60,attack_train,fahrenheit_451,210.884,59,3.5743,16.332,195.631,3.3158,15.776,0.096342,0.144215,0.239709,0.477476,0.949339,1.0,1.0
bookmia.12.61,attack_train,fahrenheit_451,220.186,63,3.495,16.486,208.493,3.3094,16.369,0.09223,0.138072,0.229527,0.457293,0.9097,1.0,1.0
bookmia.12.62,attack_train,fahrenheit_451,216.229,62,3.4876,6.276,188.565,3.0414,6.268,0.093935,0.14062,0.233751,0.465667,0.926164,1.0,1.0
bookmia.12.66,attack_train,fahrenheit_451,154.456,68,2.2714,4.276,149.811,2.2031,3.09,0.132013,0.197447,0.327813,0.651619,1.0,1.0,1.0
bookmia.12.68,attack_train,fahrenheit_451,186.549,73,2.5555,14.91,161.516,2.2125,14.012,0.109057,0.163201,0.271159,0.539751,1.0,1.0,1.0
bookmia.12.72,attack_train,fahrenheit_451,170.932,54,3.1654,11.304,158.017,2.9262,10.634,0.119142,0.178251,0.296068,0.58899,1.0,1.0,1.0
bookmia.12.73,attack_train,fahrenheit_451,205.288,65,3.1583,10.887,186.411,2.8679,7.783,0.098997,0.14818,0.246279,0.490496,0.974814,1.0,1.0
bookmia.12.74,attack_train,fahrenheit_451,205.452,85,2.4171,1.53,183.176,2.155,1.775,0.098917,0.148061,0.246082,0.490105,0.974049,1.0,1.0
bookmia.12.75,attack_train,fahrenheit_451,170.445,60,2.8408,16.698,145.788,2.4298,15.797,0.119487,0.178764,0.296918,0.590669,1.0,1.0,1.0
bookmia.12.76,attack_train,fahrenheit_451,239.532,62,3.8634,13.231,204.368,3.2963,13.457,0.084707,0.126832,0.210891,0.420321,0.836819,1.0,1.0
bookmia.12.77,attack_train,fahrenheit_451,258.475,68,3.8011,11.527,237.876,3.4982,17.24,0.078441,0.117465,0.195353,0.389471,0.775828,1.0,1.0
bookmia.12.80,attack_train,fahrenheit_451,303.031,81,3.7411,13.089,277.472,3.4256,10.599,0.066809,0.100073,0.166486,0.332097,0.662109,1.0,1.0
bookmia.12.86,attack_train,fahrenheit_451,184.961,69,2.6806,7.461,158.74,2.3006,7.339,0.110004,0.164614,0.273499,0.544381,1.0,1.0,1.0
bookmia.12.88,attack_train,fahrenheit_451,231.131,61,3.789,11.162,201.716,3.3068,11.406,0.087818,0.13148,0.2186,0.435618,0.867006,1.0,1.0
bookmia.12.89,attack_train,fahrenheit_451,204.121,72,2.835,5.187,166.729,2.3157,2.541,0.099569,0.149034,0.247695,0.493301,0.980286,1.0,1.0
bookmia.12.92,attack_train,fahrenheit_451,315.239,69,4.5687,13.33,288.1,4.1754,10.482,0.0642,0.09617,0.160005,0.319206,0.636518,1.0,1.0
bookmia.12.93,attack_train,fahrenheit_451,218.814,61,3.5871,13.868,171.137,2.8055,11.23,0.092814,0.138945,0.230974,0.460162,0.915344,1.0,1.0
bookmia.12.94,attack_train,fahrenheit_451,201.479,56,3.5978,15.927,160.299,2.8625,15.479,0.100889,0.151006,0.250961,0.49977,0.992869,1.0,1.0
bookmia.12.96,attack_train,fahrenheit_451,250.989,73,3.4382,12.019,231.3,3.1685,11.632,0.080803,0.120997,0.201212,0.401107,0.798848,1.0,1.0
bookmia.12.98,attack_train,fahrenheit_451,213.236,61,3.4957,13.239,206.779,3.3898,12.529,0.095268,0.14261,0.23705,0.472207,0.939005,1.0,1.0
bookmia.18.03,attack_train,hitchhiker's_guide_to_the_galaxy,216.096,74,2.9202,13.69,150.185,2.0295,14.548,0.093994,0.140707,0.233896,0.465954,0.926727,1.0,1.0
bookmia.18.08,attack_train,hitchhiker's_guide_to_the_galaxy,184.181,61,3.0194,10.09,146.621,2.4036,11.185,0.110476,0.165318,0.274664,0.546684,1.0,1.0,1.0
