published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,4571.146,-5572.378,0.0,False
1.0,2.0,1.9142,4571.146,-6987.944,7.45,False
1.0,4.0,2.9704,4571.146,-7043.96,7.745,False
1.0,8.0,3.9079,4571.146,-5849.305,1.458,False
3.0,1.0,3.0,5391.271,-1761.906,0.0,False
3.0,2.0,5.4163,5391.271,-1787.027,0.132,False
3.0,4.0,7.089,5391.271,-1229.613,-2.802,False
3.0,8.0,8.129,5391.271,-839.792,-4.853,False
