published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,3198.043,-4693.811,0.0,False
1.0,2.0,1.8998,3198.043,-6065.15,7.218,False
1.0,4.0,2.7844,3198.043,-6415.603,9.062,False
1.0,8.0,3.4056,3198.043,-5988.245,6.813,False
3.0,1.0,3.0,3630.218,-1431.758,0.0,False
3.0,2.0,5.373,3630.218,-1467.819,0.19,False
3.0,4.0,6.6491,3630.218,-1243.268,-0.992,False
3.0,8.0,7.083,3630.218,-1106.825,-1.71,False
