n,kl_nats,n_passages,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_pct,rouge_ge_0p5_pct,ge_0p01_pct
1,0.0,50,0.0,0.0,2.16,0.1082,0.0,0.0,0.0
8,1.2044,50,0.01,0.5,2.9,0.1168,2.0,0.0,2.0
64,3.1745,50,0.01,0.5,2.8,0.109,2.0,0.0,2.0
-1,,50,0.0,0.0,,0.0996,0.0,0.0,0.0
