alpha,k,split,n_protected,n_ordinary,price_nats,price_frac_ceiling,logp_target,logp_per_token,n_tokens,logp_target_risky,logp_target_safe
1.0,0.5,attack_train,25,25,3679.223,0.6977,-7389.06,-1.0182,7257,-185.082,-19695.666
1.0,0.75,attack_train,25,25,4133.45,0.7838,-5869.326,-0.8088,7257,-185.082,-19695.666
1.0,1.0,attack_train,25,25,4431.325,0.8403,-4818.238,-0.6639,7257,-185.082,-19695.666
1.0,1.5,attack_train,25,25,4785.023,0.9074,-3424.687,-0.4719,7257,-185.082,-19695.666
1.0,2.0,attack_train,25,25,4976.156,0.9436,-2532.458,-0.349,7257,-185.082,-19695.666
1.0,2.5,attack_train,25,25,5086.179,0.9645,-1920.288,-0.2646,7257,-185.082,-19695.666
1.0,3.0,attack_train,25,25,5152.769,0.9771,-1487.962,-0.205,7257,-185.082,-19695.666
1.0,4.0,attack_train,25,25,5220.404,0.9899,-917.698,-0.1265,7257,-185.082,-19695.666
1.0,5.5,attack_train,25,25,5255.196,0.9965,-485.805,-0.0669,7257,-185.082,-19695.666
1.0,7.5,attack_train,25,25,5266.959,0.9988,-283.409,-0.0391,7257,-185.082,-19695.666
1.0,10.0,attack_train,25,25,5270.851,0.9995,-206.99,-0.0285,7257,-185.082,-19695.666
1.0,14.0,attack_train,25,25,5272.872,0.9999,-186.045,-0.0256,7257,-185.082,-19695.666
2.0,0.5,attack_train,25,25,2898.23,0.5496,-10505.384,-1.4476,7257,-185.082,-19695.666
2.0,0.75,attack_train,25,25,3350.008,0.6353,-9156.831,-1.2618,7257,-185.082,-19695.666
2.0,1.0,attack_train,25,25,3678.054,0.6975,-8132.697,-1.1207,7257,-185.082,-19695.666
2.0,1.5,attack_train,25,25,4128.247,0.7828,-6585.537,-0.9075,7257,-185.082,-19695.666
2.0,2.0,attack_train,25,25,4424.56,0.839,-5409.255,-0.7454,7257,-185.082,-19695.666
2.0,2.5,attack_train,25,25,4632.819,0.8785,-4469.688,-0.6159,7257,-185.082,-19695.666
2.0,3.0,attack_train,25,25,4784.15,0.9072,-3711.674,-0.5115,7257,-185.082,-19695.666
2.0,4.0,attack_train,25,25,4983.346,0.945,-2530.298,-0.3487,7257,-185.082,-19695.666
2.0,5.5,attack_train,25,25,5133.993,0.9735,-1391.714,-0.1918,7257,-185.082,-19695.666
2.0,7.5,attack_train,25,25,5209.786,0.9879,-649.799,-0.0895,7257,-185.082,-19695.666
2.0,10.0,attack_train,25,25,5243.68,0.9943,-305.829,-0.0421,7257,-185.082,-19695.666
2.0,14.0,attack_train,25,25,5262.389,0.9979,-191.771,-0.0264,7257,-185.082,-19695.666
4.0,0.5,attack_train,25,25,2245.612,0.4258,-13012.556,-1.7931,7257,-185.082,-19695.666
4.0,0.75,attack_train,25,25,2668.643,0.506,-11815.25,-1.6281,7257,-185.082,-19695.666
4.0,1.0,attack_train,25,25,3000.273,0.5689,-10807.011,-1.4892,7257,-185.082,-19695.666
4.0,1.5,attack_train,25,25,3500.877,0.6639,-9097.702,-1.2536,7257,-185.082,-19695.666
4.0,2.0,attack_train,25,25,3870.378,0.7339,-7649.59,-1.0541,7257,-185.082,-19695.666
4.0,2.5,attack_train,25,25,4156.977,0.7883,-6410.745,-0.8834,7257,-185.082,-19695.666
4.0,3.0,attack_train,25,25,4383.001,0.8311,-5366.03,-0.7394,7257,-185.082,-19695.666
4.0,4.0,attack_train,25,25,4708.455,0.8929,-3682.197,-0.5074,7257,-185.082,-19695.666
4.0,5.5,attack_train,25,25,4990.347,0.9463,-2007.053,-0.2766,7257,-185.082,-19695.666
4.0,7.5,attack_train,25,25,5145.982,0.9758,-886.42,-0.1221,7257,-185.082,-19695.666
4.0,10.0,attack_train,25,25,5218.02,0.9895,-366.304,-0.0505,7257,-185.082,-19695.666
4.0,14.0,attack_train,25,25,5254.228,0.9963,-194.553,-0.0268,7257,-185.082,-19695.666
8.0,0.5,attack_train,25,25,1766.981,0.3351,-14710.014,-2.027,7257,-185.082,-19695.666
8.0,0.75,attack_train,25,25,2166.599,0.4108,-13531.196,-1.8646,7257,-185.082,-19695.666
8.0,1.0,attack_train,25,25,2497.374,0.4736,-12463.992,-1.7175,7257,-185.082,-19695.666
8.0,1.5,attack_train,25,25,3026.865,0.574,-10558.95,-1.455,7257,-185.082,-19695.666
8.0,2.0,attack_train,25,25,3440.631,0.6524,-8898.526,-1.2262,7257,-185.082,-19695.666
8.0,2.5,attack_train,25,25,3775.316,0.7159,-7463.64,-1.0285,7257,-185.082,-19695.666
8.0,3.0,attack_train,25,25,4051.393,0.7683,-6247.193,-0.8609,7257,-185.082,-19695.666
8.0,4.0,attack_train,25,25,4465.888,0.8469,-4284.132,-0.5903,7257,-185.082,-19695.666
8.0,5.5,attack_train,25,25,4850.062,0.9197,-2325.694,-0.3205,7257,-185.082,-19695.666
8.0,7.5,attack_train,25,25,5084.676,0.9642,-1008.954,-0.139,7257,-185.082,-19695.666
8.0,10.0,attack_train,25,25,5193.946,0.9849,-397.734,-0.0548,7257,-185.082,-19695.666
8.0,14.0,attack_train,25,25,5247.741,0.9951,-195.579,-0.027,7257,-185.082,-19695.666
