published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,5676.347,-5422.43,0.0,False
1.0,2.0,1.6407,5676.347,-6851.693,10.502,False
1.0,4.0,2.2748,5676.347,-7652.749,16.387,False
1.0,8.0,2.6896,5676.347,-7703.867,16.763,False
3.0,1.0,3.0,7144.108,-1551.325,0.0,False
3.0,2.0,4.6922,7144.108,-2124.235,4.209,False
3.0,4.0,5.4479,7144.108,-2194.946,4.729,False
3.0,8.0,6.1249,7144.108,-2000.967,3.304,False
