quantity,arm,value,lo95,hi95,n,single_order,reading
"D1 selection gain, order-averaged",sel_n64,0.1235,0.102,0.1455,500,0.131,SURVIVES
"D2 metered gain, order-averaged",metered_k10,0.0615,0.0345,0.0885,500,0.053,SURVIVES
"D3 difference of gains, paired",sel_n64 - metered_k10,0.062,0.0275,0.096,500,0.078,REVERSAL CONFIRMED
order consistency,sel_n64,0.278,,,500,,UNUSABLE
order consistency,sel_n1,0.3,,,500,,UNUSABLE
order consistency,metered_k10,0.298,,,500,,UNUSABLE
order consistency,anchor_k0,0.328,,,500,,UNUSABLE
