gen_dir,target_model,anchor_model,n_prompts,mean_words,empty_frac,n_empty,mean_words_nonempty,median_words_nonempty,empty_neutral,n_neutral,empty_creative,n_creative,empty_factual,n_factual
output/phase5/sel_pleias350mhb_64,PleIAs/Pleias-350m-Preview,PleIAs/Pleias-350m-Preview,500,121.02,0.006,3,121.7505,135,2,200,0,150,1,150
