model,id,novel,n_tok,s_rate,k_crit,binding_token,binding_frac,ratio_skip0,ratio_skip1,ratio_skip5,ratio_skip10,ratio_skip20
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.11,1984,57,0.5864601275521434,6.907685279846191,0,0.0,11.778610267467867,1.616290733533869,1.048654042364014,1.2492228520102906,1.0848983604986222
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.26,1984,57,0.6447056737411153,2.5907320022583007,0,0.0,4.018472471670261,1.1680647975466292,0.9682110423698049,1.3218699217074137,3.534669479686235
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.31,1984,57,0.6940587811645061,3.1770002841949463,0,0.0,4.577422504279118,1.4137613816916088,1.189909154618648,1.2278723811282883,3.890910830110513
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.40,1984,59,0.6153511666708851,3.6832916736602783,0,0.0,5.985674315996305,3.3365688184809303,1.9223274464885067,0.8227634712793755,0.880411093856347
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.46,1984,59,0.6362944852698069,8.776728630065918,0,0.0,13.793501017605607,2.3796437511846076,1.0865879148415958,0.8920599566002805,0.9072663909846767
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.48,1984,66,0.7528715487640125,5.776664733886719,0,0.0,7.6728423904054495,0.9303482060607321,1.7009863116968253,0.9515789073547241,1.4177075858956383
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.64,1984,60,0.642331960795263,2.90944242477417,0,0.0,4.5294997016371825,2.472803973338082,0.9192645368858616,1.0992656034815684,1.1680127513121776
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.00.71,1984,62,0.6792737001010193,2.3607707023620605,0,0.0,3.47543369044168,0.9931019970442597,1.02525474045133,1.0619501601145809,1.1459075014967623
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.00,a_game_of_thrones,60,0.5686850737069286,4.99556318918864,0,0.0,8.784410599394596,1.7152859437141799,2.039322089418154,0.8290374520763425,1.2707105534622638
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.01.01,a_game_of_thrones,63,0.6680280933252779,1.0781052348332758,11,0.1746031746031746,1.6138621198799226,1.6253811804039182,2.710908437815643,2.834679653608323,1.220065988328381
