model,id,novel,n_tok,s_rate,k_crit,binding_token,binding_frac,ratio_skip0,ratio_skip1,ratio_skip5,ratio_skip10,ratio_skip20
common-pile/comma-v0.1-2t,bookmia.00.11,1984,65,1.8299120838874772,15.827496528625488,0,0.0,8.649320734033,1.5788497872324494,1.3411923472657084,1.8132838255452166,1.5707125032365203
common-pile/comma-v0.1-2t,bookmia.00.26,1984,67,2.4429419549055433,16.348634719848633,0,0.0,6.692191227474643,1.267048051594666,0.890961557518495,0.9441728887792133,1.437907727512178
common-pile/comma-v0.1-2t,bookmia.00.31,1984,65,2.175874761273595,2.9290066957473755,1,0.015384615384615385,1.3461283470345293,1.7273305913391628,1.4620971316982116,1.155178323884838,2.0300390399081096
common-pile/comma-v0.1-2t,bookmia.00.40,1984,68,2.269667597886088,14.87795639038086,0,0.0,6.555125695162507,2.675685213350163,3.9507937514238773,0.8682878401324929,0.8919397263256191
common-pile/comma-v0.1-2t,bookmia.00.46,1984,68,2.559381003978267,18.915847778320312,0,0.0,7.39079009687021,1.5238119948939421,2.136507204066111,1.1284997969058757,1.538724724724099
common-pile/comma-v0.1-2t,bookmia.00.48,1984,72,2.2758062074070846,16.761432647705078,0,0.0,7.3650526978753765,0.9292842045074172,1.9827850314705209,0.9427206826090267,1.3475976195454074
common-pile/comma-v0.1-2t,bookmia.00.64,1984,72,2.052870573241762,11.812617301940918,0,0.0,5.754194860559177,1.4843734078073199,1.116504653360079,1.2088429592959788,1.110698906190057
common-pile/comma-v0.1-2t,bookmia.00.71,1984,77,2.003371259013875,15.030242919921875,0,0.0,7.5024750666135915,1.0215575373322248,1.0779125859297918,1.1262161521910823,1.1431518385895394
common-pile/comma-v0.1-2t,bookmia.01.00,a_game_of_thrones,75,1.6722318790085653,13.595437049865723,0,0.0,8.130114740980899,3.1240476435014073,1.5416293171333928,5.323447475177067,1.593905461132107
common-pile/comma-v0.1-2t,bookmia.01.01,a_game_of_thrones,74,1.9768873335317678,2.7885550471517035,15,0.20270270270270271,1.4105786403972083,1.485795929501036,2.755055106974013,3.890896020996714,1.3370181755468893
common-pile/comma-v0.1-2t,bookmia.01.02,a_game_of_thrones,71,3.2365717823030167,16.966793060302734,0,0.0,5.242211265967917,1.010309827508401,1.4801708531784916,1.2265667050899474,1.6240314147298502
