n,kl_nats,n_passages,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_pct,rouge_ge_0p5_pct,ge_0p01_pct
1,0.0,50,0.0054,0.2708,3.78,0.1257,0.0,0.0,2.0
8,1.2044,50,0.0213,0.4688,5.02,0.1449,4.0,2.0,6.0
64,3.1745,50,0.0094,0.4688,4.42,0.141,2.0,2.0,2.0
-1,,50,0.0,0.0,,0.1101,0.0,0.0,0.0
