quantity,arm,value,lo95,hi95,n,single_order,reading
"D1 selection gain, order-averaged",sel_n64,0.136,0.1075,0.165,500,0.167,SURVIVES
"D2 metered gain, order-averaged",metered_k10,0.074,0.035,0.113,500,0.067,SURVIVES
"D3 difference of gains, paired",sel_n64 - metered_k10,0.062,0.0165,0.1075,500,0.1,REVERSAL CONFIRMED
order consistency,sel_n64,0.598,,,500,,NOISY
order consistency,sel_n1,0.65,,,500,,NOISY
order consistency,metered_k10,0.694,,,500,,NOISY
order consistency,anchor_k0,0.648,,,500,,NOISY
