model,id,split,novel,n_tok,n_char,total_nats,s_rate,k_crit,uncertified_width,nats_per_tok
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.000,attack_train,1984,54,248,144.1265677921474,0.5811555152909169,3.0592657725016275,5.264108645635427,2.669010514669396
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.001,attack_train,1984,54,245,157.96521928326547,0.6447559970745529,2.6421493530273437,4.097905820210359,2.9252818385789903
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.002,attack_train,1984,49,247,168.60010477900505,0.6825915173239071,3.034170627593994,4.445075203233448,3.4408184648776543
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.003,attack_train,1984,56,248,177.80695442529395,0.7169635259084434,4.708111763000488,6.566738185230522,3.1751241861659634
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.004,attack_train,1984,64,248,185.7715003110934,0.749078630286667,3.0847814083099365,4.118100935718074,2.9026796923608345
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.005,attack_train,1984,65,249,194.5031354605453,0.7811370902029932,2.8323111534118652,3.6258823053400726,2.9923559301622356
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.006,attack_train,1984,56,249,187.2477185903117,0.7519988698406093,1.894136905670166,2.5188028621261624,3.3437092605412806
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.007,attack_train,1984,74,248,141.7765784215917,0.5716797516999665,14.572522163391113,25.490708950348093,1.9158997083998877
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.008,attack_train,1984,60,246,151.26605805940926,0.614902675038249,6.33048152923584,10.295095120283975,2.521100967656821
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.009,attack_train,1984,58,246,212.42677806247957,0.86352348805886,4.633203506469727,5.3654632103694615,3.662530656249648
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.010,attack_train,1984,57,247,139.9577969108941,0.5666307567242677,1.6441680192947388,2.9016568546327948,2.45539994580516
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.011,attack_train,1984,62,247,144.25733639439568,0.5840377991675938,2.118360996246338,3.6270957106981,2.3267312321676723
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.012,attack_train,1984,49,240,142.83540336415172,0.5951475140172988,1.767626953125,2.9700652552395965,2.9150082319214636
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia100.00.013,attack_train,1984,54,248,190.87467127293348,0.7696559325521511,4.514528592427571,5.865645155826394,3.5347161346839533
