prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.802,0.8901,0.7606,0.8069,0.8901,146,256,0.802,162,0.8901,0.802,0.8901,0.802,162,0.8901,0.802,0.8901,0.802,162,0.8901,0.8069,0.8901,0.802,162,0.8901,0.8069,0.8901
bookmia.00.26,1984,0.7014,0.8675,0.0694,0.8246,0.8906,1,40,0.0,3,0.1518,0.0,0.1518,0.4834,95,0.6036,0.4834,0.6087,0.8246,95,0.8906,0.8246,0.8906,0.8246,95,0.8906,0.8246,0.8906
bookmia.00.31,1984,0.0,0.0985,0.1923,0.8158,0.8863,3,93,0.4316,62,0.5855,0.4316,0.5855,0.4316,62,0.5855,0.4316,0.5855,0.7421,80,0.8863,0.7526,0.8863,0.8105,79,0.8805,0.8158,0.8863
bookmia.00.40,1984,0.2892,0.4266,0.0518,0.7304,0.8619,0,25,0.0,12,0.168,0.0,0.168,0.6373,93,0.7889,0.6373,0.7889,0.6961,142,0.854,0.7206,0.854,0.7304,149,0.8619,0.7304,0.8619
bookmia.00.46,1984,0.0,0.1605,0.587,0.7944,0.8796,0,241,0.785,168,0.8796,0.785,0.8796,0.785,168,0.8796,0.7897,0.8796,0.785,168,0.8796,0.7944,0.8796,0.785,168,0.8796,0.7944,0.8796
bookmia.00.48,1984,0.77,0.8372,0.7009,0.8169,0.8935,165,254,0.8122,153,0.8912,0.8122,0.8912,0.8122,153,0.8912,0.8122,0.8912,0.8075,172,0.8935,0.8169,0.8935,0.8075,172,0.8935,0.8169,0.8935
bookmia.00.64,1984,0.0,0.1449,0.6044,0.7834,0.8786,0,242,0.1982,43,0.3243,0.1982,0.3243,0.7558,121,0.8542,0.7558,0.8542,0.7834,126,0.8734,0.7834,0.8734,0.7834,170,0.8786,0.7834,0.8786
bookmia.00.71,1984,0.3897,0.5291,0.5975,0.7512,0.8579,0,248,0.3991,82,0.5201,0.3991,0.5201,0.7465,159,0.8525,0.7465,0.8525,0.7465,159,0.8525,0.7465,0.8525,0.7465,159,0.8525,0.7512,0.8579
bookmia.01.00,a_game_of_thrones,0.0,0.1848,0.1658,0.5493,0.6844,0,202,0.0,11,0.1607,0.0,0.1607,0.1831,36,0.373,0.1831,0.373,0.5305,67,0.6293,0.5493,0.6756,0.5493,78,0.6613,0.5493,0.6844
bookmia.01.01,a_game_of_thrones,0.2488,0.3827,0.446,0.7051,0.8238,0,247,0.2396,52,0.3757,0.2396,0.3757,0.682,75,0.7946,0.682,0.7946,0.7005,152,0.8238,0.7005,0.8238,0.7005,152,0.8238,0.7051,0.8238
bookmia.01.02,a_game_of_thrones,0.7424,0.8464,0.3279,0.7475,0.8522,0,244,0.7475,93,0.8464,0.7475,0.8464,0.7424,147,0.8522,0.7475,0.8522,0.7424,147,0.8522,0.7475,0.8522,0.7424,147,0.8522,0.7475,0.8522
bookmia.01.03,a_game_of_thrones,0.2778,0.3631,0.6056,0.7879,0.882,0,252,0.4848,96,0.7365,0.4848,0.7365,0.7879,107,0.882,0.7879,0.882,0.7879,107,0.882,0.7879,0.882,0.7879,107,0.882,0.7879,0.882
bookmia.01.04,a_game_of_thrones,0.2754,0.4132,0.706,0.7923,0.8841,0,254,0.7874,72,0.8656,0.7874,0.8656,0.7923,164,0.8841,0.7923,0.8841,0.7923,164,0.8841,0.7923,0.8841,0.7923,164,0.8841,0.7923,0.8841
bookmia.01.07,a_game_of_thrones,0.5352,0.6508,0.2419,0.723,0.8504,0,125,0.4366,90,0.5594,0.4366,0.5594,0.6761,144,0.8,0.723,0.8223,0.723,151,0.8285,0.723,0.8504,0.723,154,0.8329,0.723,0.8504
bookmia.01.10,a_game_of_thrones,0.0,0.2222,0.7084,0.7723,0.8555,0,253,0.6832,103,0.8409,0.6832,0.8409,0.7475,151,0.8555,0.7525,0.8555,0.7475,151,0.8555,0.7723,0.8555,0.7475,151,0.8555,0.7723,0.8555
bookmia.01.11,a_game_of_thrones,0.7642,0.861,0.4914,0.7736,0.8663,0,255,0.4057,59,0.4986,0.4057,0.4986,0.7358,100,0.8387,0.7736,0.848,0.7642,83,0.861,0.7736,0.861,0.7642,162,0.8663,0.7736,0.8663
bookmia.01.12,a_game_of_thrones,0.1033,0.2818,0.283,0.6714,0.8077,0,236,0.3333,71,0.4837,0.3333,0.4837,0.3146,67,0.4323,0.3615,0.4837,0.1831,39,0.2989,0.6714,0.776,0.6667,119,0.7945,0.6714,0.8077
bookmia.01.14,a_game_of_thrones,0.7487,0.8539,0.516,0.7588,0.8563,0,219,0.6482,84,0.8415,0.6482,0.8415,0.7538,104,0.8563,0.7538,0.8563,0.7538,104,0.8563,0.7538,0.8563,0.7487,149,0.8539,0.7588,0.8563
bookmia.01.20,a_game_of_thrones,0.1281,0.3529,0.0559,0.6404,0.7877,0,62,0.0,13,0.2067,0.0,0.2067,0.2118,43,0.3324,0.2217,0.3363,0.0,13,0.1983,0.4187,0.523,0.6404,51,0.7877,0.6404,0.7877
bookmia.01.22,a_game_of_thrones,0.6965,0.8046,0.3837,0.7313,0.8357,0,220,0.6119,44,0.7362,0.6119,0.7362,0.7015,68,0.8127,0.7015,0.8127,0.7313,107,0.8357,0.7313,0.8357,0.7313,107,0.8357,0.7313,0.8357
bookmia.01.23,a_game_of_thrones,0.2663,0.3853,0.189,0.7446,0.8328,0,212,0.2663,49,0.4735,0.2663,0.4735,0.7011,50,0.7791,0.7011,0.7791,0.7337,74,0.8196,0.7337,0.8196,0.7337,74,0.8196,0.7446,0.8328
bookmia.01.26,a_game_of_thrones,0.285,0.4478,0.3686,0.67,0.7719,0,218,0.45,55,0.6529,0.45,0.6529,0.45,55,0.732,0.455,0.732,0.485,55,0.7246,0.575,0.739,0.645,55,0.7719,0.67,0.7719
bookmia.01.27,a_game_of_thrones,0.6649,0.7439,0.2631,0.7784,0.8632,0,236,0.2432,45,0.3571,0.2432,0.3571,0.7784,98,0.8632,0.7784,0.8632,0.7784,98,0.8632,0.7784,0.8632,0.7784,98,0.8632,0.7784,0.8632
bookmia.01.31,a_game_of_thrones,0.2359,0.3561,0.4036,0.759,0.8538,0,244,0.3282,37,0.4355,0.3282,0.4355,0.7385,117,0.8446,0.7385,0.8446,0.7487,119,0.8538,0.7487,0.8538,0.759,120,0.8538,0.759,0.8538
bookmia.01.32,a_game_of_thrones,0.0,0.1808,0.3117,0.4973,0.6918,0,190,0.4759,89,0.5987,0.4759,0.5987,0.3529,66,0.5696,0.4759,0.6068,0.4759,89,0.5882,0.4759,0.6149,0.0,1,0.1262,0.4973,0.6918
bookmia.01.33,a_game_of_thrones,0.7158,0.8257,0.6571,0.7263,0.8379,0,245,0.7211,130,0.8318,0.7211,0.8318,0.7211,130,0.8318,0.7211,0.8318,0.7211,137,0.8379,0.7211,0.8379,0.7211,137,0.8379,0.7263,0.8379
bookmia.01.36,a_game_of_thrones,0.6946,0.7933,0.5948,0.7734,0.8627,0,248,0.3793,49,0.5675,0.3793,0.5675,0.7586,80,0.8492,0.7586,0.8492,0.7586,154,0.8627,0.7734,0.8627,0.7586,154,0.8627,0.7734,0.8627
bookmia.01.37,a_game_of_thrones,0.6649,0.7602,0.335,0.7872,0.881,0,126,0.7872,148,0.881,0.7872,0.881,0.7872,148,0.881,0.7872,0.881,0.7872,148,0.881,0.7872,0.881,0.7872,148,0.881,0.7872,0.881
bookmia.01.39,a_game_of_thrones,0.24,0.3429,0.3643,0.795,0.8796,0,250,0.195,39,0.4056,0.195,0.4056,0.405,81,0.5434,0.425,0.5439,0.795,141,0.8771,0.795,0.8796,0.785,157,0.8796,0.795,0.8796
bookmia.01.41,a_game_of_thrones,0.0,0.1453,0.4293,0.7913,0.875,0,235,0.1262,26,0.2632,0.1262,0.2632,0.7864,135,0.875,0.7864,0.875,0.7864,135,0.875,0.7913,0.875,0.7864,135,0.875,0.7913,0.875
bookmia.01.42,a_game_of_thrones,0.0,0.1862,0.5896,0.8,0.8828,2,250,0.6293,65,0.7357,0.6293,0.7357,0.7902,68,0.8719,0.7902,0.8719,0.7902,98,0.8774,0.8,0.8774,0.7902,162,0.8828,0.8,0.8828
bookmia.01.43,a_game_of_thrones,0.0,0.1448,0.1225,0.6381,0.7472,0,122,0.1571,33,0.3081,0.1571,0.3081,0.4,84,0.6325,0.4,0.6325,0.4714,51,0.6553,0.4714,0.6571,0.6381,52,0.7472,0.6381,0.7472
bookmia.01.44,a_game_of_thrones,0.1923,0.337,0.5162,0.7404,0.8508,0,235,0.7404,82,0.8421,0.7404,0.8421,0.7404,82,0.8421,0.7404,0.8421,0.7308,152,0.8444,0.7404,0.8508,0.7308,152,0.8444,0.7404,0.8508
bookmia.01.46,a_game_of_thrones,0.1465,0.2727,0.385,0.7576,0.8555,0,211,0.2879,55,0.4498,0.2879,0.4498,0.7172,61,0.7977,0.7172,0.7977,0.7475,148,0.8555,0.7576,0.8555,0.7475,148,0.8555,0.7576,0.8555
bookmia.01.49,a_game_of_thrones,0.3366,0.468,0.0795,0.6439,0.7727,0,42,0.5366,83,0.7059,0.5366,0.7059,0.5366,83,0.7059,0.5366,0.7059,0.5756,83,0.7727,0.6,0.7727,0.5756,83,0.7727,0.6439,0.7727
bookmia.01.51,a_game_of_thrones,0.75,0.8464,0.7005,0.7689,0.8633,0,255,0.7547,160,0.8602,0.7547,0.8602,0.7547,160,0.8602,0.7547,0.8602,0.75,159,0.8571,0.7547,0.8602,0.75,159,0.8571,0.7689,0.8633
bookmia.01.52,a_game_of_thrones,0.6812,0.8103,0.266,0.6908,0.8103,0,161,0.0,3,0.1564,0.0,0.1564,0.6329,131,0.7874,0.6329,0.7874,0.6812,141,0.8103,0.6812,0.8103,0.6812,141,0.8103,0.6908,0.8103
bookmia.01.58,a_game_of_thrones,0.0,0.1468,0.3775,0.7684,0.8639,0,234,0.0,2,0.0721,0.0,0.0721,0.7684,96,0.8605,0.7684,0.8605,0.7684,96,0.8605,0.7684,0.8631,0.7684,96,0.8639,0.7684,0.8639
bookmia.01.59,a_game_of_thrones,0.3615,0.5108,0.4251,0.723,0.8251,0,221,0.5587,119,0.7027,0.5587,0.7027,0.6901,107,0.8238,0.6901,0.8238,0.6901,107,0.8238,0.6901,0.8238,0.662,141,0.8229,0.723,0.8251
bookmia.01.60,a_game_of_thrones,0.0,0.1616,0.1204,0.5096,0.6964,0,184,0.1923,32,0.3081,0.1923,0.3081,0.1923,31,0.3036,0.1923,0.3657,0.1923,40,0.3499,0.1923,0.3708,0.0,0,0.0,0.5096,0.6964
bookmia.01.62,a_game_of_thrones,0.6543,0.7576,0.4592,0.7606,0.8554,0,242,0.117,22,0.2646,0.117,0.2646,0.7553,103,0.8494,0.7606,0.852,0.7553,103,0.8494,0.7606,0.852,0.7553,103,0.8494,0.7606,0.8554
bookmia.01.69,a_game_of_thrones,0.4975,0.6067,0.6312,0.7662,0.8644,0,245,0.7562,86,0.8523,0.7562,0.8523,0.7562,152,0.8612,0.7562,0.8612,0.7562,152,0.8612,0.7662,0.8612,0.7562,152,0.8612,0.7662,0.8644
bookmia.01.71,a_game_of_thrones,0.0,0.1589,0.4632,0.7583,0.8595,0,254,0.7346,96,0.8302,0.7346,0.8302,0.7536,159,0.8595,0.7536,0.8595,0.7536,159,0.8595,0.7536,0.8595,0.7536,159,0.8595,0.7583,0.8595
bookmia.01.73,a_game_of_thrones,0.1925,0.32,0.3739,0.7418,0.8235,0,252,0.3521,75,0.4737,0.3521,0.4737,0.4272,79,0.5774,0.4272,0.5774,0.7371,76,0.8213,0.7371,0.8235,0.7371,76,0.8213,0.7418,0.8235
bookmia.01.74,a_game_of_thrones,0.0,0.1369,0.1701,0.7938,0.8588,0,158,0.0,11,0.2093,0.0,0.2093,0.3557,49,0.5238,0.3557,0.5238,0.7732,70,0.8276,0.7732,0.8276,0.7938,81,0.8588,0.7938,0.8588
bookmia.01.75,a_game_of_thrones,0.1474,0.2389,0.3572,0.7474,0.8478,0,244,0.3421,65,0.4606,0.3421,0.4606,0.3421,65,0.4615,0.3421,0.4894,0.7105,135,0.8478,0.7474,0.8478,0.7105,135,0.8478,0.7474,0.8478
bookmia.01.76,a_game_of_thrones,0.0,0.1512,0.2075,0.6332,0.7955,0,225,0.4673,53,0.6062,0.4673,0.6062,0.4673,53,0.6062,0.4673,0.6062,0.392,50,0.4659,0.4673,0.6062,0.6332,53,0.7955,0.6332,0.7955
bookmia.01.77,a_game_of_thrones,0.0,0.1843,0.3298,0.7251,0.8438,0,162,0.654,138,0.7923,0.654,0.7923,0.6588,139,0.8154,0.6872,0.8154,0.7251,153,0.8438,0.7251,0.8438,0.7251,153,0.8438,0.7251,0.8438
bookmia.01.78,a_game_of_thrones,0.768,0.8596,0.3374,0.7629,0.863,0,144,0.0,18,0.2081,0.0,0.2081,0.7577,147,0.8605,0.7577,0.8605,0.7629,148,0.863,0.7629,0.863,0.7629,148,0.863,0.7629,0.863
bookmia.01.79,a_game_of_thrones,0.2982,0.4674,0.3506,0.6972,0.7967,0,225,0.3991,74,0.6016,0.3991,0.6016,0.6284,72,0.7784,0.6284,0.7784,0.6881,74,0.7805,0.6881,0.7805,0.6743,75,0.7772,0.6972,0.7967
bookmia.01.81,a_game_of_thrones,0.2255,0.3456,0.5201,0.7647,0.8595,0,222,0.7549,75,0.8492,0.7549,0.8492,0.7549,75,0.8492,0.7549,0.8492,0.7549,75,0.8468,0.7549,0.8492,0.7549,75,0.8468,0.7647,0.8595
