published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,5423.037,-6488.602,0.0,False
1.0,2.0,1.6562,5423.037,-8059.181,11.498,False
1.0,4.0,2.3043,5423.037,-9043.722,18.705,False
1.0,8.0,2.7661,5423.037,-9057.801,18.808,False
3.0,1.0,3.0,6722.301,-1969.777,0.0,False
3.0,2.0,4.828,6722.301,-2582.483,4.485,False
3.0,4.0,5.9111,6722.301,-2465.379,3.628,False
3.0,8.0,6.6891,6722.301,-2115.02,1.063,False
