quantity,arm,value,lo95,hi95,n,single_order,reading
"D1 selection gain, order-averaged",sel_n64,0.174,0.142,0.2065,500,0.196,SURVIVES
"D2 metered gain, order-averaged",metered_k10,0.074,0.035,0.113,500,0.067,SURVIVES
"D3 difference of gains, paired",sel_n64 - metered_k10,0.1,0.052,0.1465,500,0.129,REVERSAL CONFIRMED
order consistency,sel_n64,0.63,,,500,,NOISY
order consistency,sel_n1,0.676,,,500,,NOISY
order consistency,metered_k10,0.694,,,500,,NOISY
order consistency,anchor_k0,0.648,,,500,,NOISY
