arm,prompt_id,n_facts,n_supported,precision,abstained
sel64,fact_00344_Cleopatra,18,3,0.166667,0
sel64,fact_00345_Ana Cláudia Bolzan,7,0,0.0,0
sel64,fact_00347_Evgeny Shalunov,10,0,0.0,0
sel64,fact_00348_Charles Allen (jurist),15,0,0.0,0
sel64,fact_00349_Deyverson,11,0,0.0,0
sel64,fact_00351_Cris Cyborg,13,0,0.0,0
sel64,fact_00354_Bobby Thomson,0,0,,1
sel64,fact_00356_Eric Winter,22,1,0.045455,0
sel64,fact_00362_Aert van der Neer,5,0,0.0,0
sel64,fact_00364_Blanca Errázuriz,11,0,0.0,0
sel64,fact_00366_Deitrick Haddon,17,0,0.0,0
sel64,fact_00367_Andreas Ivanschitz,2,0,0.0,0
sel64,fact_00368_Clancy Brown,15,0,0.0,0
sel64,fact_00371_Carrie Ann Inaba,11,3,0.272727,0
sel64,fact_00374_Cicero,12,5,0.416667,0
sel64,fact_00376_14th Dalai Lama,13,0,0.0,0
sel64,fact_00377_Christian Almeida,13,0,0.0,0
sel64,fact_00378_Arthur Wakefield,11,0,0.0,0
sel64,fact_00384_Andry Rajoelina,3,0,0.0,0
sel64,fact_00394_Danny Almonte,0,0,,1
sel64,fact_00396_Andy Middleton,13,1,0.076923,0
sel64,fact_00397_Anderson Silva,0,0,,1
sel64,fact_00399_Edgar Bennett,10,0,0.0,0
sel64,fact_00401_Balázs Bekő,6,1,0.166667,0
sel64,fact_00404_Abraham Ancer,7,0,0.0,0
sel64,fact_00418_A. K. Ramanujan,9,1,0.111111,0
sel64,fact_00420_Carlos Ghosn,0,0,,1
sel64,fact_00421_Anurag Kashyap,5,0,0.0,0
sel64,fact_00425_Angela Bairstow,2,0,0.0,0
sel64,fact_00427_Ernestine Eckstein,12,0,0.0,0
sel64,fact_00430_Ezekiel Elliott,2,0,0.0,0
sel64,fact_00433_Aaron Burr,10,0,0.0,0
sel64,fact_00444_Charles B. McVay III,5,0,0.0,0
sel64,fact_00448_Carol Chell,12,0,0.0,0
sel64,fact_00449_Alen Omić,3,0,0.0,0
sel64,fact_00452_Alice Torriani,13,1,0.076923,0
sel64,fact_00454_Albert Outler,13,0,0.0,0
sel64,fact_00459_Felician of Foligno,11,0,0.0,0
sel64,fact_00460_Annie Landouw,8,0,0.0,0
sel64,fact_00462_Bhāskara I,6,0,0.0,0
sel64,fact_00464_Damon Herriman,11,0,0.0,0
sel64,fact_00466_Feroze Gandhi,8,1,0.125,0
sel64,fact_00471_D. B. Nihalsinghe,14,0,0.0,0
sel64,fact_00478_F. Gwynplaine MacIntyre,7,0,0.0,0
sel64,fact_00486_Fidel Castro,0,0,,1
sel64,fact_00489_Bir Hambir,12,1,0.083333,0
sel64,fact_00491_Avraham Eilam-Amzallag,23,0,0.0,0
sel64,fact_00492_Date Narikuni,11,0,0.0,0
sel64,fact_00495_Ariel Behar,17,0,0.0,0
sel64,fact_00498_DeAnna Bennett,20,0,0.0,0
sel1,fact_00003_Fernando da Costa Novaes,9,0,0.0,0
sel1,fact_00006_David Galloway (writer),5,0,0.0,0
sel1,fact_00007_Cheyenne Brando,7,0,0.0,0
sel1,fact_00012_Braulio Lara,0,0,,1
sel1,fact_00015_Amr Shabana,9,0,0.0,0
sel1,fact_00017_Abdulqawi Yusuf,0,0,,1
sel1,fact_00025_Carlos P. Romulo,12,1,0.083333,0
sel1,fact_00027_Arthur Ewert,0,0,,1
sel1,fact_00032_Flavio Méndez Santiago,0,0,,1
sel1,fact_00039_Chris Duffield,7,0,0.0,0
sel1,fact_00040_Daniil Medvedev,0,0,,1
sel1,fact_00043_Alexander Vovin,0,0,,1
sel1,fact_00044_Cobhams Asuquo,0,0,,1
sel1,fact_00045_David Bogue,9,0,0.0,0
sel1,fact_00048_Don Beard,2,0,0.0,0
sel1,fact_00053_Andriy Yarmolenko,10,0,0.0,0
sel1,fact_00058_Danny Faure,6,1,0.166667,0
sel1,fact_00063_Ayman al-Zawahiri,0,0,,1
sel1,fact_00064_Diego Suarez (garden designer),3,0,0.0,0
sel1,fact_00066_Daniel Alexander Cameron,0,0,,1
sel1,fact_00075_Antonio Leviste,11,0,0.0,0
sel1,fact_00078_Chi Pu,0,0,,1
sel1,"fact_00080_Felipe (footballer, born 1977)",0,0,,1
sel1,fact_00084_Alfred Hitchcock,0,0,,1
sel1,fact_00085_Dascha Polanco,2,0,0.0,0
sel1,fact_00086_Amelia Earhart,0,0,,1
sel1,fact_00087_Chris John (boxer),0,0,,1
sel1,fact_00088_Blair Tugman,0,0,,1
sel1,fact_00093_David Oyite-Ojok,14,0,0.0,0
sel1,fact_00097_Chris Cuomo,0,0,,1
sel1,fact_00098_Adnan Sami,1,0,0.0,0
sel1,fact_00108_Bhuma Nagi Reddy,9,0,0.0,0
sel1,fact_00109_Charmion King,3,2,0.666667,0
sel1,fact_00110_Andreea Marin,0,0,,1
sel1,fact_00114_Ahn Jae-hyun,9,0,0.0,0
sel1,fact_00116_Bobo Baldé,0,0,,1
sel1,fact_00118_Chacho Gaytán,0,0,,1
sel1,fact_00119_Bastian Schweinsteiger,0,0,,1
sel1,fact_00120_Erich Hartmann,1,0,0.0,0
sel1,fact_00127_Ezechiel N'Douassel,4,0,0.0,0
sel1,fact_00131_Aditya Kalyanpur,6,0,0.0,0
sel1,fact_00132_Dennis Andersson,2,0,0.0,0
sel1,fact_00133_Daniel Bedingfield,0,0,,1
sel1,fact_00134_Celâl Bayar,0,0,,1
sel1,fact_00138_Diana Ivanova,0,0,,1
sel1,fact_00140_André Le Nôtre,0,0,,1
sel1,fact_00142_Cierre Wood,4,0,0.0,0
sel1,fact_00145_Carmelo Anthony,0,0,,1
sel1,fact_00146_Asafa Powell,0,0,,1
sel1,fact_00152_Felix Newman,0,0,,1
sel1,fact_00154_Earl Garrison,1,0,0.0,0
sel1,fact_00162_Aleksandar Kolarov,9,0,0.0,0
sel1,fact_00163_Alexandre Hohagen,2,0,0.0,0
sel1,fact_00166_Emcee N.I.C.E.,4,0,0.0,0
sel1,fact_00181_Chris Woakes,0,0,,1
sel1,fact_00182_Diosdado Cabello,0,0,,1
sel1,fact_00184_Dana Awartani,5,0,0.0,0
sel1,fact_00185_Brianna Keilar,0,0,,1
sel1,fact_00188_Cédric Bakambu,9,1,0.111111,0
sel1,fact_00193_Bobby Fischer,0,0,,1
sel1,fact_00198_Benjamin Lawrence Reid,0,0,,1
sel1,fact_00199_Djimon Hounsou,0,0,,1
sel1,fact_00202_Ahsee Tuala,7,0,0.0,0
sel1,fact_00204_Don DeLillo,0,0,,1
sel1,fact_00207_Elizabeth Inglis,0,0,,1
sel1,fact_00208_Fifi Cooper,0,0,,1
sel1,fact_00223_Ahmed Mumin Warfa,0,0,,1
sel1,fact_00226_Dewi Sartika,0,0,,1
sel1,fact_00227_Alf Garland,16,2,0.125,0
sel1,fact_00230_Abdul Ilah Khatib,7,0,0.0,0
sel1,fact_00239_Bif Naked,0,0,,1
sel1,fact_00245_Dominique Blake,14,0,0.0,0
sel1,fact_00247_Diafra Sakho,0,0,,1
sel1,fact_00249_Fahadh Faasil,0,0,,1
sel1,fact_00250_Dr. Dre,0,0,,1
sel1,fact_00255_Caitlin Lowe,1,0,0.0,0
sel1,fact_00257_Camille Paulus,14,0,0.0,0
sel1,fact_00258_Charley Boorman,0,0,,1
sel1,fact_00260_Douglas Wood (engineer),13,0,0.0,0
sel1,fact_00263_Billy Snedden,7,0,0.0,0
sel1,fact_00264_Esteban Espíndola,3,0,0.0,0
sel1,fact_00270_Daniel Ek,0,0,,1
sel1,fact_00275_Belisarius,0,0,,1
sel1,fact_00276_Carol Dweck,2,1,0.5,0
sel1,fact_00286_Amr Diab,0,0,,1
sel1,fact_00296_Akbar Hossain,0,0,,1
sel1,fact_00300_Coco Chanel,3,1,0.333333,0
sel1,fact_00302_Enamul Haque (engineer),0,0,,1
sel1,fact_00304_Abdelhamid Shabana,0,0,,1
sel1,fact_00307_Abdullahi Mohammad Ahmad Hassan,0,0,,1
sel1,fact_00309_Diego Godín,1,0,0.0,0
sel1,fact_00312_Adel Emam,3,0,0.0,0
sel1,fact_00315_Billy Conigliaro,0,0,,1
sel1,fact_00316_Arif Mohammad Khan,7,3,0.428571,0
sel1,fact_00321_Bob Marley,0,0,,1
sel1,fact_00328_Dana Ashbrook,13,0,0.0,0
sel1,fact_00332_Cha Eun-woo,0,0,,1
sel1,fact_00333_Abdul Halik Hudu,2,0,0.0,0
sel1,fact_00335_Carl Braun (obstetrician),9,2,0.222222,0
sel1,fact_00343_Ameyaw Debrah,0,0,,1
sel1,fact_00344_Cleopatra,0,0,,1
sel1,fact_00345_Ana Cláudia Bolzan,4,1,0.25,0
sel1,fact_00347_Evgeny Shalunov,0,0,,1
sel1,fact_00348_Charles Allen (jurist),2,0,0.0,0
sel1,fact_00349_Deyverson,3,0,0.0,0
sel1,fact_00351_Cris Cyborg,0,0,,1
sel1,fact_00354_Bobby Thomson,0,0,,1
sel1,fact_00356_Eric Winter,0,0,,1
sel1,fact_00362_Aert van der Neer,0,0,,1
sel1,fact_00364_Blanca Errázuriz,9,0,0.0,0
sel1,fact_00366_Deitrick Haddon,5,1,0.2,0
sel1,fact_00367_Andreas Ivanschitz,3,0,0.0,0
sel1,fact_00368_Clancy Brown,3,0,0.0,0
sel1,fact_00371_Carrie Ann Inaba,11,1,0.090909,0
sel1,fact_00374_Cicero,3,0,0.0,0
sel1,fact_00376_14th Dalai Lama,5,0,0.0,0
sel1,fact_00377_Christian Almeida,10,0,0.0,0
sel1,fact_00378_Arthur Wakefield,8,0,0.0,0
sel1,fact_00384_Andry Rajoelina,0,0,,1
sel1,fact_00394_Danny Almonte,0,0,,1
sel1,fact_00396_Andy Middleton,0,0,,1
sel1,fact_00397_Anderson Silva,0,0,,1
sel1,fact_00399_Edgar Bennett,0,0,,1
sel1,fact_00401_Balázs Bekő,0,0,,1
sel1,fact_00404_Abraham Ancer,0,0,,1
sel1,fact_00418_A. K. Ramanujan,0,0,,1
sel1,fact_00420_Carlos Ghosn,0,0,,1
sel1,fact_00421_Anurag Kashyap,0,0,,1
sel1,fact_00425_Angela Bairstow,3,0,0.0,0
sel1,fact_00427_Ernestine Eckstein,0,0,,1
sel1,fact_00430_Ezekiel Elliott,0,0,,1
sel1,fact_00433_Aaron Burr,3,0,0.0,0
sel1,fact_00444_Charles B. McVay III,0,0,,1
sel1,fact_00448_Carol Chell,9,0,0.0,0
sel1,fact_00449_Alen Omić,0,0,,1
sel1,fact_00452_Alice Torriani,8,0,0.0,0
sel1,fact_00454_Albert Outler,0,0,,1
sel1,fact_00459_Felician of Foligno,0,0,,1
sel1,fact_00460_Annie Landouw,0,0,,1
sel1,fact_00462_Bhāskara I,0,0,,1
sel1,fact_00464_Damon Herriman,6,0,0.0,0
sel1,fact_00466_Feroze Gandhi,10,2,0.2,0
sel1,fact_00471_D. B. Nihalsinghe,2,0,0.0,0
sel1,fact_00478_F. Gwynplaine MacIntyre,5,0,0.0,0
sel1,fact_00486_Fidel Castro,2,0,0.0,0
sel1,fact_00489_Bir Hambir,0,0,,1
sel1,fact_00491_Avraham Eilam-Amzallag,12,0,0.0,0
sel1,fact_00492_Date Narikuni,9,0,0.0,0
sel1,fact_00495_Ariel Behar,0,0,,1
sel1,fact_00498_DeAnna Bennett,12,0,0.0,0
anchor,fact_00003_Fernando da Costa Novaes,4,0,0.0,0
anchor,fact_00006_David Galloway (writer),1,0,0.0,0
anchor,fact_00007_Cheyenne Brando,0,0,,1
anchor,fact_00012_Braulio Lara,5,0,0.0,0
anchor,fact_00015_Amr Shabana,12,1,0.083333,0
anchor,fact_00017_Abdulqawi Yusuf,0,0,,1
anchor,fact_00025_Carlos P. Romulo,12,0,0.0,0
anchor,fact_00027_Arthur Ewert,3,0,0.0,0
anchor,fact_00032_Flavio Méndez Santiago,0,0,,1
anchor,fact_00039_Chris Duffield,2,0,0.0,0
anchor,fact_00040_Daniil Medvedev,0,0,,1
anchor,fact_00043_Alexander Vovin,4,1,0.25,0
anchor,fact_00044_Cobhams Asuquo,0,0,,1
anchor,fact_00045_David Bogue,2,0,0.0,0
anchor,fact_00048_Don Beard,8,2,0.25,0
anchor,fact_00053_Andriy Yarmolenko,0,0,,1
anchor,fact_00058_Danny Faure,0,0,,1
anchor,fact_00063_Ayman al-Zawahiri,0,0,,1
anchor,fact_00064_Diego Suarez (garden designer),0,0,,1
anchor,fact_00066_Daniel Alexander Cameron,7,0,0.0,0
anchor,fact_00075_Antonio Leviste,13,0,0.0,0
anchor,fact_00078_Chi Pu,0,0,,1
anchor,"fact_00080_Felipe (footballer, born 1977)",5,3,0.6,0
anchor,fact_00084_Alfred Hitchcock,17,2,0.117647,0
anchor,fact_00085_Dascha Polanco,0,0,,1
anchor,fact_00086_Amelia Earhart,0,0,,1
anchor,fact_00087_Chris John (boxer),0,0,,1
anchor,fact_00088_Blair Tugman,0,0,,1
anchor,fact_00093_David Oyite-Ojok,4,0,0.0,0
anchor,fact_00097_Chris Cuomo,7,0,0.0,0
anchor,fact_00098_Adnan Sami,0,0,,1
anchor,fact_00108_Bhuma Nagi Reddy,1,0,0.0,0
anchor,fact_00109_Charmion King,0,0,,1
anchor,fact_00110_Andreea Marin,1,0,0.0,0
anchor,fact_00114_Ahn Jae-hyun,6,0,0.0,0
anchor,fact_00116_Bobo Baldé,6,1,0.166667,0
anchor,fact_00118_Chacho Gaytán,12,0,0.0,0
anchor,fact_00119_Bastian Schweinsteiger,0,0,,1
anchor,fact_00120_Erich Hartmann,3,0,0.0,0
anchor,fact_00127_Ezechiel N'Douassel,0,0,,1
anchor,fact_00131_Aditya Kalyanpur,11,0,0.0,0
anchor,fact_00132_Dennis Andersson,10,0,0.0,0
anchor,fact_00133_Daniel Bedingfield,6,0,0.0,0
anchor,fact_00134_Celâl Bayar,0,0,,1
anchor,fact_00138_Diana Ivanova,0,0,,1
anchor,fact_00140_André Le Nôtre,0,0,,1
anchor,fact_00142_Cierre Wood,0,0,,1
anchor,fact_00145_Carmelo Anthony,0,0,,1
anchor,fact_00146_Asafa Powell,11,0,0.0,0
anchor,fact_00152_Felix Newman,8,0,0.0,0
anchor,fact_00154_Earl Garrison,5,0,0.0,0
anchor,fact_00162_Aleksandar Kolarov,4,0,0.0,0
anchor,fact_00163_Alexandre Hohagen,2,0,0.0,0
anchor,fact_00166_Emcee N.I.C.E.,1,1,1.0,0
anchor,fact_00181_Chris Woakes,0,0,,1
anchor,fact_00182_Diosdado Cabello,0,0,,1
anchor,fact_00184_Dana Awartani,0,0,,1
anchor,fact_00185_Brianna Keilar,0,0,,1
anchor,fact_00188_Cédric Bakambu,6,0,0.0,0
anchor,fact_00193_Bobby Fischer,0,0,,1
anchor,fact_00198_Benjamin Lawrence Reid,9,0,0.0,0
anchor,fact_00199_Djimon Hounsou,1,0,0.0,0
anchor,fact_00202_Ahsee Tuala,1,0,0.0,0
anchor,fact_00204_Don DeLillo,1,0,0.0,0
anchor,fact_00207_Elizabeth Inglis,0,0,,1
anchor,fact_00208_Fifi Cooper,0,0,,1
anchor,fact_00223_Ahmed Mumin Warfa,0,0,,1
anchor,fact_00226_Dewi Sartika,0,0,,1
anchor,fact_00227_Alf Garland,4,0,0.0,0
anchor,fact_00230_Abdul Ilah Khatib,0,0,,1
anchor,fact_00239_Bif Naked,0,0,,1
anchor,fact_00245_Dominique Blake,3,0,0.0,0
anchor,fact_00247_Diafra Sakho,10,0,0.0,0
anchor,fact_00249_Fahadh Faasil,0,0,,1
anchor,fact_00250_Dr. Dre,0,0,,1
anchor,fact_00255_Caitlin Lowe,13,0,0.0,0
anchor,fact_00257_Camille Paulus,0,0,,1
anchor,fact_00258_Charley Boorman,0,0,,1
anchor,fact_00260_Douglas Wood (engineer),0,0,,1
anchor,fact_00263_Billy Snedden,1,0,0.0,0
anchor,fact_00264_Esteban Espíndola,0,0,,1
anchor,fact_00270_Daniel Ek,0,0,,1
anchor,fact_00275_Belisarius,0,0,,1
anchor,fact_00276_Carol Dweck,0,0,,1
anchor,fact_00286_Amr Diab,0,0,,1
anchor,fact_00296_Akbar Hossain,9,0,0.0,0
anchor,fact_00300_Coco Chanel,0,0,,1
anchor,fact_00302_Enamul Haque (engineer),4,1,0.25,0
anchor,fact_00304_Abdelhamid Shabana,20,0,0.0,0
anchor,fact_00307_Abdullahi Mohammad Ahmad Hassan,0,0,,1
anchor,fact_00309_Diego Godín,0,0,,1
anchor,fact_00312_Adel Emam,2,0,0.0,0
anchor,fact_00315_Billy Conigliaro,0,0,,1
anchor,fact_00316_Arif Mohammad Khan,3,0,0.0,0
anchor,fact_00321_Bob Marley,0,0,,1
anchor,fact_00328_Dana Ashbrook,8,0,0.0,0
anchor,fact_00332_Cha Eun-woo,5,0,0.0,0
anchor,fact_00333_Abdul Halik Hudu,14,0,0.0,0
anchor,fact_00335_Carl Braun (obstetrician),0,0,,1
anchor,fact_00343_Ameyaw Debrah,11,1,0.090909,0
anchor,fact_00344_Cleopatra,12,3,0.25,0
anchor,fact_00345_Ana Cláudia Bolzan,0,0,,1
anchor,fact_00347_Evgeny Shalunov,3,0,0.0,0
anchor,fact_00348_Charles Allen (jurist),0,0,,1
anchor,fact_00349_Deyverson,16,1,0.0625,0
anchor,fact_00351_Cris Cyborg,0,0,,1
anchor,fact_00354_Bobby Thomson,0,0,,1
anchor,fact_00356_Eric Winter,6,0,0.0,0
anchor,fact_00362_Aert van der Neer,7,0,0.0,0
anchor,fact_00364_Blanca Errázuriz,0,0,,1
anchor,fact_00366_Deitrick Haddon,14,1,0.071429,0
anchor,fact_00367_Andreas Ivanschitz,0,0,,1
anchor,fact_00368_Clancy Brown,7,0,0.0,0
anchor,fact_00371_Carrie Ann Inaba,0,0,,1
anchor,fact_00374_Cicero,0,0,,1
anchor,fact_00376_14th Dalai Lama,0,0,,1
anchor,fact_00377_Christian Almeida,8,0,0.0,0
anchor,fact_00378_Arthur Wakefield,0,0,,1
anchor,fact_00384_Andry Rajoelina,0,0,,1
anchor,fact_00394_Danny Almonte,2,0,0.0,0
anchor,fact_00396_Andy Middleton,5,0,0.0,0
anchor,fact_00397_Anderson Silva,7,0,0.0,0
anchor,fact_00399_Edgar Bennett,6,0,0.0,0
anchor,fact_00401_Balázs Bekő,5,0,0.0,0
anchor,fact_00404_Abraham Ancer,2,0,0.0,0
anchor,fact_00418_A. K. Ramanujan,7,0,0.0,0
anchor,fact_00420_Carlos Ghosn,0,0,,1
anchor,fact_00421_Anurag Kashyap,0,0,,1
anchor,fact_00425_Angela Bairstow,3,0,0.0,0
anchor,fact_00427_Ernestine Eckstein,4,0,0.0,0
anchor,fact_00430_Ezekiel Elliott,0,0,,1
anchor,fact_00433_Aaron Burr,0,0,,1
anchor,fact_00444_Charles B. McVay III,11,0,0.0,0
anchor,fact_00448_Carol Chell,6,0,0.0,0
anchor,fact_00449_Alen Omić,4,1,0.25,0
anchor,fact_00452_Alice Torriani,14,0,0.0,0
anchor,fact_00454_Albert Outler,0,0,,1
anchor,fact_00459_Felician of Foligno,10,1,0.1,0
anchor,fact_00460_Annie Landouw,0,0,,1
anchor,fact_00462_Bhāskara I,0,0,,1
anchor,fact_00464_Damon Herriman,0,0,,1
anchor,fact_00466_Feroze Gandhi,0,0,,1
anchor,fact_00471_D. B. Nihalsinghe,0,0,,1
anchor,fact_00478_F. Gwynplaine MacIntyre,0,0,,1
anchor,fact_00486_Fidel Castro,5,0,0.0,0
anchor,fact_00489_Bir Hambir,0,0,,1
anchor,fact_00491_Avraham Eilam-Amzallag,0,0,,1
anchor,fact_00492_Date Narikuni,0,0,,1
anchor,fact_00495_Ariel Behar,0,0,,1
anchor,fact_00498_DeAnna Bennett,13,0,0.0,0
met_k0.5,fact_00003_Fernando da Costa Novaes,13,3,0.230769,0
met_k0.5,fact_00006_David Galloway (writer),0,0,,1
met_k0.5,fact_00007_Cheyenne Brando,13,2,0.153846,0
met_k0.5,fact_00012_Braulio Lara,14,0,0.0,0
met_k0.5,fact_00015_Amr Shabana,14,5,0.357143,0
met_k0.5,fact_00017_Abdulqawi Yusuf,0,0,,1
met_k0.5,fact_00025_Carlos P. Romulo,0,0,,1
met_k0.5,fact_00027_Arthur Ewert,0,0,,1
met_k0.5,fact_00032_Flavio Méndez Santiago,4,2,0.5,0
met_k0.5,fact_00039_Chris Duffield,0,0,,1
met_k0.5,fact_00040_Daniil Medvedev,10,3,0.3,0
met_k0.5,fact_00043_Alexander Vovin,6,0,0.0,0
met_k0.5,fact_00044_Cobhams Asuquo,14,3,0.214286,0
met_k0.5,fact_00045_David Bogue,7,1,0.142857,0
met_k0.5,fact_00048_Don Beard,6,0,0.0,0
met_k0.5,fact_00053_Andriy Yarmolenko,0,0,,1
met_k0.5,fact_00058_Danny Faure,13,0,0.0,0
met_k0.5,fact_00063_Ayman al-Zawahiri,0,0,,1
met_k0.5,fact_00064_Diego Suarez (garden designer),0,0,,1
met_k0.5,fact_00066_Daniel Alexander Cameron,7,0,0.0,0
met_k0.5,fact_00075_Antonio Leviste,10,0,0.0,0
met_k0.5,fact_00078_Chi Pu,16,4,0.25,0
met_k0.5,"fact_00080_Felipe (footballer, born 1977)",5,0,0.0,0
met_k0.5,fact_00084_Alfred Hitchcock,6,2,0.333333,0
met_k0.5,fact_00085_Dascha Polanco,6,0,0.0,0
met_k0.5,fact_00086_Amelia Earhart,6,4,0.666667,0
met_k0.5,fact_00087_Chris John (boxer),12,2,0.166667,0
met_k0.5,fact_00088_Blair Tugman,12,0,0.0,0
met_k0.5,fact_00093_David Oyite-Ojok,6,0,0.0,0
met_k0.5,fact_00097_Chris Cuomo,5,0,0.0,0
met_k0.5,fact_00098_Adnan Sami,10,2,0.2,0
met_k0.5,fact_00108_Bhuma Nagi Reddy,4,0,0.0,0
met_k0.5,fact_00109_Charmion King,7,0,0.0,0
