prompt_id,arm,novel,blocked_steps,nv_recall,lcs_word,rouge_l
bookmia.00.11,-1,1984,0,0.6881,139,0.789
bookmia.00.26,-1,1984,0,0.1137,24,0.3397
bookmia.00.31,-1,1984,0,0.3037,49,0.3966
bookmia.00.40,-1,1984,0,0.2745,56,0.3924
bookmia.00.46,-1,1984,0,0.7383,158,0.8564
bookmia.00.48,-1,1984,0,0.23,49,0.3441
bookmia.00.64,-1,1984,0,0.7742,73,0.863
bookmia.00.71,-1,1984,0,0.4131,62,0.5608
bookmia.01.00,-1,a_game_of_thrones,0,0.0939,20,0.2264
bookmia.01.01,-1,a_game_of_thrones,0,0.6972,123,0.8162
bookmia.01.02,-1,a_game_of_thrones,0,0.7424,147,0.8522
bookmia.01.03,-1,a_game_of_thrones,0,0.3838,76,0.5141
bookmia.01.04,-1,a_game_of_thrones,0,0.274,57,0.3923
bookmia.01.07,-1,a_game_of_thrones,0,0.1643,35,0.3217
bookmia.01.10,-1,a_game_of_thrones,0,0.1921,39,0.3295
bookmia.01.11,-1,a_game_of_thrones,0,0.3774,37,0.5094
bookmia.01.12,-1,a_game_of_thrones,0,0.0,3,0.1205
bookmia.01.14,-1,a_game_of_thrones,0,0.7487,149,0.8539
bookmia.01.20,-1,a_game_of_thrones,0,0.0,2,0.1017
bookmia.01.22,-1,a_game_of_thrones,0,0.2985,60,0.4509
bookmia.01.23,-1,a_game_of_thrones,0,0.1413,21,0.2752
bookmia.01.26,-1,a_game_of_thrones,0,0.0,7,0.187
bookmia.01.27,-1,a_game_of_thrones,0,0.7742,137,0.8606
bookmia.01.31,-1,a_game_of_thrones,0,0.0,6,0.1269
bookmia.01.32,-1,a_game_of_thrones,0,0.3777,25,0.5016
bookmia.01.33,-1,a_game_of_thrones,0,0.7016,97,0.8171
bookmia.01.36,-1,a_game_of_thrones,0,0.2118,43,0.3616
bookmia.01.37,-1,a_game_of_thrones,0,0.0,13,0.2287
bookmia.01.39,-1,a_game_of_thrones,0,0.24,48,0.3353
bookmia.01.41,-1,a_game_of_thrones,0,0.0,16,0.2027
bookmia.01.42,-1,a_game_of_thrones,0,0.0,2,0.1746
bookmia.01.43,-1,a_game_of_thrones,0,0.1905,19,0.3585
bookmia.01.44,-1,a_game_of_thrones,0,0.1683,35,0.314
bookmia.01.46,-1,a_game_of_thrones,0,0.2222,44,0.3333
bookmia.01.49,-1,a_game_of_thrones,0,0.3366,69,0.5
bookmia.01.51,-1,a_game_of_thrones,0,0.5472,106,0.6703
bookmia.01.52,-1,a_game_of_thrones,0,0.5604,95,0.6957
bookmia.01.58,-1,a_game_of_thrones,0,0.0,11,0.1734
bookmia.01.59,-1,a_game_of_thrones,0,0.6995,76,0.7978
bookmia.01.60,-1,a_game_of_thrones,0,0.0,7,0.1667
bookmia.01.62,-1,a_game_of_thrones,0,0.7619,138,0.8554
bookmia.01.69,-1,a_game_of_thrones,0,0.2228,27,0.3324
bookmia.01.71,-1,a_game_of_thrones,0,0.7311,79,0.8182
