prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
bookmia.13.01,,285,1.0,216.3689,216.3689,425.6234,452.8948,571.3086,1.0641,0.745,0.7927,0.6263,0.3059,38.95,0.0,8.6494,2.34,0.723638
bookmia.13.03,,277,1.0,208.6912,208.6912,394.1976,414.8994,512.3025,1.0525,0.7695,0.8099,0.6457,0.319,39.35,0.0,8.3723,2.023,0.662265
bookmia.13.04,,277,1.0,221.8997,221.8997,390.7677,411.3201,497.6518,1.0526,0.7852,0.8265,0.6327,0.3241,39.71,0.0,8.64,2.088,0.614477
bookmia.13.05,,292,1.0,227.0144,227.0144,423.4225,452.2159,555.211,1.068,0.7626,0.8145,0.6218,0.3107,36.99,0.0,8.5997,2.142,0.659361
bookmia.13.08,,276,1.0,222.725,222.725,414.0529,438.0466,542.5009,1.0579,0.7632,0.8075,0.6167,0.3135,36.59,0.0,8.6766,2.318,0.650705
bookmia.13.09,,270,1.0,201.963,201.963,363.4548,381.4529,463.4979,1.0495,0.7842,0.823,0.6515,0.3167,41.85,0.0,7.7931,1.973,0.620997
bookmia.13.10,,278,1.0,232.0291,232.0291,431.8131,451.5147,558.8647,1.0456,0.7727,0.8079,0.5761,0.326,31.29,0.0,9.3607,2.01,0.663075
bookmia.13.12,,277,1.0,209.3472,209.3472,373.4969,393.0966,478.3224,1.0525,0.7808,0.8218,0.6576,0.3319,40.79,0.0,7.5629,1.987,0.633821
bookmia.13.13,,288,1.0,237.7614,237.7614,446.5713,477.9423,595.6954,1.0702,0.7497,0.8023,0.5956,0.3104,34.72,0.0,9.7054,2.054,0.692243
bookmia.13.16,,278,1.0,221.467,221.467,377.2698,402.3157,477.7325,1.0664,0.7897,0.8421,0.6806,0.37,41.01,0.0,7.4359,2.29,0.597974
bookmia.13.18,,286,1.0,216.8103,216.8103,361.9417,382.1484,458.3074,1.0558,0.7897,0.8338,0.6492,0.3128,43.01,0.0,8.262,2.204,0.60355
bookmia.13.22,,306,1.0,238.2702,238.2703,475.1815,500.4949,630.0685,1.0533,0.7542,0.7944,0.6089,0.308,35.29,0.0,8.4037,2.196,0.697181
bookmia.13.23,,258,1.0,212.16,212.16,397.5173,418.9948,517.4919,1.054,0.7682,0.8097,0.5994,0.3223,32.56,0.0,8.4476,2.13,0.665407
bookmia.13.25,,275,1.0,217.3321,217.3321,426.1774,449.6075,556.8817,1.055,0.7653,0.8074,0.6222,0.3468,35.64,0.0,8.0819,2.074,0.681757
bookmia.13.27,,292,1.0,218.285,218.285,410.6705,434.1376,541.4026,1.0571,0.7585,0.8019,0.6333,0.2932,41.78,0.0,8.6146,2.044,0.684896
bookmia.13.29,,270,1.0,207.6564,207.6564,360.5459,382.6323,457.0596,1.0613,0.7888,0.8372,0.6696,0.3362,43.33,0.0,7.5245,1.981,0.592101
bookmia.13.31,,298,1.0,202.3755,202.3755,384.8028,404.0045,502.5279,1.0499,0.7657,0.8039,0.667,0.3116,42.28,0.0,7.29,2.108,0.681702
bookmia.13.32,,271,1.0,208.6576,208.6576,385.345,403.6908,498.1043,1.0476,0.7736,0.8105,0.6333,0.3203,39.11,0.0,8.385,1.937,0.659791
bookmia.13.34,,290,1.0,232.2038,232.2038,453.6821,481.0446,602.1915,1.0603,0.7534,0.7988,0.6039,0.3157,33.45,0.0,8.7576,2.019,0.702068
bookmia.13.35,,285,1.0,232.6865,232.6865,431.9947,456.7163,566.73,1.0572,0.7623,0.8059,0.5885,0.3151,30.53,0.0,9.1951,2.174,0.680972
bookmia.13.37,,276,1.0,217.4887,217.4887,403.2546,425.7932,524.6938,1.0559,0.7686,0.8115,0.6146,0.3199,35.87,0.0,8.9752,2.25,0.655702
bookmia.13.41,,281,1.0,210.6523,210.6523,408.8769,434.339,541.5554,1.0623,0.755,0.802,0.6421,0.2988,41.28,0.0,8.0279,2.268,0.684381
bookmia.13.42,,279,1.0,221.9817,221.9818,428.5598,452.2109,557.0655,1.0552,0.7693,0.8118,0.6284,0.3272,37.28,0.0,8.6442,2.366,0.657197
bookmia.13.43,,278,1.0,220.0224,220.0224,422.0607,445.7724,557.8542,1.0562,0.7566,0.7991,0.5987,0.3016,37.41,0.0,9.7037,2.101,0.703227
bookmia.13.44,,277,1.0,220.1721,220.1721,369.833,388.6202,467.542,1.0508,0.791,0.8312,0.6365,0.3267,38.63,0.0,8.6734,2.22,0.603703
bookmia.13.45,,284,1.0,217.21,217.2101,386.4622,413.5351,502.4727,1.0701,0.7691,0.823,0.6458,0.3062,41.9,0.0,8.0503,2.329,0.628541
bookmia.13.46,,287,1.0,215.5461,215.5461,399.4465,418.945,514.0156,1.0488,0.7771,0.815,0.6372,0.3176,40.42,0.0,8.3709,2.189,0.637823
bookmia.13.47,,284,1.0,219.9629,219.9629,431.5231,455.5312,572.2297,1.0556,0.7541,0.7961,0.6126,0.3025,39.08,0.0,8.7361,1.84,0.691973
bookmia.13.51,,263,1.0,202.973,202.973,383.9929,403.6364,494.9435,1.0512,0.7758,0.8155,0.6233,0.3191,36.12,0.0,8.3445,2.081,0.647333
bookmia.13.52,,286,1.0,226.6938,226.6938,412.9913,433.4984,532.6288,1.0497,0.7754,0.8139,0.6122,0.3176,35.66,0.0,8.5776,2.046,0.64817
