kind,file,column,source,theta,count,n,zero_ub95
contaminated,selfixR_kl3m37b_per_passage.csv,anchor_max_rouge,pool maximum,0.4,100,100,
contaminated,selfixR_kl3m37b_per_passage.csv,anchor_max_rouge,pool maximum,0.5,87,100,
contaminated,selfixR_kl3m37b_per_passage.csv,anchor_max_rouge,pool maximum,0.6,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,anchor_max_rouge,pool maximum,0.7,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n1,served pick,0.3,89,100,
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n1,served pick,0.4,85,100,
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n1,served pick,0.5,74,100,
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n1,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n1,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n1,oracle pick,0.3,89,100,
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n1,oracle pick,0.4,85,100,
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n1,oracle pick,0.5,74,100,
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n1,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n1,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n8,served pick,0.3,98,100,
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n8,served pick,0.4,98,100,
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n8,served pick,0.5,85,100,
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n8,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n8,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n8,oracle pick,0.3,98,100,
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n8,oracle pick,0.4,98,100,
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n8,oracle pick,0.5,85,100,
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n8,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n8,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n64,served pick,0.3,99,100,
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n64,served pick,0.4,99,100,
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n64,served pick,0.5,87,100,
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n64,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n64,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n64,oracle pick,0.3,99,100,
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n64,oracle pick,0.4,99,100,
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n64,oracle pick,0.5,87,100,
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n64,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n64,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n256,served pick,0.3,100,100,
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n256,served pick,0.4,100,100,
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n256,served pick,0.5,87,100,
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n256,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,rouge_n256,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n256,oracle pick,0.3,100,100,
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n256,oracle pick,0.4,100,100,
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n256,oracle pick,0.5,87,100,
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n256,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,oracle_rouge_n256,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,risky_alone_rouge,memoriser alone,0.3,75,100,
contaminated,selfixR_kl3m520m_per_passage.csv,risky_alone_rouge,memoriser alone,0.4,68,100,
contaminated,selfixR_kl3m520m_per_passage.csv,risky_alone_rouge,memoriser alone,0.5,55,100,
contaminated,selfixR_kl3m520m_per_passage.csv,risky_alone_rouge,memoriser alone,0.6,47,100,
contaminated,selfixR_kl3m520m_per_passage.csv,risky_alone_rouge,memoriser alone,0.7,40,100,
contaminated,selfixR_kl3m520m_per_passage.csv,anchor_max_rouge,pool maximum,0.3,100,100,
contaminated,selfixR_kl3m520m_per_passage.csv,anchor_max_rouge,pool maximum,0.4,100,100,
contaminated,selfixR_kl3m520m_per_passage.csv,anchor_max_rouge,pool maximum,0.5,87,100,
contaminated,selfixR_kl3m520m_per_passage.csv,anchor_max_rouge,pool maximum,0.6,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,anchor_max_rouge,pool maximum,0.7,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n1,served pick,0.3,86,100,
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n1,served pick,0.4,71,100,
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n1,served pick,0.5,58,100,
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n1,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n1,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n1,oracle pick,0.3,86,100,
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n1,oracle pick,0.4,71,100,
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n1,oracle pick,0.5,58,100,
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n1,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n1,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n8,served pick,0.3,99,100,
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n8,served pick,0.4,99,100,
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n8,served pick,0.5,85,100,
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n8,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n8,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n8,oracle pick,0.3,99,100,
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n8,oracle pick,0.4,99,100,
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n8,oracle pick,0.5,85,100,
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n8,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n8,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n64,served pick,0.3,100,100,
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n64,served pick,0.4,99,100,
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n64,served pick,0.5,87,100,
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n64,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n64,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n64,oracle pick,0.3,100,100,
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n64,oracle pick,0.4,99,100,
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n64,oracle pick,0.5,87,100,
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n64,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n64,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n256,served pick,0.3,100,100,
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n256,served pick,0.4,100,100,
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n256,served pick,0.5,87,100,
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n256,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,rouge_n256,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n256,oracle pick,0.3,100,100,
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n256,oracle pick,0.4,100,100,
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n256,oracle pick,0.5,87,100,
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n256,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m520m_per_passage.csv,oracle_rouge_n256,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_llama32_1b_per_passage.csv,risky_alone_rouge,memoriser alone,0.3,75,100,
contaminated,selfixR_llama32_1b_per_passage.csv,risky_alone_rouge,memoriser alone,0.4,68,100,
contaminated,selfixR_llama32_1b_per_passage.csv,risky_alone_rouge,memoriser alone,0.5,55,100,
contaminated,selfixR_llama32_1b_per_passage.csv,risky_alone_rouge,memoriser alone,0.6,47,100,
contaminated,selfixR_llama32_1b_per_passage.csv,risky_alone_rouge,memoriser alone,0.7,40,100,
contaminated,selfixR_llama32_1b_per_passage.csv,anchor_max_rouge,pool maximum,0.3,100,100,
contaminated,selfixR_llama32_1b_per_passage.csv,anchor_max_rouge,pool maximum,0.4,100,100,
contaminated,selfixR_llama32_1b_per_passage.csv,anchor_max_rouge,pool maximum,0.5,100,100,
contaminated,selfixR_llama32_1b_per_passage.csv,anchor_max_rouge,pool maximum,0.6,98,100,
contaminated,selfixR_llama32_1b_per_passage.csv,anchor_max_rouge,pool maximum,0.7,93,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n1,served pick,0.3,70,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n1,served pick,0.4,54,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n1,served pick,0.5,41,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n1,served pick,0.6,33,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n1,served pick,0.7,25,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n1,oracle pick,0.3,70,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n1,oracle pick,0.4,54,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n1,oracle pick,0.5,41,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n1,oracle pick,0.6,33,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n1,oracle pick,0.7,25,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n8,served pick,0.3,93,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n8,served pick,0.4,88,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n8,served pick,0.5,77,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n8,served pick,0.6,69,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n8,served pick,0.7,57,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n8,oracle pick,0.3,94,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n8,oracle pick,0.4,90,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n8,oracle pick,0.5,80,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n8,oracle pick,0.6,70,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n8,oracle pick,0.7,58,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n64,served pick,0.3,94,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n64,served pick,0.4,92,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n64,served pick,0.5,91,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n64,served pick,0.6,84,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n64,served pick,0.7,81,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n64,oracle pick,0.3,98,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n64,oracle pick,0.4,96,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n64,oracle pick,0.5,95,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n64,oracle pick,0.6,87,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n64,oracle pick,0.7,84,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n256,served pick,0.3,96,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n256,served pick,0.4,94,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n256,served pick,0.5,94,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n256,served pick,0.6,92,100,
contaminated,selfixR_llama32_1b_per_passage.csv,rouge_n256,served pick,0.7,91,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n256,oracle pick,0.3,100,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n256,oracle pick,0.4,100,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n256,oracle pick,0.5,100,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n256,oracle pick,0.6,98,100,
contaminated,selfixR_llama32_1b_per_passage.csv,oracle_rouge_n256,oracle pick,0.7,93,100,
contaminated,selfixR_llama32_3b_per_passage.csv,risky_alone_rouge,memoriser alone,0.3,75,100,
contaminated,selfixR_llama32_3b_per_passage.csv,risky_alone_rouge,memoriser alone,0.4,68,100,
contaminated,selfixR_llama32_3b_per_passage.csv,risky_alone_rouge,memoriser alone,0.5,55,100,
contaminated,selfixR_llama32_3b_per_passage.csv,risky_alone_rouge,memoriser alone,0.6,47,100,
contaminated,selfixR_llama32_3b_per_passage.csv,risky_alone_rouge,memoriser alone,0.7,40,100,
contaminated,selfixR_llama32_3b_per_passage.csv,anchor_max_rouge,pool maximum,0.3,100,100,
contaminated,selfixR_llama32_3b_per_passage.csv,anchor_max_rouge,pool maximum,0.4,100,100,
contaminated,selfixR_llama32_3b_per_passage.csv,anchor_max_rouge,pool maximum,0.5,100,100,
contaminated,selfixR_llama32_3b_per_passage.csv,anchor_max_rouge,pool maximum,0.6,98,100,
contaminated,selfixR_llama32_3b_per_passage.csv,anchor_max_rouge,pool maximum,0.7,93,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n1,served pick,0.3,74,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n1,served pick,0.4,62,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n1,served pick,0.5,57,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n1,served pick,0.6,49,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n1,served pick,0.7,40,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n1,oracle pick,0.3,74,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n1,oracle pick,0.4,62,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n1,oracle pick,0.5,57,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n1,oracle pick,0.6,49,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n1,oracle pick,0.7,40,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n8,served pick,0.3,96,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n8,served pick,0.4,87,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n8,served pick,0.5,82,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n8,served pick,0.6,80,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n8,served pick,0.7,71,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n8,oracle pick,0.3,97,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n8,oracle pick,0.4,88,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n8,oracle pick,0.5,82,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n8,oracle pick,0.6,80,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n8,oracle pick,0.7,72,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n64,served pick,0.3,96,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n64,served pick,0.4,95,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n64,served pick,0.5,93,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n64,served pick,0.6,89,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n64,served pick,0.7,84,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n64,oracle pick,0.3,100,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n64,oracle pick,0.4,100,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n64,oracle pick,0.5,97,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n64,oracle pick,0.6,94,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n64,oracle pick,0.7,89,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n256,served pick,0.3,93,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n256,served pick,0.4,93,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n256,served pick,0.5,92,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n256,served pick,0.6,92,100,
contaminated,selfixR_llama32_3b_per_passage.csv,rouge_n256,served pick,0.7,90,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n256,oracle pick,0.3,100,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n256,oracle pick,0.4,100,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n256,oracle pick,0.5,100,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n256,oracle pick,0.6,98,100,
contaminated,selfixR_llama32_3b_per_passage.csv,oracle_rouge_n256,oracle pick,0.7,93,100,
contaminated,selfixR_opencalm1b_per_passage.csv,risky_alone_rouge,memoriser alone,0.3,75,100,
contaminated,selfixR_opencalm1b_per_passage.csv,risky_alone_rouge,memoriser alone,0.4,68,100,
contaminated,selfixR_opencalm1b_per_passage.csv,risky_alone_rouge,memoriser alone,0.5,55,100,
contaminated,selfixR_opencalm1b_per_passage.csv,risky_alone_rouge,memoriser alone,0.6,47,100,
contaminated,selfixR_opencalm1b_per_passage.csv,risky_alone_rouge,memoriser alone,0.7,40,100,
contaminated,selfixR_opencalm1b_per_passage.csv,anchor_max_rouge,pool maximum,0.3,98,100,
contaminated,selfixR_opencalm1b_per_passage.csv,anchor_max_rouge,pool maximum,0.4,94,100,
contaminated,selfixR_opencalm1b_per_passage.csv,anchor_max_rouge,pool maximum,0.5,92,100,
contaminated,selfixR_opencalm1b_per_passage.csv,anchor_max_rouge,pool maximum,0.6,83,100,
contaminated,selfixR_opencalm1b_per_passage.csv,anchor_max_rouge,pool maximum,0.7,13,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n1,served pick,0.3,47,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n1,served pick,0.4,32,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n1,served pick,0.5,23,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n1,served pick,0.6,15,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n1,served pick,0.7,4,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n1,oracle pick,0.3,47,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n1,oracle pick,0.4,32,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n1,oracle pick,0.5,23,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n1,oracle pick,0.6,15,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n1,oracle pick,0.7,4,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n8,served pick,0.3,76,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n8,served pick,0.4,69,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n8,served pick,0.5,59,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n8,served pick,0.6,47,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n8,served pick,0.7,6,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n8,oracle pick,0.3,83,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n8,oracle pick,0.4,71,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n8,oracle pick,0.5,59,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n8,oracle pick,0.6,47,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n8,oracle pick,0.7,6,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n64,served pick,0.3,90,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n64,served pick,0.4,88,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n64,served pick,0.5,80,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n64,served pick,0.6,73,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n64,served pick,0.7,9,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n64,oracle pick,0.3,93,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n64,oracle pick,0.4,88,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n64,oracle pick,0.5,82,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n64,oracle pick,0.6,74,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n64,oracle pick,0.7,10,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n256,served pick,0.3,97,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n256,served pick,0.4,94,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n256,served pick,0.5,90,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n256,served pick,0.6,82,100,
contaminated,selfixR_opencalm1b_per_passage.csv,rouge_n256,served pick,0.7,12,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n256,oracle pick,0.3,98,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n256,oracle pick,0.4,94,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n256,oracle pick,0.5,92,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n256,oracle pick,0.6,83,100,
contaminated,selfixR_opencalm1b_per_passage.csv,oracle_rouge_n256,oracle pick,0.7,13,100,
contaminated,selfixR_opencalm3b_per_passage.csv,risky_alone_rouge,memoriser alone,0.3,75,100,
contaminated,selfixR_opencalm3b_per_passage.csv,risky_alone_rouge,memoriser alone,0.4,68,100,
contaminated,selfixR_opencalm3b_per_passage.csv,risky_alone_rouge,memoriser alone,0.5,55,100,
contaminated,selfixR_opencalm3b_per_passage.csv,risky_alone_rouge,memoriser alone,0.6,47,100,
contaminated,selfixR_opencalm3b_per_passage.csv,risky_alone_rouge,memoriser alone,0.7,40,100,
contaminated,selfixR_opencalm3b_per_passage.csv,anchor_max_rouge,pool maximum,0.3,100,100,
contaminated,selfixR_opencalm3b_per_passage.csv,anchor_max_rouge,pool maximum,0.4,100,100,
contaminated,selfixR_opencalm3b_per_passage.csv,anchor_max_rouge,pool maximum,0.5,100,100,
contaminated,selfixR_opencalm3b_per_passage.csv,anchor_max_rouge,pool maximum,0.6,98,100,
contaminated,selfixR_opencalm3b_per_passage.csv,anchor_max_rouge,pool maximum,0.7,16,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n1,served pick,0.3,95,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n1,served pick,0.4,90,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n1,served pick,0.5,85,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n1,served pick,0.6,79,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n1,served pick,0.7,15,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n1,oracle pick,0.3,95,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n1,oracle pick,0.4,90,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n1,oracle pick,0.5,85,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n1,oracle pick,0.6,79,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n1,oracle pick,0.7,15,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n8,served pick,0.3,100,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n8,served pick,0.4,99,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n8,served pick,0.5,99,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n8,served pick,0.6,98,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n8,served pick,0.7,16,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n8,oracle pick,0.3,100,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n8,oracle pick,0.4,99,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n8,oracle pick,0.5,99,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n8,oracle pick,0.6,98,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n8,oracle pick,0.7,16,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n64,served pick,0.3,100,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n64,served pick,0.4,100,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n64,served pick,0.5,100,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n64,served pick,0.6,98,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n64,served pick,0.7,16,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n64,oracle pick,0.3,100,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n64,oracle pick,0.4,100,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n64,oracle pick,0.5,100,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n64,oracle pick,0.6,98,100,
contaminated,selfixR_opencalm3b_per_passage.csv,oracle_rouge_n64,oracle pick,0.7,16,100,
contaminated,selfixR_opencalm3b_per_passage.csv,rouge_n256,served pick,0.3,100,100,
