kind,file,column,source,theta,count,n,zero_ub95
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n1,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n1,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n8,served pick,0.3,97,100,
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n8,served pick,0.4,96,100,
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n8,served pick,0.5,84,100,
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n8,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n8,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n8,oracle pick,0.3,97,100,
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n8,oracle pick,0.4,97,100,
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n8,oracle pick,0.5,84,100,
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n8,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n8,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n64,served pick,0.3,98,100,
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n64,served pick,0.4,98,100,
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n64,served pick,0.5,86,100,
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n64,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n64,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n64,oracle pick,0.3,98,100,
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n64,oracle pick,0.4,98,100,
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n64,oracle pick,0.5,86,100,
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n64,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n64,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n256,served pick,0.3,100,100,
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n256,served pick,0.4,99,100,
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n256,served pick,0.5,86,100,
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n256,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,rouge_n256,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n256,oracle pick,0.3,100,100,
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n256,oracle pick,0.4,99,100,
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n256,oracle pick,0.5,86,100,
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n256,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m170m_per_passage.csv,oracle_rouge_n256,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,risky_alone_rouge,memoriser alone,0.3,75,100,
contaminated,selfixR_kl3m17b_per_passage.csv,risky_alone_rouge,memoriser alone,0.4,68,100,
contaminated,selfixR_kl3m17b_per_passage.csv,risky_alone_rouge,memoriser alone,0.5,55,100,
contaminated,selfixR_kl3m17b_per_passage.csv,risky_alone_rouge,memoriser alone,0.6,47,100,
contaminated,selfixR_kl3m17b_per_passage.csv,risky_alone_rouge,memoriser alone,0.7,40,100,
contaminated,selfixR_kl3m17b_per_passage.csv,anchor_max_rouge,pool maximum,0.3,100,100,
contaminated,selfixR_kl3m17b_per_passage.csv,anchor_max_rouge,pool maximum,0.4,98,100,
contaminated,selfixR_kl3m17b_per_passage.csv,anchor_max_rouge,pool maximum,0.5,85,100,
contaminated,selfixR_kl3m17b_per_passage.csv,anchor_max_rouge,pool maximum,0.6,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,anchor_max_rouge,pool maximum,0.7,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n1,served pick,0.3,68,100,
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n1,served pick,0.4,55,100,
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n1,served pick,0.5,45,100,
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n1,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n1,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n1,oracle pick,0.3,68,100,
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n1,oracle pick,0.4,55,100,
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n1,oracle pick,0.5,45,100,
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n1,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n1,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n8,served pick,0.3,90,100,
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n8,served pick,0.4,82,100,
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n8,served pick,0.5,67,100,
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n8,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n8,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n8,oracle pick,0.3,90,100,
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n8,oracle pick,0.4,83,100,
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n8,oracle pick,0.5,67,100,
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n8,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n8,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n64,served pick,0.3,99,100,
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n64,served pick,0.4,94,100,
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n64,served pick,0.5,81,100,
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n64,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n64,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n64,oracle pick,0.3,99,100,
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n64,oracle pick,0.4,94,100,
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n64,oracle pick,0.5,81,100,
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n64,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n64,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n256,served pick,0.3,99,100,
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n256,served pick,0.4,98,100,
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n256,served pick,0.5,85,100,
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n256,served pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,rouge_n256,served pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n256,oracle pick,0.3,100,100,
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n256,oracle pick,0.4,98,100,
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n256,oracle pick,0.5,85,100,
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n256,oracle pick,0.6,0,100,0.0295
contaminated,selfixR_kl3m17b_per_passage.csv,oracle_rouge_n256,oracle pick,0.7,0,100,0.0295
contaminated,selfixR_kl3m37b_per_passage.csv,risky_alone_rouge,memoriser alone,0.3,75,100,
contaminated,selfixR_kl3m37b_per_passage.csv,risky_alone_rouge,memoriser alone,0.4,68,100,
contaminated,selfixR_kl3m37b_per_passage.csv,risky_alone_rouge,memoriser alone,0.5,55,100,
contaminated,selfixR_kl3m37b_per_passage.csv,risky_alone_rouge,memoriser alone,0.6,47,100,
contaminated,selfixR_kl3m37b_per_passage.csv,risky_alone_rouge,memoriser alone,0.7,40,100,
contaminated,selfixR_kl3m37b_per_passage.csv,anchor_max_rouge,pool maximum,0.3,100,100,
