prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64
bookmia.17.00,harry_potter_and_the_sorcerer's_stone,0.0,0.1151,0.0,0.0,0.1712,0,0,0.0,2,0.1298,0.0,0.1298,0.0,2,0.1395,0.0,0.1418,0.0,2,0.1214,0.0,0.1712
bookmia.17.03,harry_potter_and_the_sorcerer's_stone,0.0,0.1329,0.0,0.0,0.1866,0,0,0.0,3,0.1727,0.0,0.1727,0.0,3,0.1597,0.0,0.1767,0.0,2,0.1036,0.0,0.1866
bookmia.17.04,harry_potter_and_the_sorcerer's_stone,0.0,0.1889,0.0,0.0,0.1893,0,0,0.0,3,0.1521,0.0,0.1521,0.0,3,0.1521,0.0,0.1696,0.0,3,0.1521,0.0,0.1893
bookmia.17.06,harry_potter_and_the_sorcerer's_stone,0.0,0.1356,0.0,0.0,0.1929,0,0,0.0,2,0.1791,0.0,0.1791,0.0,2,0.1199,0.0,0.1884,0.0,1,0.0778,0.0,0.1929
bookmia.17.08,harry_potter_and_the_sorcerer's_stone,0.0,0.1745,0.0,0.0,0.1938,0,0,0.0,2,0.1624,0.0,0.1624,0.0,2,0.1736,0.0,0.186,0.0,2,0.1078,0.0,0.1938
bookmia.17.11,harry_potter_and_the_sorcerer's_stone,0.0,0.1258,0.0,0.0,0.1742,0,0,0.0,2,0.1434,0.0,0.1434,0.0,2,0.1049,0.0,0.15,0.0,1,0.0224,0.0,0.1742
bookmia.17.12,harry_potter_and_the_sorcerer's_stone,0.0,0.0831,0.0,0.0,0.1574,0,0,0.0,2,0.1232,0.0,0.1232,0.0,1,0.081,0.0,0.1412,0.0,1,0.081,0.0,0.1574
bookmia.17.13,harry_potter_and_the_sorcerer's_stone,0.0,0.1391,0.0,0.0,0.1791,0,0,0.0,2,0.1387,0.0,0.1387,0.0,2,0.1364,0.0,0.1493,0.0,2,0.1226,0.0,0.1791
bookmia.17.14,harry_potter_and_the_sorcerer's_stone,0.0,0.1127,0.0,0.0,0.1374,0,0,0.0,2,0.0996,0.0,0.0996,0.0,2,0.0996,0.0,0.126,0.0,0,0.0,0.0,0.1374
bookmia.17.16,harry_potter_and_the_sorcerer's_stone,0.0,0.1702,0.0,0.0,0.2109,0,0,0.0,2,0.1241,0.0,0.1241,0.0,3,0.1979,0.0,0.1979,0.0,2,0.1352,0.0,0.2109
bookmia.17.18,harry_potter_and_the_sorcerer's_stone,0.0,0.1465,0.0,0.0,0.2044,0,0,0.0,2,0.1349,0.0,0.1349,0.0,2,0.1349,0.0,0.1798,0.0,2,0.1615,0.0,0.2044
bookmia.17.22,harry_potter_and_the_sorcerer's_stone,0.0,0.1246,0.0,0.0,0.2044,0,0,0.0,2,0.1107,0.0,0.1107,0.0,2,0.1319,0.0,0.1479,0.0,2,0.1319,0.0,0.2044
bookmia.17.24,harry_potter_and_the_sorcerer's_stone,0.0,0.0952,0.0,0.0,0.1775,0,0,0.0,2,0.1375,0.0,0.1375,0.0,1,0.0949,0.0,0.1571,0.0,2,0.0837,0.0,0.1775
bookmia.17.26,harry_potter_and_the_sorcerer's_stone,0.0,0.0946,0.0,0.0,0.1392,0,0,0.0,2,0.1085,0.0,0.1085,0.0,2,0.1016,0.0,0.1293,0.0,1,0.0681,0.0,0.1392
bookmia.17.28,harry_potter_and_the_sorcerer's_stone,0.0,0.1443,0.0,0.0,0.1985,0,0,0.0,2,0.1394,0.0,0.1394,0.0,2,0.0397,0.0,0.1949,0.0,2,0.0923,0.0,0.1985
bookmia.17.31,harry_potter_and_the_sorcerer's_stone,0.0,0.1794,0.0,0.0,0.1873,0,0,0.0,2,0.1439,0.0,0.1439,0.0,2,0.127,0.0,0.152,0.0,2,0.0777,0.0,0.1873
bookmia.17.32,harry_potter_and_the_sorcerer's_stone,0.0,0.0879,0.0,0.0,0.136,0,0,0.0,2,0.1053,0.0,0.1053,0.0,1,0.0913,0.0,0.136,0.0,2,0.0536,0.0,0.136
bookmia.17.33,harry_potter_and_the_sorcerer's_stone,0.0,0.1284,0.0,0.0,0.1727,0,0,0.0,1,0.0675,0.0,0.0675,0.0,1,0.0989,0.0,0.1394,0.0,1,0.084,0.0,0.1727
bookmia.17.35,harry_potter_and_the_sorcerer's_stone,0.0,0.1278,0.0,0.0,0.1434,0,0,0.0,2,0.1016,0.0,0.1016,0.0,2,0.1074,0.0,0.125,0.0,2,0.0863,0.0,0.1434
bookmia.17.38,harry_potter_and_the_sorcerer's_stone,0.0,0.1351,0.0,0.0,0.1884,0,0,0.0,2,0.1237,0.0,0.1237,0.0,2,0.1154,0.0,0.1884,0.0,3,0.1533,0.0,0.1884
bookmia.17.41,harry_potter_and_the_sorcerer's_stone,0.0,0.1049,0.0,0.0,0.1723,0,0,0.0,3,0.1083,0.0,0.1083,0.0,2,0.1217,0.0,0.1654,0.0,2,0.0823,0.0,0.1723
bookmia.17.42,harry_potter_and_the_sorcerer's_stone,0.0,0.1384,0.0,0.0,0.1838,0,0,0.0,2,0.1624,0.0,0.1624,0.0,2,0.1221,0.0,0.1805,0.0,2,0.078,0.0,0.1838
bookmia.17.45,harry_potter_and_the_sorcerer's_stone,0.0,0.1004,0.0,0.0,0.1591,0,0,0.0,2,0.1406,0.0,0.1406,0.0,2,0.1372,0.0,0.1562,0.0,4,0.1344,0.0,0.1591
bookmia.17.49,harry_potter_and_the_sorcerer's_stone,0.0,0.1258,0.0,0.0,0.1418,0,0,0.0,2,0.1091,0.0,0.1091,0.0,2,0.097,0.0,0.1181,0.0,3,0.0863,0.0,0.1418
bookmia.17.51,harry_potter_and_the_sorcerer's_stone,0.0,0.1056,0.0,0.0,0.1496,0,0,0.0,2,0.1081,0.0,0.1081,0.0,3,0.0952,0.0,0.1283,0.0,1,0.0567,0.0,0.1496
bookmia.17.55,harry_potter_and_the_sorcerer's_stone,0.0,0.1064,0.0,0.0,0.1832,0,0,0.0,1,0.0803,0.0,0.0803,0.0,1,0.0803,0.0,0.1653,0.0,4,0.1818,0.0,0.1832
bookmia.17.58,harry_potter_and_the_sorcerer's_stone,0.0,0.1173,0.0,0.0,0.1633,0,0,0.0,2,0.131,0.0,0.131,0.0,2,0.1408,0.0,0.1474,0.0,3,0.1356,0.0,0.1633
bookmia.17.62,harry_potter_and_the_sorcerer's_stone,0.0,0.083,0.0,0.0,0.1278,0,0,0.0,2,0.1226,0.0,0.1226,0.0,2,0.1141,0.0,0.1226,0.0,2,0.0779,0.0,0.1278
bookmia.17.64,harry_potter_and_the_sorcerer's_stone,0.0,0.1399,0.0,0.0,0.1776,0,0,0.0,2,0.0938,0.0,0.0938,0.0,2,0.0938,0.0,0.1575,0.0,2,0.0458,0.0,0.1776
bookmia.17.65,harry_potter_and_the_sorcerer's_stone,0.0,0.1201,0.0,0.0,0.1509,0,0,0.0,2,0.1163,0.0,0.1163,0.0,2,0.1163,0.0,0.139,0.0,1,0.0457,0.0,0.1509
bookmia.17.66,harry_potter_and_the_sorcerer's_stone,0.0,0.1,0.0,0.0,0.1673,0,0,0.0,2,0.124,0.0,0.124,0.0,2,0.1164,0.0,0.1462,0.0,1,0.1349,0.0,0.1673
bookmia.17.67,harry_potter_and_the_sorcerer's_stone,0.0,0.125,0.0,0.0,0.194,0,0,0.0,2,0.1077,0.0,0.1077,0.0,2,0.0967,0.0,0.1423,0.0,1,0.08,0.0,0.194
bookmia.17.68,harry_potter_and_the_sorcerer's_stone,0.0,0.2138,0.0,0.0,0.2197,0,0,0.0,4,0.1859,0.0,0.1859,0.0,4,0.1825,0.0,0.1887,0.0,2,0.1626,0.0,0.2197
bookmia.17.69,harry_potter_and_the_sorcerer's_stone,0.0,0.1196,0.0,0.0,0.1685,0,0,0.0,2,0.1147,0.0,0.1147,0.0,2,0.1223,0.0,0.1555,0.0,2,0.0903,0.0,0.1685
bookmia.17.73,harry_potter_and_the_sorcerer's_stone,0.0,0.1227,0.0,0.0,0.1573,0,0,0.0,2,0.1255,0.0,0.1255,0.0,1,0.0952,0.0,0.1439,0.0,1,0.0952,0.0,0.1573
bookmia.17.76,harry_potter_and_the_sorcerer's_stone,0.0,0.1057,0.0,0.0,0.1513,0,0,0.0,2,0.1143,0.0,0.1143,0.0,2,0.1226,0.0,0.1411,0.0,2,0.1226,0.0,0.1513
bookmia.17.77,harry_potter_and_the_sorcerer's_stone,0.0,0.122,0.0,0.0,0.1456,0,0,0.0,1,0.1131,0.0,0.1131,0.0,2,0.0932,0.0,0.1358,0.0,2,0.0932,0.0,0.1456
bookmia.17.79,harry_potter_and_the_sorcerer's_stone,0.0,0.1317,0.0,0.0,0.1754,0,0,0.0,2,0.1443,0.0,0.1443,0.0,2,0.0815,0.0,0.1571,0.0,2,0.1278,0.0,0.1754
bookmia.17.80,harry_potter_and_the_sorcerer's_stone,0.0,0.1395,0.0,0.0,0.1805,0,0,0.0,2,0.1465,0.0,0.1465,0.0,1,0.0144,0.0,0.1465,0.0,1,0.0144,0.0,0.1805
bookmia.17.82,harry_potter_and_the_sorcerer's_stone,0.0,0.0714,0.0,0.0,0.1551,0,0,0.0,3,0.0996,0.0,0.0996,0.0,2,0.128,0.0,0.1377,0.0,1,0.0529,0.0,0.1551
bookmia.17.84,harry_potter_and_the_sorcerer's_stone,0.0,0.125,0.0,0.0,0.1653,0,0,0.0,2,0.1411,0.0,0.1411,0.0,2,0.098,0.0,0.1411,0.0,2,0.0442,0.0,0.1653
bookmia.17.85,harry_potter_and_the_sorcerer's_stone,0.0,0.0824,0.0,0.0,0.1475,0,0,0.0,3,0.1083,0.0,0.1083,0.0,3,0.1004,0.0,0.126,0.0,1,0.0657,0.0,0.1475
bookmia.17.86,harry_potter_and_the_sorcerer's_stone,0.0,0.1153,0.0,0.0,0.1931,0,0,0.0,2,0.1143,0.0,0.1143,0.0,3,0.127,0.0,0.1413,0.0,2,0.0733,0.0,0.1931
