constraint,k,L,prompt_id,window,S_i,K_i,surplus,attempts,matched,attempts_to_match,bound_success_prob,bound_expected_attempts
pathwise,2.0,50,bookmia.00.64,1,147.28,100.0,47.28,8,0,,2.9314673728411635e-21,3.411260890244209e+20
pathwise,2.0,50,bookmia.00.64,2,118.88,100.0,18.88,8,0,,6.337734711902926e-09,157785083.38663903
pathwise,2.0,50,bookmia.00.64,3,126.73,100.0,26.73,8,0,,2.4555030432962023e-12,407248528048.0966
pathwise,2.0,50,bookmia.00.64,4,126.61,100.0,26.61,8,0,,2.781764985111491e-12,359483998595.20154
pathwise,2.0,50,bookmia.00.64,5,22.28,100.0,-77.72,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.00.71,0,197.4,100.0,97.4,8,0,,4.9837636338855506e-43,2.0065157047192428e+42
pathwise,2.0,50,bookmia.00.71,1,166.28,100.0,66.28,8,0,,1.6428590102917174e-29,6.08694960270774e+28
pathwise,2.0,50,bookmia.00.71,2,143.92,100.0,43.92,8,0,,8.407893240739539e-20,1.1893585840916818e+19
pathwise,2.0,50,bookmia.00.71,3,145.06,100.0,45.06,8,0,,2.684718181947867e-20,3.724785739985794e+19
pathwise,2.0,50,bookmia.00.71,4,146.51,100.0,46.51,8,0,,6.3325696078140354e-21,1.5791377938681577e+20
pathwise,2.0,50,bookmia.00.71,5,38.72,100.0,-61.28,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.00,0,197.81,100.0,97.81,8,0,,3.3120741559130572e-43,3.0192560701417166e+42
pathwise,2.0,50,bookmia.01.00,1,183.06,100.0,83.06,8,0,,8.501026630680954e-37,1.1763285111834751e+36
pathwise,2.0,50,bookmia.01.00,2,159.48,100.0,59.48,8,0,,1.4794583865487312e-26,6.759230331126731e+25
pathwise,2.0,50,bookmia.01.00,3,141.97,100.0,41.97,8,0,,5.908854428382356e-19,1.6923754208542351e+18
pathwise,2.0,50,bookmia.01.00,4,127.94,100.0,27.94,8,0,,7.315761486144629e-13,1366911704125.2737
pathwise,2.0,50,bookmia.01.00,5,42.97,100.0,-57.03,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.01,0,191.31,100.0,91.31,8,0,,2.209938148432049e-40,4.525013519991498e+39
pathwise,2.0,50,bookmia.01.01,1,148.19,100.0,48.19,8,0,,1.1749139695650836e-21,8.51126147023487e+20
pathwise,2.0,50,bookmia.01.01,2,174.57,100.0,74.57,8,0,,4.098212099827474e-33,2.4400884474527265e+32
pathwise,2.0,50,bookmia.01.01,3,154.51,100.0,54.51,8,0,,2.1137264933123356e-24,4.7309810572177685e+23
pathwise,2.0,50,bookmia.01.01,4,160.31,100.0,60.31,8,0,,6.397540338364198e-27,1.5631007342045027e+26
pathwise,2.0,50,bookmia.01.01,5,80.28,100.0,-19.72,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.02,0,188.86,100.0,88.86,8,0,,2.565138609231037e-39,3.8984248118263455e+38
pathwise,2.0,50,bookmia.01.02,1,145.0,100.0,45.0,8,0,,2.875211603257503e-20,3.478004884464986e+19
pathwise,2.0,50,bookmia.01.02,2,189.6,100.0,89.6,8,0,,1.225528798466151e-39,8.159742971781499e+38
pathwise,2.0,50,bookmia.01.02,3,142.94,100.0,42.94,8,0,,2.250774930708119e-19,4.4429142441416335e+18
pathwise,2.0,50,bookmia.01.02,4,168.24,100.0,68.24,8,0,,2.3154122413948096e-30,4.31888534629841e+29
pathwise,2.0,50,bookmia.01.02,5,85.94,100.0,-14.06,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.03,0,154.47,100.0,54.47,8,0,,2.214654520884856e-24,4.515376960919639e+23
pathwise,2.0,50,bookmia.01.03,1,154.97,100.0,54.97,8,0,,1.3383623799920052e-24,7.471817909331653e+23
pathwise,2.0,50,bookmia.01.03,2,161.0,100.0,61.0,8,0,,3.231779140215525e-27,3.0942708539585124e+26
pathwise,2.0,50,bookmia.01.03,3,163.25,100.0,63.25,8,0,,3.4046227309366637e-28,2.937182998025995e+27
pathwise,2.0,50,bookmia.01.03,4,169.04,100.0,69.04,8,0,,1.0397441550640128e-30,9.617750627686232e+29
pathwise,2.0,50,bookmia.01.03,5,12.62,100.0,-87.38,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.04,0,163.16,100.0,63.16,8,0,,3.7164773335175493e-28,2.69072002937127e+27
pathwise,2.0,50,bookmia.01.04,1,180.56,100.0,80.56,8,0,,1.0342592079395536e-35,9.668756075106118e+34
pathwise,2.0,50,bookmia.01.04,2,215.33,100.0,115.33,8,0,,8.207605150451414e-51,1.21838219757075e+50
pathwise,2.0,50,bookmia.01.04,3,146.31,100.0,46.31,8,0,,7.755168071406215e-21,1.2894627051179742e+20
pathwise,2.0,50,bookmia.01.04,4,161.88,100.0,61.88,8,0,,1.3335877872296796e-27,7.498568969931435e+26
pathwise,2.0,50,bookmia.01.04,5,22.44,100.0,-77.56,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.07,0,206.33,100.0,106.33,8,0,,6.656517975200299e-47,1.502286936992624e+46
pathwise,2.0,50,bookmia.01.07,1,164.86,100.0,64.86,8,0,,6.798175185479425e-29,1.470982981044607e+28
pathwise,2.0,50,bookmia.01.07,2,165.84,100.0,65.84,8,0,,2.5558890817872715e-29,3.912532852563086e+28
pathwise,2.0,50,bookmia.01.07,3,166.58,100.0,66.58,8,0,,1.220641876706313e-29,8.192411050965445e+28
pathwise,2.0,50,bookmia.01.07,4,192.88,100.0,92.88,8,0,,4.58298548972771e-41,2.181983779441146e+40
pathwise,2.0,50,bookmia.01.07,5,28.84,100.0,-71.16,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.10,0,164.3,100.0,64.3,8,0,,1.1838303676353552e-28,8.447156174895668e+27
pathwise,2.0,50,bookmia.01.10,1,163.25,100.0,63.25,8,0,,3.3914454175009063e-28,2.948595294618899e+27
pathwise,2.0,50,bookmia.01.10,2,124.83,100.0,24.83,8,0,,1.6414391206370757e-11,60922149803.02649
pathwise,2.0,50,bookmia.01.10,3,185.12,100.0,85.12,8,0,,1.0774188837797026e-37,9.281441183691632e+36
pathwise,2.0,50,bookmia.01.10,4,184.85,100.0,84.85,8,0,,1.4196820219430207e-37,7.043830833550806e+36
pathwise,2.0,50,bookmia.01.10,5,26.35,100.0,-73.65,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.11,0,139.01,100.0,39.01,8,0,,1.1482559403120519e-17,8.708859801136656e+16
pathwise,2.0,50,bookmia.01.11,1,132.2,100.0,32.2,8,0,,1.0368122836531719e-14,96449474583435.19
pathwise,2.0,50,bookmia.01.11,2,141.9,100.0,41.9,8,0,,6.335077217304425e-19,1.5785127247833293e+18
pathwise,2.0,50,bookmia.01.11,3,127.85,100.0,27.85,8,0,,7.996555902051196e-13,1250538372080.2727
pathwise,2.0,50,bookmia.01.11,4,141.71,100.0,41.71,8,0,,7.693521759065755e-19,1.2997948550956365e+18
pathwise,2.0,50,bookmia.01.11,5,30.94,100.0,-69.06,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.12,0,172.66,100.0,72.66,8,0,,2.7811673212516644e-32,3.5956125054351276e+31
pathwise,2.0,50,bookmia.01.12,1,193.11,100.0,93.11,8,0,,3.659851694264005e-41,2.7323511539204584e+40
pathwise,2.0,50,bookmia.01.12,2,161.4,100.0,61.4,8,0,,2.1697503269513658e-27,4.6088252071152454e+26
pathwise,2.0,50,bookmia.01.12,3,137.0,100.0,37.0,8,0,,8.55708199110288e-17,1.1686226695498976e+16
pathwise,2.0,50,bookmia.01.12,4,148.08,100.0,48.08,8,0,,1.3099320464849996e-21,7.633983783230173e+20
pathwise,2.0,50,bookmia.01.12,5,116.44,100.0,16.44,8,0,,7.220907500553523e-08,13848674.836554054
pathwise,2.0,50,bookmia.01.14,0,218.31,100.0,118.31,8,0,,4.155471093905328e-52,2.4064660237118773e+51
pathwise,2.0,50,bookmia.01.14,1,160.22,100.0,60.22,8,0,,7.027946943799502e-27,1.4228906507074063e+26
pathwise,2.0,50,bookmia.01.14,2,137.22,100.0,37.22,8,0,,6.823571327676732e-17,1.4655082389832318e+16
pathwise,2.0,50,bookmia.01.14,3,162.92,100.0,62.92,8,0,,4.74099627976648e-28,2.109261304987262e+27
pathwise,2.0,50,bookmia.01.14,4,140.92,100.0,40.92,8,0,,1.7003742828580884e-18,5.881058129855631e+17
pathwise,2.0,50,bookmia.01.14,5,40.2,100.0,-59.8,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.20,0,186.26,100.0,86.26,8,0,,3.4646060273635366e-38,2.8863310636244857e+37
pathwise,2.0,50,bookmia.01.20,1,151.51,100.0,51.51,8,0,,4.2657516507843613e-23,2.3442527410523906e+22
pathwise,2.0,50,bookmia.01.20,2,150.27,100.0,50.27,8,0,,1.4653858359745757e-22,6.824141297468839e+21
pathwise,2.0,50,bookmia.01.20,3,185.33,100.0,85.33,8,0,,8.715617665027555e-38,1.1473656124368765e+37
pathwise,2.0,50,bookmia.01.20,4,155.88,100.0,55.88,8,0,,5.4132665563419605e-25,1.8473134282080403e+24
pathwise,2.0,50,bookmia.01.20,5,29.47,100.0,-70.53,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.22,0,184.19,100.0,84.19,8,0,,2.7310682094905876e-37,3.661570943284954e+36
pathwise,2.0,50,bookmia.01.22,1,163.58,100.0,63.58,8,0,,2.450212939464838e-28,4.081277932596399e+27
pathwise,2.0,50,bookmia.01.22,2,144.91,100.0,44.91,8,0,,3.131138049530911e-20,3.1937269586366984e+19
pathwise,2.0,50,bookmia.01.22,3,164.07,100.0,64.07,8,0,,1.4911977981808093e-28,6.706018485407856e+27
pathwise,2.0,50,bookmia.01.22,4,128.85,100.0,28.85,8,0,,2.9644378094456867e-13,3373320893471.493
pathwise,2.0,50,bookmia.01.22,5,93.1,100.0,-6.9,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.23,0,156.24,100.0,56.24,8,0,,3.7469513208777783e-25,2.668836380200785e+24
pathwise,2.0,50,bookmia.01.23,1,147.89,100.0,47.89,8,0,,1.5937593098875214e-21,6.274473151598872e+20
pathwise,2.0,50,bookmia.01.23,2,161.02,100.0,61.02,8,0,,3.1556199722389102e-27,3.168949394405375e+26
pathwise,2.0,50,bookmia.01.23,3,172.37,100.0,72.37,8,0,,3.7062244962136375e-32,2.698163592145113e+31
pathwise,2.0,50,bookmia.01.23,4,152.14,100.0,52.14,8,0,,2.2666050410701445e-23,4.4118846551574975e+22
pathwise,2.0,50,bookmia.01.23,5,13.26,100.0,-86.74,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.26,0,212.96,100.0,112.96,8,0,,8.769622816230531e-50,1.1402998976754538e+49
pathwise,2.0,50,bookmia.01.26,1,173.97,100.0,73.97,8,0,,7.527428391414238e-33,1.3284749425721497e+32
pathwise,2.0,50,bookmia.01.26,2,131.38,100.0,31.38,8,0,,2.3448593388116594e-14,42646481323983.62
pathwise,2.0,50,bookmia.01.26,3,129.1,100.0,29.1,8,0,,2.300005584105915e-13,4347815531016.337
pathwise,2.0,50,bookmia.01.26,4,136.75,100.0,36.75,8,0,,1.0926402758392706e-16,9152142952371836.0
pathwise,2.0,50,bookmia.01.26,5,67.17,100.0,-32.83,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.27,0,153.8,100.0,53.8,8,0,,4.326016284797352e-24,2.3115955515799544e+23
pathwise,2.0,50,bookmia.01.27,1,165.99,100.0,65.99,8,0,,2.1937102340057172e-29,4.5584871898691875e+28
pathwise,2.0,50,bookmia.01.27,2,142.83,100.0,42.83,8,0,,2.5073016940440255e-19,3.988351311593064e+18
pathwise,2.0,50,bookmia.01.27,3,150.41,100.0,50.41,8,0,,1.2807812729423224e-22,7.807734397167697e+21
pathwise,2.0,50,bookmia.01.27,4,172.14,100.0,72.14,8,0,,4.6728618420077177e-32,2.140016190956643e+31
pathwise,2.0,50,bookmia.01.27,5,28.45,100.0,-71.55,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.31,0,204.46,100.0,104.46,8,0,,4.310539333745947e-46,2.3198953137285945e+45
pathwise,2.0,50,bookmia.01.31,1,164.46,100.0,64.46,8,0,,1.0091023614430871e-28,9.909797441856442e+27
pathwise,2.0,50,bookmia.01.31,2,137.27,100.0,37.27,8,0,,6.504233795744395e-17,1.537460108912878e+16
pathwise,2.0,50,bookmia.01.31,3,152.53,100.0,52.53,8,0,,1.533550901605914e-23,6.520813876818914e+22
pathwise,2.0,50,bookmia.01.31,4,146.14,100.0,46.14,8,0,,9.111929427262707e-21,1.097462406818056e+20
pathwise,2.0,50,bookmia.01.31,5,21.11,100.0,-78.89,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.32,0,183.91,100.0,83.91,8,0,,3.612501791681981e-37,2.768164717046133e+36
pathwise,2.0,50,bookmia.01.32,1,226.77,100.0,126.77,8,0,,8.786674722576641e-56,1.1380869687033957e+55
pathwise,2.0,50,bookmia.01.32,2,167.92,100.0,67.92,8,0,,3.182923368245896e-30,3.1417658683724406e+29
pathwise,2.0,50,bookmia.01.32,3,139.17,100.0,39.17,8,0,,9.754744958079085e-18,1.0251421275466346e+17
pathwise,2.0,50,bookmia.01.32,4,155.77,100.0,55.77,8,0,,5.992877621520443e-25,1.668647456455638e+24
pathwise,2.0,50,bookmia.01.32,5,28.52,100.0,-71.48,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.33,0,187.26,100.0,87.26,8,0,,1.2700459667197907e-38,7.87373076411359e+37
pathwise,2.0,50,bookmia.01.33,1,166.26,100.0,66.26,8,0,,1.6800065977278534e-29,5.95235757616942e+28
pathwise,2.0,50,bookmia.01.33,2,222.3,100.0,122.3,8,0,,7.64956564138442e-54,1.3072637674876137e+53
pathwise,2.0,50,bookmia.01.33,3,150.68,100.0,50.68,8,0,,9.775808720264514e-23,1.0229332719318407e+22
pathwise,2.0,50,bookmia.01.33,4,160.5,100.0,60.5,8,0,,5.293329407955666e-27,1.88917016669516e+26
pathwise,2.0,50,bookmia.01.33,5,66.05,100.0,-33.95,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.36,0,138.94,100.0,38.94,8,0,,1.2220563646511006e-17,8.182928618726206e+16
pathwise,2.0,50,bookmia.01.36,1,160.42,100.0,60.42,8,0,,5.780032043853097e-27,1.7300942147258028e+26
pathwise,2.0,50,bookmia.01.36,2,149.31,100.0,49.31,8,0,,3.8421335015680157e-22,2.602720596751491e+21
pathwise,2.0,50,bookmia.01.36,3,157.41,100.0,57.41,8,0,,1.1620388761293706e-25,8.605564069688399e+24
pathwise,2.0,50,bookmia.01.36,4,184.55,100.0,84.55,8,0,,1.9059879038326825e-37,5.246623013656781e+36
pathwise,2.0,50,bookmia.01.36,5,58.44,100.0,-41.56,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.37,0,182.45,100.0,82.45,8,0,,1.5628742661726245e-36,6.3984673728676446e+35
pathwise,2.0,50,bookmia.01.37,1,165.86,100.0,65.86,8,0,,2.4879869049149125e-29,4.019313759347135e+28
pathwise,2.0,50,bookmia.01.37,2,142.02,100.0,42.02,8,0,,5.623270788017289e-19,1.778324462216749e+18
pathwise,2.0,50,bookmia.01.37,3,134.18,100.0,34.18,8,0,,1.4354025576969511e-15,696668676419569.8
pathwise,2.0,50,bookmia.01.37,4,143.22,100.0,43.22,8,0,,1.7034231506798833e-19,5.870531932132496e+18
pathwise,2.0,50,bookmia.01.37,5,32.78,100.0,-67.22,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.39,0,199.98,100.0,99.98,8,0,,3.805870879432749e-44,2.627519513087229e+43
pathwise,2.0,50,bookmia.01.39,1,164.67,100.0,64.67,8,0,,8.241804446930651e-29,1.2133265311486641e+28
pathwise,2.0,50,bookmia.01.39,2,198.43,100.0,98.43,8,0,,1.7844562245457e-43,5.603948061290141e+42
pathwise,2.0,50,bookmia.01.39,3,181.43,100.0,81.43,8,0,,4.333970698970555e-36,2.3073529321218743e+35
pathwise,2.0,50,bookmia.01.39,4,142.53,100.0,42.53,8,0,,3.392793467861944e-19,2.947423736435615e+18
pathwise,2.0,50,bookmia.01.39,5,25.49,100.0,-74.51,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.41,0,171.09,100.0,71.09,8,0,,1.3356527074627945e-31,7.486976175862359e+30
pathwise,2.0,50,bookmia.01.41,1,172.94,100.0,72.94,8,0,,2.1060984850617282e-32,4.748116040597649e+31
pathwise,2.0,50,bookmia.01.41,2,128.96,100.0,28.96,8,0,,2.648765863023194e-13,3775343128511.3306
pathwise,2.0,50,bookmia.01.41,3,171.57,100.0,71.57,8,0,,8.230356307675074e-32,1.215014226136805e+31
pathwise,2.0,50,bookmia.01.41,4,157.16,100.0,57.16,8,0,,1.4963579456539326e-25,6.682892972930911e+24
pathwise,2.0,50,bookmia.01.41,5,21.08,100.0,-78.92,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.42,0,161.19,100.0,61.19,8,0,,2.661408474009512e-27,3.75740894254185e+26
pathwise,2.0,50,bookmia.01.42,1,155.91,100.0,55.91,8,0,,5.255067859453547e-25,1.9029249987724914e+24
pathwise,2.0,50,bookmia.01.42,2,134.97,100.0,34.97,8,0,,6.467967983635815e-16,1546080627687142.2
pathwise,2.0,50,bookmia.01.42,3,170.76,100.0,70.76,8,0,,1.8578574589382343e-31,5.382544259189292e+30
pathwise,2.0,50,bookmia.01.42,4,198.19,100.0,98.19,8,0,,2.270856897652158e-43,4.403624028594234e+42
pathwise,2.0,50,bookmia.01.42,5,0.5,100.0,-99.5,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.43,0,196.09,100.0,96.09,8,0,,1.855498205223126e-42,5.3893881286710744e+41
pathwise,2.0,50,bookmia.01.43,1,211.0,100.0,111.0,8,0,,6.229303441616619e-49,1.6053159223537224e+48
pathwise,2.0,50,bookmia.01.43,2,179.76,100.0,79.76,8,0,,2.2863170049504214e-35,4.3738466618354395e+34
pathwise,2.0,50,bookmia.01.43,3,201.73,100.0,101.73,8,0,,6.588046974437317e-45,1.517900530885953e+44
pathwise,2.0,50,bookmia.01.43,4,151.41,100.0,51.41,8,0,,4.686416562446746e-23,2.1338265317966246e+22
pathwise,2.0,50,bookmia.01.43,5,133.82,100.0,33.82,8,0,,2.0432458670301006e-15,489417360943213.5
pathwise,2.0,50,bookmia.01.44,0,246.12,100.0,146.12,8,0,,3.488166815897027e-64,2.86683536877475e+63
pathwise,2.0,50,bookmia.01.44,1,140.19,100.0,40.19,8,0,,3.498463509509564e-18,2.8583976859606752e+17
pathwise,2.0,50,bookmia.01.44,2,160.59,100.0,60.59,8,0,,4.831567625628309e-27,2.069721625535475e+26
pathwise,2.0,50,bookmia.01.44,3,154.63,100.0,54.63,8,0,,1.8796850990602098e-24,5.320040045537266e+23
pathwise,2.0,50,bookmia.01.44,4,165.24,100.0,65.24,8,0,,4.621253212742725e-29,2.163915184830345e+28
pathwise,2.0,50,bookmia.01.44,5,59.53,100.0,-40.47,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.46,0,210.0,100.0,110.0,8,0,,1.6831420417552026e-48,5.9412692166918185e+47
pathwise,2.0,50,bookmia.01.46,1,195.94,100.0,95.94,8,0,,2.1461223044708075e-42,4.659566688798665e+41
pathwise,2.0,50,bookmia.01.46,2,123.84,100.0,23.84,8,0,,4.427078805705945e-11,22588258395.380863
pathwise,2.0,50,bookmia.01.46,3,162.15,100.0,62.15,8,0,,1.0227090848888173e-27,9.777951665587423e+26
pathwise,2.0,50,bookmia.01.46,4,201.45,100.0,101.45,8,0,,8.702450758984576e-45,1.1491015895350869e+44
pathwise,2.0,50,bookmia.01.46,5,33.77,100.0,-66.23,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.49,0,168.77,100.0,68.77,8,0,,1.3534837400538282e-30,7.388341436301479e+29
pathwise,2.0,50,bookmia.01.49,1,176.56,100.0,76.56,8,0,,5.6045832997342604e-34,1.784253969509945e+33
pathwise,2.0,50,bookmia.01.49,2,179.62,100.0,79.62,8,0,,2.6490579983188066e-35,3.774926787690712e+34
pathwise,2.0,50,bookmia.01.49,3,119.04,100.0,19.04,8,0,,5.374546023871175e-09,186062226.56917924
pathwise,2.0,50,bookmia.01.49,4,141.78,100.0,41.78,8,0,,7.194185962096864e-19,1.3900113303556216e+18
pathwise,2.0,50,bookmia.01.49,5,107.41,100.0,7.41,8,0,,0.0006041727205552806,1655.155828751957
pathwise,2.0,50,bookmia.01.51,0,149.85,100.0,49.85,8,0,,2.2477978225301077e-22,4.4487986863267177e+21
pathwise,2.0,50,bookmia.01.51,1,172.04,100.0,72.04,8,0,,5.185180303151767e-32,1.92857324439067e+31
pathwise,2.0,50,bookmia.01.51,2,148.22,100.0,48.22,8,0,,1.1417151352676567e-21,8.758752241342286e+20
pathwise,2.0,50,bookmia.01.51,3,164.81,100.0,64.81,8,0,,7.125233780909394e-29,1.4034627224152215e+28
pathwise,2.0,50,bookmia.01.51,4,134.95,100.0,34.95,8,0,,6.620858030183603e-16,1510378255267118.2
pathwise,2.0,50,bookmia.01.51,5,50.59,100.0,-49.41,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.52,0,174.23,100.0,74.23,8,0,,5.778827352594976e-33,1.7304548812155656e+32
pathwise,2.0,50,bookmia.01.52,1,119.31,100.0,19.31,8,0,,4.091344417188139e-09,244418435.12340394
pathwise,2.0,50,bookmia.01.52,2,159.24,100.0,59.24,8,0,,1.8770370941470236e-26,5.327545220700218e+25
pathwise,2.0,50,bookmia.01.52,3,123.65,100.0,23.65,8,0,,5.350064973492081e-11,18691361786.34635
pathwise,2.0,50,bookmia.01.52,4,161.42,100.0,61.42,8,0,,2.1143052343528247e-27,4.7296860630725986e+26
pathwise,2.0,50,bookmia.01.52,5,98.87,100.0,-1.13,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.58,0,199.31,100.0,99.31,8,0,,7.443577433174968e-44,1.3434400447601204e+43
pathwise,2.0,50,bookmia.01.58,1,152.62,100.0,52.62,8,0,,1.4047022551383026e-23,7.118946355657008e+22
pathwise,2.0,50,bookmia.01.58,2,124.1,100.0,24.1,8,0,,3.409852333286847e-11,29326783164.128212
pathwise,2.0,50,bookmia.01.58,3,106.59,100.0,6.59,8,0,,0.0013682736298681831,730.8479664965392
pathwise,2.0,50,bookmia.01.58,4,131.29,100.0,31.29,8,0,,2.563970888623813e-14,39002002886886.93
pathwise,2.0,50,bookmia.01.58,5,11.11,100.0,-88.89,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.59,0,187.73,100.0,87.73,8,0,,7.949487912998775e-39,1.2579426636586598e+38
pathwise,2.0,50,bookmia.01.59,1,183.12,100.0,83.12,8,0,,7.953273933312091e-37,1.2573438415235828e+36
pathwise,2.0,50,bookmia.01.59,2,156.56,100.0,56.56,8,0,,2.733270371764218e-25,3.6586208606744584e+24
pathwise,2.0,50,bookmia.01.59,3,193.45,100.0,93.45,8,0,,2.5893584373142813e-41,3.8619604979726713e+40
pathwise,2.0,50,bookmia.01.59,4,170.26,100.0,70.26,8,0,,3.0663238493715035e-31,3.261234132868801e+30
pathwise,2.0,50,bookmia.01.59,5,80.17,100.0,-19.83,8,0,,1.0,1.0
pathwise,2.0,50,bookmia.01.60,0,210.77,100.0,110.77,8,0,,7.832005258448276e-49,1.2768122173070733e+48
pathwise,2.0,50,bookmia.01.60,1,210.94,100.0,110.94,8,0,,6.588949572270958e-49,1.5176925988452182e+48
