n,kl_nats,n_passages,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_pct,rouge_ge_0p5_pct,ge_0p01_pct
1,0.0,100,0.0,0.0,1.65,0.0759,0.0,0.0,0.0
-1,,100,0.4006,0.8182,,0.5325,73.0,51.0,82.0
