prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,rouge_n1
bookmia100unseen.93.010,the_silver_ladies_do_lunch,0.0,0.0896,0.0,0.0,0.0,2,0.0896
bookmia100unseen.96.009,we_could_be_so good,0.0,0.1008,0.0,0.0,0.0,2,0.1008
bookmia100unseen.97.009,what_dreams_may_come,0.0,0.1095,0.0,0.0,0.0,2,0.1095
bookmia100unseen.98.009,yellowface,0.0,0.0556,0.0,0.0,0.0,1,0.0556
bookmia100unseen.50.010,a day of fallen night,0.0,0.1484,0.0,0.0,0.0,2,0.1484
bookmia100unseen.53.010,after death,0.0,0.1205,0.0,0.0,0.0,2,0.1205
bookmia100unseen.54.010,alex_hay_the_housekeepers,0.0,0.1108,0.0,0.0,0.0,2,0.1108
bookmia100unseen.55.010,blowback,0.0,0.1565,0.0,0.0,0.0,2,0.1565
bookmia100unseen.56.010,christina lauren _ the true love experiment,0.0,0.1067,0.0,0.0,0.0,2,0.1067
bookmia100unseen.58.010,confidence__a_novel,0.0,0.1056,0.0,0.0,0.0,2,0.1056
bookmia100unseen.59.010,costanza_casati_clytemnestra,0.0,0.1128,0.0,0.0,0.0,2,0.1128
bookmia100unseen.64.011,happy place,0.0,0.1199,0.0,0.0,0.0,2,0.1199
bookmia100unseen.67.010,how to sell a haunted house,0.0,0.113,0.0,0.0,0.0,2,0.113
bookmia100unseen.68.010,i_have_some_questions_for_you,0.0,0.0836,0.0,0.0,0.0,2,0.0836
bookmia100unseen.69.011,in the lives of puppets,0.0,0.1383,0.0,0.0,0.0,2,0.1383
bookmia100unseen.72.012,katherine_center_hello_stranger,0.0,0.1053,0.0,0.0,0.0,1,0.1053
bookmia100unseen.73.010,kika_hatzopoulou_threads_that_bi,0.0,0.1108,0.0,0.0,0.0,2,0.1108
bookmia100unseen.74.010,kristy_woodson_harvey_the_summer_of_songbirds,0.0,0.1087,0.0,0.0,0.0,2,0.1087
bookmia100unseen.75.010,lisa_see_lady_tan_s_circle_of_women,0.0,0.1337,0.0,0.0,0.0,2,0.1337
bookmia100unseen.76.010,love theoretically,0.0,0.1017,0.0,0.0,0.0,2,0.1017
bookmia100unseen.79.010,quietly_hostile,0.0,0.1264,0.0,0.0,0.0,2,0.1264
bookmia100unseen.83.010,romantic_comedy,0.0,0.1301,0.0,0.0,0.0,2,0.1301
bookmia100unseen.99.010,spare,0.0,0.0237,0.0,0.0,0.0,1,0.0237
bookmia100unseen.85.010,talia_hibbert_highly_suspicious,0.0,0.1207,0.0,0.0,0.0,2,0.1207
bookmia100unseen.87.010,the foxglove king,0.0,0.088,0.0,0.0,0.0,2,0.088
bookmia100unseen.90.010,the_lost_bookshop,0.0,0.1129,0.0,0.0,0.0,2,0.1129
bookmia100unseen.92.010,the_scorched_throne_1_sara_hashe,0.0,0.0756,0.0,0.0,0.0,1,0.0756
bookmia100unseen.93.011,the_silver_ladies_do_lunch,0.0,0.1127,0.0,0.0,0.0,2,0.1127
bookmia100unseen.96.010,we_could_be_so good,0.0,0.1066,0.0,0.0,0.0,3,0.1066
bookmia100unseen.97.010,what_dreams_may_come,0.0,0.1081,0.0,0.0,0.0,2,0.1081
bookmia100unseen.98.010,yellowface,0.0,0.096,0.0,0.0,0.0,2,0.096
bookmia100unseen.50.011,a day of fallen night,0.0,0.1105,0.0,0.0,0.0,2,0.1105
bookmia100unseen.53.011,after death,0.0,0.0635,0.0,0.0,0.0,2,0.0635
bookmia100unseen.54.011,alex_hay_the_housekeepers,0.0,0.1008,0.0,0.0,0.0,2,0.1008
bookmia100unseen.55.011,blowback,0.0,0.1043,0.0,0.0,0.0,2,0.1043
bookmia100unseen.56.011,christina lauren _ the true love experiment,0.0,0.1067,0.0,0.0,0.0,2,0.1067
bookmia100unseen.58.011,confidence__a_novel,0.0,0.0793,0.0,0.0,0.0,2,0.0793
bookmia100unseen.59.011,costanza_casati_clytemnestra,0.0,0.0997,0.0,0.0,0.0,2,0.0997
bookmia100unseen.64.012,happy place,0.0,0.163,0.0,0.0,0.0,2,0.163
bookmia100unseen.67.011,how to sell a haunted house,0.0,0.1189,0.0,0.0,0.0,2,0.1189
bookmia100unseen.68.011,i_have_some_questions_for_you,0.0,0.1004,0.0,0.0,0.0,2,0.1004
bookmia100unseen.69.012,in the lives of puppets,0.0,0.0904,0.0,0.0,0.0,1,0.0904
bookmia100unseen.72.013,katherine_center_hello_stranger,0.0,0.1199,0.0,0.0,0.0,2,0.1199
bookmia100unseen.73.011,kika_hatzopoulou_threads_that_bi,0.0,0.097,0.0,0.0,0.0,2,0.097
bookmia100unseen.74.011,kristy_woodson_harvey_the_summer_of_songbirds,0.0,0.0435,0.0,0.0,0.0,3,0.0435
bookmia100unseen.75.011,lisa_see_lady_tan_s_circle_of_women,0.0,0.0947,0.0,0.0,0.0,2,0.0947
bookmia100unseen.76.011,love theoretically,0.0,0.1034,0.0,0.0,0.0,2,0.1034
bookmia100unseen.79.011,quietly_hostile,0.0,0.0812,0.0,0.0,0.0,2,0.0812
bookmia100unseen.83.011,romantic_comedy,0.0,0.0894,0.0,0.0,0.0,4,0.0894
bookmia100unseen.99.011,spare,0.0,0.0595,0.0,0.0,0.0,1,0.0595
bookmia100unseen.85.011,talia_hibbert_highly_suspicious,0.0,0.0902,0.0,0.0,0.0,2,0.0902
bookmia100unseen.87.011,the foxglove king,0.0,0.1456,0.0,0.0,0.0,2,0.1456
bookmia100unseen.90.011,the_lost_bookshop,0.0,0.1583,0.0,0.0,0.0,3,0.1583
bookmia100unseen.92.011,the_scorched_throne_1_sara_hashe,0.0,0.0403,0.0,0.0,0.0,1,0.0403
bookmia100unseen.93.013,the_silver_ladies_do_lunch,0.0,0.0857,0.0,0.0,0.0,2,0.0857
bookmia100unseen.96.011,we_could_be_so good,0.0,0.08,0.0,0.0,0.0,2,0.08
bookmia100unseen.97.011,what_dreams_may_come,0.0,0.0891,0.0,0.0,0.0,2,0.0891
bookmia100unseen.98.011,yellowface,0.0,0.0863,0.0,0.0,0.0,2,0.0863
bookmia100unseen.50.012,a day of fallen night,0.0,0.0932,0.0,0.0,0.0,2,0.0932
bookmia100unseen.53.012,after death,0.0,0.0586,0.0,0.0,0.0,2,0.0586
bookmia100unseen.54.012,alex_hay_the_housekeepers,0.0,0.1345,0.0,0.0,0.0,2,0.1345
bookmia100unseen.55.012,blowback,0.0,0.0488,0.0,0.0,0.0,1,0.0488
bookmia100unseen.56.012,christina lauren _ the true love experiment,0.0,0.1136,0.0,0.0,0.0,2,0.1136
bookmia100unseen.58.012,confidence__a_novel,0.0,0.0183,0.0,0.0,0.0,1,0.0183
bookmia100unseen.59.012,costanza_casati_clytemnestra,0.0,0.1368,0.0,0.0,0.0,2,0.1368
bookmia100unseen.64.013,happy place,0.0,0.075,0.0,0.0,0.0,2,0.075
bookmia100unseen.67.012,how to sell a haunted house,0.0,0.0289,0.0,0.0,0.0,1,0.0289
bookmia100unseen.68.012,i_have_some_questions_for_you,0.0,0.1159,0.0,0.0,0.0,2,0.1159
bookmia100unseen.69.013,in the lives of puppets,0.0,0.0738,0.0,0.0,0.0,2,0.0738
bookmia100unseen.72.014,katherine_center_hello_stranger,0.0,0.1385,0.0,0.0,0.0,2,0.1385
bookmia100unseen.73.012,kika_hatzopoulou_threads_that_bi,0.0,0.1075,0.0,0.0,0.0,3,0.1075
bookmia100unseen.74.012,kristy_woodson_harvey_the_summer_of_songbirds,0.0,0.107,0.0,0.0,0.0,2,0.107
bookmia100unseen.75.012,lisa_see_lady_tan_s_circle_of_women,0.0,0.0,0.0,0.0,0.0,0,0.0
bookmia100unseen.76.012,love theoretically,0.0,0.0749,0.0,0.0,0.0,1,0.0749
bookmia100unseen.79.012,quietly_hostile,0.0,0.1151,0.0,0.0,0.0,2,0.1151
bookmia100unseen.83.012,romantic_comedy,0.0,0.1374,0.0,0.0,0.0,2,0.1374
bookmia100unseen.99.012,spare,0.0,0.0,0.0,0.0,0.0,0,0.0
bookmia100unseen.85.012,talia_hibbert_highly_suspicious,0.0,0.0781,0.0,0.0,0.0,2,0.0781
bookmia100unseen.87.012,the foxglove king,0.0,0.1149,0.0,0.0,0.0,2,0.1149
bookmia100unseen.90.012,the_lost_bookshop,0.0,0.1458,0.0,0.0,0.0,2,0.1458
bookmia100unseen.92.012,the_scorched_throne_1_sara_hashe,0.0,0.1124,0.0,0.0,0.0,2,0.1124
bookmia100unseen.93.014,the_silver_ladies_do_lunch,0.0,0.0622,0.0,0.0,0.0,1,0.0622
bookmia100unseen.96.012,we_could_be_so good,0.0,0.1014,0.0,0.0,0.0,2,0.1014
bookmia100unseen.97.012,what_dreams_may_come,0.0,0.0726,0.0,0.0,0.0,2,0.0726
bookmia100unseen.98.012,yellowface,0.0,0.1365,0.0,0.0,0.0,2,0.1365
bookmia100unseen.50.013,a day of fallen night,0.0,0.0978,0.0,0.0,0.0,1,0.0978
bookmia100unseen.53.013,after death,0.0,0.157,0.0,0.0,0.0,2,0.157
bookmia100unseen.54.013,alex_hay_the_housekeepers,0.0,0.1387,0.0,0.0,0.0,3,0.1387
bookmia100unseen.55.013,blowback,0.0,0.1015,0.0,0.0,0.0,2,0.1015
bookmia100unseen.56.013,christina lauren _ the true love experiment,0.0,0.0963,0.0,0.0,0.0,2,0.0963
bookmia100unseen.58.013,confidence__a_novel,0.0,0.1045,0.0,0.0,0.0,3,0.1045
bookmia100unseen.59.013,costanza_casati_clytemnestra,0.0,0.0982,0.0,0.0,0.0,1,0.0982
bookmia100unseen.64.014,happy place,0.0,0.0831,0.0,0.0,0.0,2,0.0831
bookmia100unseen.67.013,how to sell a haunted house,0.0,0.1176,0.0,0.0,0.0,2,0.1176
bookmia100unseen.68.013,i_have_some_questions_for_you,0.0,0.0725,0.0,0.0,0.0,2,0.0725
bookmia100unseen.69.014,in the lives of puppets,0.0,0.094,0.0,0.0,0.0,2,0.094
bookmia100unseen.72.015,katherine_center_hello_stranger,0.0,0.1326,0.0,0.0,0.0,2,0.1326
bookmia100unseen.73.013,kika_hatzopoulou_threads_that_bi,0.0,0.1209,0.0,0.0,0.0,2,0.1209
bookmia100unseen.74.013,kristy_woodson_harvey_the_summer_of_songbirds,0.0,0.09,0.0,0.0,0.0,2,0.09
bookmia100unseen.75.013,lisa_see_lady_tan_s_circle_of_women,0.0,0.1277,0.0,0.0,0.0,2,0.1277
bookmia100unseen.76.013,love theoretically,0.0,0.0856,0.0,0.0,0.0,1,0.0856
bookmia100unseen.79.013,quietly_hostile,0.0,0.1058,0.0,0.0,0.0,2,0.1058
bookmia100unseen.83.013,romantic_comedy,0.0,0.1223,0.0,0.0,0.0,2,0.1223
bookmia100unseen.99.013,spare,0.0,0.0873,0.0,0.0,0.0,2,0.0873
bookmia100unseen.85.013,talia_hibbert_highly_suspicious,0.0,0.096,0.0,0.0,0.0,2,0.096
bookmia100unseen.87.013,the foxglove king,0.0,0.1108,0.0,0.0,0.0,2,0.1108
bookmia100unseen.90.013,the_lost_bookshop,0.0,0.1221,0.0,0.0,0.0,2,0.1221
bookmia100unseen.92.013,the_scorched_throne_1_sara_hashe,0.0,0.1404,0.0,0.0,0.0,2,0.1404
bookmia100unseen.93.015,the_silver_ladies_do_lunch,0.0,0.1166,0.0,0.0,0.0,1,0.1166
bookmia100unseen.96.013,we_could_be_so good,0.0,0.0916,0.0,0.0,0.0,2,0.0916
bookmia100unseen.97.013,what_dreams_may_come,0.0,0.0789,0.0,0.0,0.0,2,0.0789
bookmia100unseen.98.013,yellowface,0.0,0.1012,0.0,0.0,0.0,2,0.1012
bookmia100unseen.50.014,a day of fallen night,0.0,0.1186,0.0,0.0,0.0,3,0.1186
bookmia100unseen.53.014,after death,0.0,0.1453,0.0,0.0,0.0,2,0.1453
bookmia100unseen.54.014,alex_hay_the_housekeepers,0.0,0.1194,0.0,0.0,0.0,2,0.1194
bookmia100unseen.55.014,blowback,0.0,0.1043,0.0,0.0,0.0,2,0.1043
bookmia100unseen.56.014,christina lauren _ the true love experiment,0.0,0.1034,0.0,0.0,0.0,2,0.1034
bookmia100unseen.58.014,confidence__a_novel,0.0,0.0955,0.0,0.0,0.0,2,0.0955
bookmia100unseen.59.014,costanza_casati_clytemnestra,0.0,0.1195,0.0,0.0,0.0,2,0.1195
bookmia100unseen.64.015,happy place,0.0,0.1093,0.0,0.0,0.0,2,0.1093
bookmia100unseen.67.014,how to sell a haunted house,0.0,0.0653,0.0,0.0,0.0,2,0.0653
bookmia100unseen.68.014,i_have_some_questions_for_you,0.0,0.1124,0.0,0.0,0.0,2,0.1124
bookmia100unseen.69.015,in the lives of puppets,0.0,0.0947,0.0,0.0,0.0,1,0.0947
bookmia100unseen.72.016,katherine_center_hello_stranger,0.0,0.0929,0.0,0.0,0.0,3,0.0929
bookmia100unseen.73.014,kika_hatzopoulou_threads_that_bi,0.0,0.1089,0.0,0.0,0.0,2,0.1089
bookmia100unseen.74.014,kristy_woodson_harvey_the_summer_of_songbirds,0.0,0.1021,0.0,0.0,0.0,2,0.1021
bookmia100unseen.75.014,lisa_see_lady_tan_s_circle_of_women,0.0,0.0743,0.0,0.0,0.0,2,0.0743
bookmia100unseen.76.014,love theoretically,0.0,0.0435,0.0,0.0,0.0,2,0.0435
bookmia100unseen.79.014,quietly_hostile,0.0,0.0816,0.0,0.0,0.0,2,0.0816
bookmia100unseen.83.014,romantic_comedy,0.0,0.0816,0.0,0.0,0.0,2,0.0816
bookmia100unseen.99.014,spare,0.0,0.1036,0.0,0.0,0.0,2,0.1036
bookmia100unseen.85.014,talia_hibbert_highly_suspicious,0.0,0.1076,0.0,0.0,0.0,2,0.1076
bookmia100unseen.87.014,the foxglove king,0.0,0.1201,0.0,0.0,0.0,2,0.1201
bookmia100unseen.90.014,the_lost_bookshop,0.0,0.1056,0.0,0.0,0.0,1,0.1056
bookmia100unseen.92.014,the_scorched_throne_1_sara_hashe,0.0,0.1127,0.0,0.0,0.0,2,0.1127
bookmia100unseen.93.016,the_silver_ladies_do_lunch,0.0,0.0678,0.0,0.0,0.0,1,0.0678
bookmia100unseen.96.014,we_could_be_so good,0.0,0.1121,0.0,0.0,0.0,2,0.1121
bookmia100unseen.97.014,what_dreams_may_come,0.0,0.1027,0.0,0.0,0.0,2,0.1027
bookmia100unseen.98.015,yellowface,0.0,0.0,0.0,0.0,0.0,0,0.0
bookmia100unseen.50.015,a day of fallen night,0.0,0.1144,0.0,0.0,0.0,2,0.1144
bookmia100unseen.53.015,after death,0.0,0.0873,0.0,0.0,0.0,2,0.0873
bookmia100unseen.54.015,alex_hay_the_housekeepers,0.0,0.1383,0.0,0.0,0.0,2,0.1383
bookmia100unseen.55.015,blowback,0.0,0.1398,0.0,0.0,0.0,2,0.1398
bookmia100unseen.56.015,christina lauren _ the true love experiment,0.0,0.0986,0.0,0.0,0.0,2,0.0986
bookmia100unseen.58.015,confidence__a_novel,0.0,0.0877,0.0,0.0,0.0,3,0.0877
bookmia100unseen.59.015,costanza_casati_clytemnestra,0.0,0.1121,0.0,0.0,0.0,1,0.1121
bookmia100unseen.64.016,happy place,0.0,0.0747,0.0,0.0,0.0,2,0.0747
bookmia100unseen.67.015,how to sell a haunted house,0.0,0.0647,0.0,0.0,0.0,1,0.0647
bookmia100unseen.68.015,i_have_some_questions_for_you,0.0,0.0,0.0,0.0,0.0,0,0.0
bookmia100unseen.69.016,in the lives of puppets,0.0,0.0741,0.0,0.0,0.0,2,0.0741
bookmia100unseen.72.017,katherine_center_hello_stranger,0.0,0.0876,0.0,0.0,0.0,2,0.0876
bookmia100unseen.73.015,kika_hatzopoulou_threads_that_bi,0.0,0.112,0.0,0.0,0.0,2,0.112
bookmia100unseen.74.015,kristy_woodson_harvey_the_summer_of_songbirds,0.0,0.1124,0.0,0.0,0.0,2,0.1124
bookmia100unseen.75.015,lisa_see_lady_tan_s_circle_of_women,0.0,0.127,0.0,0.0,0.0,2,0.127
bookmia100unseen.76.015,love theoretically,0.0,0.0843,0.0,0.0,0.0,2,0.0843
bookmia100unseen.79.015,quietly_hostile,0.0,0.1124,0.0,0.0,0.0,2,0.1124
bookmia100unseen.83.015,romantic_comedy,0.0,0.1101,0.0,0.0,0.0,1,0.1101
bookmia100unseen.99.015,spare,0.0,0.069,0.0,0.0,0.0,1,0.069
bookmia100unseen.85.015,talia_hibbert_highly_suspicious,0.0,0.0993,0.0,0.0,0.0,2,0.0993
bookmia100unseen.87.015,the foxglove king,0.0,0.1375,0.0,0.0,0.0,2,0.1375
bookmia100unseen.90.015,the_lost_bookshop,0.0,0.1087,0.0,0.0,0.0,2,0.1087
bookmia100unseen.92.015,the_scorched_throne_1_sara_hashe,0.0,0.1032,0.0,0.0,0.0,2,0.1032
bookmia100unseen.93.017,the_silver_ladies_do_lunch,0.0,0.0983,0.0,0.0,0.0,2,0.0983
bookmia100unseen.96.015,we_could_be_so good,0.0,0.1189,0.0,0.0,0.0,2,0.1189
bookmia100unseen.97.015,what_dreams_may_come,0.0,0.1308,0.0,0.0,0.0,2,0.1308
bookmia100unseen.98.016,yellowface,0.0,0.0492,0.0,0.0,0.0,1,0.0492
bookmia100unseen.50.016,a day of fallen night,0.0,0.0827,0.0,0.0,0.0,2,0.0827
bookmia100unseen.53.016,after death,0.0,0.1692,0.0,0.0,0.0,2,0.1692
bookmia100unseen.54.016,alex_hay_the_housekeepers,0.0,0.1197,0.0,0.0,0.0,2,0.1197
bookmia100unseen.55.016,blowback,0.0,0.1188,0.0,0.0,0.0,2,0.1188
bookmia100unseen.56.016,christina lauren _ the true love experiment,0.0,0.0947,0.0,0.0,0.0,2,0.0947
bookmia100unseen.58.016,confidence__a_novel,0.0,0.1307,0.0,0.0,0.0,2,0.1307
bookmia100unseen.59.016,costanza_casati_clytemnestra,0.0,0.1264,0.0,0.0,0.0,2,0.1264
bookmia100unseen.64.017,happy place,0.0,0.0874,0.0,0.0,0.0,2,0.0874
bookmia100unseen.67.016,how to sell a haunted house,0.0,0.1304,0.0,0.0,0.0,2,0.1304
bookmia100unseen.68.016,i_have_some_questions_for_you,0.0,0.1148,0.0,0.0,0.0,2,0.1148
bookmia100unseen.69.017,in the lives of puppets,0.0,0.1163,0.0,0.0,0.0,2,0.1163
bookmia100unseen.72.018,katherine_center_hello_stranger,0.0,0.125,0.0,0.0,0.0,2,0.125
bookmia100unseen.73.016,kika_hatzopoulou_threads_that_bi,0.0,0.1379,0.0,0.0,0.0,2,0.1379
bookmia100unseen.74.016,kristy_woodson_harvey_the_summer_of_songbirds,0.0,0.0798,0.0,0.0,0.0,2,0.0798
bookmia100unseen.75.016,lisa_see_lady_tan_s_circle_of_women,0.0,0.0891,0.0,0.0,0.0,1,0.0891
bookmia100unseen.76.016,love theoretically,0.0,0.0705,0.0,0.0,0.0,1,0.0705
bookmia100unseen.79.016,quietly_hostile,0.0,0.0992,0.0,0.0,0.0,2,0.0992
bookmia100unseen.83.016,romantic_comedy,0.0,0.109,0.0,0.0,0.0,2,0.109
bookmia100unseen.99.016,spare,0.0,0.0405,0.0,0.0,0.0,1,0.0405
bookmia100unseen.85.016,talia_hibbert_highly_suspicious,0.0,0.0902,0.0,0.0,0.0,2,0.0902
bookmia100unseen.87.016,the foxglove king,0.0,0.0806,0.0,0.0,0.0,1,0.0806
bookmia100unseen.90.016,the_lost_bookshop,0.0,0.0952,0.0,0.0,0.0,2,0.0952
bookmia100unseen.92.016,the_scorched_throne_1_sara_hashe,0.0,0.1467,0.0,0.0,0.0,2,0.1467
bookmia100unseen.93.018,the_silver_ladies_do_lunch,0.0,0.037,0.0,0.0,0.0,2,0.037
bookmia100unseen.96.016,we_could_be_so good,0.0,0.0959,0.0,0.0,0.0,3,0.0959
bookmia100unseen.97.018,what_dreams_may_come,0.0,0.1333,0.0,0.0,0.0,2,0.1333
bookmia100unseen.98.017,yellowface,0.0,0.092,0.0,0.0,0.0,2,0.092
bookmia100unseen.50.017,a day of fallen night,0.0,0.1345,0.0,0.0,0.0,2,0.1345
bookmia100unseen.53.017,after death,0.0,0.0994,0.0,0.0,0.0,2,0.0994
bookmia100unseen.54.017,alex_hay_the_housekeepers,0.0,0.1306,0.0,0.0,0.0,2,0.1306
bookmia100unseen.55.017,blowback,0.0,0.1246,0.0,0.0,0.0,2,0.1246
bookmia100unseen.56.017,christina lauren _ the true love experiment,0.0,0.1416,0.0,0.0,0.0,2,0.1416
bookmia100unseen.58.017,confidence__a_novel,0.0,0.108,0.0,0.0,0.0,2,0.108
bookmia100unseen.59.017,costanza_casati_clytemnestra,0.0,0.0866,0.0,0.0,0.0,2,0.0866
bookmia100unseen.64.018,happy place,0.0,0.0812,0.0,0.0,0.0,1,0.0812
bookmia100unseen.67.017,how to sell a haunted house,0.0,0.1072,0.0,0.0,0.0,2,0.1072
bookmia100unseen.68.017,i_have_some_questions_for_you,0.0,0.1083,0.0,0.0,0.0,1,0.1083
bookmia100unseen.69.018,in the lives of puppets,0.0,0.0772,0.0,0.0,0.0,2,0.0772
bookmia100unseen.72.019,katherine_center_hello_stranger,0.0,0.1087,0.0,0.0,0.0,1,0.1087
bookmia100unseen.73.017,kika_hatzopoulou_threads_that_bi,0.0,0.1153,0.0,0.0,0.0,1,0.1153
bookmia100unseen.74.017,kristy_woodson_harvey_the_summer_of_songbirds,0.0,0.1093,0.0,0.0,0.0,2,0.1093
bookmia100unseen.75.017,lisa_see_lady_tan_s_circle_of_women,0.0,0.1212,0.0,0.0,0.0,2,0.1212
bookmia100unseen.76.017,love theoretically,0.0,0.1084,0.0,0.0,0.0,2,0.1084
bookmia100unseen.79.017,quietly_hostile,0.0,0.1377,0.0,0.0,0.0,2,0.1377
bookmia100unseen.83.017,romantic_comedy,0.0,0.0986,0.0,0.0,0.0,2,0.0986
bookmia100unseen.99.017,spare,0.0,0.0662,0.0,0.0,0.0,2,0.0662
bookmia100unseen.85.017,talia_hibbert_highly_suspicious,0.0,0.0679,0.0,0.0,0.0,1,0.0679
bookmia100unseen.87.017,the foxglove king,0.0,0.1081,0.0,0.0,0.0,1,0.1081
bookmia100unseen.90.017,the_lost_bookshop,0.0,0.126,0.0,0.0,0.0,2,0.126
bookmia100unseen.92.017,the_scorched_throne_1_sara_hashe,0.0,0.1364,0.0,0.0,0.0,2,0.1364
bookmia100unseen.93.019,the_silver_ladies_do_lunch,0.0,0.0932,0.0,0.0,0.0,2,0.0932
bookmia100unseen.96.017,we_could_be_so good,0.0,0.0893,0.0,0.0,0.0,2,0.0893
bookmia100unseen.97.019,what_dreams_may_come,0.0,0.0696,0.0,0.0,0.0,2,0.0696
bookmia100unseen.98.018,yellowface,0.0,0.1297,0.0,0.0,0.0,2,0.1297
bookmia100unseen.50.018,a day of fallen night,0.0,0.0944,0.0,0.0,0.0,2,0.0944
bookmia100unseen.53.018,after death,0.0,0.1321,0.0,0.0,0.0,2,0.1321
bookmia100unseen.54.018,alex_hay_the_housekeepers,0.0,0.0717,0.0,0.0,0.0,2,0.0717
bookmia100unseen.55.018,blowback,0.0,0.0108,0.0,0.0,0.0,1,0.0108
bookmia100unseen.56.018,christina lauren _ the true love experiment,0.0,0.1264,0.0,0.0,0.0,2,0.1264
bookmia100unseen.58.018,confidence__a_novel,0.0,0.019,0.0,0.0,0.0,1,0.019
bookmia100unseen.59.018,costanza_casati_clytemnestra,0.0,0.0889,0.0,0.0,0.0,2,0.0889
bookmia100unseen.64.019,happy place,0.0,0.1084,0.0,0.0,0.0,2,0.1084
bookmia100unseen.67.018,how to sell a haunted house,0.0,0.0843,0.0,0.0,0.0,1,0.0843
bookmia100unseen.68.018,i_have_some_questions_for_you,0.0,0.0622,0.0,0.0,0.0,2,0.0622
bookmia100unseen.69.019,in the lives of puppets,0.0,0.0357,0.0,0.0,0.0,1,0.0357
bookmia100unseen.72.020,katherine_center_hello_stranger,0.0,0.1215,0.0,0.0,0.0,2,0.1215
bookmia100unseen.73.018,kika_hatzopoulou_threads_that_bi,0.0,0.087,0.0,0.0,0.0,2,0.087
bookmia100unseen.74.018,kristy_woodson_harvey_the_summer_of_songbirds,0.0,0.0914,0.0,0.0,0.0,2,0.0914
