arm,prompt_id,n_facts,n_supported,precision,abstained
d51,fact_00108_Bhuma Nagi Reddy,4,0,0.0,0
d52,fact_00108_Bhuma Nagi Reddy,0,0,,1
d53,fact_00108_Bhuma Nagi Reddy,3,0,0.0,0
d54,fact_00108_Bhuma Nagi Reddy,4,0,0.0,0
d55,fact_00108_Bhuma Nagi Reddy,10,0,0.0,0
d56,fact_00108_Bhuma Nagi Reddy,0,0,,1
d57,fact_00108_Bhuma Nagi Reddy,0,0,,1
d58,fact_00108_Bhuma Nagi Reddy,10,0,0.0,0
d59,fact_00108_Bhuma Nagi Reddy,17,0,0.0,0
d60,fact_00108_Bhuma Nagi Reddy,0,0,,1
d61,fact_00108_Bhuma Nagi Reddy,5,0,0.0,0
d62,fact_00108_Bhuma Nagi Reddy,0,0,,1
d63,fact_00108_Bhuma Nagi Reddy,6,0,0.0,0
d00,fact_00109_Charmion King,3,2,0.666667,0
d01,fact_00109_Charmion King,0,0,,1
d02,fact_00109_Charmion King,5,0,0.0,0
d03,fact_00109_Charmion King,22,0,0.0,0
d04,fact_00109_Charmion King,0,0,,1
d05,fact_00109_Charmion King,0,0,,1
d06,fact_00109_Charmion King,0,0,,1
d07,fact_00109_Charmion King,0,0,,1
d08,fact_00109_Charmion King,8,0,0.0,0
d09,fact_00109_Charmion King,0,0,,1
d10,fact_00109_Charmion King,6,0,0.0,0
d11,fact_00109_Charmion King,0,0,,1
d12,fact_00109_Charmion King,0,0,,1
d13,fact_00109_Charmion King,0,0,,1
d14,fact_00109_Charmion King,3,0,0.0,0
d15,fact_00109_Charmion King,0,0,,1
d16,fact_00109_Charmion King,0,0,,1
d17,fact_00109_Charmion King,0,0,,1
d18,fact_00109_Charmion King,0,0,,1
d19,fact_00109_Charmion King,0,0,,1
d20,fact_00109_Charmion King,0,0,,1
d21,fact_00109_Charmion King,9,1,0.111111,0
d22,fact_00109_Charmion King,0,0,,1
d23,fact_00109_Charmion King,0,0,,1
d24,fact_00109_Charmion King,4,2,0.5,0
d25,fact_00109_Charmion King,0,0,,1
d26,fact_00109_Charmion King,2,0,0.0,0
d27,fact_00109_Charmion King,2,1,0.5,0
d28,fact_00109_Charmion King,0,0,,1
d29,fact_00109_Charmion King,0,0,,1
d30,fact_00109_Charmion King,4,1,0.25,0
d31,fact_00109_Charmion King,0,0,,1
d32,fact_00109_Charmion King,8,0,0.0,0
d33,fact_00109_Charmion King,0,0,,1
d34,fact_00109_Charmion King,5,0,0.0,0
d35,fact_00109_Charmion King,0,0,,1
d36,fact_00109_Charmion King,5,0,0.0,0
d37,fact_00109_Charmion King,0,0,,1
d38,fact_00109_Charmion King,0,0,,1
d39,fact_00109_Charmion King,11,0,0.0,0
d40,fact_00109_Charmion King,0,0,,1
d41,fact_00109_Charmion King,0,0,,1
d42,fact_00109_Charmion King,8,1,0.125,0
d43,fact_00109_Charmion King,0,0,,1
d44,fact_00109_Charmion King,9,0,0.0,0
d45,fact_00109_Charmion King,0,0,,1
d46,fact_00109_Charmion King,8,0,0.0,0
d47,fact_00109_Charmion King,0,0,,1
d48,fact_00109_Charmion King,9,1,0.111111,0
d49,fact_00109_Charmion King,5,1,0.2,0
d50,fact_00109_Charmion King,9,0,0.0,0
d51,fact_00109_Charmion King,0,0,,1
d52,fact_00109_Charmion King,0,0,,1
d53,fact_00109_Charmion King,9,0,0.0,0
d54,fact_00109_Charmion King,1,0,0.0,0
d55,fact_00109_Charmion King,7,2,0.285714,0
d56,fact_00109_Charmion King,6,1,0.166667,0
d57,fact_00109_Charmion King,3,0,0.0,0
d58,fact_00109_Charmion King,3,0,0.0,0
d59,fact_00109_Charmion King,5,0,0.0,0
d60,fact_00109_Charmion King,9,1,0.111111,0
d61,fact_00109_Charmion King,8,2,0.25,0
d62,fact_00109_Charmion King,7,1,0.142857,0
d63,fact_00109_Charmion King,0,0,,1
d00,fact_00110_Andreea Marin,0,0,,1
d01,fact_00110_Andreea Marin,2,0,0.0,0
d02,fact_00110_Andreea Marin,10,0,0.0,0
d03,fact_00110_Andreea Marin,2,0,0.0,0
d04,fact_00110_Andreea Marin,7,0,0.0,0
d05,fact_00110_Andreea Marin,12,0,0.0,0
d06,fact_00110_Andreea Marin,5,1,0.2,0
d07,fact_00110_Andreea Marin,0,0,,1
d08,fact_00110_Andreea Marin,14,1,0.071429,0
d09,fact_00110_Andreea Marin,0,0,,1
d10,fact_00110_Andreea Marin,1,0,0.0,0
d11,fact_00110_Andreea Marin,11,0,0.0,0
d12,fact_00110_Andreea Marin,12,0,0.0,0
d13,fact_00110_Andreea Marin,1,0,0.0,0
d14,fact_00110_Andreea Marin,0,0,,1
d15,fact_00110_Andreea Marin,2,0,0.0,0
d16,fact_00110_Andreea Marin,0,0,,1
d17,fact_00110_Andreea Marin,0,0,,1
d18,fact_00110_Andreea Marin,10,0,0.0,0
d19,fact_00110_Andreea Marin,8,1,0.125,0
d20,fact_00110_Andreea Marin,6,0,0.0,0
d21,fact_00110_Andreea Marin,3,0,0.0,0
d22,fact_00110_Andreea Marin,0,0,,1
d23,fact_00110_Andreea Marin,5,0,0.0,0
d24,fact_00110_Andreea Marin,0,0,,1
d25,fact_00110_Andreea Marin,7,0,0.0,0
d26,fact_00110_Andreea Marin,0,0,,1
d27,fact_00110_Andreea Marin,17,0,0.0,0
d28,fact_00110_Andreea Marin,4,0,0.0,0
d29,fact_00110_Andreea Marin,0,0,,1
d30,fact_00110_Andreea Marin,3,0,0.0,0
d31,fact_00110_Andreea Marin,6,0,0.0,0
d32,fact_00110_Andreea Marin,8,0,0.0,0
d33,fact_00110_Andreea Marin,16,0,0.0,0
d34,fact_00110_Andreea Marin,0,0,,1
d35,fact_00110_Andreea Marin,13,0,0.0,0
d36,fact_00110_Andreea Marin,1,0,0.0,0
d37,fact_00110_Andreea Marin,0,0,,1
d38,fact_00110_Andreea Marin,3,1,0.333333,0
d39,fact_00110_Andreea Marin,0,0,,1
d40,fact_00110_Andreea Marin,0,0,,1
d41,fact_00110_Andreea Marin,4,0,0.0,0
d42,fact_00110_Andreea Marin,0,0,,1
d43,fact_00110_Andreea Marin,2,0,0.0,0
d44,fact_00110_Andreea Marin,8,0,0.0,0
d45,fact_00110_Andreea Marin,0,0,,1
d46,fact_00110_Andreea Marin,0,0,,1
d47,fact_00110_Andreea Marin,0,0,,1
d48,fact_00110_Andreea Marin,11,0,0.0,0
d49,fact_00110_Andreea Marin,0,0,,1
d50,fact_00110_Andreea Marin,6,1,0.166667,0
d51,fact_00110_Andreea Marin,5,0,0.0,0
d52,fact_00110_Andreea Marin,5,0,0.0,0
d53,fact_00110_Andreea Marin,7,0,0.0,0
d54,fact_00110_Andreea Marin,0,0,,1
d55,fact_00110_Andreea Marin,12,0,0.0,0
d56,fact_00110_Andreea Marin,0,0,,1
d57,fact_00110_Andreea Marin,6,0,0.0,0
d58,fact_00110_Andreea Marin,0,0,,1
d59,fact_00110_Andreea Marin,2,0,0.0,0
d60,fact_00110_Andreea Marin,0,0,,1
d61,fact_00110_Andreea Marin,14,0,0.0,0
d62,fact_00110_Andreea Marin,0,0,,1
d63,fact_00110_Andreea Marin,4,0,0.0,0
d00,fact_00114_Ahn Jae-hyun,9,0,0.0,0
d01,fact_00114_Ahn Jae-hyun,0,0,,1
d02,fact_00114_Ahn Jae-hyun,15,0,0.0,0
d03,fact_00114_Ahn Jae-hyun,0,0,,1
d04,fact_00114_Ahn Jae-hyun,4,0,0.0,0
d05,fact_00114_Ahn Jae-hyun,10,1,0.1,0
d06,fact_00114_Ahn Jae-hyun,9,0,0.0,0
d07,fact_00114_Ahn Jae-hyun,7,0,0.0,0
d08,fact_00114_Ahn Jae-hyun,0,0,,1
d09,fact_00114_Ahn Jae-hyun,3,0,0.0,0
d10,fact_00114_Ahn Jae-hyun,4,0,0.0,0
d11,fact_00114_Ahn Jae-hyun,4,0,0.0,0
d12,fact_00114_Ahn Jae-hyun,4,0,0.0,0
d13,fact_00114_Ahn Jae-hyun,0,0,,1
d14,fact_00114_Ahn Jae-hyun,10,0,0.0,0
d15,fact_00114_Ahn Jae-hyun,1,0,0.0,0
d16,fact_00114_Ahn Jae-hyun,3,2,0.666667,0
d17,fact_00114_Ahn Jae-hyun,0,0,,1
d18,fact_00114_Ahn Jae-hyun,12,0,0.0,0
d19,fact_00114_Ahn Jae-hyun,2,1,0.5,0
d20,fact_00114_Ahn Jae-hyun,13,0,0.0,0
d21,fact_00114_Ahn Jae-hyun,3,0,0.0,0
d22,fact_00114_Ahn Jae-hyun,6,1,0.166667,0
d23,fact_00114_Ahn Jae-hyun,4,1,0.25,0
d24,fact_00114_Ahn Jae-hyun,1,0,0.0,0
d25,fact_00114_Ahn Jae-hyun,0,0,,1
d26,fact_00114_Ahn Jae-hyun,0,0,,1
d27,fact_00114_Ahn Jae-hyun,0,0,,1
d28,fact_00114_Ahn Jae-hyun,0,0,,1
d29,fact_00114_Ahn Jae-hyun,8,1,0.125,0
d30,fact_00114_Ahn Jae-hyun,6,0,0.0,0
d31,fact_00114_Ahn Jae-hyun,0,0,,1
d32,fact_00114_Ahn Jae-hyun,1,0,0.0,0
d33,fact_00114_Ahn Jae-hyun,0,0,,1
d34,fact_00114_Ahn Jae-hyun,0,0,,1
d35,fact_00114_Ahn Jae-hyun,6,0,0.0,0
d36,fact_00114_Ahn Jae-hyun,1,0,0.0,0
d37,fact_00114_Ahn Jae-hyun,0,0,,1
d38,fact_00114_Ahn Jae-hyun,9,1,0.111111,0
d39,fact_00114_Ahn Jae-hyun,0,0,,1
d40,fact_00114_Ahn Jae-hyun,0,0,,1
d41,fact_00114_Ahn Jae-hyun,0,0,,1
d42,fact_00114_Ahn Jae-hyun,1,1,1.0,0
d43,fact_00114_Ahn Jae-hyun,0,0,,1
d44,fact_00114_Ahn Jae-hyun,20,1,0.05,0
d45,fact_00114_Ahn Jae-hyun,2,0,0.0,0
d46,fact_00114_Ahn Jae-hyun,0,0,,1
d47,fact_00114_Ahn Jae-hyun,14,1,0.071429,0
d48,fact_00114_Ahn Jae-hyun,8,1,0.125,0
d49,fact_00114_Ahn Jae-hyun,5,1,0.2,0
d50,fact_00114_Ahn Jae-hyun,0,0,,1
d51,fact_00114_Ahn Jae-hyun,0,0,,1
d52,fact_00114_Ahn Jae-hyun,3,0,0.0,0
d53,fact_00114_Ahn Jae-hyun,4,0,0.0,0
d54,fact_00114_Ahn Jae-hyun,8,0,0.0,0
d55,fact_00114_Ahn Jae-hyun,11,1,0.090909,0
d56,fact_00114_Ahn Jae-hyun,4,1,0.25,0
d57,fact_00114_Ahn Jae-hyun,7,1,0.142857,0
d58,fact_00114_Ahn Jae-hyun,6,0,0.0,0
d59,fact_00114_Ahn Jae-hyun,1,0,0.0,0
d60,fact_00114_Ahn Jae-hyun,8,0,0.0,0
d61,fact_00114_Ahn Jae-hyun,12,0,0.0,0
d62,fact_00114_Ahn Jae-hyun,11,1,0.090909,0
d63,fact_00114_Ahn Jae-hyun,0,0,,1
d00,fact_00116_Bobo Baldé,0,0,,1
d01,fact_00116_Bobo Baldé,0,0,,1
d02,fact_00116_Bobo Baldé,13,0,0.0,0
d03,fact_00116_Bobo Baldé,0,0,,1
d04,fact_00116_Bobo Baldé,0,0,,1
d05,fact_00116_Bobo Baldé,0,0,,1
d06,fact_00116_Bobo Baldé,0,0,,1
d07,fact_00116_Bobo Baldé,0,0,,1
d08,fact_00116_Bobo Baldé,0,0,,1
d09,fact_00116_Bobo Baldé,9,0,0.0,0
d10,fact_00116_Bobo Baldé,0,0,,1
d11,fact_00116_Bobo Baldé,5,1,0.2,0
d12,fact_00116_Bobo Baldé,0,0,,1
d13,fact_00116_Bobo Baldé,0,0,,1
d14,fact_00116_Bobo Baldé,9,0,0.0,0
d15,fact_00116_Bobo Baldé,0,0,,1
d16,fact_00116_Bobo Baldé,4,0,0.0,0
d17,fact_00116_Bobo Baldé,0,0,,1
d18,fact_00116_Bobo Baldé,3,0,0.0,0
d19,fact_00116_Bobo Baldé,13,0,0.0,0
d20,fact_00116_Bobo Baldé,0,0,,1
d21,fact_00116_Bobo Baldé,10,0,0.0,0
d22,fact_00116_Bobo Baldé,3,1,0.333333,0
d23,fact_00116_Bobo Baldé,12,0,0.0,0
d24,fact_00116_Bobo Baldé,14,0,0.0,0
d25,fact_00116_Bobo Baldé,8,1,0.125,0
d26,fact_00116_Bobo Baldé,15,1,0.066667,0
d27,fact_00116_Bobo Baldé,11,0,0.0,0
d28,fact_00116_Bobo Baldé,0,0,,1
d29,fact_00116_Bobo Baldé,0,0,,1
d30,fact_00116_Bobo Baldé,10,0,0.0,0
d31,fact_00116_Bobo Baldé,0,0,,1
d32,fact_00116_Bobo Baldé,0,0,,1
d33,fact_00116_Bobo Baldé,0,0,,1
d34,fact_00116_Bobo Baldé,7,0,0.0,0
d35,fact_00116_Bobo Baldé,0,0,,1
d36,fact_00116_Bobo Baldé,8,0,0.0,0
d37,fact_00116_Bobo Baldé,13,0,0.0,0
d38,fact_00116_Bobo Baldé,0,0,,1
d39,fact_00116_Bobo Baldé,11,0,0.0,0
d40,fact_00116_Bobo Baldé,0,0,,1
d41,fact_00116_Bobo Baldé,6,0,0.0,0
d42,fact_00116_Bobo Baldé,8,0,0.0,0
d43,fact_00116_Bobo Baldé,0,0,,1
d44,fact_00116_Bobo Baldé,14,0,0.0,0
d45,fact_00116_Bobo Baldé,3,0,0.0,0
d46,fact_00116_Bobo Baldé,0,0,,1
d47,fact_00116_Bobo Baldé,0,0,,1
d48,fact_00116_Bobo Baldé,3,0,0.0,0
d49,fact_00116_Bobo Baldé,3,1,0.333333,0
d50,fact_00116_Bobo Baldé,5,0,0.0,0
d51,fact_00116_Bobo Baldé,3,1,0.333333,0
d52,fact_00116_Bobo Baldé,11,0,0.0,0
d53,fact_00116_Bobo Baldé,9,0,0.0,0
d54,fact_00116_Bobo Baldé,6,0,0.0,0
d55,fact_00116_Bobo Baldé,0,0,,1
d56,fact_00116_Bobo Baldé,1,0,0.0,0
d57,fact_00116_Bobo Baldé,0,0,,1
d58,fact_00116_Bobo Baldé,8,0,0.0,0
d59,fact_00116_Bobo Baldé,2,0,0.0,0
d60,fact_00116_Bobo Baldé,11,0,0.0,0
d61,fact_00116_Bobo Baldé,0,0,,1
d62,fact_00116_Bobo Baldé,0,0,,1
d63,fact_00116_Bobo Baldé,2,0,0.0,0
d00,fact_00118_Chacho Gaytán,0,0,,1
d01,fact_00118_Chacho Gaytán,11,0,0.0,0
d02,fact_00118_Chacho Gaytán,9,0,0.0,0
d03,fact_00118_Chacho Gaytán,16,0,0.0,0
d04,fact_00118_Chacho Gaytán,4,1,0.25,0
d05,fact_00118_Chacho Gaytán,0,0,,1
d06,fact_00118_Chacho Gaytán,6,0,0.0,0
d07,fact_00118_Chacho Gaytán,13,1,0.076923,0
d08,fact_00118_Chacho Gaytán,0,0,,1
d09,fact_00118_Chacho Gaytán,7,0,0.0,0
d10,fact_00118_Chacho Gaytán,0,0,,1
d11,fact_00118_Chacho Gaytán,0,0,,1
d12,fact_00118_Chacho Gaytán,2,0,0.0,0
d13,fact_00118_Chacho Gaytán,9,0,0.0,0
d14,fact_00118_Chacho Gaytán,8,0,0.0,0
d15,fact_00118_Chacho Gaytán,0,0,,1
d16,fact_00118_Chacho Gaytán,3,0,0.0,0
d17,fact_00118_Chacho Gaytán,8,0,0.0,0
d18,fact_00118_Chacho Gaytán,6,1,0.166667,0
d19,fact_00118_Chacho Gaytán,14,0,0.0,0
d20,fact_00118_Chacho Gaytán,0,0,,1
d21,fact_00118_Chacho Gaytán,0,0,,1
d22,fact_00118_Chacho Gaytán,0,0,,1
d23,fact_00118_Chacho Gaytán,0,0,,1
d24,fact_00118_Chacho Gaytán,0,0,,1
d25,fact_00118_Chacho Gaytán,3,0,0.0,0
d26,fact_00118_Chacho Gaytán,0,0,,1
d27,fact_00118_Chacho Gaytán,7,0,0.0,0
d28,fact_00118_Chacho Gaytán,0,0,,1
d29,fact_00118_Chacho Gaytán,0,0,,1
d30,fact_00118_Chacho Gaytán,3,0,0.0,0
d31,fact_00118_Chacho Gaytán,0,0,,1
d32,fact_00118_Chacho Gaytán,0,0,,1
d33,fact_00118_Chacho Gaytán,0,0,,1
d34,fact_00118_Chacho Gaytán,9,0,0.0,0
d35,fact_00118_Chacho Gaytán,2,0,0.0,0
d36,fact_00118_Chacho Gaytán,12,0,0.0,0
d37,fact_00118_Chacho Gaytán,0,0,,1
d38,fact_00118_Chacho Gaytán,3,0,0.0,0
d39,fact_00118_Chacho Gaytán,0,0,,1
d40,fact_00118_Chacho Gaytán,5,0,0.0,0
d41,fact_00118_Chacho Gaytán,0,0,,1
d42,fact_00118_Chacho Gaytán,6,0,0.0,0
d43,fact_00118_Chacho Gaytán,3,1,0.333333,0
d44,fact_00118_Chacho Gaytán,6,0,0.0,0
d45,fact_00118_Chacho Gaytán,0,0,,1
d46,fact_00118_Chacho Gaytán,1,0,0.0,0
d47,fact_00118_Chacho Gaytán,2,0,0.0,0
d48,fact_00118_Chacho Gaytán,4,0,0.0,0
d49,fact_00118_Chacho Gaytán,8,0,0.0,0
d50,fact_00118_Chacho Gaytán,3,0,0.0,0
d51,fact_00118_Chacho Gaytán,0,0,,1
d52,fact_00118_Chacho Gaytán,0,0,,1
d53,fact_00118_Chacho Gaytán,15,0,0.0,0
d54,fact_00118_Chacho Gaytán,0,0,,1
d55,fact_00118_Chacho Gaytán,0,0,,1
d56,fact_00118_Chacho Gaytán,11,0,0.0,0
d57,fact_00118_Chacho Gaytán,9,2,0.222222,0
d58,fact_00118_Chacho Gaytán,5,0,0.0,0
d59,fact_00118_Chacho Gaytán,4,0,0.0,0
d60,fact_00118_Chacho Gaytán,8,0,0.0,0
d61,fact_00118_Chacho Gaytán,0,0,,1
d62,fact_00118_Chacho Gaytán,2,0,0.0,0
d63,fact_00118_Chacho Gaytán,6,0,0.0,0
d00,fact_00119_Bastian Schweinsteiger,0,0,,1
d01,fact_00119_Bastian Schweinsteiger,0,0,,1
d02,fact_00119_Bastian Schweinsteiger,1,1,1.0,0
d03,fact_00119_Bastian Schweinsteiger,0,0,,1
d04,fact_00119_Bastian Schweinsteiger,0,0,,1
d05,fact_00119_Bastian Schweinsteiger,0,0,,1
d06,fact_00119_Bastian Schweinsteiger,0,0,,1
d07,fact_00119_Bastian Schweinsteiger,0,0,,1
d08,fact_00119_Bastian Schweinsteiger,0,0,,1
d09,fact_00119_Bastian Schweinsteiger,0,0,,1
d10,fact_00119_Bastian Schweinsteiger,0,0,,1
d11,fact_00119_Bastian Schweinsteiger,1,0,0.0,0
d12,fact_00119_Bastian Schweinsteiger,0,0,,1
d13,fact_00119_Bastian Schweinsteiger,0,0,,1
d14,fact_00119_Bastian Schweinsteiger,0,0,,1
d15,fact_00119_Bastian Schweinsteiger,0,0,,1
d16,fact_00119_Bastian Schweinsteiger,0,0,,1
d17,fact_00119_Bastian Schweinsteiger,0,0,,1
d18,fact_00119_Bastian Schweinsteiger,0,0,,1
d19,fact_00119_Bastian Schweinsteiger,0,0,,1
d20,fact_00119_Bastian Schweinsteiger,0,0,,1
d21,fact_00119_Bastian Schweinsteiger,0,0,,1
d22,fact_00119_Bastian Schweinsteiger,0,0,,1
d23,fact_00119_Bastian Schweinsteiger,0,0,,1
d24,fact_00119_Bastian Schweinsteiger,1,1,1.0,0
d25,fact_00119_Bastian Schweinsteiger,0,0,,1
d26,fact_00119_Bastian Schweinsteiger,0,0,,1
d27,fact_00119_Bastian Schweinsteiger,0,0,,1
d28,fact_00119_Bastian Schweinsteiger,1,0,0.0,0
d29,fact_00119_Bastian Schweinsteiger,0,0,,1
d30,fact_00119_Bastian Schweinsteiger,0,0,,1
d31,fact_00119_Bastian Schweinsteiger,0,0,,1
d32,fact_00119_Bastian Schweinsteiger,5,0,0.0,0
d33,fact_00119_Bastian Schweinsteiger,0,0,,1
d34,fact_00119_Bastian Schweinsteiger,0,0,,1
d35,fact_00119_Bastian Schweinsteiger,0,0,,1
d36,fact_00119_Bastian Schweinsteiger,6,0,0.0,0
d37,fact_00119_Bastian Schweinsteiger,0,0,,1
d38,fact_00119_Bastian Schweinsteiger,0,0,,1
d39,fact_00119_Bastian Schweinsteiger,0,0,,1
d40,fact_00119_Bastian Schweinsteiger,0,0,,1
d41,fact_00119_Bastian Schweinsteiger,0,0,,1
d42,fact_00119_Bastian Schweinsteiger,0,0,,1
d43,fact_00119_Bastian Schweinsteiger,0,0,,1
d44,fact_00119_Bastian Schweinsteiger,0,0,,1
d45,fact_00119_Bastian Schweinsteiger,0,0,,1
d46,fact_00119_Bastian Schweinsteiger,0,0,,1
d47,fact_00119_Bastian Schweinsteiger,0,0,,1
d48,fact_00119_Bastian Schweinsteiger,0,0,,1
d49,fact_00119_Bastian Schweinsteiger,0,0,,1
d50,fact_00119_Bastian Schweinsteiger,12,0,0.0,0
d51,fact_00119_Bastian Schweinsteiger,0,0,,1
d52,fact_00119_Bastian Schweinsteiger,0,0,,1
d53,fact_00119_Bastian Schweinsteiger,0,0,,1
d54,fact_00119_Bastian Schweinsteiger,0,0,,1
d55,fact_00119_Bastian Schweinsteiger,0,0,,1
d56,fact_00119_Bastian Schweinsteiger,0,0,,1
d57,fact_00119_Bastian Schweinsteiger,0,0,,1
d58,fact_00119_Bastian Schweinsteiger,0,0,,1
d59,fact_00119_Bastian Schweinsteiger,0,0,,1
d60,fact_00119_Bastian Schweinsteiger,0,0,,1
d61,fact_00119_Bastian Schweinsteiger,0,0,,1
d62,fact_00119_Bastian Schweinsteiger,0,0,,1
d63,fact_00119_Bastian Schweinsteiger,0,0,,1
d00,fact_00120_Erich Hartmann,1,0,0.0,0
d01,fact_00120_Erich Hartmann,0,0,,1
d02,fact_00120_Erich Hartmann,0,0,,1
d03,fact_00120_Erich Hartmann,0,0,,1
d04,fact_00120_Erich Hartmann,0,0,,1
d05,fact_00120_Erich Hartmann,8,0,0.0,0
d06,fact_00120_Erich Hartmann,0,0,,1
d07,fact_00120_Erich Hartmann,19,0,0.0,0
d08,fact_00120_Erich Hartmann,6,3,0.5,0
d09,fact_00120_Erich Hartmann,7,0,0.0,0
d10,fact_00120_Erich Hartmann,10,0,0.0,0
d11,fact_00120_Erich Hartmann,0,0,,1
d12,fact_00120_Erich Hartmann,0,0,,1
d13,fact_00120_Erich Hartmann,0,0,,1
d14,fact_00120_Erich Hartmann,0,0,,1
d15,fact_00120_Erich Hartmann,0,0,,1
d16,fact_00120_Erich Hartmann,0,0,,1
d17,fact_00120_Erich Hartmann,0,0,,1
d18,fact_00120_Erich Hartmann,3,2,0.666667,0
d19,fact_00120_Erich Hartmann,4,0,0.0,0
d20,fact_00120_Erich Hartmann,0,0,,1
d21,fact_00120_Erich Hartmann,10,0,0.0,0
d22,fact_00120_Erich Hartmann,9,0,0.0,0
d23,fact_00120_Erich Hartmann,0,0,,1
d24,fact_00120_Erich Hartmann,4,2,0.5,0
d25,fact_00120_Erich Hartmann,5,1,0.2,0
d26,fact_00120_Erich Hartmann,4,0,0.0,0
d27,fact_00120_Erich Hartmann,8,0,0.0,0
d28,fact_00120_Erich Hartmann,0,0,,1
d29,fact_00120_Erich Hartmann,3,0,0.0,0
d30,fact_00120_Erich Hartmann,3,1,0.333333,0
d31,fact_00120_Erich Hartmann,0,0,,1
d32,fact_00120_Erich Hartmann,0,0,,1
d33,fact_00120_Erich Hartmann,5,1,0.2,0
d34,fact_00120_Erich Hartmann,0,0,,1
d35,fact_00120_Erich Hartmann,3,0,0.0,0
d36,fact_00120_Erich Hartmann,5,2,0.4,0
d37,fact_00120_Erich Hartmann,11,0,0.0,0
d38,fact_00120_Erich Hartmann,0,0,,1
d39,fact_00120_Erich Hartmann,5,0,0.0,0
d40,fact_00120_Erich Hartmann,13,1,0.076923,0
d41,fact_00120_Erich Hartmann,4,0,0.0,0
d42,fact_00120_Erich Hartmann,4,0,0.0,0
d43,fact_00120_Erich Hartmann,0,0,,1
d44,fact_00120_Erich Hartmann,6,0,0.0,0
d45,fact_00120_Erich Hartmann,0,0,,1
d46,fact_00120_Erich Hartmann,17,0,0.0,0
d47,fact_00120_Erich Hartmann,0,0,,1
d48,fact_00120_Erich Hartmann,0,0,,1
d49,fact_00120_Erich Hartmann,15,0,0.0,0
d50,fact_00120_Erich Hartmann,7,0,0.0,0
d51,fact_00120_Erich Hartmann,14,0,0.0,0
d52,fact_00120_Erich Hartmann,1,0,0.0,0
d53,fact_00120_Erich Hartmann,0,0,,1
d54,fact_00120_Erich Hartmann,2,1,0.5,0
d55,fact_00120_Erich Hartmann,3,0,0.0,0
d56,fact_00120_Erich Hartmann,0,0,,1
d57,fact_00120_Erich Hartmann,0,0,,1
d58,fact_00120_Erich Hartmann,0,0,,1
d59,fact_00120_Erich Hartmann,19,0,0.0,0
d60,fact_00120_Erich Hartmann,0,0,,1
d61,fact_00120_Erich Hartmann,9,0,0.0,0
d62,fact_00120_Erich Hartmann,13,2,0.153846,0
d63,fact_00120_Erich Hartmann,2,0,0.0,0
d00,fact_00127_Ezechiel N'Douassel,4,0,0.0,0
d01,fact_00127_Ezechiel N'Douassel,0,0,,1
d02,fact_00127_Ezechiel N'Douassel,6,0,0.0,0
d03,fact_00127_Ezechiel N'Douassel,0,0,,1
d04,fact_00127_Ezechiel N'Douassel,0,0,,1
d05,fact_00127_Ezechiel N'Douassel,0,0,,1
d06,fact_00127_Ezechiel N'Douassel,3,0,0.0,0
d07,fact_00127_Ezechiel N'Douassel,0,0,,1
d08,fact_00127_Ezechiel N'Douassel,0,0,,1
d09,fact_00127_Ezechiel N'Douassel,2,0,0.0,0
d10,fact_00127_Ezechiel N'Douassel,0,0,,1
d11,fact_00127_Ezechiel N'Douassel,7,0,0.0,0
d12,fact_00127_Ezechiel N'Douassel,2,0,0.0,0
d13,fact_00127_Ezechiel N'Douassel,0,0,,1
d14,fact_00127_Ezechiel N'Douassel,0,0,,1
d15,fact_00127_Ezechiel N'Douassel,0,0,,1
d16,fact_00127_Ezechiel N'Douassel,0,0,,1
d17,fact_00127_Ezechiel N'Douassel,0,0,,1
d18,fact_00127_Ezechiel N'Douassel,3,0,0.0,0
d19,fact_00127_Ezechiel N'Douassel,0,0,,1
d20,fact_00127_Ezechiel N'Douassel,12,0,0.0,0
d21,fact_00127_Ezechiel N'Douassel,13,0,0.0,0
d22,fact_00127_Ezechiel N'Douassel,0,0,,1
d23,fact_00127_Ezechiel N'Douassel,9,0,0.0,0
d24,fact_00127_Ezechiel N'Douassel,2,0,0.0,0
d25,fact_00127_Ezechiel N'Douassel,0,0,,1
d26,fact_00127_Ezechiel N'Douassel,9,0,0.0,0
d27,fact_00127_Ezechiel N'Douassel,7,0,0.0,0
d28,fact_00127_Ezechiel N'Douassel,0,0,,1
d29,fact_00127_Ezechiel N'Douassel,0,0,,1
d30,fact_00127_Ezechiel N'Douassel,17,2,0.117647,0
d31,fact_00127_Ezechiel N'Douassel,5,0,0.0,0
d32,fact_00127_Ezechiel N'Douassel,0,0,,1
d33,fact_00127_Ezechiel N'Douassel,0,0,,1
d34,fact_00127_Ezechiel N'Douassel,0,0,,1
d35,fact_00127_Ezechiel N'Douassel,0,0,,1
d36,fact_00127_Ezechiel N'Douassel,10,0,0.0,0
d37,fact_00127_Ezechiel N'Douassel,2,0,0.0,0
d38,fact_00127_Ezechiel N'Douassel,0,0,,1
d39,fact_00127_Ezechiel N'Douassel,13,0,0.0,0
d40,fact_00127_Ezechiel N'Douassel,0,0,,1
d41,fact_00127_Ezechiel N'Douassel,18,0,0.0,0
d42,fact_00127_Ezechiel N'Douassel,5,0,0.0,0
d43,fact_00127_Ezechiel N'Douassel,0,0,,1
d44,fact_00127_Ezechiel N'Douassel,0,0,,1
