quantity,arm,value,lo95,hi95,n,single_order,reading
"D1 selection gain, order-averaged",sel_n64,0.1782,0.1556,0.2009,850,0.2112,SURVIVES
"D2 metered gain, order-averaged",metered_k10,0.1538,0.1276,0.1797,850,0.4082,SURVIVES
"D3 difference of gains, paired",sel_n64 - metered_k10,0.0244,-0.0029,0.0512,850,-0.1971,REVERSAL UNRESOLVED
order consistency,sel_n64,0.6482,,,850,,NOISY
order consistency,sel_n1,0.7129,,,850,,STABLE
order consistency,metered_k10,0.14,,,850,,UNUSABLE
order consistency,anchor_k0,0.7129,,,850,,STABLE
