quantity,arm,value,lo95,hi95,n,single_order,reading
"D1 selection gain, order-averaged",sel_n64,0.1045,0.082,0.128,500,0.11,SURVIVES
"D2 metered gain, order-averaged",metered_k1e-09,0.0215,0.0015,0.0415,500,0.008,SURVIVES
"D3 difference of gains, paired",sel_n64 - metered_k1e-09,0.083,0.052,0.1135,500,0.102,REVERSAL CONFIRMED
order consistency,sel_n64,0.266,,,500,,UNUSABLE
order consistency,sel_n1,0.254,,,500,,UNUSABLE
order consistency,metered_k1e-09,0.246,,,500,,UNUSABLE
order consistency,anchor_k0,0.244,,,500,,UNUSABLE
