prompt_id,novel,n_target,delta_init,S_total,s_mean,s_std,s_max,s_p90,k_crit,k_crit_eta,feasible_k0.15,feasible_eta_k0.15,pred_frac_k0.15,paid_frac_k0.15,forced_open_k0.15,recall_k0.15,feasible_k0.5,feasible_eta_k0.5,pred_frac_k0.5,paid_frac_k0.5,forced_open_k0.5,recall_k0.5,feasible_k1,feasible_eta_k1,pred_frac_k1,paid_frac_k1,forced_open_k1,recall_k1,feasible_k3,feasible_eta_k3,pred_frac_k3,paid_frac_k3,forced_open_k3,recall_k3,feasible_k5,feasible_eta_k5,pred_frac_k5,paid_frac_k5,forced_open_k5,recall_k5,feasible_k10,feasible_eta_k10,pred_frac_k10,paid_frac_k10,forced_open_k10,recall_k10,feasible_k20,feasible_eta_k20,pred_frac_k20,paid_frac_k20,forced_open_k20,recall_k20
bookmia.00.11,1984,271,0.0,695.12,2.565,2.5072,12.183,5.84,8.9364,7.3496,0,0,0.0,0.1328,5,,0,0,0.0,0.2435,5,,0,0,0.0,0.369,5,,0,0,0.9815,0.9852,2,,0,0,0.9926,0.9926,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.26,1984,264,0.0,784.71,2.9724,2.568,11.964,6.532,6.3504,5.0222,0,0,0.0,0.1061,7,,0,0,0.0,0.1894,7,,0,0,0.0,0.3295,7,,0,0,0.8523,0.947,1,,0,0,0.9962,0.9962,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.31,1984,257,0.0,777.4,3.0249,2.5403,11.631,6.65,5.2425,4.0251,0,0,0.0,0.0545,18,,0,0,0.0,0.1634,18,,0,0,0.0,0.284,9,,0,0,0.965,0.9767,0,,0,1,0.9922,0.9961,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.40,1984,279,0.0,833.37,2.987,2.6108,13.342,6.947,4.6036,3.4501,0,0,0.0,0.0968,3,,0,0,0.0,0.2151,0,,0,0,0.0,0.3262,0,,0,0,0.871,0.9462,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.46,1984,273,0.0,888.12,3.2532,2.9138,14.477,6.994,6.0301,4.7339,0,0,0.0,0.1026,33,,0,0,0.0,0.2088,1,,0,0,0.0,0.293,1,,0,0,0.7289,0.9194,1,,0,1,0.9963,0.9963,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.48,1984,283,0.0,832.64,2.9422,2.4869,10.595,6.741,4.8789,3.6979,0,0,0.0,0.0954,20,,0,0,0.0,0.1908,20,,0,0,0.0,0.3039,20,,0,0,0.8799,0.9541,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.64,1984,272,0.0,791.23,2.9089,2.538,12.33,6.541,4.4363,3.2995,0,0,0.0,0.0772,51,,0,0,0.0,0.1765,2,,0,0,0.0,0.3382,2,,0,0,0.6654,0.9338,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.00.71,1984,295,0.0,944.46,3.2016,2.9857,13.531,7.757,4.5957,3.443,0,0,0.0,0.1288,1,,0,0,0.0,0.2339,1,,0,0,0.0,0.3593,1,,0,0,0.522,0.8949,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.00,a_game_of_thrones,295,0.0,914.57,3.1002,2.7941,14.295,7.112,10.522,8.7767,0,0,0.0,0.1051,1,,0,0,0.0,0.2237,1,,0,0,0.0,0.3627,1,,0,0,0.7153,0.9017,1,,0,0,0.9966,0.9966,1,,0,1,0.9966,0.9966,1,,1,1,1.0,1.0,0,
bookmia.01.01,a_game_of_thrones,315,0.0,1013.69,3.2181,3.1589,15.135,7.381,8.829,7.253,0,0,0.0,0.1302,15,,0,0,0.0,0.2413,11,,0,0,0.0,0.3651,7,,0,0,0.7016,0.8889,0,,0,0,0.9841,0.9873,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.02,a_game_of_thrones,286,0.0,975.5,3.4108,3.0383,13.9,7.857,5.9046,4.621,0,0,0.0,0.0769,81,,0,0,0.0,0.1643,5,,0,0,0.0,0.2937,2,,0,0,0.6434,0.8706,0,,0,1,0.993,0.9965,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.03,a_game_of_thrones,276,0.0,909.46,3.2951,2.6179,13.402,7.496,8.0941,6.5916,0,0,0.0,0.0616,31,,0,0,0.0,0.1413,31,,0,0,0.0,0.2428,9,,0,0,0.4348,0.8514,2,,0,0,0.9746,0.9928,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.04,a_game_of_thrones,271,0.0,886.2,3.2701,2.6568,16.676,7.241,3.872,2.7916,0,0,0.0,0.0369,37,,0,0,0.0,0.1218,15,,0,0,0.0,0.2362,14,,0,1,0.4059,0.8561,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.07,a_game_of_thrones,282,0.0,974.42,3.4554,2.8112,13.253,7.314,4.9923,3.7999,0,0,0.0,0.0567,8,,0,0,0.0,0.1135,8,,0,0,0.0,0.2411,8,,0,0,0.2801,0.8085,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.10,a_game_of_thrones,284,0.0,966.48,3.4031,2.9197,13.304,7.346,5.8401,4.5629,0,0,0.0,0.0775,44,,0,0,0.0,0.1655,28,,0,0,0.0,0.2782,10,,0,0,0.6127,0.8486,3,,0,1,0.9754,0.9894,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.11,a_game_of_thrones,270,0.0,778.61,2.8837,2.6446,16.046,6.538,5.6021,4.3487,0,0,0.0,0.0778,0,,0,0,0.0,0.1889,0,,0,0,0.0,0.3148,0,,0,0,0.9037,0.9926,0,,0,1,0.9926,0.9963,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.12,a_game_of_thrones,313,0.0,995.37,3.1801,2.8112,14.611,7.158,4.3172,3.1923,0,0,0.0,0.099,20,,0,0,0.0,0.1917,20,,0,0,0.0,0.3291,16,,0,0,0.5527,0.8946,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.14,a_game_of_thrones,280,0.0,932.48,3.3303,2.6473,15.355,7.133,10.3862,8.6544,0,0,0.0,0.0643,21,,0,0,0.0,0.15,1,,0,0,0.0,0.2393,1,,0,0,0.55,0.8429,1,,0,0,0.9964,0.9964,1,,0,1,0.9964,0.9964,1,,1,1,1.0,1.0,0,
bookmia.01.20,a_game_of_thrones,295,0.0,929.74,3.1517,2.8269,13.069,7.313,6.5401,5.1929,0,0,0.0,0.0949,22,,0,0,0.0,0.2271,7,,0,0,0.0,0.3458,7,,0,0,0.722,0.922,7,,0,0,0.9831,0.9898,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.22,a_game_of_thrones,292,0.0,927.33,3.1758,2.8181,13.818,7.046,4.0385,2.9415,0,0,0.0,0.1096,8,,0,0,0.0,0.2021,4,,0,0,0.0,0.3151,4,,0,1,0.6747,0.9521,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.23,a_game_of_thrones,273,0.0,865.35,3.1698,2.7627,13.337,7.266,5.2339,4.0174,0,0,0.0,0.0916,20,,0,0,0.0,0.1722,10,,0,0,0.0,0.293,10,,0,0,0.8388,0.9158,3,,0,1,0.9963,0.9963,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.26,a_game_of_thrones,298,0.0,897.93,3.0132,2.6147,15.47,6.723,4.5835,3.432,0,0,0.0,0.0805,6,,0,0,0.0,0.1846,6,,0,0,0.0,0.3255,6,,0,0,0.7114,0.8893,4,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.27,a_game_of_thrones,279,0.0,867.16,3.1081,2.7348,14.142,6.864,5.5926,4.3401,0,0,0.0,0.086,25,,0,0,0.0,0.1541,2,,0,0,0.0,0.3082,2,,0,0,0.7742,0.9355,0,,0,1,0.9928,0.9964,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.31,a_game_of_thrones,274,0.0,921.2,3.362,2.8363,15.225,7.252,6.227,4.9111,0,0,0.0,0.0839,16,,0,0,0.0,0.1606,15,,0,0,0.0,0.281,15,,0,0,0.6496,0.8467,1,,0,1,0.9818,0.9927,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.32,a_game_of_thrones,278,0.0,930.23,3.3462,2.799,12.245,7.28,7.9987,6.5057,0,0,0.0,0.0755,36,,0,0,0.0,0.1331,23,,0,0,0.0,0.2806,6,,0,0,0.446,0.8273,2,,0,0,0.9964,0.9964,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.33,a_game_of_thrones,297,0.0,1019.42,3.4324,2.9818,14.62,7.15,8.4048,6.8712,0,0,0.0,0.101,13,,0,0,0.0,0.1684,13,,0,0,0.0,0.303,4,,0,0,0.3569,0.8316,4,,0,0,0.9865,0.9899,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.36,a_game_of_thrones,279,0.0,912.12,3.2692,2.5661,10.807,6.899,6.287,4.9651,0,0,0.0,0.0645,40,,0,0,0.0,0.1254,25,,0,0,0.0,0.2437,4,,0,0,0.6237,0.8996,3,,0,1,0.9892,0.9964,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.37,a_game_of_thrones,278,0.0,924.08,3.324,2.9849,13.957,7.45,7.5617,6.1124,0,0,0.0,0.0863,16,,0,0,0.0,0.1871,11,,0,0,0.0,0.2806,11,,0,0,0.6727,0.8849,3,,0,0,0.964,0.9856,1,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.39,a_game_of_thrones,284,0.0,957.41,3.3712,2.8564,16.198,6.925,4.9599,3.7707,0,0,0.0,0.0599,10,,0,0,0.0,0.1268,10,,0,0,0.0,0.2218,10,,0,0,0.2465,0.8063,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.41,a_game_of_thrones,276,0.0,929.44,3.3675,2.8394,12.488,7.617,4.6811,3.5199,0,0,0.0,0.0652,38,,0,0,0.0,0.1594,9,,0,0,0.0,0.2717,5,,0,0,0.4348,0.8333,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.42,a_game_of_thrones,283,0.0,885.57,3.1292,2.7723,14.91,7.014,5.4754,4.2347,0,0,0.0,0.0777,6,,0,0,0.0,0.1625,6,,0,0,0.0,0.3251,5,,0,0,0.8657,0.947,0,,0,1,0.9823,0.9929,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.43,a_game_of_thrones,316,0.0,1162.27,3.6781,3.0901,12.12,8.45,4.4843,3.3427,0,0,0.0,0.0886,3,,0,0,0.0,0.1582,3,,0,0,0.0,0.2753,3,,0,0,0.2215,0.7563,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.44,a_game_of_thrones,301,0.0,1014.32,3.3698,2.9805,13.612,7.469,4.4801,3.339,0,0,0.0,0.0831,0,,0,0,0.0,0.1628,0,,0,0,0.0,0.3289,0,,0,0,0.5482,0.8439,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.46,a_game_of_thrones,296,0.0,1003.64,3.3907,2.9277,15.13,7.463,8.9937,7.4012,0,0,0.0,0.0777,100,,0,0,0.0,0.1486,14,,0,0,0.0,0.2669,4,,0,0,0.4831,0.8446,4,,0,0,0.9865,0.9899,2,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.49,a_game_of_thrones,305,0.0,990.43,3.2473,2.9968,17.77,7.414,7.114,5.7095,0,0,0.0,0.0951,44,,0,0,0.0,0.2098,2,,0,0,0.0,0.3344,0,,0,0,0.6721,0.8787,0,,0,0,0.9574,0.977,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.51,a_game_of_thrones,285,0.0,900.89,3.161,2.6772,11.943,6.9,5.8108,4.5366,0,0,0.0,0.0772,6,,0,0,0.0,0.1509,6,,0,0,0.0,0.2842,3,,0,0,0.5579,0.9123,1,,0,1,0.9789,0.9895,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.52,a_game_of_thrones,311,0.0,897.33,2.8853,2.6469,13.96,7.258,4.8487,3.6707,0,0,0.0,0.1254,8,,0,0,0.0,0.1994,3,,0,0,0.0,0.3376,3,,0,0,0.8039,0.9421,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.58,a_game_of_thrones,271,0.0,851.71,3.1428,2.7741,14.433,7.037,9.0994,7.4963,0,0,0.0,0.0886,15,,0,0,0.0,0.1956,15,,0,0,0.0,0.3321,15,,0,0,0.6863,0.8413,8,,0,0,0.9446,0.9483,8,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.59,a_game_of_thrones,299,0.0,1021.82,3.4175,3.0115,14.54,7.654,4.824,3.6484,0,0,0.0,0.097,0,,0,0,0.0,0.1873,0,,0,0,0.0,0.311,0,,0,0,0.505,0.8495,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.60,a_game_of_thrones,305,0.0,1066.66,3.4972,3.0973,15.409,7.799,4.7836,3.6121,0,0,0.0,0.082,3,,0,0,0.0,0.1607,3,,0,0,0.0,0.2721,0,,0,0,0.4492,0.8262,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.62,a_game_of_thrones,285,0.0,943.33,3.3099,2.8761,18.954,7.068,6.3126,4.9882,0,0,0.0,0.0737,4,,0,0,0.0,0.1789,4,,0,0,0.0,0.2667,4,,0,0,0.4877,0.8491,3,,0,1,0.9895,0.993,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
bookmia.01.69,a_game_of_thrones,286,0.0,947.33,3.3123,2.7994,14.287,7.219,3.5622,2.5129,0,0,0.0,0.0769,27,,0,0,0.0,0.1399,27,,0,0,0.0,0.2308,14,,0,1,0.3776,0.8601,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,,1,1,1.0,1.0,0,
