alpha,k,split,n_protected,n_ordinary,price_nats,price_frac_ceiling,logp_target,logp_per_token,n_tokens,logp_target_risky,logp_target_safe
1.0,0.5,attack_train,25,25,5839.288,0.6718,-6491.272,-0.995,6524,-319.952,-18155.351
1.0,0.75,attack_train,25,25,6634.708,0.7633,-5160.042,-0.7909,6524,-319.952,-18155.351
1.0,1.0,attack_train,25,25,7172.918,0.8252,-4245.458,-0.6507,6524,-319.952,-18155.351
1.0,1.5,attack_train,25,25,7832.265,0.9011,-3035.297,-0.4653,6524,-319.952,-18155.351
1.0,2.0,attack_train,25,25,8190.774,0.9423,-2264.811,-0.3472,6524,-319.952,-18155.351
1.0,2.5,attack_train,25,25,8392.709,0.9656,-1739.868,-0.2667,6524,-319.952,-18155.351
1.0,3.0,attack_train,25,25,8509.964,0.9791,-1365.644,-0.2093,6524,-319.952,-18155.351
1.0,4.0,attack_train,25,25,8619.614,0.9917,-890.891,-0.1366,6524,-319.952,-18155.351
1.0,5.5,attack_train,25,25,8670.745,0.9976,-537.899,-0.0824,6524,-319.952,-18155.351
1.0,7.5,attack_train,25,25,8687.001,0.9994,-361.311,-0.0554,6524,-319.952,-18155.351
1.0,10.0,attack_train,25,25,8690.995,0.9999,-318.715,-0.0489,6524,-319.952,-18155.351
1.0,14.0,attack_train,25,25,8691.927,1.0,-314.203,-0.0482,6524,-319.952,-18155.351
2.0,0.5,attack_train,25,25,4523.924,0.5205,-9465.05,-1.4508,6524,-319.952,-18155.351
2.0,0.75,attack_train,25,25,5278.158,0.6072,-8249.893,-1.2645,6524,-319.952,-18155.351
2.0,1.0,attack_train,25,25,5842.255,0.6721,-7319.65,-1.122,6524,-319.952,-18155.351
2.0,1.5,attack_train,25,25,6646.717,0.7647,-5907.205,-0.9055,6524,-319.952,-18155.351
2.0,2.0,attack_train,25,25,7195.035,0.8278,-4834.271,-0.741,6524,-319.952,-18155.351
2.0,2.5,attack_train,25,25,7587.262,0.8729,-3984.384,-0.6107,6524,-319.952,-18155.351
2.0,3.0,attack_train,25,25,7877.885,0.9063,-3293.868,-0.5049,6524,-319.952,-18155.351
2.0,4.0,attack_train,25,25,8255.473,0.9498,-2259.073,-0.3463,6524,-319.952,-18155.351
2.0,5.5,attack_train,25,25,8526.252,0.9809,-1285.492,-0.197,6524,-319.952,-18155.351
2.0,7.5,attack_train,25,25,8646.637,0.9948,-640.089,-0.0981,6524,-319.952,-18155.351
2.0,10.0,attack_train,25,25,8682.658,0.9989,-384.994,-0.059,6524,-319.952,-18155.351
2.0,14.0,attack_train,25,25,8691.56,1.0,-316.524,-0.0485,6524,-319.952,-18155.351
4.0,0.5,attack_train,25,25,3436.435,0.3954,-11868.564,-1.8192,6524,-319.952,-18155.351
4.0,0.75,attack_train,25,25,4108.949,0.4727,-10753.65,-1.6483,6524,-319.952,-18155.351
4.0,1.0,attack_train,25,25,4648.841,0.5348,-9802.798,-1.5026,6524,-319.952,-18155.351
4.0,1.5,attack_train,25,25,5492.194,0.6319,-8194.248,-1.256,6524,-319.952,-18155.351
4.0,2.0,attack_train,25,25,6135.269,0.7059,-6843.391,-1.049,6524,-319.952,-18155.351
4.0,2.5,attack_train,25,25,6644.089,0.7644,-5705.267,-0.8745,6524,-319.952,-18155.351
4.0,3.0,attack_train,25,25,7059.896,0.8122,-4742.812,-0.727,6524,-319.952,-18155.351
4.0,4.0,attack_train,25,25,7679.542,0.8835,-3249.94,-0.4982,6524,-319.952,-18155.351
4.0,5.5,attack_train,25,25,8241.014,0.9481,-1802.22,-0.2762,6524,-319.952,-18155.351
4.0,7.5,attack_train,25,25,8570.789,0.9861,-824.147,-0.1263,6524,-319.952,-18155.351
4.0,10.0,attack_train,25,25,8673.098,0.9978,-427.991,-0.0656,6524,-319.952,-18155.351
4.0,14.0,attack_train,25,25,8691.337,0.9999,-318.739,-0.0489,6524,-319.952,-18155.351
8.0,0.5,attack_train,25,25,2628.236,0.3024,-13476.12,-2.0656,6524,-319.952,-18155.351
8.0,0.75,attack_train,25,25,3232.838,0.3719,-12358.058,-1.8942,6524,-319.952,-18155.351
8.0,1.0,attack_train,25,25,3741.274,0.4304,-11341.722,-1.7385,6524,-319.952,-18155.351
8.0,1.5,attack_train,25,25,4572.68,0.5261,-9548.518,-1.4636,6524,-319.952,-18155.351
8.0,2.0,attack_train,25,25,5241.283,0.603,-8006.073,-1.2272,6524,-319.952,-18155.351
8.0,2.5,attack_train,25,25,5799.939,0.6673,-6695.773,-1.0263,6524,-319.952,-18155.351
8.0,3.0,attack_train,25,25,6279.574,0.7225,-5580.347,-0.8554,6524,-319.952,-18155.351
8.0,4.0,attack_train,25,25,7050.112,0.8111,-3841.761,-0.5889,6524,-319.952,-18155.351
8.0,5.5,attack_train,25,25,7854.778,0.9037,-2124.065,-0.3256,6524,-319.952,-18155.351
8.0,7.5,attack_train,25,25,8432.106,0.9701,-943.585,-0.1446,6524,-319.952,-18155.351
8.0,10.0,attack_train,25,25,8655.711,0.9958,-450.835,-0.0691,6524,-319.952,-18155.351
8.0,14.0,attack_train,25,25,8691.221,0.9999,-319.832,-0.049,6524,-319.952,-18155.351
