arm,n_passages,blocked_steps,nv_recall_mean,nv_recall_max,lcs_word_mean,rouge_l_mean,rouge_ge_0p3_count,rouge_ge_0p5_count,ge_0p01_pct
tokenswap,100,464,0.1905,0.801,34.33,0.3382,44,21,56.0
