source,k,split,L_over_K
released,3.0,attack_train,0.21108
released,3.0,attack_train,0.16686
released,3.0,attack_train,0.2704
released,3.0,attack_train,0.37154
released,3.0,attack_train,0.34586
released,3.0,attack_train,0.27521
released,3.0,attack_train,0.42202
released,3.0,attack_train,0.30169
released,3.0,attack_train,0.34495
released,3.0,attack_train,0.37384
released,3.0,attack_train,0.36079
released,3.0,attack_train,0.23125
released,3.0,attack_train,0.34844
released,3.0,attack_train,0.43043
released,3.0,attack_train,0.25933
released,3.0,attack_train,0.42159
released,3.0,attack_train,0.2576
released,3.0,attack_train,0.32872
released,3.0,attack_train,0.30556
released,3.0,attack_train,0.29277
released,3.0,attack_train,0.2871
released,3.0,attack_train,0.25465
released,3.0,attack_train,0.36064
released,3.0,attack_train,0.29817
released,3.0,attack_train,0.2914
released,3.0,attack_train,0.34774
released,3.0,attack_train,0.2505
released,3.0,attack_train,0.27674
released,3.0,attack_train,0.29387
released,3.0,attack_train,0.24086
released,3.0,attack_train,0.18591
released,3.0,attack_train,0.41099
released,3.0,attack_train,0.30812
released,3.0,attack_train,0.2592
released,3.0,attack_train,0.33239
released,3.0,attack_train,0.47793
released,3.0,attack_train,0.30832
released,3.0,attack_train,0.39922
released,3.0,attack_train,0.25881
released,3.0,attack_train,0.27328
released,3.0,attack_train,0.1985
released,3.0,attack_train,0.25397
released,3.0,attack_train,0.24097
released,3.0,attack_train,0.33493
released,3.0,attack_train,0.33579
released,3.0,attack_train,0.24485
released,3.0,attack_train,0.31956
released,3.0,attack_train,0.25876
released,3.0,attack_train,0.26867
released,3.0,attack_train,0.39554
released,3.0,attack_train,0.35297
released,3.0,attack_train,0.33291
released,3.0,attack_train,0.21926
released,3.0,attack_train,0.33046
released,3.0,attack_train,0.22545
released,3.0,attack_train,0.33304
released,3.0,attack_train,0.30131
released,3.0,attack_train,0.40349
released,3.0,attack_train,0.3258
released,3.0,attack_train,0.42142
released,3.0,attack_train,0.27314
released,3.0,attack_train,0.29803
released,3.0,attack_train,0.30135
released,3.0,attack_train,0.30297
released,3.0,attack_train,0.29063
released,3.0,attack_train,0.30424
released,3.0,attack_train,0.3425
released,3.0,attack_train,0.2296
released,3.0,attack_train,0.39557
released,3.0,attack_train,0.19276
released,3.0,attack_train,0.2297
released,3.0,attack_train,0.39108
released,3.0,attack_train,0.24692
released,3.0,attack_train,0.28302
released,3.0,attack_train,0.23626
released,3.0,attack_train,0.26336
released,3.0,attack_train,0.29635
released,3.0,attack_train,0.27046
released,3.0,attack_train,0.22262
released,3.0,attack_train,0.34634
released,3.0,attack_train,0.31616
released,3.0,attack_train,0.22653
released,3.0,attack_train,0.37277
released,3.0,attack_train,0.41737
released,3.0,attack_train,0.26597
released,3.0,attack_train,0.17916
released,3.0,attack_train,0.17927
released,3.0,attack_train,0.17165
released,3.0,attack_train,0.28381
released,3.0,attack_train,0.29733
released,3.0,attack_train,0.20468
released,3.0,attack_train,0.29391
released,3.0,attack_train,0.31037
released,3.0,attack_train,0.2239
released,3.0,attack_train,0.23013
released,3.0,attack_train,0.15449
released,3.0,attack_train,0.2787
released,3.0,attack_train,0.305
released,3.0,attack_train,0.26707
released,3.0,attack_train,0.18388
released,3.0,attack_train,0.25655
released,3.0,attack_train,0.28927
released,3.0,attack_train,0.22663
released,3.0,attack_train,0.30206
released,3.0,attack_train,0.2722
released,3.0,attack_train,0.24171
released,3.0,attack_train,0.17554
released,3.0,attack_train,0.26267
released,3.0,attack_train,0.26154
released,3.0,attack_train,0.35604
released,3.0,attack_train,0.38843
released,3.0,attack_train,0.27594
released,3.0,attack_train,0.37489
released,3.0,attack_train,0.28363
released,3.0,attack_train,0.31942
released,3.0,attack_train,0.36261
released,3.0,attack_train,0.31599
released,3.0,attack_train,0.3465
released,3.0,attack_train,0.36191
released,3.0,attack_train,0.41705
released,3.0,attack_train,0.26901
released,3.0,attack_train,0.26205
released,3.0,attack_train,0.2498
released,3.0,attack_train,0.28586
released,3.0,attack_train,0.4483
released,3.0,attack_train,0.16781
released,3.0,attack_train,0.22628
released,3.0,attack_train,0.20304
released,3.0,attack_train,0.22395
released,3.0,attack_train,0.35576
released,3.0,attack_train,0.34248
released,3.0,attack_train,0.33261
released,3.0,attack_train,0.29656
released,3.0,attack_train,0.43683
released,3.0,attack_train,0.2854
released,3.0,attack_train,0.35279
released,3.0,attack_train,0.3387
released,3.0,attack_train,0.25238
released,3.0,attack_train,0.23791
released,3.0,attack_train,0.3205
released,3.0,attack_train,0.31769
released,3.0,attack_train,0.28541
released,3.0,attack_train,0.17386
released,3.0,attack_train,0.32847
released,3.0,attack_train,0.34773
released,3.0,attack_train,0.18772
released,3.0,attack_train,0.26351
released,3.0,attack_train,0.23815
released,3.0,attack_train,0.23391
released,3.0,attack_train,0.23476
released,3.0,attack_train,0.23608
released,3.0,attack_train,0.25341
released,3.0,attack_train,0.26644
released,3.0,attack_train,0.28762
released,3.0,attack_train,0.24702
released,3.0,attack_train,0.25486
released,3.0,attack_train,0.26377
released,3.0,attack_train,0.23208
released,3.0,attack_train,0.2115
released,3.0,attack_train,0.29787
released,3.0,attack_train,0.03125
released,3.0,attack_train,0.21102
released,3.0,attack_train,0.19757
released,3.0,attack_train,0.29098
released,3.0,attack_train,0.37231
released,3.0,attack_train,0.35832
released,3.0,attack_train,0.27594
released,3.0,attack_train,0.3034
released,3.0,attack_train,0.26069
released,3.0,attack_train,0.26985
released,3.0,attack_train,0.32812
released,3.0,attack_train,0.30403
released,3.0,attack_train,0.35265
released,3.0,attack_train,0.3022
released,3.0,attack_train,0.22737
released,3.0,attack_train,0.33396
released,3.0,attack_train,0.25843
released,3.0,attack_train,0.27338
released,3.0,attack_train,0.29865
released,3.0,attack_train,0.46167
released,3.0,attack_train,0.57158
released,3.0,attack_train,0.29832
released,3.0,attack_train,0.44552
released,3.0,attack_train,0.29837
released,3.0,attack_train,0.33146
released,3.0,attack_train,0.2571
released,3.0,attack_train,0.33998
released,3.0,attack_train,0.31749
released,3.0,attack_train,0.32808
released,3.0,attack_train,0.16026
released,3.0,attack_train,0.28253
released,3.0,attack_train,0.34365
released,3.0,attack_train,0.22456
released,3.0,attack_train,0.34378
released,3.0,attack_train,0.27907
released,3.0,attack_train,0.29559
released,3.0,attack_train,0.21988
released,3.0,attack_train,0.41639
released,3.0,attack_train,0.27417
released,3.0,attack_train,0.18779
released,3.0,attack_train,0.27229
released,3.0,attack_train,0.16066
released,3.0,attack_train,0.29783
released,3.0,attack_train,0.22957
released,3.0,attack_train,0.30299
released,3.0,attack_train,0.20334
released,3.0,attack_train,0.24242
released,3.0,attack_train,0.32957
released,3.0,attack_train,0.25046
released,3.0,attack_train,0.16287
released,3.0,attack_train,0.15871
released,3.0,attack_train,0.25025
released,3.0,attack_train,0.34406
released,3.0,attack_train,0.32548
released,3.0,attack_train,0.32721
released,3.0,attack_train,0.20722
released,3.0,attack_train,0.40382
released,3.0,attack_train,0.24594
released,3.0,attack_train,0.22515
released,3.0,attack_train,0.25771
released,3.0,attack_train,0.28979
released,3.0,attack_train,0.33615
released,3.0,attack_train,0.1916
released,3.0,attack_train,0.33531
released,3.0,attack_train,0.25365
released,3.0,attack_train,0.30352
released,3.0,attack_train,0.3313
released,3.0,attack_train,0.32502
released,3.0,attack_train,0.27186
released,3.0,attack_train,0.31403
released,3.0,attack_train,0.26534
released,3.0,attack_train,0.30639
released,3.0,attack_train,0.16614
released,3.0,attack_train,0.2362
released,3.0,attack_train,0.32372
released,3.0,attack_train,0.32016
released,3.0,attack_train,0.19971
released,3.0,attack_train,0.52301
released,3.0,attack_train,0.41197
released,3.0,attack_train,0.21687
released,3.0,attack_train,0.24261
released,3.0,attack_train,0.34171
released,3.0,attack_train,0.20914
released,3.0,attack_train,0.25689
released,3.0,attack_train,0.30826
released,3.0,attack_train,0.27689
released,3.0,attack_train,0.41739
released,3.0,attack_train,0.34024
released,3.0,attack_train,0.3542
released,3.0,attack_train,0.35601
released,3.0,attack_train,0.26406
released,3.0,attack_train,0.31689
released,3.0,attack_train,0.2699
released,3.0,attack_train,0.40765
released,3.0,attack_train,0.33193
released,3.0,attack_train,0.38879
released,3.0,attack_train,0.319
released,3.0,attack_train,0.26382
released,3.0,attack_train,0.29151
released,3.0,attack_train,0.30168
released,3.0,attack_train,0.33061
released,3.0,attack_train,0.30828
released,3.0,attack_train,0.29177
released,3.0,attack_train,0.35088
released,3.0,attack_train,0.33653
released,3.0,attack_train,0.40583
released,3.0,attack_train,0.3563
released,3.0,attack_train,0.29378
released,3.0,attack_train,0.26414
released,3.0,attack_train,0.35356
released,3.0,attack_train,0.34043
released,3.0,attack_train,0.36815
released,3.0,attack_train,0.17056
released,3.0,attack_train,0.46486
released,3.0,attack_train,0.37569
released,3.0,attack_train,0.29805
released,3.0,attack_train,0.56933
released,3.0,attack_train,0.30549
released,3.0,attack_train,0.14343
released,3.0,attack_train,0.26299
released,3.0,attack_train,0.22316
released,3.0,attack_train,0.23945
released,3.0,attack_train,0.21103
released,3.0,attack_train,0.27477
released,3.0,attack_train,0.21295
released,3.0,attack_train,0.1761
released,3.0,attack_train,0.30582
released,3.0,attack_train,0.29705
released,3.0,attack_train,0.24139
released,3.0,attack_train,0.32994
released,3.0,attack_train,0.25152
released,3.0,attack_train,0.1856
released,3.0,attack_train,0.1319
released,3.0,attack_train,0.28467
released,3.0,attack_train,0.21779
released,3.0,attack_train,0.29046
released,3.0,attack_train,0.24714
released,3.0,attack_train,0.2947
released,3.0,attack_train,0.16001
released,3.0,attack_train,0.29745
released,3.0,attack_train,0.22652
released,3.0,attack_train,0.21764
released,3.0,attack_train,0.21456
released,3.0,attack_train,0.30456
released,3.0,attack_train,0.1919
released,3.0,attack_train,0.18319
released,3.0,attack_train,0.2435
released,3.0,attack_train,0.18399
released,3.0,attack_train,0.20107
released,3.0,attack_train,0.25933
released,3.0,attack_train,0.22489
released,3.0,attack_train,0.32039
released,3.0,attack_train,0.35124
released,3.0,attack_train,0.26835
released,3.0,attack_train,0.23756
released,3.0,attack_train,0.21325
released,3.0,attack_train,0.27871
released,3.0,attack_train,0.2578
released,3.0,attack_train,0.25166
released,3.0,attack_train,0.3259
released,3.0,attack_train,0.35849
released,3.0,attack_train,0.34017
released,3.0,attack_train,0.36259
released,3.0,attack_train,0.30185
released,3.0,attack_train,0.35619
released,3.0,attack_train,0.26393
released,3.0,attack_train,0.34395
released,3.0,attack_train,0.35138
released,3.0,attack_train,0.30361
released,3.0,attack_train,0.28143
released,3.0,attack_train,0.20714
released,3.0,attack_train,0.31375
released,3.0,attack_train,0.32529
released,3.0,attack_train,0.23596
released,3.0,attack_train,0.53559
released,3.0,attack_train,0.0
released,3.0,attack_train,0.29851
released,3.0,attack_train,0.0
released,3.0,attack_train,0.3357
released,3.0,attack_train,0.36359
released,3.0,attack_train,0.27791
released,3.0,attack_train,0.31608
released,3.0,attack_train,0.4002
released,3.0,attack_train,0.34428
released,3.0,attack_train,0.39653
released,3.0,attack_train,0.47385
released,3.0,attack_train,0.32891
released,3.0,attack_train,0.29259
released,3.0,attack_train,0.40742
released,3.0,attack_train,0.24658
released,3.0,attack_train,0.40641
released,3.0,attack_train,0.30152
released,3.0,attack_train,0.3838
released,3.0,attack_train,0.30639
released,3.0,attack_train,0.24422
released,3.0,attack_train,0.31991
released,3.0,attack_train,0.15712
released,3.0,attack_train,0.24409
released,3.0,attack_train,0.41123
released,3.0,attack_train,0.14061
released,3.0,attack_train,0.1845
released,3.0,attack_train,0.26813
released,3.0,attack_train,0.1759
released,3.0,attack_train,0.23261
released,3.0,attack_train,0.27912
released,3.0,attack_train,0.25282
released,3.0,attack_train,0.16513
released,3.0,attack_train,0.13539
released,3.0,attack_train,0.26144
released,3.0,attack_train,0.29001
released,3.0,attack_train,0.20998
released,3.0,attack_train,0.26483
released,3.0,attack_train,0.22777
released,3.0,attack_train,0.20348
released,3.0,attack_train,0.1938
released,3.0,attack_train,0.26061
released,3.0,attack_train,0.20636
released,3.0,attack_train,0.21727
released,3.0,attack_train,0.2034
released,3.0,attack_train,0.2023
released,3.0,attack_train,0.24097
released,3.0,attack_train,0.26409
released,3.0,attack_train,0.20061
released,3.0,attack_train,0.34471
released,3.0,attack_train,0.26488
released,3.0,attack_train,0.31537
released,3.0,attack_train,0.21839
released,3.0,attack_train,0.32935
released,3.0,attack_train,0.24374
released,3.0,attack_train,0.40404
released,3.0,attack_train,0.22109
released,3.0,attack_train,0.13842
released,3.0,attack_train,0.40686
released,3.0,attack_train,0.21108
released,3.0,attack_train,0.31976
released,3.0,attack_train,0.14713
released,3.0,attack_train,0.27552
released,3.0,attack_train,0.24239
released,3.0,attack_train,0.34189
released,3.0,attack_train,0.27707
released,3.0,attack_train,0.39866
released,3.0,attack_train,0.2817
released,3.0,attack_train,0.27003
released,3.0,attack_train,0.3189
released,3.0,attack_train,0.32161
released,3.0,attack_train,0.34663
released,3.0,attack_train,0.30538
released,3.0,attack_train,0.2583
released,3.0,attack_train,0.28435
released,3.0,attack_train,0.25792
released,3.0,attack_train,0.38927
released,3.0,attack_train,0.28463
released,3.0,attack_train,0.27097
released,3.0,attack_train,0.30465
released,3.0,attack_train,0.23452
released,3.0,attack_train,0.28464
released,3.0,attack_train,0.21605
released,3.0,attack_train,0.30044
released,3.0,attack_train,0.33997
released,3.0,attack_train,0.35578
released,3.0,attack_train,0.33966
released,3.0,attack_train,0.26865
released,3.0,attack_train,0.20537
released,3.0,attack_train,0.29517
released,3.0,attack_train,0.31025
released,3.0,attack_train,0.18323
released,3.0,attack_train,0.27793
released,3.0,attack_train,0.33131
released,3.0,attack_train,0.26308
released,3.0,attack_train,0.23603
released,3.0,attack_train,0.2501
released,3.0,attack_train,0.20556
released,3.0,attack_train,0.19
released,3.0,attack_train,0.33736
released,3.0,attack_train,0.1764
released,3.0,attack_train,0.25147
released,3.0,attack_train,0.19791
released,3.0,attack_train,0.32547
released,3.0,attack_train,0.22244
released,3.0,attack_train,0.33477
released,3.0,attack_train,0.25536
released,3.0,attack_train,0.24673
released,3.0,attack_train,0.3941
released,3.0,attack_train,0.21657
released,3.0,attack_train,0.15628
released,3.0,attack_train,0.218
released,3.0,attack_train,0.23717
released,3.0,attack_train,0.23269
released,3.0,attack_train,0.3005
released,3.0,attack_train,0.40452
released,3.0,attack_train,0.36256
released,3.0,attack_train,0.35083
released,3.0,attack_train,0.25457
released,3.0,attack_train,0.2801
released,3.0,attack_train,0.25324
released,3.0,attack_train,0.28174
released,3.0,attack_train,0.29524
released,3.0,attack_train,0.26987
released,3.0,attack_train,0.36363
released,3.0,attack_train,0.3308
released,3.0,attack_train,0.29503
released,3.0,attack_train,0.31002
released,3.0,attack_train,0.26249
released,3.0,attack_train,0.36037
released,3.0,attack_train,0.18538
released,3.0,attack_train,0.31361
released,3.0,attack_train,0.24372
released,3.0,attack_train,0.336
released,3.0,attack_train,0.31153
released,3.0,attack_train,0.18305
released,3.0,attack_train,0.30886
released,3.0,attack_train,0.27407
released,3.0,attack_train,0.43406
released,3.0,attack_train,0.28894
released,3.0,attack_train,0.22609
released,3.0,attack_train,0.36789
released,3.0,attack_train,0.29558
released,3.0,attack_train,0.23992
released,3.0,attack_train,0.19376
released,3.0,attack_train,0.31679
released,3.0,attack_train,0.30653
released,3.0,attack_train,0.40666
released,3.0,attack_train,0.42863
released,3.0,attack_train,0.18962
released,3.0,attack_train,0.32002
released,3.0,attack_train,0.38881
released,3.0,attack_train,0.26111
released,3.0,attack_train,0.27392
released,3.0,attack_train,0.34361
released,3.0,attack_train,0.3733
released,3.0,attack_train,0.25971
released,3.0,attack_train,0.29469
released,3.0,attack_train,0.27423
released,3.0,attack_train,0.33318
released,3.0,attack_train,0.25612
released,3.0,attack_train,0.35728
released,3.0,attack_train,0.20004
released,3.0,attack_train,0.29505
released,3.0,attack_train,0.38862
released,3.0,attack_train,0.34512
released,3.0,attack_train,0.33153
released,3.0,attack_train,0.30567
released,3.0,attack_train,0.36058
released,3.0,attack_train,0.36197
released,3.0,attack_train,0.29111
released,3.0,attack_train,0.27131
released,3.0,attack_train,0.10284
released,3.0,attack_train,0.36231
released,3.0,attack_train,0.33164
released,3.0,attack_train,0.42118
released,3.0,attack_train,0.2425
released,3.0,attack_train,0.06701
released,3.0,attack_train,0.24593
released,3.0,attack_train,0.2674
released,3.0,attack_train,0.38539
released,3.0,attack_train,0.31518
released,3.0,attack_train,0.29396
released,3.0,attack_train,0.33384
released,3.0,attack_train,0.3283
released,3.0,attack_train,0.35229
released,3.0,attack_train,0.44731
released,3.0,attack_train,0.23789
released,3.0,attack_train,0.26804
released,3.0,attack_train,0.26201
released,3.0,attack_train,0.21827
released,3.0,attack_train,0.30737
released,3.0,attack_train,0.36642
released,3.0,attack_train,0.28636
released,3.0,attack_train,0.29394
released,3.0,attack_train,0.28801
released,3.0,attack_train,0.2824
released,3.0,attack_train,0.2941
released,3.0,attack_train,0.27496
released,3.0,attack_train,0.30231
released,3.0,attack_train,0.28245
released,3.0,attack_train,0.51889
released,3.0,attack_train,0.26333
released,3.0,attack_train,0.37284
released,3.0,attack_train,0.31406
released,3.0,attack_train,0.28389
released,3.0,attack_train,0.365
released,3.0,attack_train,0.33441
released,3.0,attack_train,0.41026
released,3.0,attack_train,0.30354
released,3.0,attack_train,0.27774
released,3.0,attack_train,0.33745
released,3.0,attack_train,0.43129
released,3.0,attack_train,0.27299
released,3.0,attack_train,0.29254
released,3.0,attack_train,0.28801
released,3.0,attack_train,0.35843
released,3.0,attack_train,0.32794
released,3.0,attack_train,0.3254
released,3.0,attack_train,0.44594
released,3.0,attack_train,0.32555
released,3.0,attack_train,0.29393
released,3.0,attack_train,0.33757
released,3.0,attack_train,0.32504
released,3.0,attack_train,0.43533
released,3.0,attack_train,0.3028
released,3.0,attack_train,0.33423
released,3.0,attack_train,0.15844
released,3.0,attack_train,0.18407
released,3.0,attack_train,0.2944
released,3.0,attack_train,0.28739
released,3.0,attack_train,0.25017
released,3.0,attack_train,0.43145
released,3.0,attack_train,0.20513
released,3.0,attack_train,0.32511
released,3.0,attack_train,0.21259
released,3.0,attack_train,0.23963
released,3.0,attack_train,0.37761
released,3.0,attack_train,0.40753
released,3.0,attack_train,0.31851
released,3.0,attack_train,0.37981
released,3.0,attack_train,0.27689
released,3.0,attack_train,0.39437
released,3.0,attack_train,0.40259
released,3.0,attack_train,0.33191
released,3.0,attack_train,0.18679
released,3.0,attack_train,0.17216
released,3.0,attack_train,0.16659
released,3.0,attack_train,0.24245
released,3.0,attack_train,0.18881
released,3.0,attack_train,0.20495
released,3.0,attack_train,0.16465
released,3.0,attack_train,0.3678
released,3.0,attack_train,0.24845
released,3.0,attack_train,0.36488
released,3.0,attack_train,0.326
released,3.0,attack_train,0.25084
released,3.0,attack_train,0.21822
released,3.0,attack_train,0.19065
released,3.0,attack_train,0.36648
released,3.0,attack_train,0.288
released,3.0,attack_train,0.3405
released,3.0,attack_train,0.22638
released,3.0,attack_train,0.252
released,3.0,attack_train,0.28383
released,3.0,attack_train,0.18188
released,3.0,attack_train,0.286
released,3.0,attack_train,0.26351
released,3.0,attack_train,0.22616
released,3.0,attack_train,0.25774
released,3.0,attack_train,0.33894
released,3.0,attack_train,0.34741
released,3.0,attack_train,0.23787
released,3.0,attack_train,0.30118
released,3.0,attack_train,0.32412
released,3.0,attack_train,0.35446
released,3.0,attack_train,0.50178
released,3.0,attack_train,0.27423
released,3.0,attack_train,0.37571
released,3.0,attack_train,0.38569
released,3.0,attack_train,0.36853
released,3.0,attack_train,0.44127
released,3.0,attack_train,0.41039
released,3.0,attack_train,0.34827
released,3.0,attack_train,0.36144
released,3.0,attack_train,0.31177
released,3.0,attack_train,0.30405
released,3.0,attack_train,0.25301
released,3.0,attack_train,0.41957
released,3.0,attack_train,0.26611
released,3.0,attack_train,0.34649
released,3.0,attack_train,0.34181
released,3.0,attack_train,0.27306
released,3.0,attack_train,0.54603
released,3.0,attack_train,0.1971
released,5.0,attack_train,0.1769
released,5.0,attack_train,0.12958
released,5.0,attack_train,0.202
released,5.0,attack_train,0.19734
released,5.0,attack_train,0.24151
released,5.0,attack_train,0.11007
released,5.0,attack_train,0.17581
released,5.0,attack_train,0.15625
released,5.0,attack_train,0.19602
released,5.0,attack_train,0.14282
released,5.0,attack_train,0.11422
released,5.0,attack_train,0.1308
released,5.0,attack_train,0.18944
released,5.0,attack_train,0.18464
released,5.0,attack_train,0.18089
released,5.0,attack_train,0.10696
released,5.0,attack_train,0.17282
released,5.0,attack_train,0.09726
released,5.0,attack_train,0.17927
released,5.0,attack_train,0.06684
released,5.0,attack_train,0.14901
released,5.0,attack_train,0.18736
released,5.0,attack_train,0.13654
released,5.0,attack_train,0.09179
released,5.0,attack_train,0.15939
released,5.0,attack_train,0.18872
released,5.0,attack_train,0.09805
released,5.0,attack_train,0.15128
released,5.0,attack_train,0.17076
released,5.0,attack_train,0.13196
released,5.0,attack_train,0.21153
released,5.0,attack_train,0.14325
released,5.0,attack_train,0.13278
released,5.0,attack_train,0.20884
released,5.0,attack_train,0.14896
released,5.0,attack_train,0.21497
released,5.0,attack_train,0.19539
released,5.0,attack_train,0.10003
released,5.0,attack_train,0.19347
released,5.0,attack_train,0.14089
released,5.0,attack_train,0.1107
released,5.0,attack_train,0.20432
released,5.0,attack_train,0.1704
released,5.0,attack_train,0.17251
released,5.0,attack_train,0.20456
released,5.0,attack_train,0.09564
released,5.0,attack_train,0.25221
released,5.0,attack_train,0.20723
released,5.0,attack_train,0.34559
released,5.0,attack_train,0.19501
released,5.0,attack_train,0.15912
released,5.0,attack_train,0.18034
released,5.0,attack_train,0.15569
released,5.0,attack_train,0.11929
released,5.0,attack_train,0.14085
released,5.0,attack_train,0.15838
released,5.0,attack_train,0.13037
released,5.0,attack_train,0.21496
released,5.0,attack_train,0.20007
released,5.0,attack_train,0.11427
released,5.0,attack_train,0.13145
released,5.0,attack_train,0.18816
released,5.0,attack_train,0.12813
released,5.0,attack_train,0.13383
released,5.0,attack_train,0.20897
released,5.0,attack_train,0.1702
released,5.0,attack_train,0.1635
released,5.0,attack_train,0.15079
released,5.0,attack_train,0.17486
released,5.0,attack_train,0.16702
released,5.0,attack_train,0.16706
released,5.0,attack_train,0.15761
released,5.0,attack_train,0.20837
released,5.0,attack_train,0.17578
released,5.0,attack_train,0.15777
released,5.0,attack_train,0.17099
released,5.0,attack_train,0.1772
released,5.0,attack_train,0.22902
released,5.0,attack_train,0.15307
released,5.0,attack_train,0.17008
released,5.0,attack_train,0.18896
released,5.0,attack_train,0.19951
released,5.0,attack_train,0.15218
released,5.0,attack_train,0.2311
released,5.0,attack_train,0.17234
released,5.0,attack_train,0.2029
released,5.0,attack_train,0.2337
released,5.0,attack_train,0.18351
released,5.0,attack_train,0.15359
released,5.0,attack_train,0.2401
released,5.0,attack_train,0.24152
released,5.0,attack_train,0.1694
released,5.0,attack_train,0.18269
released,5.0,attack_train,0.18135
released,5.0,attack_train,0.23201
released,5.0,attack_train,0.162
released,5.0,attack_train,0.0904
released,5.0,attack_train,0.15539
released,5.0,attack_train,0.15069
released,5.0,attack_train,0.20827
released,5.0,attack_train,0.23801
released,5.0,attack_train,0.20977
released,5.0,attack_train,0.2222
released,5.0,attack_train,0.16573
released,5.0,attack_train,0.19831
released,5.0,attack_train,0.2042
released,5.0,attack_train,0.23868
released,5.0,attack_train,0.21612
released,5.0,attack_train,0.20122
released,5.0,attack_train,0.2262
released,5.0,attack_train,0.25175
released,5.0,attack_train,0.12934
released,5.0,attack_train,0.18553
released,5.0,attack_train,0.15686
released,5.0,attack_train,0.14154
released,5.0,attack_train,0.14059
released,5.0,attack_train,0.18672
released,5.0,attack_train,0.14007
released,5.0,attack_train,0.23658
released,5.0,attack_train,0.14193
released,5.0,attack_train,0.27516
released,5.0,attack_train,0.16644
released,5.0,attack_train,0.19219
released,5.0,attack_train,0.17463
released,5.0,attack_train,0.22993
released,5.0,attack_train,0.18849
released,5.0,attack_train,0.21088
released,5.0,attack_train,0.1763
released,5.0,attack_train,0.10055
released,5.0,attack_train,0.1556
released,5.0,attack_train,0.25331
released,5.0,attack_train,0.20128
released,5.0,attack_train,0.19458
released,5.0,attack_train,0.20051
released,5.0,attack_train,0.16952
released,5.0,attack_train,0.26612
released,5.0,attack_train,0.20785
released,5.0,attack_train,0.10967
released,5.0,attack_train,0.21987
released,5.0,attack_train,0.2498
released,5.0,attack_train,0.19273
released,5.0,attack_train,0.17236
released,5.0,attack_train,0.11662
released,5.0,attack_train,0.19431
released,5.0,attack_train,0.11797
released,5.0,attack_train,0.14147
released,5.0,attack_train,0.13121
released,5.0,attack_train,0.15913
released,5.0,attack_train,0.17466
released,5.0,attack_train,0.17829
released,5.0,attack_train,0.12651
released,5.0,attack_train,0.18877
released,5.0,attack_train,0.16657
released,5.0,attack_train,0.13977
released,5.0,attack_train,0.11299
released,5.0,attack_train,0.14785
released,5.0,attack_train,0.19428
released,5.0,attack_train,0.12702
released,5.0,attack_train,0.11415
released,5.0,attack_train,0.16071
released,5.0,attack_train,0.17455
released,5.0,attack_train,0.13319
released,5.0,attack_train,0.19278
released,5.0,attack_train,0.15582
released,5.0,attack_train,0.17772
released,5.0,attack_train,0.20438
released,5.0,attack_train,0.22781
released,5.0,attack_train,0.17824
released,5.0,attack_train,0.16388
released,5.0,attack_train,0.22461
released,5.0,attack_train,0.15024
released,5.0,attack_train,0.16819
released,5.0,attack_train,0.25601
released,5.0,attack_train,0.20977
released,5.0,attack_train,0.24768
released,5.0,attack_train,0.18134
released,5.0,attack_train,0.25119
released,5.0,attack_train,0.22288
released,5.0,attack_train,0.20576
released,5.0,attack_train,0.19533
released,5.0,attack_train,0.15497
released,5.0,attack_train,0.22284
released,5.0,attack_train,0.21959
released,5.0,attack_train,0.13444
released,5.0,attack_train,0.22598
released,5.0,attack_train,0.13761
released,5.0,attack_train,0.16397
released,5.0,attack_train,0.18395
released,5.0,attack_train,0.18511
released,5.0,attack_train,0.23577
released,5.0,attack_train,0.17971
released,5.0,attack_train,0.18985
released,5.0,attack_train,0.16785
released,5.0,attack_train,0.17313
released,5.0,attack_train,0.2374
released,5.0,attack_train,0.1906
released,5.0,attack_train,0.16997
released,5.0,attack_train,0.22027
released,5.0,attack_train,0.1197
released,5.0,attack_train,0.20013
released,5.0,attack_train,0.19432
released,5.0,attack_train,0.20051
released,5.0,attack_train,0.18464
released,5.0,attack_train,0.14523
released,5.0,attack_train,0.22946
released,5.0,attack_train,0.23583
released,5.0,attack_train,0.21075
released,5.0,attack_train,0.1735
released,5.0,attack_train,0.19788
released,5.0,attack_train,0.21729
released,5.0,attack_train,0.14289
released,5.0,attack_train,0.17596
released,5.0,attack_train,0.14736
released,5.0,attack_train,0.13257
released,5.0,attack_train,0.19927
released,5.0,attack_train,0.11772
released,5.0,attack_train,0.17241
released,5.0,attack_train,0.15289
released,5.0,attack_train,0.21861
released,5.0,attack_train,0.18847
released,5.0,attack_train,0.19603
released,5.0,attack_train,0.13297
released,5.0,attack_train,0.15205
released,5.0,attack_train,0.16833
released,5.0,attack_train,0.13745
released,5.0,attack_train,0.20256
released,5.0,attack_train,0.155
released,5.0,attack_train,0.26475
released,5.0,attack_train,0.17699
released,5.0,attack_train,0.26497
released,5.0,attack_train,0.22519
released,5.0,attack_train,0.20622
released,5.0,attack_train,0.19332
released,5.0,attack_train,0.19262
released,5.0,attack_train,0.1675
released,5.0,attack_train,0.17828
released,5.0,attack_train,0.25355
released,5.0,attack_train,0.17129
released,5.0,attack_train,0.17781
released,5.0,attack_train,0.14566
released,5.0,attack_train,0.17597
released,5.0,attack_train,0.21877
released,5.0,attack_train,0.20453
released,5.0,attack_train,0.1512
released,5.0,attack_train,0.19782
released,5.0,attack_train,0.23221
