prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.17.00,harry_potter_and_the_sorcerer's_stone,0.9754,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.17.03,harry_potter_and_the_sorcerer's_stone,0.3,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.17.04,harry_potter_and_the_sorcerer's_stone,0.0,0.0,0.0,0.0,2,0.0,1,0.0,2
bookmia.17.06,harry_potter_and_the_sorcerer's_stone,0.0,0.0,0.0,0.0,3,0.0,2,0.0,3
bookmia.17.08,harry_potter_and_the_sorcerer's_stone,1.0,0.0,0.0,0.0,2,0.0,3,0.0,2
bookmia.17.11,harry_potter_and_the_sorcerer's_stone,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.17.12,harry_potter_and_the_sorcerer's_stone,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.17.13,harry_potter_and_the_sorcerer's_stone,0.0,0.0,0.0,0.0,1,0.0,1,0.0,1
bookmia.17.14,harry_potter_and_the_sorcerer's_stone,0.1694,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.17.16,harry_potter_and_the_sorcerer's_stone,0.2482,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.17.18,harry_potter_and_the_sorcerer's_stone,0.6391,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.17.22,harry_potter_and_the_sorcerer's_stone,0.2714,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.17.24,harry_potter_and_the_sorcerer's_stone,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.17.26,harry_potter_and_the_sorcerer's_stone,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.17.28,harry_potter_and_the_sorcerer's_stone,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.17.31,harry_potter_and_the_sorcerer's_stone,0.2148,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.17.32,harry_potter_and_the_sorcerer's_stone,0.3083,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.17.33,harry_potter_and_the_sorcerer's_stone,0.0,0.0,0.0,0.0,2,0.0,1,0.0,2
bookmia.17.35,harry_potter_and_the_sorcerer's_stone,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.17.38,harry_potter_and_the_sorcerer's_stone,0.2128,0.0,0.0,0.0,2,0.0,2,0.0,2
