model,id,split,novel,n_tok,n_char,total_nats,s_rate,k_crit,uncertified_width,nats_per_tok
common-pile/comma-v0.1-2t,bookmia.00.11,attack_train,1984,65,225,119.23263176330511,0.5299228078369116,15.842418670654297,29.895710160733337,1.8343481809739248
common-pile/comma-v0.1-2t,bookmia.00.26,attack_train,1984,67,273,163.83795733345323,0.600139037851477,3.2825393676757812,5.4696314697797535,2.445342646767959
common-pile/comma-v0.1-2t,bookmia.00.31,attack_train,1984,65,252,141.32852720953815,0.5608274889267387,2.0994927883148193,3.7435625567010633,2.1742850339928945
common-pile/comma-v0.1-2t,bookmia.00.40,attack_train,1984,68,290,154.35217932796513,0.5322488942343625,3.7201476097106934,6.989488658425694,2.2698849901171343
common-pile/comma-v0.1-2t,bookmia.00.46,attack_train,1984,68,312,174.15998718418996,0.558205087128814,6.3192138671875,11.320595266680629,2.5611762821204405
common-pile/comma-v0.1-2t,bookmia.00.48,attack_train,1984,72,264,163.9350181967602,0.6209659780180311,5.582894007364909,8.990660044184896,2.276875252732781
common-pile/comma-v0.1-2t,bookmia.00.64,attack_train,1984,72,273,147.58699062752203,0.5406116872803005,2.9392402172088623,5.436878791865449,2.049819314271139
common-pile/comma-v0.1-2t,bookmia.00.71,attack_train,1984,77,271,154.23740857537632,0.5691417290604293,5.019872983296712,8.820075434608874,2.0030832282516404
common-pile/comma-v0.1-2t,bookmia.01.00,attack_train,a_game_of_thrones,75,255,125.35248067516113,0.4915783555888672,4.525455792744954,9.205970403891888,1.6713664090021485
common-pile/comma-v0.1-2t,bookmia.01.01,attack_train,a_game_of_thrones,74,276,146.16394635165761,0.5295795157668755,0.9480273618449614,1.7901511172918734,1.9751884642115893
common-pile/comma-v0.1-2t,bookmia.01.02,attack_train,a_game_of_thrones,71,238,229.82607950590318,0.9656557962432907,17.002506256103516,17.607211930222647,3.236987035294411
common-pile/comma-v0.1-2t,bookmia.01.03,attack_train,a_game_of_thrones,66,237,186.56128024841746,0.7871783976726475,5.122316996256511,6.507186949490774,2.8266860643699614
common-pile/comma-v0.1-2t,bookmia.01.04,attack_train,a_game_of_thrones,79,232,178.91438211118202,0.7711826815137156,1.6406305172666278,2.12742137057113,2.2647390140655954
common-pile/comma-v0.1-2t,bookmia.01.07,attack_train,a_game_of_thrones,75,268,198.49927446381844,0.7406689345664867,15.328583717346191,20.69559421486741,2.6466569928509127
common-pile/comma-v0.1-2t,bookmia.01.10,attack_train,a_game_of_thrones,80,270,216.84226295097324,0.803119492411012,15.268242835998535,19.011172036383243,2.7105282868871656
common-pile/comma-v0.1-2t,bookmia.01.11,attack_train,a_game_of_thrones,77,261,163.50230709888365,0.6264456210685198,3.777268886566162,6.029683598271987,2.1234065856997875
common-pile/comma-v0.1-2t,bookmia.01.12,attack_train,a_game_of_thrones,98,293,231.38244254217716,0.7897011690859289,4.039734840393066,5.11552343916246,2.361045332063032
common-pile/comma-v0.1-2t,bookmia.01.14,attack_train,a_game_of_thrones,65,253,143.79595842349227,0.5683634720296137,2.556464195251465,4.497938944109808,2.212245514207573
common-pile/comma-v0.1-2t,bookmia.01.20,attack_train,a_game_of_thrones,76,270,175.7971430692669,0.6511005298861737,2.202683925628662,3.3830166380201505,2.3131203035429855
common-pile/comma-v0.1-2t,bookmia.01.22,attack_train,a_game_of_thrones,75,253,179.81018693153237,0.7107122013104046,4.02631409962972,5.665182182332088,2.3974691590870982
common-pile/comma-v0.1-2t,bookmia.01.23,attack_train,a_game_of_thrones,68,273,193.37466734379996,0.7083321148124541,3.443505859375,4.861428399708718,2.843745107997058
common-pile/comma-v0.1-2t,bookmia.01.26,attack_train,a_game_of_thrones,71,262,186.65964008097944,0.7124413743548834,16.416404724121094,23.0424640048259,2.6290090152250625
common-pile/comma-v0.1-2t,bookmia.01.27,attack_train,a_game_of_thrones,73,261,188.74093462711608,0.7231453433989121,0.7998967546353256,1.1061355257791858,2.5854922551659736
common-pile/comma-v0.1-2t,bookmia.01.31,attack_train,a_game_of_thrones,73,249,158.02270605630474,0.6346293415915853,5.738445281982422,9.042199762763866,2.1646946035110237
common-pile/comma-v0.1-2t,bookmia.01.32,attack_train,a_game_of_thrones,79,250,172.84434446868954,0.6913773778747582,0.9616369431217512,1.3909002144064222,2.187903094540374
common-pile/comma-v0.1-2t,bookmia.01.33,attack_train,a_game_of_thrones,77,284,158.40487214451423,0.5577636343116699,0.9186496729057231,1.6470232485476017,2.057206131746938
common-pile/comma-v0.1-2t,bookmia.01.36,attack_train,a_game_of_thrones,80,281,206.72427534410235,0.735673577737019,7.470699787139893,10.154911108973444,2.5840534418012795
common-pile/comma-v0.1-2t,bookmia.01.37,attack_train,a_game_of_thrones,77,259,157.43539565795072,0.6078586704940182,2.338766098022461,3.8475491286843067,2.044615528025334
common-pile/comma-v0.1-2t,bookmia.01.39,attack_train,a_game_of_thrones,73,248,169.48235201112402,0.6833965806900162,6.686172962188721,9.783737804830372,2.3216760549469044
common-pile/comma-v0.1-2t,bookmia.01.41,attack_train,a_game_of_thrones,79,253,166.87731704130988,0.6595941385032011,1.0066512643028738,1.5261676924346839,2.1123711017887326
common-pile/comma-v0.1-2t,bookmia.01.42,attack_train,a_game_of_thrones,74,261,196.90553551517223,0.754427339138591,2.29401429494222,3.0407359011691404,2.660885615069895
common-pile/comma-v0.1-2t,bookmia.01.43,attack_train,a_game_of_thrones,88,281,177.6547626734946,0.6322233547099452,5.369089126586914,8.492392896573985,2.0188041212897114
common-pile/comma-v0.1-2t,bookmia.01.44,attack_train,a_game_of_thrones,79,264,172.5829177416672,0.6537231732638908,7.282819747924805,11.140525601323485,2.1845938954641415
common-pile/comma-v0.1-2t,bookmia.01.46,attack_train,a_game_of_thrones,79,284,208.81151356812916,0.7352518083384829,2.8946359634399412,3.9369314439106518,2.6431837160522678
common-pile/comma-v0.1-2t,bookmia.01.49,attack_train,a_game_of_thrones,72,253,153.66737128079694,0.6073809141533476,16.6149845123291,27.355131063822427,2.134269045566624
common-pile/comma-v0.1-2t,bookmia.01.51,attack_train,a_game_of_thrones,74,245,162.7083523332185,0.6641157238090551,7.495539665222168,11.286496308551891,2.1987615180164664
common-pile/comma-v0.1-2t,bookmia.01.52,attack_train,a_game_of_thrones,83,279,177.39489699037222,0.6358240035497212,14.950896263122559,23.51420547140983,2.1372879155466533
common-pile/comma-v0.1-2t,bookmia.01.58,attack_train,a_game_of_thrones,69,255,155.51387311774306,0.6098583259519336,4.062334378560384,6.661111615094289,2.253824248083233
common-pile/comma-v0.1-2t,bookmia.01.59,attack_train,a_game_of_thrones,74,285,186.2308189330888,0.6534414699406625,4.5730024973551435,6.99833528742889,2.516632688284984
common-pile/comma-v0.1-2t,bookmia.01.60,attack_train,a_game_of_thrones,74,268,176.95969466710812,0.6602973681608512,13.422235488891602,20.3275616958417,2.3913472252311907
common-pile/comma-v0.1-2t,bookmia.01.62,attack_train,a_game_of_thrones,79,255,151.50655408002785,0.5941433493334426,9.420906066894531,15.856284644881837,1.917804482025669
common-pile/comma-v0.1-2t,bookmia.01.69,attack_train,a_game_of_thrones,70,265,199.6383097946673,0.7533521124327067,3.763178507486979,4.995245178692089,2.851975854209533
common-pile/comma-v0.1-2t,bookmia.01.71,attack_train,a_game_of_thrones,72,244,164.51164137449155,0.6742280384200473,3.1740097999572754,4.707620595837416,2.284883907979049
common-pile/comma-v0.1-2t,bookmia.01.73,attack_train,a_game_of_thrones,80,278,191.772245149652,0.689828219962777,2.356910160609654,3.416662427548749,2.39715306437065
common-pile/comma-v0.1-2t,bookmia.01.74,attack_train,a_game_of_thrones,79,263,213.24836878573024,0.8108302995655142,12.734041213989258,15.704940011261087,2.6993464403256993
common-pile/comma-v0.1-2t,bookmia.01.75,attack_train,a_game_of_thrones,69,268,164.06078219127085,0.6121670977286225,2.939272165298462,4.80142133774308,2.3776924955256646
common-pile/comma-v0.1-2t,bookmia.01.76,attack_train,a_game_of_thrones,76,264,174.72042255981432,0.6618197824235391,12.537843704223633,18.944498241365498,2.2989529284186094
common-pile/comma-v0.1-2t,bookmia.01.77,attack_train,a_game_of_thrones,78,268,148.83337657991797,0.5553484200743207,2.0636634826660156,3.715979749055271,1.9081202125630508
common-pile/comma-v0.1-2t,bookmia.01.78,attack_train,a_game_of_thrones,74,269,168.52718138138334,0.626495098072057,3.838179588317871,6.126431954741996,2.2773943429916668
common-pile/comma-v0.1-2t,bookmia.01.79,attack_train,a_game_of_thrones,75,298,200.51330760872224,0.6728634483514169,4.255324681599935,6.324202469350814,2.6735107681162966
common-pile/comma-v0.1-2t,bookmia.01.81,attack_train,a_game_of_thrones,72,253,127.48226523005178,0.5038824712650268,1.6521742343902588,3.27888809118995,1.7705870170840525
common-pile/comma-v0.1-2t,bookmia.01.82,attack_train,a_game_of_thrones,75,252,157.2484769914654,0.6240018928232753,3.1422207355499268,5.035594878299256,2.096646359886205
common-pile/comma-v0.1-2t,bookmia.01.83,attack_train,a_game_of_thrones,89,269,187.47885342917834,0.6969474105173916,4.536572138468425,6.5092029470352974,2.1065039711143636
common-pile/comma-v0.1-2t,bookmia.01.87,attack_train,a_game_of_thrones,74,281,191.89148261444643,0.6828878384855744,3.0422098636627197,4.454918790777359,2.593128143438465
common-pile/comma-v0.1-2t,bookmia.01.88,attack_train,a_game_of_thrones,68,251,157.003432252146,0.6255116822794662,4.185408592224121,6.691175737872412,2.3088740037080298
common-pile/comma-v0.1-2t,bookmia.01.89,attack_train,a_game_of_thrones,75,272,169.79540716830525,0.6242478204717105,4.3545277913411455,6.975639559383104,2.26393876224407
common-pile/comma-v0.1-2t,bookmia.01.90,attack_train,a_game_of_thrones,74,270,180.32989130308852,0.6678884863077352,8.080934524536133,12.099227176694844,2.4368904230147095
common-pile/comma-v0.1-2t,bookmia.01.97,attack_train,a_game_of_thrones,69,266,140.7046260739735,0.5289647596765921,4.77308718363444,9.02345023239865,2.039197479332949
common-pile/comma-v0.1-2t,bookmia.07.02,attack_train,casino_royale,64,218,124.27307103532075,0.5700599588776182,2.09566650390625,3.6762211961569338,1.9417667349268868
common-pile/comma-v0.1-2t,bookmia.07.03,attack_train,casino_royale,68,258,198.34395449158183,0.7687750174092319,4.018436749776204,5.2270646922402815,2.916822860170321
common-pile/comma-v0.1-2t,bookmia.07.04,attack_train,casino_royale,74,292,209.2129285587871,0.7164826320506408,15.64012336730957,21.829033486193605,2.8272017372809066
common-pile/comma-v0.1-2t,bookmia.07.05,attack_train,casino_royale,67,266,212.51353230130917,0.7989230537643202,3.0731539726257324,3.846620720413337,3.1718437656911815
common-pile/comma-v0.1-2t,bookmia.07.06,attack_train,casino_royale,72,230,148.16213487110326,0.6441831950917534,0.8789141178131104,1.3643853557650218,2.057807428765323
common-pile/comma-v0.1-2t,bookmia.07.07,attack_train,casino_royale,70,270,169.53481601946987,0.6279067259980365,4.0649003982543945,6.47373284908419,2.421925943135284
common-pile/comma-v0.1-2t,bookmia.07.08,attack_train,casino_royale,81,250,156.41407457462265,0.6256562982984906,0.8064095377922058,1.2889018139596522,1.9310379577113908
common-pile/comma-v0.1-2t,bookmia.07.09,attack_train,casino_royale,81,251,199.17192427202826,0.7935136425180409,16.678945541381836,21.01910370243273,2.4589126453336823
common-pile/comma-v0.1-2t,bookmia.07.15,attack_train,casino_royale,76,268,171.68305694662922,0.6406084214426464,1.056462287902832,1.6491545420581346,2.258987591403016
common-pile/comma-v0.1-2t,bookmia.07.16,attack_train,casino_royale,74,256,185.2501444418449,0.7236333767259566,2.112651252746582,2.91950498787821,2.5033803302952014
common-pile/comma-v0.1-2t,bookmia.07.17,attack_train,casino_royale,74,260,192.0792636479673,0.7387663986460281,5.717797597249349,7.7396557392548235,2.5956657249725312
common-pile/comma-v0.1-2t,bookmia.07.20,attack_train,casino_royale,71,277,218.70773264817763,0.7895586016179698,6.5373029708862305,8.279693182355226,3.080390600678558
common-pile/comma-v0.1-2t,bookmia.07.24,attack_train,casino_royale,61,227,133.31068432264146,0.5872717371041474,4.3350575764973955,7.381689433708628,2.1854210544695323
common-pile/comma-v0.1-2t,bookmia.07.25,attack_train,casino_royale,71,262,199.58715891757856,0.761783049303735,6.135415554046631,8.054019526496898,2.8110867453180077
