prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.802,0.8901,0.7366,0.7673,0.8683,0,254,0.7673,155,0.8683,0.7673,0.8683,0.7673,155,0.8683,0.7673,0.8683,0.7673,155,0.8683,0.7673,0.8683,0.7673,155,0.8683,0.7673,0.8683
bookmia.00.26,1984,0.7014,0.8675,0.7313,0.7915,0.8806,0,245,0.0,2,0.1417,0.0,0.1417,0.7867,166,0.8806,0.7867,0.8806,0.7867,166,0.8806,0.7867,0.8806,0.7867,166,0.8806,0.7915,0.8806
bookmia.00.31,1984,0.0,0.0985,0.7478,0.7842,0.8791,0,255,0.7842,149,0.8791,0.7842,0.8791,0.7842,149,0.8791,0.7842,0.8791,0.7842,149,0.8791,0.7842,0.8791,0.7842,149,0.8791,0.7842,0.8791
bookmia.00.40,1984,0.2892,0.4266,0.7037,0.7402,0.8475,0,255,0.7353,150,0.8475,0.7353,0.8475,0.7353,150,0.8475,0.7353,0.8475,0.7353,150,0.8475,0.7402,0.8475,0.7353,150,0.8475,0.7402,0.8475
bookmia.00.46,1984,0.0,0.1605,0.7302,0.7617,0.8617,0,254,0.757,162,0.8617,0.757,0.8617,0.757,162,0.8617,0.757,0.8617,0.757,162,0.8617,0.757,0.8617,0.757,162,0.8617,0.7617,0.8617
bookmia.00.48,1984,0.77,0.8372,0.7366,0.7653,0.864,0,253,0.7606,162,0.8617,0.7606,0.8617,0.7606,162,0.8617,0.7606,0.8617,0.7653,93,0.864,0.7653,0.864,0.7653,93,0.864,0.7653,0.864
bookmia.00.64,1984,0.0,0.1449,0.7303,0.7696,0.8698,0,253,0.7696,167,0.8698,0.7696,0.8698,0.7696,167,0.8698,0.7696,0.8698,0.7696,167,0.8698,0.7696,0.8698,0.7696,167,0.8698,0.7696,0.8698
bookmia.00.71,1984,0.3897,0.5291,0.6799,0.7089,0.8251,0,256,0.6995,149,0.8232,0.6995,0.8232,0.6995,149,0.8232,0.6995,0.8232,0.6995,149,0.8232,0.6995,0.8232,0.6995,149,0.8232,0.7089,0.8251
bookmia.01.00,a_game_of_thrones,0.0,0.1848,0.7018,0.7277,0.8361,0,256,0.7183,153,0.8361,0.7183,0.8361,0.7183,153,0.8361,0.7183,0.8361,0.7183,153,0.8361,0.7183,0.8361,0.7183,153,0.8361,0.7277,0.8361
bookmia.01.01,a_game_of_thrones,0.2488,0.3827,0.2855,0.6544,0.7911,0,255,0.2765,60,0.4426,0.2765,0.4426,0.2765,60,0.4358,0.2765,0.4891,0.6544,142,0.7911,0.6544,0.7911,0.6544,142,0.7911,0.6544,0.7911
bookmia.01.02,a_game_of_thrones,0.7424,0.8464,0.7088,0.7172,0.8387,0,256,0.7172,142,0.8328,0.7172,0.8328,0.7172,142,0.8328,0.7172,0.8387,0.7172,142,0.8328,0.7172,0.8387,0.7172,142,0.8328,0.7172,0.8387
bookmia.01.03,a_game_of_thrones,0.2778,0.3631,0.7343,0.7525,0.8588,0,254,0.7525,149,0.8588,0.7525,0.8588,0.7525,149,0.8588,0.7525,0.8588,0.7525,149,0.8588,0.7525,0.8588,0.7525,149,0.8588,0.7525,0.8588
bookmia.01.04,a_game_of_thrones,0.2754,0.4132,0.7598,0.7729,0.8719,0,255,0.7729,160,0.8719,0.7729,0.8719,0.7729,160,0.8719,0.7729,0.8719,0.7729,160,0.8719,0.7729,0.8719,0.7729,160,0.8719,0.7729,0.8719
bookmia.01.07,a_game_of_thrones,0.5352,0.6508,0.7273,0.7418,0.8518,0,256,0.7418,158,0.8518,0.7418,0.8518,0.7418,158,0.8518,0.7418,0.8518,0.7418,158,0.8518,0.7418,0.8518,0.7418,158,0.8518,0.7418,0.8518
bookmia.01.10,a_game_of_thrones,0.0,0.2222,0.6899,0.7178,0.8324,0,253,0.7129,144,0.8324,0.7129,0.8324,0.7129,144,0.8324,0.7129,0.8324,0.7129,144,0.8324,0.7129,0.8324,0.7129,144,0.8324,0.7178,0.8324
bookmia.01.11,a_game_of_thrones,0.7642,0.861,0.7438,0.7594,0.861,0,254,0.7594,161,0.861,0.7594,0.861,0.7594,161,0.861,0.7594,0.861,0.7594,161,0.861,0.7594,0.861,0.7594,161,0.861,0.7594,0.861
bookmia.01.12,a_game_of_thrones,0.1033,0.2818,0.6468,0.6808,0.8101,0,248,0.6808,145,0.8101,0.6808,0.8101,0.6808,145,0.8101,0.6808,0.8101,0.6808,145,0.8101,0.6808,0.8101,0.6808,145,0.8101,0.6808,0.8101
bookmia.01.14,a_game_of_thrones,0.7487,0.8539,0.3626,0.7337,0.8464,0,254,0.7337,146,0.8464,0.7337,0.8464,0.7337,146,0.8464,0.7337,0.8464,0.7337,146,0.8464,0.7337,0.8464,0.7337,146,0.8464,0.7337,0.8464
bookmia.01.20,a_game_of_thrones,0.1281,0.3529,0.6898,0.7044,0.8266,0,255,0.7044,143,0.8266,0.7044,0.8266,0.7044,143,0.8266,0.7044,0.8266,0.7044,143,0.8266,0.7044,0.8266,0.7044,143,0.8266,0.7044,0.8266
bookmia.01.22,a_game_of_thrones,0.6965,0.8046,0.6662,0.6866,0.8142,0,255,0.6866,138,0.8142,0.6866,0.8142,0.6866,138,0.8142,0.6866,0.8142,0.6866,138,0.8142,0.6866,0.8142,0.6866,138,0.8142,0.6866,0.8142
bookmia.01.23,a_game_of_thrones,0.2663,0.3853,0.7246,0.7391,0.8474,0,253,0.7391,136,0.8474,0.7391,0.8474,0.7391,136,0.8474,0.7391,0.8474,0.7391,136,0.8474,0.7391,0.8474,0.7391,136,0.8474,0.7391,0.8474
bookmia.01.26,a_game_of_thrones,0.285,0.4478,0.6657,0.69,0.8107,0,256,0.68,136,0.8095,0.68,0.8095,0.68,136,0.8095,0.68,0.8095,0.68,136,0.8095,0.68,0.8095,0.68,136,0.8095,0.69,0.8107
bookmia.01.27,a_game_of_thrones,0.6649,0.7439,0.7086,0.7459,0.8509,0,255,0.7459,87,0.8483,0.7459,0.8483,0.7405,137,0.8509,0.7459,0.8509,0.7405,137,0.8509,0.7459,0.8509,0.7405,137,0.8509,0.7459,0.8509
bookmia.01.31,a_game_of_thrones,0.2359,0.3561,0.7354,0.7436,0.8504,0,255,0.7436,145,0.8504,0.7436,0.8504,0.7436,145,0.8504,0.7436,0.8504,0.7436,145,0.8504,0.7436,0.8504,0.7436,145,0.8504,0.7436,0.8504
bookmia.01.32,a_game_of_thrones,0.0,0.1808,0.7172,0.738,0.8431,0,255,0.7326,137,0.8431,0.7326,0.8431,0.7326,137,0.8431,0.7326,0.8431,0.7326,137,0.8431,0.7326,0.8431,0.7326,137,0.8431,0.738,0.8431
bookmia.01.33,a_game_of_thrones,0.7158,0.8257,0.6527,0.6789,0.8025,0,255,0.6737,128,0.8025,0.6737,0.8025,0.6737,128,0.8025,0.6737,0.8025,0.6737,128,0.8025,0.6737,0.8025,0.6737,128,0.8025,0.6789,0.8025
bookmia.01.36,a_game_of_thrones,0.6946,0.7933,0.6901,0.7389,0.8466,0,255,0.734,149,0.8466,0.734,0.8466,0.734,149,0.8466,0.734,0.8466,0.734,149,0.8466,0.734,0.8466,0.734,149,0.8466,0.7389,0.8466
bookmia.01.37,a_game_of_thrones,0.6649,0.7602,0.7437,0.7606,0.864,0,253,0.7606,143,0.864,0.7606,0.864,0.7606,143,0.864,0.7606,0.864,0.7606,143,0.864,0.7606,0.864,0.7606,143,0.864,0.7606,0.864
bookmia.01.39,a_game_of_thrones,0.24,0.3429,0.7011,0.755,0.8539,0,252,0.745,149,0.8539,0.745,0.8539,0.745,149,0.8539,0.745,0.8539,0.745,149,0.8539,0.745,0.8539,0.745,149,0.8539,0.755,0.8539
bookmia.01.41,a_game_of_thrones,0.0,0.1453,0.7241,0.7621,0.865,0,247,0.7621,157,0.865,0.7621,0.865,0.7621,157,0.865,0.7621,0.865,0.7621,157,0.865,0.7621,0.865,0.7621,157,0.865,0.7621,0.865
bookmia.01.42,a_game_of_thrones,0.0,0.1862,0.7315,0.7463,0.8515,0,255,0.7415,152,0.8515,0.7415,0.8515,0.7415,152,0.8515,0.7415,0.8515,0.7415,152,0.8515,0.7463,0.8515,0.7415,152,0.8515,0.7463,0.8515
bookmia.01.43,a_game_of_thrones,0.0,0.1448,0.6342,0.6571,0.7874,0,253,0.6476,136,0.7861,0.6476,0.7861,0.6476,136,0.7861,0.6476,0.7861,0.6476,136,0.7861,0.6476,0.7861,0.6476,136,0.7861,0.6571,0.7874
bookmia.01.44,a_game_of_thrones,0.1923,0.337,0.5706,0.6731,0.808,0,255,0.6683,139,0.8046,0.6683,0.8046,0.6683,139,0.8046,0.6683,0.8046,0.6683,139,0.8046,0.6683,0.8046,0.6683,139,0.8046,0.6731,0.808
bookmia.01.46,a_game_of_thrones,0.1465,0.2727,0.6615,0.697,0.8119,0,256,0.6869,136,0.8119,0.6869,0.8119,0.6869,136,0.8119,0.697,0.8119,0.6869,136,0.8119,0.697,0.8119,0.6869,136,0.8119,0.697,0.8119
bookmia.01.49,a_game_of_thrones,0.3366,0.468,0.6503,0.6634,0.7953,0,255,0.6634,136,0.7953,0.6634,0.7953,0.6634,136,0.7953,0.6634,0.7953,0.6634,136,0.7953,0.6634,0.7953,0.6634,136,0.7953,0.6634,0.7953
bookmia.01.51,a_game_of_thrones,0.75,0.8464,0.7013,0.7264,0.8392,0,253,0.7264,154,0.8392,0.7264,0.8392,0.7264,154,0.8392,0.7264,0.8392,0.7264,154,0.8392,0.7264,0.8392,0.7264,154,0.8392,0.7264,0.8392
bookmia.01.52,a_game_of_thrones,0.6812,0.8103,0.6467,0.657,0.7895,0,255,0.6522,135,0.7895,0.6522,0.7895,0.6522,135,0.7895,0.6522,0.7895,0.6522,135,0.7895,0.657,0.7895,0.6522,135,0.7895,0.657,0.7895
bookmia.01.58,a_game_of_thrones,0.0,0.1468,0.7217,0.7579,0.8623,0,248,0.7579,144,0.8623,0.7579,0.8623,0.7579,144,0.8623,0.7579,0.8623,0.7579,144,0.8623,0.7579,0.8623,0.7579,144,0.8623,0.7579,0.8623
bookmia.01.59,a_game_of_thrones,0.3615,0.5108,0.6627,0.6901,0.8167,0,255,0.6901,147,0.8167,0.6901,0.8167,0.6901,147,0.8167,0.6901,0.8167,0.6901,147,0.8167,0.6901,0.8167,0.6901,147,0.8167,0.6901,0.8167
bookmia.01.60,a_game_of_thrones,0.0,0.1616,0.5943,0.6635,0.7942,0,253,0.6538,136,0.7884,0.6538,0.7884,0.6538,136,0.7884,0.6538,0.7884,0.6538,136,0.7884,0.6538,0.7884,0.6538,136,0.7884,0.6635,0.7942
bookmia.01.62,a_game_of_thrones,0.6543,0.7576,0.6738,0.7287,0.8431,0,253,0.7287,137,0.8431,0.7287,0.8431,0.7287,137,0.8431,0.7287,0.8431,0.7287,137,0.8431,0.7287,0.8431,0.7287,137,0.8431,0.7287,0.8431
bookmia.01.69,a_game_of_thrones,0.4975,0.6067,0.7063,0.7363,0.8448,0,250,0.7313,147,0.8448,0.7313,0.8448,0.7313,147,0.8448,0.7313,0.8448,0.7313,147,0.8448,0.7363,0.8448,0.7164,102,0.8357,0.7363,0.8448
bookmia.01.71,a_game_of_thrones,0.0,0.1589,0.6857,0.7204,0.8343,0,256,0.7156,151,0.8343,0.7156,0.8343,0.7156,151,0.8343,0.7156,0.8343,0.7156,151,0.8343,0.7156,0.8343,0.7156,151,0.8343,0.7204,0.8343
bookmia.01.73,a_game_of_thrones,0.1925,0.32,0.6836,0.7136,0.8242,0,256,0.7042,150,0.8242,0.7042,0.8242,0.7042,150,0.8242,0.7042,0.8242,0.7042,150,0.8242,0.7042,0.8242,0.7042,150,0.8242,0.7136,0.8242
bookmia.01.74,a_game_of_thrones,0.0,0.1369,0.724,0.7577,0.8622,0,253,0.7577,147,0.8622,0.7577,0.8622,0.7577,147,0.8622,0.7577,0.8622,0.7577,147,0.8622,0.7577,0.8622,0.7577,147,0.8622,0.7577,0.8622
bookmia.01.75,a_game_of_thrones,0.1474,0.2389,0.72,0.7421,0.852,0,253,0.7421,141,0.852,0.7421,0.852,0.7421,141,0.852,0.7421,0.852,0.7421,141,0.852,0.7421,0.852,0.7421,141,0.852,0.7421,0.852
bookmia.01.76,a_game_of_thrones,0.0,0.1512,0.7153,0.7437,0.853,0,253,0.7437,148,0.853,0.7437,0.853,0.7437,148,0.853,0.7437,0.853,0.7437,148,0.853,0.7437,0.853,0.7437,148,0.853,0.7437,0.853
bookmia.01.77,a_game_of_thrones,0.0,0.1843,0.6409,0.673,0.7977,0,252,0.6635,140,0.7977,0.6635,0.7977,0.6635,140,0.7977,0.6635,0.7977,0.6635,140,0.7977,0.6635,0.7977,0.6635,140,0.7977,0.673,0.7977
bookmia.01.78,a_game_of_thrones,0.768,0.8596,0.7259,0.7474,0.8555,0,255,0.7474,145,0.8555,0.7474,0.8555,0.7474,145,0.8555,0.7474,0.8555,0.7474,145,0.8555,0.7474,0.8555,0.7474,145,0.8555,0.7474,0.8555
bookmia.01.79,a_game_of_thrones,0.2982,0.4674,0.6705,0.6789,0.8065,0,256,0.6789,148,0.8065,0.6789,0.8065,0.6789,148,0.8065,0.6789,0.8065,0.6789,113,0.8011,0.6789,0.8065,0.6789,113,0.8011,0.6789,0.8065
bookmia.01.81,a_game_of_thrones,0.2255,0.3456,0.6978,0.7255,0.8409,0,251,0.7255,148,0.8409,0.7255,0.8409,0.7255,148,0.8409,0.7255,0.8409,0.7255,148,0.8409,0.7255,0.8409,0.7255,148,0.8409,0.7255,0.8409
