published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,4457.997,-5190.767,0.0,False
1.0,2.0,1.9189,4457.997,-6001.384,6.074,False
1.0,4.0,2.9522,4457.997,-5944.012,5.644,False
1.0,8.0,3.8167,4457.997,-5157.092,-0.252,False
3.0,1.0,3.0,5200.537,-1767.666,0.0,False
3.0,2.0,5.4826,5200.537,-1725.789,-0.314,False
3.0,4.0,7.0822,5200.537,-1417.781,-2.622,False
3.0,8.0,8.1942,5200.537,-1113.367,-4.903,False
