published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,5612.135,-5711.801,0.0,False
1.0,2.0,1.6438,5612.135,-7199.935,10.547,False
1.0,4.0,2.2957,5612.135,-7995.188,16.183,False
1.0,8.0,2.7265,5612.135,-8007.96,16.273,False
3.0,1.0,3.0,7013.277,-1638.637,0.0,False
3.0,2.0,4.896,7013.277,-2054.858,2.95,False
3.0,4.0,5.9017,7013.277,-1965.46,2.316,False
3.0,8.0,6.5183,7013.277,-1790.377,1.075,False
