published_k,alpha,k_matched,price_nats,logp_target,nats_per_window,off_grid
1.0,1.0,1.0,4575.511,-5572.378,0.0,False
1.0,2.0,1.9366,4575.511,-6929.261,7.141,False
1.0,4.0,3.0369,4575.511,-6888.762,6.928,False
1.0,8.0,3.9849,4575.511,-5655.646,0.438,False
3.0,1.0,3.0,5367.595,-1761.906,0.0,False
3.0,2.0,5.3812,5367.595,-1823.349,0.323,False
3.0,4.0,7.0459,5367.595,-1264.943,-2.616,False
3.0,8.0,8.165,5367.595,-828.396,-4.913,False
