prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,rouge_n1,recall_n8,lcs_n8,rouge_n8,recall_n64,lcs_n64,rouge_n64
bookmia.17.00,harry_potter_and_the_sorcerer's_stone,0.0,0.1241,0.0,0.0,0.0,1,0.0796,0.0,1,0.1036,0.0,1,0.0532
bookmia.17.03,harry_potter_and_the_sorcerer's_stone,0.0,0.1655,0.0,0.0,0.0,2,0.0412,0.0,2,0.1415,0.0,1,0.1127
bookmia.17.04,harry_potter_and_the_sorcerer's_stone,0.0,0.1137,0.0,0.0,0.0,1,0.1023,0.0,3,0.129,0.0,1,0.0478
bookmia.17.06,harry_potter_and_the_sorcerer's_stone,0.0,0.1481,0.0,0.0,0.0,2,0.1204,0.0,1,0.1048,0.0,1,0.1048
bookmia.17.08,harry_potter_and_the_sorcerer's_stone,0.0,0.1592,0.0,0.0,0.0,2,0.1182,0.0,2,0.1456,0.0,2,0.125
bookmia.17.11,harry_potter_and_the_sorcerer's_stone,0.0,0.1512,0.0,0.0,0.0,1,0.0495,0.0,2,0.1244,0.0,2,0.1281
bookmia.17.12,harry_potter_and_the_sorcerer's_stone,0.0,0.089,0.0,0.0,0.0,1,0.0284,0.0,1,0.0284,0.0,1,0.0284
bookmia.17.13,harry_potter_and_the_sorcerer's_stone,0.0,0.1214,0.0,0.0,0.0,2,0.125,0.0,2,0.1321,0.0,2,0.1154
bookmia.17.14,harry_potter_and_the_sorcerer's_stone,0.0,0.1029,0.0,0.0,0.0,2,0.0971,0.0,2,0.0971,0.0,1,0.02
bookmia.17.16,harry_potter_and_the_sorcerer's_stone,0.0,0.1921,0.0,0.0,0.0,2,0.098,0.0,2,0.1731,0.0,2,0.1422
bookmia.17.18,harry_potter_and_the_sorcerer's_stone,0.0,0.1452,0.0,0.0,0.0,2,0.1084,0.0,2,0.1084,0.0,2,0.1084
bookmia.17.22,harry_potter_and_the_sorcerer's_stone,0.0,0.1258,0.0,0.0,0.0,2,0.0566,0.0,2,0.0939,0.0,2,0.0957
bookmia.17.24,harry_potter_and_the_sorcerer's_stone,0.0,0.1273,0.0,0.0,0.0,2,0.1043,0.0,2,0.1187,0.0,1,0.0561
bookmia.17.26,harry_potter_and_the_sorcerer's_stone,0.0,0.1107,0.0,0.0,0.0,1,0.0788,0.0,1,0.0788,0.0,1,0.051
bookmia.17.28,harry_potter_and_the_sorcerer's_stone,0.0,0.0886,0.0,0.0,0.0,2,0.1233,0.0,2,0.0991,0.0,2,0.0978
bookmia.17.31,harry_potter_and_the_sorcerer's_stone,0.0,0.1528,0.0,0.0,0.0,2,0.1221,0.0,2,0.1221,0.0,1,0.0446
bookmia.17.32,harry_potter_and_the_sorcerer's_stone,0.0,0.1,0.0,0.0,0.0,1,0.1,0.0,1,0.0829,0.0,2,0.0847
bookmia.17.33,harry_potter_and_the_sorcerer's_stone,0.0,0.1172,0.0,0.0,0.0,2,0.1063,0.0,2,0.1033,0.0,2,0.1033
bookmia.17.35,harry_potter_and_the_sorcerer's_stone,0.0,0.1103,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
bookmia.17.38,harry_potter_and_the_sorcerer's_stone,0.0,0.1151,0.0,0.0,0.0,2,0.1143,0.0,2,0.1667,0.0,1,0.0372
bookmia.17.41,harry_potter_and_the_sorcerer's_stone,0.0,0.1185,0.0,0.0,0.0,2,0.1359,0.0,2,0.1033,0.0,2,0.0594
bookmia.17.42,harry_potter_and_the_sorcerer's_stone,0.0,0.1423,0.0,0.0,0.0,2,0.1106,0.0,2,0.1463,0.0,1,0.0288
bookmia.17.45,harry_potter_and_the_sorcerer's_stone,0.0,0.1119,0.0,0.0,0.0,1,0.0985,0.0,2,0.0481,0.0,1,0.09
bookmia.17.49,harry_potter_and_the_sorcerer's_stone,0.0,0.0946,0.0,0.0,0.0,1,0.0388,0.0,1,0.1058,0.0,1,0.1058
bookmia.17.51,harry_potter_and_the_sorcerer's_stone,0.0,0.1111,0.0,0.0,0.0,2,0.1232,0.0,2,0.1232,0.0,2,0.0185
bookmia.17.55,harry_potter_and_the_sorcerer's_stone,0.0,0.0966,0.0,0.0,0.0,2,0.0917,0.0,1,0.0189,0.0,0,0.0
bookmia.17.58,harry_potter_and_the_sorcerer's_stone,0.0,0.1107,0.0,0.0,0.0,2,0.1299,0.0,3,0.1518,0.0,1,0.0882
bookmia.17.62,harry_potter_and_the_sorcerer's_stone,0.0,0.0989,0.0,0.0,0.0,2,0.0957,0.0,2,0.1043,0.0,2,0.1043
bookmia.17.64,harry_potter_and_the_sorcerer's_stone,0.0,0.137,0.0,0.0,0.0,2,0.0697,0.0,1,0.0909,0.0,1,0.0523
bookmia.17.65,harry_potter_and_the_sorcerer's_stone,0.0,0.1064,0.0,0.0,0.0,2,0.1068,0.0,2,0.1121,0.0,2,0.1408
bookmia.17.66,harry_potter_and_the_sorcerer's_stone,0.0,0.1597,0.0,0.0,0.0,1,0.11,0.0,2,0.1327,0.0,2,0.1159
bookmia.17.67,harry_potter_and_the_sorcerer's_stone,0.0,0.1634,0.0,0.0,0.0,1,0.1038,0.0,2,0.1596,0.0,2,0.1068
bookmia.17.68,harry_potter_and_the_sorcerer's_stone,0.0,0.1538,0.0,0.0,0.0,1,0.1111,0.0,1,0.0861,0.0,1,0.0103
bookmia.17.69,harry_potter_and_the_sorcerer's_stone,0.0,0.1303,0.0,0.0,0.0,1,0.0882,0.0,2,0.1121,0.0,1,0.0211
bookmia.17.73,harry_potter_and_the_sorcerer's_stone,0.0,0.0929,0.0,0.0,0.0,2,0.1275,0.0,0,0.0,0.0,0,0.0
bookmia.17.76,harry_potter_and_the_sorcerer's_stone,0.0,0.1085,0.0,0.0,0.0,2,0.16,0.0,2,0.16,0.0,2,0.16
