prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
neutral_qa_000,,160,1.0,98.805,98.805,192.5257,198.3837,232.7828,1.0304,0.8271,0.8522,0.762,0.4044,47.5,0.0,3.7776,1.873,0.554146
neutral_qa_001,,160,1.0,103.9799,103.9799,200.9812,207.1591,238.6463,1.0307,0.8422,0.8681,0.7766,0.44,47.5,0.0,3.7189,2.166,0.517025
neutral_qa_002,,160,1.0,49.62,49.62,79.2028,81.5005,90.5513,1.029,0.8747,0.9,0.9193,0.4979,81.25,0.0,0.6714,1.601,0.433458
neutral_qa_003,,160,1.0,103.1701,103.1701,203.6106,209.4451,243.8722,1.0287,0.8349,0.8588,0.7678,0.4273,46.25,0.0,3.8593,1.843,0.538271
neutral_qa_004,,160,1.0,89.0524,89.0524,169.2783,175.9284,202.0185,1.0393,0.8379,0.8709,0.8157,0.4277,56.88,0.0,2.4633,2.268,0.507858
neutral_qa_005,,160,1.0,98.7718,98.7718,177.9239,183.2445,208.9423,1.0299,0.8515,0.877,0.8026,0.4529,52.5,0.0,3.6243,1.719,0.499025
neutral_qa_006,,160,1.0,103.3068,103.3068,206.9598,215.5054,252.4574,1.0413,0.8198,0.8536,0.7619,0.4189,46.88,0.0,4.0373,1.917,0.551219
neutral_qa_007,,160,1.0,86.5154,86.5154,152.9126,157.8446,180.0909,1.0323,0.8491,0.8765,0.8252,0.4039,60.0,0.0,2.4882,1.808,0.494386
neutral_qa_008,,160,1.0,94.0439,94.0439,180.6114,186.7346,215.6007,1.0339,0.8377,0.8661,0.7892,0.4178,51.25,0.0,3.1743,1.956,0.521367
neutral_qa_009,,160,1.0,76.9962,76.9962,95.8301,99.2736,101.5201,1.0359,0.944,0.9779,0.9571,0.7921,83.13,0.0,1.1635,4.604,0.192402
neutral_qa_010,,160,1.0,96.2293,96.2293,201.6704,210.0295,247.7123,1.0414,0.8141,0.8479,0.7793,0.4057,50.0,0.0,3.3982,2.348,0.562005
neutral_qa_011,,160,1.0,100.2383,100.2383,192.3688,199.6141,234.1859,1.0377,0.8214,0.8524,0.7782,0.3946,50.0,0.0,3.9455,1.974,0.549374
