prompt_id,arm,novel,blocked_steps,nv_recall,lcs_word,rouge_l
bookmia.00.11,tokenswap,1984,44,0.0,2,0.1124
bookmia.00.26,tokenswap,1984,47,0.0,2,0.1567
bookmia.00.31,tokenswap,1984,45,0.0,2,0.0881
bookmia.00.40,tokenswap,1984,43,0.0,2,0.1263
bookmia.00.46,tokenswap,1984,56,0.0,5,0.1613
bookmia.00.48,tokenswap,1984,36,0.0,1,0.0952
bookmia.00.64,tokenswap,1984,40,0.0,2,0.1344
bookmia.00.71,tokenswap,1984,39,0.0,8,0.1856
bookmia.01.00,tokenswap,a_game_of_thrones,40,0.0,2,0.1264
bookmia.01.01,tokenswap,a_game_of_thrones,56,0.0,7,0.1702
bookmia.01.02,tokenswap,a_game_of_thrones,44,0.0,5,0.1525
bookmia.01.03,tokenswap,a_game_of_thrones,54,0.0,2,0.1326
bookmia.01.04,tokenswap,a_game_of_thrones,40,0.0,2,0.1111
bookmia.01.07,tokenswap,a_game_of_thrones,42,0.0,2,0.1456
bookmia.01.10,tokenswap,a_game_of_thrones,43,0.0,3,0.1461
bookmia.01.11,tokenswap,a_game_of_thrones,43,0.0,2,0.1
bookmia.01.12,tokenswap,a_game_of_thrones,35,0.0,2,0.116
bookmia.01.14,tokenswap,a_game_of_thrones,36,0.0,6,0.1638
bookmia.01.20,tokenswap,a_game_of_thrones,28,0.0,2,0.0986
bookmia.01.22,tokenswap,a_game_of_thrones,50,0.0,3,0.1385
bookmia.01.23,tokenswap,a_game_of_thrones,46,0.0,3,0.1399
bookmia.01.26,tokenswap,a_game_of_thrones,50,0.0,4,0.1264
bookmia.01.27,tokenswap,a_game_of_thrones,44,0.0,3,0.1235
bookmia.01.31,tokenswap,a_game_of_thrones,55,0.0,2,0.085
bookmia.01.32,tokenswap,a_game_of_thrones,39,0.0,2,0.1183
bookmia.01.33,tokenswap,a_game_of_thrones,31,0.0,16,0.1934
bookmia.01.36,tokenswap,a_game_of_thrones,43,0.0,5,0.163
bookmia.01.37,tokenswap,a_game_of_thrones,49,0.0,2,0.1254
bookmia.01.39,tokenswap,a_game_of_thrones,36,0.0,3,0.1453
bookmia.01.41,tokenswap,a_game_of_thrones,38,0.0,2,0.1504
bookmia.01.42,tokenswap,a_game_of_thrones,46,0.0,2,0.1514
bookmia.01.43,tokenswap,a_game_of_thrones,43,0.0,2,0.1237
bookmia.01.44,tokenswap,a_game_of_thrones,40,0.0,3,0.1319
