prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64
bookmia.17.00,harry_potter_and_the_sorcerer's_stone,0.582,0.6718,0.0,0.0,0.1476,0,0,0.0,2,0.1372,0.0,0.1372,0.0,2,0.1088,0.0,0.1465,0.0,2,0.1135,0.0,0.1476
bookmia.17.03,harry_potter_and_the_sorcerer's_stone,0.4214,0.4894,0.0,0.0,0.1869,0,0,0.0,2,0.1453,0.0,0.1453,0.0,1,0.0305,0.0,0.1616,0.0,1,0.0305,0.0,0.1869
bookmia.17.04,harry_potter_and_the_sorcerer's_stone,0.0,0.1544,0.0,0.0,0.1911,0,0,0.0,2,0.1346,0.0,0.1346,0.0,2,0.1397,0.0,0.1806,0.0,4,0.1661,0.0,0.1911
bookmia.17.06,harry_potter_and_the_sorcerer's_stone,0.5857,0.6096,0.0,0.0,0.1883,0,0,0.0,2,0.1364,0.0,0.1364,0.0,3,0.1452,0.0,0.1812,0.0,3,0.1103,0.0,0.1883
bookmia.17.08,harry_potter_and_the_sorcerer's_stone,0.3485,0.5134,0.0,0.0,0.1689,0,0,0.0,2,0.1295,0.0,0.1295,0.0,2,0.1486,0.0,0.1538,0.0,2,0.1484,0.0,0.1689
bookmia.17.11,harry_potter_and_the_sorcerer's_stone,0.963,0.8784,0.0,0.0,0.1769,0,0,0.0,2,0.1288,0.0,0.1288,0.0,2,0.1275,0.0,0.157,0.0,2,0.1275,0.0,0.1769
bookmia.17.12,harry_potter_and_the_sorcerer's_stone,0.0,0.1049,0.0,0.0,0.1416,0,0,0.0,1,0.1118,0.0,0.1118,0.0,2,0.0774,0.0,0.1118,0.0,2,0.0588,0.0,0.1416
bookmia.17.13,harry_potter_and_the_sorcerer's_stone,0.0,0.1227,0.0,0.0,0.186,0,0,0.0,2,0.1284,0.0,0.1284,0.0,2,0.1284,0.0,0.1644,0.0,2,0.1375,0.0,0.186
bookmia.17.14,harry_potter_and_the_sorcerer's_stone,0.1694,0.2877,0.0,0.0,0.1319,0,0,0.0,2,0.0941,0.0,0.0941,0.0,2,0.0848,0.0,0.1116,0.0,3,0.0949,0.0,0.1319
bookmia.17.16,harry_potter_and_the_sorcerer's_stone,0.6569,0.646,0.0,0.0,0.2078,0,0,0.0,3,0.1661,0.0,0.1661,0.0,3,0.1661,0.0,0.1722,0.0,2,0.1429,0.0,0.2078
bookmia.17.18,harry_potter_and_the_sorcerer's_stone,1.0,0.9041,0.0,0.0,0.1847,0,0,0.0,2,0.1672,0.0,0.1672,0.0,2,0.1057,0.0,0.1672,0.0,2,0.1507,0.0,0.1847
bookmia.17.22,harry_potter_and_the_sorcerer's_stone,0.3786,0.436,0.0,0.0,0.1714,0,0,0.0,2,0.1639,0.0,0.1639,0.0,2,0.1639,0.0,0.1714,0.0,2,0.1073,0.0,0.1714
bookmia.17.24,harry_potter_and_the_sorcerer's_stone,1.0,0.9302,0.0,0.0,0.16,0,0,0.0,2,0.1083,0.0,0.1083,0.0,2,0.1083,0.0,0.1494,0.0,2,0.0839,0.0,0.16
bookmia.17.26,harry_potter_and_the_sorcerer's_stone,0.0,0.1357,0.0,0.0,0.1512,0,0,0.0,2,0.0818,0.0,0.0818,0.0,2,0.087,0.0,0.1356,0.0,2,0.087,0.0,0.1512
bookmia.17.28,harry_potter_and_the_sorcerer's_stone,0.5034,0.5677,0.0,0.0,0.1881,0,0,0.0,2,0.1457,0.0,0.1457,0.0,2,0.1457,0.0,0.1582,0.0,2,0.1414,0.0,0.1881
bookmia.17.31,harry_potter_and_the_sorcerer's_stone,0.3259,0.4286,0.0,0.0,0.173,0,0,0.0,2,0.1389,0.0,0.1389,0.0,2,0.1172,0.0,0.1479,0.0,2,0.1255,0.0,0.173
bookmia.17.32,harry_potter_and_the_sorcerer's_stone,0.0,0.1226,0.0,0.0,0.131,0,0,0.0,2,0.084,0.0,0.084,0.0,2,0.096,0.0,0.1259,0.0,1,0.0684,0.0,0.131
bookmia.17.33,harry_potter_and_the_sorcerer's_stone,0.0,0.1418,0.0,0.0,0.1611,0,0,0.0,1,0.1068,0.0,0.1068,0.0,2,0.0952,0.0,0.1486,0.0,2,0.1176,0.0,0.1611
bookmia.17.35,harry_potter_and_the_sorcerer's_stone,0.0,0.0981,0.0,0.0,0.1473,0,0,0.0,2,0.12,0.0,0.12,0.0,1,0.0827,0.0,0.1245,0.0,1,0.0827,0.0,0.1473
