prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
bookmia.00.11,,380,1.0,222.7765,222.7765,630.1683,648.5583,814.7844,1.0292,0.7734,0.796,0.6637,0.2358,50.0,0.0,6.2927,2.074,0.643862
bookmia.00.26,,380,1.0,213.6018,213.6019,587.0751,603.906,760.4856,1.0287,0.772,0.7941,0.6876,0.233,53.68,0.0,4.9914,1.835,0.643125
bookmia.00.31,,380,1.0,233.1339,233.1339,682.4177,699.3921,891.2139,1.0249,0.7657,0.7848,0.642,0.2356,48.68,0.0,7.519,1.664,0.67666
bookmia.00.40,,380,1.0,222.1592,222.1592,690.4393,712.4504,908.8027,1.0319,0.7597,0.7839,0.6756,0.2334,52.37,0.0,5.5747,1.781,0.703668
bookmia.00.46,,380,1.0,223.0508,223.0508,634.2103,650.6299,824.0383,1.0259,0.7696,0.7896,0.6701,0.2364,51.32,0.0,6.228,1.912,0.660362
bookmia.00.48,,380,1.0,210.7584,210.7585,623.9957,643.446,814.2836,1.0312,0.7663,0.7902,0.6862,0.2296,54.47,0.0,5.0045,1.731,0.673528
bookmia.00.64,,380,1.0,209.2544,209.2544,614.864,634.5781,806.0961,1.0321,0.7628,0.7872,0.6918,0.2288,54.47,0.0,5.4523,1.827,0.681629
bookmia.00.71,,380,1.0,228.6861,228.6861,684.6747,709.5179,902.3442,1.0363,0.7588,0.7863,0.6656,0.2305,51.32,0.0,6.5039,2.126,0.696802
bookmia.01.00,,380,1.0,228.8491,228.8491,736.275,758.8037,969.5331,1.0306,0.7594,0.7826,0.655,0.2362,48.95,0.0,6.8629,1.964,0.71677
bookmia.01.01,,380,1.0,240.9712,240.9712,783.2939,810.2449,1036.3926,1.0344,0.7558,0.7818,0.6306,0.2389,45.79,0.0,8.681,1.961,0.734239
bookmia.01.02,,380,1.0,236.4782,236.4782,746.1174,767.255,981.1071,1.0283,0.7605,0.782,0.6318,0.2393,46.05,0.0,7.9352,1.877,0.708298
bookmia.01.03,,380,1.0,226.8058,226.8058,667.1908,686.0607,878.0486,1.0283,0.7599,0.7813,0.6489,0.2347,49.47,0.0,7.2782,1.792,0.692626
bookmia.01.04,,380,1.0,220.4757,220.4757,642.9596,660.7103,840.3619,1.0276,0.7651,0.7862,0.6609,0.2319,50.53,0.0,6.3685,1.839,0.677006
bookmia.01.07,,380,1.0,228.0365,228.0365,673.5688,693.1592,883.3907,1.0291,0.7625,0.7847,0.6431,0.2265,48.42,0.0,7.4333,1.927,0.687121
bookmia.01.10,,380,1.0,220.7461,220.7461,682.1223,702.7997,901.726,1.0303,0.7565,0.7794,0.6533,0.2284,49.47,0.0,6.7626,1.855,0.715939
bookmia.01.11,,380,1.0,213.4555,213.4555,650.093,670.5574,852.9594,1.0315,0.7622,0.7862,0.6614,0.2174,51.32,0.0,5.8969,1.834,0.694079
bookmia.01.12,,380,1.0,246.4918,246.4918,727.7086,749.9792,953.6314,1.0306,0.7631,0.7864,0.6233,0.2369,44.74,0.0,8.1532,1.893,0.682771
bookmia.01.14,,380,1.0,232.8128,232.8128,745.9028,765.7661,982.0493,1.0266,0.7595,0.7798,0.652,0.2354,49.21,0.0,7.6781,1.75,0.721099
bookmia.01.20,,380,1.0,229.2746,229.2746,710.3619,731.2289,936.0024,1.0294,0.7589,0.7812,0.6482,0.2363,48.68,0.0,6.6531,1.948,0.709326
bookmia.01.22,,380,1.0,236.4799,236.4799,741.1143,765.3987,977.8349,1.0328,0.7579,0.7827,0.652,0.2371,48.68,0.0,7.0153,1.849,0.711867
bookmia.01.23,,380,1.0,240.8981,240.8981,709.7529,730.2981,924.4921,1.0289,0.7677,0.7899,0.6373,0.2386,46.84,0.0,8.0879,1.807,0.670731
bookmia.01.26,,380,1.0,229.6704,229.6704,742.6279,769.0682,985.0553,1.0356,0.7539,0.7807,0.6502,0.2302,49.21,0.0,6.5731,1.927,0.73476
bookmia.01.27,,380,1.0,238.1683,238.1683,728.7217,751.5266,966.524,1.0313,0.754,0.7776,0.6264,0.2313,45.53,0.0,8.1723,1.845,0.718987
bookmia.01.31,,380,1.0,236.6624,236.6624,744.7045,765.642,979.8297,1.0281,0.76,0.7814,0.6142,0.2147,45.26,0.0,9.0023,1.855,0.708683
bookmia.01.32,,380,1.0,243.5924,243.5924,811.6243,834.7046,1072.3792,1.0284,0.7568,0.7784,0.6238,0.2331,44.74,0.0,9.2311,1.8,0.739306
bookmia.01.33,,380,1.0,262.0628,262.0629,890.6308,918.1786,1186.2976,1.0309,0.7508,0.774,0.5934,0.2407,40.53,0.0,10.8962,1.737,0.764582
bookmia.01.36,,380,1.0,238.6631,238.6632,731.6725,758.6089,967.936,1.0368,0.7559,0.7837,0.635,0.2396,45.53,0.0,7.3183,1.933,0.705802
bookmia.01.37,,380,1.0,230.4525,230.4525,671.7566,695.1408,877.3571,1.0348,0.7657,0.7923,0.655,0.2308,49.21,0.0,7.0967,1.974,0.667268
bookmia.01.39,,380,1.0,240.9859,240.9859,709.6022,730.7812,933.8638,1.0298,0.7599,0.7825,0.6213,0.2332,45.0,0.0,7.66,1.795,0.6923
bookmia.01.41,,380,1.0,224.4652,224.4653,698.6635,724.9839,925.4797,1.0377,0.7549,0.7834,0.6583,0.2249,50.26,0.0,6.9932,1.915,0.713951
