alpha,k,split,n_protected,n_ordinary,price_nats,price_frac_ceiling,logp_target,logp_per_token,n_tokens,logp_target_risky,logp_target_safe
1.0,0.5,attack_train,25,25,6066.086,0.6701,-6493.11,-0.9953,6524,-319.329,-18159.756
1.0,0.75,attack_train,25,25,6894.939,0.7617,-5161.229,-0.7911,6524,-319.329,-18159.756
1.0,1.0,attack_train,25,25,7460.771,0.8242,-4245.584,-0.6508,6524,-319.329,-18159.756
1.0,1.5,attack_train,25,25,8161.376,0.9016,-3035.386,-0.4653,6524,-319.329,-18159.756
1.0,2.0,attack_train,25,25,8542.705,0.9437,-2264.799,-0.3471,6524,-319.329,-18159.756
1.0,2.5,attack_train,25,25,8756.397,0.9673,-1739.845,-0.2667,6524,-319.329,-18159.756
1.0,3.0,attack_train,25,25,8878.369,0.9808,-1365.47,-0.2093,6524,-319.329,-18159.756
1.0,4.0,attack_train,25,25,8986.904,0.9928,-890.677,-0.1365,6524,-319.329,-18159.756
1.0,5.5,attack_train,25,25,9034.297,0.998,-537.023,-0.0823,6524,-319.329,-18159.756
1.0,7.5,attack_train,25,25,9048.519,0.9996,-360.387,-0.0552,6524,-319.329,-18159.756
1.0,10.0,attack_train,25,25,9051.501,0.9999,-318.009,-0.0487,6524,-319.329,-18159.756
1.0,14.0,attack_train,25,25,9051.968,1.0,-313.623,-0.0481,6524,-319.329,-18159.756
2.0,0.5,attack_train,25,25,4689.133,0.518,-9467.67,-1.4512,6524,-319.329,-18159.756
2.0,0.75,attack_train,25,25,5472.338,0.6045,-8251.759,-1.2648,6524,-319.329,-18159.756
2.0,1.0,attack_train,25,25,6063.167,0.6698,-7320.671,-1.1221,6524,-319.329,-18159.756
2.0,1.5,attack_train,25,25,6914.965,0.7639,-5908.182,-0.9056,6524,-319.329,-18159.756
2.0,2.0,attack_train,25,25,7499.22,0.8285,-4835.542,-0.7412,6524,-319.329,-18159.756
2.0,2.5,attack_train,25,25,7918.905,0.8748,-3984.854,-0.6108,6524,-319.329,-18159.756
2.0,3.0,attack_train,25,25,8229.689,0.9092,-3294.029,-0.5049,6524,-319.329,-18159.756
2.0,4.0,attack_train,25,25,8623.256,0.9526,-2259.217,-0.3463,6524,-319.329,-18159.756
2.0,5.5,attack_train,25,25,8894.314,0.9826,-1284.773,-0.1969,6524,-319.329,-18159.756
2.0,7.5,attack_train,25,25,9010.592,0.9954,-638.608,-0.0979,6524,-319.329,-18159.756
2.0,10.0,attack_train,25,25,9044.25,0.9991,-384.221,-0.0589,6524,-319.329,-18159.756
2.0,14.0,attack_train,25,25,9051.848,1.0,-315.805,-0.0484,6524,-319.329,-18159.756
4.0,0.5,attack_train,25,25,3552.898,0.3925,-11871.759,-1.8197,6524,-319.329,-18159.756
4.0,0.75,attack_train,25,25,4249.868,0.4695,-10755.948,-1.6487,6524,-319.329,-18159.756
4.0,1.0,attack_train,25,25,4814.297,0.5319,-9804.707,-1.5029,6524,-319.329,-18159.756
4.0,1.5,attack_train,25,25,5706.716,0.6304,-8196.038,-1.2563,6524,-319.329,-18159.756
4.0,2.0,attack_train,25,25,6388.923,0.7058,-6845.873,-1.0493,6524,-319.329,-18159.756
4.0,2.5,attack_train,25,25,6930.603,0.7656,-5706.765,-0.8747,6524,-319.329,-18159.756
4.0,3.0,attack_train,25,25,7371.651,0.8144,-4743.847,-0.7271,6524,-319.329,-18159.756
4.0,4.0,attack_train,25,25,8019.979,0.886,-3250.232,-0.4982,6524,-319.329,-18159.756
4.0,5.5,attack_train,25,25,8596.735,0.9497,-1801.565,-0.2761,6524,-319.329,-18159.756
4.0,7.5,attack_train,25,25,8927.743,0.9863,-822.258,-0.126,6524,-319.329,-18159.756
4.0,10.0,attack_train,25,25,9032.219,0.9978,-427.051,-0.0655,6524,-319.329,-18159.756
4.0,14.0,attack_train,25,25,9051.306,0.9999,-317.939,-0.0487,6524,-319.329,-18159.756
8.0,0.5,attack_train,25,25,2710.622,0.2995,-13479.637,-2.0662,6524,-319.329,-18159.756
8.0,0.75,attack_train,25,25,3337.673,0.3687,-12360.803,-1.8947,6524,-319.329,-18159.756
8.0,1.0,attack_train,25,25,3869.893,0.4275,-11344.34,-1.7389,6524,-319.329,-18159.756
8.0,1.5,attack_train,25,25,4750.201,0.5248,-9551.117,-1.464,6524,-319.329,-18159.756
8.0,2.0,attack_train,25,25,5457.787,0.6029,-8009.23,-1.2277,6524,-319.329,-18159.756
8.0,2.5,attack_train,25,25,6048.956,0.6682,-6698.149,-1.0267,6524,-319.329,-18159.756
8.0,3.0,attack_train,25,25,6554.013,0.724,-5582.173,-0.8556,6524,-319.329,-18159.756
8.0,4.0,attack_train,25,25,7355.949,0.8126,-3843.06,-0.5891,6524,-319.329,-18159.756
8.0,5.5,attack_train,25,25,8186.033,0.9043,-2123.845,-0.3255,6524,-319.329,-18159.756
8.0,7.5,attack_train,25,25,8780.717,0.97,-941.666,-0.1443,6524,-319.329,-18159.756
8.0,10.0,attack_train,25,25,9010.797,0.9955,-449.796,-0.0689,6524,-319.329,-18159.756
8.0,14.0,attack_train,25,25,9050.503,0.9998,-318.972,-0.0489,6524,-319.329,-18159.756
