prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1,recall_n8,lcs_n8,rouge_n8,oracle_recall_n8,oracle_rouge_n8,recall_n64,lcs_n64,rouge_n64,oracle_recall_n64,oracle_rouge_n64,recall_n256,lcs_n256,rouge_n256,oracle_recall_n256,oracle_rouge_n256
bookmia.00.11,1984,0.3168,0.4213,0.2071,0.3861,0.5571,0,163,0.0,16,0.1792,0.0,0.1792,0.3861,78,0.5571,0.3861,0.5571,0.3861,78,0.5571,0.3861,0.5571,0.3861,78,0.5571,0.3861,0.5571
bookmia.00.26,1984,0.8246,0.8779,0.2558,0.3602,0.5329,0,219,0.0,8,0.1352,0.0,0.1352,0.3602,76,0.5296,0.3602,0.5296,0.3602,76,0.5296,0.3602,0.5296,0.3602,76,0.5296,0.3602,0.5329
bookmia.00.31,1984,0.1211,0.2156,0.2894,0.3842,0.5475,0,223,0.2105,40,0.3636,0.2105,0.3636,0.3789,72,0.5475,0.3789,0.5475,0.3789,72,0.5475,0.3789,0.5475,0.3789,72,0.5475,0.3842,0.5475
bookmia.00.40,1984,0.2892,0.4247,0.1965,0.3725,0.5429,0,217,0.2353,48,0.3943,0.2353,0.3943,0.2353,48,0.3871,0.25,0.4071,0.3725,76,0.5429,0.3725,0.5429,0.3725,76,0.5429,0.3725,0.5429
bookmia.00.46,1984,0.7383,0.8564,0.2246,0.3505,0.519,0,187,0.0,19,0.2749,0.0,0.2749,0.3505,75,0.519,0.3505,0.519,0.3505,75,0.519,0.3505,0.519,0.3505,75,0.519,0.3505,0.519
bookmia.00.48,1984,0.1643,0.3194,0.0035,0.3474,0.5157,0,4,0.0,2,0.1259,0.0,0.1259,0.0,2,0.1259,0.0,0.1384,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3474,0.5157
bookmia.00.64,1984,0.0,0.1755,0.2781,0.3687,0.527,0,230,0.3548,77,0.522,0.3548,0.522,0.3548,77,0.522,0.3548,0.522,0.3548,73,0.522,0.3548,0.522,0.3548,73,0.522,0.3687,0.527
bookmia.00.71,1984,0.2911,0.4831,0.1945,0.3474,0.5157,0,200,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3474,0.5157,0.3474,74,0.5157,0.3474,0.5157,0.3427,73,0.5087,0.3474,0.5157
bookmia.01.00,a_game_of_thrones,0.0,0.224,0.2477,0.3427,0.5157,0,221,0.3427,73,0.5157,0.3427,0.5157,0.3427,73,0.5157,0.3427,0.5157,0.3427,73,0.5157,0.3427,0.5157,0.3427,73,0.5157,0.3427,0.5157
bookmia.01.01,a_game_of_thrones,0.7005,0.8076,0.222,0.3134,0.4718,0,207,0.1843,40,0.3655,0.1843,0.3655,0.3088,67,0.4718,0.3088,0.4718,0.3088,67,0.4718,0.3088,0.4718,0.3088,67,0.4718,0.3134,0.4718
bookmia.01.02,a_game_of_thrones,0.1364,0.2493,0.2522,0.3535,0.5204,0,225,0.1717,34,0.3284,0.1717,0.3284,0.3535,70,0.5204,0.3535,0.5204,0.3535,70,0.5204,0.3535,0.5204,0.3535,70,0.5204,0.3535,0.5204
bookmia.01.03,a_game_of_thrones,0.7828,0.8669,0.2446,0.3636,0.5259,0,202,0.3586,71,0.5259,0.3586,0.5259,0.3586,71,0.5259,0.3586,0.5259,0.3586,71,0.5259,0.3586,0.5259,0.3586,71,0.5259,0.3636,0.5259
bookmia.01.04,a_game_of_thrones,0.2415,0.3887,0.2992,0.3671,0.53,0,235,0.3623,75,0.53,0.3623,0.53,0.3623,75,0.53,0.3623,0.53,0.3623,75,0.53,0.3671,0.53,0.3623,75,0.53,0.3671,0.53
bookmia.01.07,a_game_of_thrones,0.5822,0.6827,0.2038,0.3286,0.4947,0,209,0.2582,55,0.4281,0.2582,0.4281,0.3239,55,0.4789,0.3239,0.4789,0.3286,70,0.4947,0.3286,0.4947,0.3286,70,0.4947,0.3286,0.4947
bookmia.01.10,a_game_of_thrones,0.7327,0.84,0.2639,0.3663,0.5362,0,217,0.3663,74,0.5362,0.3663,0.5362,0.3663,74,0.5362,0.3663,0.5362,0.3663,74,0.5362,0.3663,0.5362,0.3663,74,0.5362,0.3663,0.5362
bookmia.01.11,a_game_of_thrones,0.7642,0.8663,0.3088,0.3774,0.543,0,241,0.3726,79,0.543,0.3726,0.543,0.3726,79,0.543,0.3726,0.543,0.3726,79,0.543,0.3726,0.543,0.3774,45,0.5411,0.3774,0.543
