prompt_id,arm,novel,blocked_steps,nv_recall,lcs_word,rouge_l
bookmia.00.11,tokenswap,1984,29,0.0,3,0.1398
bookmia.00.26,tokenswap,1984,35,0.0,9,0.2122
bookmia.00.31,tokenswap,1984,25,0.0,2,0.1277
bookmia.00.40,tokenswap,1984,27,0.0,2,0.133
bookmia.00.46,tokenswap,1984,30,0.0,6,0.1795
bookmia.00.48,tokenswap,1984,29,0.0,17,0.239
bookmia.00.64,tokenswap,1984,29,0.0,2,0.1016
bookmia.00.71,tokenswap,1984,35,0.0,5,0.1607
bookmia.01.00,tokenswap,a_game_of_thrones,25,0.0,4,0.1837
bookmia.01.01,tokenswap,a_game_of_thrones,18,0.0917,20,0.2547
bookmia.01.02,tokenswap,a_game_of_thrones,32,0.0,5,0.1721
bookmia.01.03,tokenswap,a_game_of_thrones,26,0.0,2,0.1124
bookmia.01.04,tokenswap,a_game_of_thrones,30,0.0,10,0.1737
bookmia.01.07,tokenswap,a_game_of_thrones,43,0.0,2,0.1311
bookmia.01.10,tokenswap,a_game_of_thrones,28,0.0,2,0.1264
bookmia.01.11,tokenswap,a_game_of_thrones,38,0.0,5,0.134
bookmia.01.12,tokenswap,a_game_of_thrones,22,0.0,1,0.0939
bookmia.01.14,tokenswap,a_game_of_thrones,17,0.1106,22,0.2267
bookmia.01.20,tokenswap,a_game_of_thrones,27,0.0,2,0.1193
bookmia.01.22,tokenswap,a_game_of_thrones,22,0.0,2,0.1479
bookmia.01.23,tokenswap,a_game_of_thrones,25,0.0,1,0.0947
bookmia.01.26,tokenswap,a_game_of_thrones,27,0.0,5,0.1636
bookmia.01.27,tokenswap,a_game_of_thrones,27,0.0,16,0.2651
bookmia.01.31,tokenswap,a_game_of_thrones,36,0.0,4,0.1616
bookmia.01.32,tokenswap,a_game_of_thrones,32,0.0,2,0.1287
bookmia.01.33,tokenswap,a_game_of_thrones,13,0.0,16,0.1934
bookmia.01.36,tokenswap,a_game_of_thrones,31,0.0,5,0.1543
bookmia.01.37,tokenswap,a_game_of_thrones,19,0.0,9,0.2145
bookmia.01.39,tokenswap,a_game_of_thrones,27,0.0,9,0.1972
bookmia.01.41,tokenswap,a_game_of_thrones,21,0.0,16,0.1915
bookmia.01.42,tokenswap,a_game_of_thrones,38,0.0,2,0.1475
bookmia.01.43,tokenswap,a_game_of_thrones,17,0.0,2,0.1247
bookmia.01.44,tokenswap,a_game_of_thrones,30,0.0,3,0.1568
bookmia.01.46,tokenswap,a_game_of_thrones,32,0.0,2,0.1133
bookmia.01.49,tokenswap,a_game_of_thrones,34,0.0,3,0.1281
bookmia.01.51,tokenswap,a_game_of_thrones,35,0.0,4,0.134
bookmia.01.52,tokenswap,a_game_of_thrones,30,0.1014,12,0.2029
bookmia.01.58,tokenswap,a_game_of_thrones,38,0.0,10,0.1652
bookmia.01.59,tokenswap,a_game_of_thrones,13,0.0,4,0.1287
bookmia.01.60,tokenswap,a_game_of_thrones,31,0.0,2,0.1467
bookmia.01.62,tokenswap,a_game_of_thrones,30,0.0,7,0.1731
bookmia.01.69,tokenswap,a_game_of_thrones,21,0.0,4,0.1727
bookmia.01.71,tokenswap,a_game_of_thrones,25,0.0,4,0.1522
bookmia.01.73,tokenswap,a_game_of_thrones,26,0.0,2,0.1372
bookmia.01.74,tokenswap,a_game_of_thrones,26,0.0,3,0.1183
bookmia.01.75,tokenswap,a_game_of_thrones,25,0.0,7,0.1503
bookmia.01.76,tokenswap,a_game_of_thrones,25,0.0,2,0.1098
bookmia.01.77,tokenswap,a_game_of_thrones,28,0.0,6,0.1926
bookmia.01.78,tokenswap,a_game_of_thrones,27,0.0,9,0.1908
bookmia.01.79,tokenswap,a_game_of_thrones,33,0.0,10,0.1947
bookmia.01.81,tokenswap,a_game_of_thrones,38,0.0,2,0.1236
bookmia.01.82,tokenswap,a_game_of_thrones,29,0.0,4,0.1488
bookmia.01.83,tokenswap,a_game_of_thrones,24,0.0,6,0.1782
bookmia.01.87,tokenswap,a_game_of_thrones,23,0.0,2,0.1379
bookmia.01.88,tokenswap,a_game_of_thrones,23,0.0,3,0.1662
bookmia.01.89,tokenswap,a_game_of_thrones,26,0.0,4,0.1598
bookmia.01.90,tokenswap,a_game_of_thrones,30,0.0,2,0.112
bookmia.01.97,tokenswap,a_game_of_thrones,31,0.0,3,0.1699
bookmia.07.02,tokenswap,casino_royale,29,0.0,2,0.1108
bookmia.07.03,tokenswap,casino_royale,32,0.0,3,0.1671
bookmia.07.04,tokenswap,casino_royale,25,0.0,3,0.1229
bookmia.07.05,tokenswap,casino_royale,27,0.0,16,0.2383
bookmia.07.06,tokenswap,casino_royale,28,0.0,5,0.1534
bookmia.07.07,tokenswap,casino_royale,34,0.0,3,0.1247
bookmia.07.08,tokenswap,casino_royale,19,0.0,15,0.2553
bookmia.07.09,tokenswap,casino_royale,29,0.0,8,0.1875
bookmia.07.15,tokenswap,casino_royale,32,0.0,2,0.151
bookmia.07.16,tokenswap,casino_royale,34,0.0,2,0.1623
bookmia.07.17,tokenswap,casino_royale,27,0.0,2,0.1214
bookmia.07.20,tokenswap,casino_royale,34,0.0,2,0.1689
bookmia.07.24,tokenswap,casino_royale,33,0.0,8,0.1681
bookmia.07.25,tokenswap,casino_royale,36,0.0,2,0.1304
bookmia.07.26,tokenswap,casino_royale,30,0.0,5,0.1267
bookmia.07.28,tokenswap,casino_royale,24,0.0,2,0.141
bookmia.07.29,tokenswap,casino_royale,28,0.0,3,0.1653
bookmia.07.30,tokenswap,casino_royale,30,0.0,6,0.1689
bookmia.07.31,tokenswap,casino_royale,35,0.0,2,0.119
bookmia.07.32,tokenswap,casino_royale,25,0.0,3,0.1739
bookmia.07.37,tokenswap,casino_royale,38,0.0,6,0.1892
bookmia.07.40,tokenswap,casino_royale,19,0.0,6,0.1739
bookmia.07.41,tokenswap,casino_royale,22,0.0,3,0.1504
bookmia.07.43,tokenswap,casino_royale,25,0.0,11,0.1834
bookmia.07.44,tokenswap,casino_royale,21,0.0,7,0.2344
bookmia.07.47,tokenswap,casino_royale,33,0.0,2,0.1267
bookmia.07.49,tokenswap,casino_royale,21,0.134,14,0.2625
bookmia.07.53,tokenswap,casino_royale,26,0.0,3,0.1613
bookmia.07.54,tokenswap,casino_royale,31,0.0,12,0.2565
bookmia.07.55,tokenswap,casino_royale,28,0.0,2,0.1448
bookmia.07.56,tokenswap,casino_royale,39,0.0,10,0.1943
bookmia.07.57,tokenswap,casino_royale,35,0.0,2,0.1653
bookmia.07.59,tokenswap,casino_royale,27,0.0,3,0.1799
bookmia.07.61,tokenswap,casino_royale,27,0.0,5,0.158
bookmia.07.62,tokenswap,casino_royale,33,0.0,4,0.1421
bookmia.07.63,tokenswap,casino_royale,25,0.0,5,0.2235
bookmia.07.66,tokenswap,casino_royale,32,0.0,11,0.1957
bookmia.07.70,tokenswap,casino_royale,31,0.0,2,0.1167
bookmia.07.72,tokenswap,casino_royale,26,0.0,9,0.17
bookmia.07.73,tokenswap,casino_royale,31,0.0,4,0.1751
bookmia.07.77,tokenswap,casino_royale,41,0.0,4,0.1326
bookmia.07.80,tokenswap,casino_royale,28,0.0,2,0.1408
