prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
neutral_qa_000,,160,3.0,177.6441,177.6441,196.0666,198.0126,198.8659,1.0099,0.9859,0.9957,0.9856,0.906,90.62,0.0,2.7229,8.952,0.080431
neutral_qa_001,,160,3.0,165.1801,165.1801,175.9618,177.0289,177.3832,1.0061,0.992,0.998,0.9808,0.9369,91.25,0.0,2.4819,2.07,0.058601
neutral_qa_002,,160,3.0,187.4748,187.4748,210.7938,212.3636,213.4922,1.0074,0.9874,0.9947,0.9771,0.8965,85.62,0.0,3.1373,1.733,0.08853
neutral_qa_003,,160,3.0,240.6944,240.6944,311.6448,316.6494,325.2412,1.0161,0.9582,0.9736,0.9336,0.7192,75.63,0.0,4.876,4.371,0.188379
neutral_qa_004,,160,3.0,178.7457,178.7457,192.5132,194.0305,194.5032,1.0079,0.9898,0.9976,0.985,0.9345,90.0,0.0,2.7147,4.685,0.060974
neutral_qa_005,,160,3.0,172.1112,172.1112,192.5405,194.5984,195.8188,1.0107,0.9833,0.9938,0.9808,0.8813,90.0,0.0,2.2924,2.643,0.100704
neutral_qa_006,,160,3.0,187.4782,187.4782,213.1887,215.6667,217.4161,1.0116,0.9806,0.992,0.97,0.8603,85.62,0.0,2.9826,3.647,0.113039
neutral_qa_007,,160,3.0,191.3624,191.3624,231.5848,234.7461,239.0029,1.0137,0.969,0.9822,0.9497,0.7465,80.0,0.0,3.493,2.857,0.164286
neutral_qa_008,,160,3.0,189.1667,189.1667,214.2892,216.3609,217.9743,1.0097,0.9831,0.9926,0.9691,0.8657,84.38,0.0,2.969,2.237,0.109955
neutral_qa_009,,160,3.0,177.6287,177.6287,193.6346,195.0187,195.6384,1.0071,0.9898,0.9968,0.983,0.9242,90.0,0.0,2.7683,2.614,0.069576
neutral_qa_010,,160,3.0,170.9729,170.9729,193.6432,196.0863,197.478,1.0126,0.9806,0.993,0.9802,0.8802,90.0,0.0,2.1795,4.15,0.104098
neutral_qa_011,,160,3.0,97.2967,97.2967,110.4393,111.5465,112.2635,1.01,0.9838,0.9936,0.9851,0.8854,93.13,0.0,0.7227,1.853,0.099644
