prompt_id,split,novel_source,S_safe,n_ref_tokens,S_safe_per_tok,S_safe_first_tok,S_risky,S_risky_per_tok,S_risky_first_tok,cap_k0.1,cap_k0.15,cap_k0.25,cap_k0.5,cap_k1,cap_k3,cap_k5
bookmia.12.30,attack_train,fahrenheit_451,145.194,71,2.045,1.283,4.381,0.0617,0.088,0.140543,0.210161,0.348821,0.692981,1.0,1.0,1.0
bookmia.12.32,attack_train,fahrenheit_451,207.302,62,3.3436,16.019,13.01,0.2098,12.815,0.098025,0.146728,0.243874,0.48573,0.9655,1.0,1.0
bookmia.12.33,attack_train,fahrenheit_451,292.284,72,4.0595,0.362,2.215,0.0308,0.002,0.069288,0.10378,0.17264,0.344336,0.686394,1.0,1.0
bookmia.12.35,attack_train,fahrenheit_451,261.042,61,4.2794,12.225,14.096,0.2311,11.939,0.077662,0.116301,0.193422,0.385634,0.768234,1.0,1.0
bookmia.12.36,attack_train,fahrenheit_451,228.785,58,3.9446,14.363,12.582,0.2169,11.564,0.088728,0.13284,0.220854,0.44009,0.875823,1.0,1.0
bookmia.12.38,attack_train,fahrenheit_451,283.923,69,4.1148,15.375,14.088,0.2042,13.566,0.071347,0.10686,0.177752,0.354498,0.706548,1.0,1.0
bookmia.12.39,attack_train,fahrenheit_451,191.61,62,3.0905,12.218,12.4,0.2,12.067,0.106145,0.158853,0.263959,0.525504,1.0,1.0,1.0
bookmia.12.41,attack_train,fahrenheit_451,270.716,69,3.9234,13.702,14.954,0.2167,13.631,0.074861,0.112113,0.186472,0.371828,0.740895,1.0,1.0
bookmia.12.45,attack_train,fahrenheit_451,213.616,72,2.9669,5.503,0.38,0.0053,0.031,0.095097,0.142355,0.236626,0.471367,0.937356,1.0,1.0
bookmia.12.47,attack_train,fahrenheit_451,163.431,65,2.5143,9.551,12.023,0.185,11.688,0.124677,0.186508,0.309726,0.615954,1.0,1.0,1.0
bookmia.12.49,attack_train,fahrenheit_451,206.155,68,3.0317,12.972,14.632,0.2152,9.505,0.098576,0.147551,0.245238,0.488433,0.970784,1.0,1.0
bookmia.12.50,attack_train,fahrenheit_451,158.127,66,2.3959,16.477,10.202,0.1546,9.588,0.128911,0.192822,0.320167,0.636548,1.0,1.0,1.0
bookmia.12.52,attack_train,fahrenheit_451,176.433,68,2.5946,1.704,12.394,0.1823,12.252,0.115384,0.172644,0.28679,0.570659,1.0,1.0,1.0
bookmia.12.53,attack_train,fahrenheit_451,206.864,61,3.3912,0.54,0.225,0.0037,0.012,0.098235,0.147041,0.244393,0.486758,0.967511,1.0,1.0
bookmia.12.54,attack_train,fahrenheit_451,244.625,63,3.8829,11.2,14.937,0.2371,14.632,0.082926,0.12417,0.206476,0.411558,0.819508,1.0,1.0
bookmia.12.56,attack_train,fahrenheit_451,229.724,61,3.766,10.253,9.915,0.1625,8.277,0.088361,0.132292,0.219946,0.438289,0.872273,1.0,1.0
bookmia.12.57,attack_train,fahrenheit_451,214.367,60,3.5728,15.783,11.962,0.1994,11.321,0.09476,0.141852,0.235793,0.469715,0.934112,1.0,1.0
bookmia.12.59,attack_train,fahrenheit_451,257.696,69,3.7347,14.391,13.459,0.1951,12.98,0.07868,0.117823,0.195947,0.39065,0.778162,1.0,1.0
bookmia.12.60,attack_train,fahrenheit_451,210.884,59,3.5743,16.332,8.636,0.1464,8.439,0.096342,0.144215,0.239709,0.477476,0.949339,1.0,1.0
bookmia.12.61,attack_train,fahrenheit_451,220.186,63,3.495,16.486,14.025,0.2226,13.556,0.09223,0.138072,0.229527,0.457293,0.9097,1.0,1.0
bookmia.12.62,attack_train,fahrenheit_451,216.229,62,3.4876,6.276,0.51,0.0082,0.007,0.093935,0.14062,0.233751,0.465667,0.926164,1.0,1.0
bookmia.12.66,attack_train,fahrenheit_451,154.456,68,2.2714,4.276,13.197,0.1941,5.007,0.132013,0.197447,0.327813,0.651619,1.0,1.0,1.0
bookmia.12.68,attack_train,fahrenheit_451,186.549,73,2.5555,14.91,9.214,0.1262,8.629,0.109057,0.163201,0.271159,0.539751,1.0,1.0,1.0
bookmia.12.72,attack_train,fahrenheit_451,170.932,54,3.1654,11.304,17.744,0.3286,11.939,0.119142,0.178251,0.296068,0.58899,1.0,1.0,1.0
bookmia.12.73,attack_train,fahrenheit_451,205.288,65,3.1583,10.887,8.004,0.1231,7.709,0.098997,0.14818,0.246279,0.490496,0.974814,1.0,1.0
bookmia.12.74,attack_train,fahrenheit_451,205.452,85,2.4171,1.53,6.053,0.0712,1.378,0.098917,0.148061,0.246082,0.490105,0.974049,1.0,1.0
bookmia.12.75,attack_train,fahrenheit_451,170.445,60,2.8408,16.698,12.544,0.2091,12.192,0.119487,0.178764,0.296918,0.590669,1.0,1.0,1.0
bookmia.12.76,attack_train,fahrenheit_451,239.532,62,3.8634,13.231,10.158,0.1638,9.94,0.084707,0.126832,0.210891,0.420321,0.836819,1.0,1.0
bookmia.12.77,attack_train,fahrenheit_451,258.475,68,3.8011,11.527,22.991,0.3381,20.566,0.078441,0.117465,0.195353,0.389471,0.775828,1.0,1.0
bookmia.12.80,attack_train,fahrenheit_451,303.031,81,3.7411,13.089,13.203,0.163,12.418,0.066809,0.100073,0.166486,0.332097,0.662109,1.0,1.0
bookmia.12.86,attack_train,fahrenheit_451,184.961,69,2.6806,7.461,16.828,0.2439,13.25,0.110004,0.164614,0.273499,0.544381,1.0,1.0,1.0
bookmia.12.88,attack_train,fahrenheit_451,231.131,61,3.789,11.162,13.104,0.2148,12.461,0.087818,0.13148,0.2186,0.435618,0.867006,1.0,1.0
bookmia.12.89,attack_train,fahrenheit_451,204.121,72,2.835,5.187,2.426,0.0337,0.02,0.099569,0.149034,0.247695,0.493301,0.980286,1.0,1.0
bookmia.12.92,attack_train,fahrenheit_451,315.239,69,4.5687,13.33,11.036,0.1599,9.116,0.0642,0.09617,0.160005,0.319206,0.636518,1.0,1.0
bookmia.12.93,attack_train,fahrenheit_451,218.814,61,3.5871,13.868,26.037,0.4268,10.876,0.092814,0.138945,0.230974,0.460162,0.915344,1.0,1.0
bookmia.12.94,attack_train,fahrenheit_451,201.479,56,3.5978,15.927,16.979,0.3032,16.684,0.100889,0.151006,0.250961,0.49977,0.992869,1.0,1.0
bookmia.12.96,attack_train,fahrenheit_451,250.989,73,3.4382,12.019,21.445,0.2938,19.427,0.080803,0.120997,0.201212,0.401107,0.798848,1.0,1.0
bookmia.12.98,attack_train,fahrenheit_451,213.236,61,3.4957,13.239,12.041,0.1974,11.125,0.095268,0.14261,0.23705,0.472207,0.939005,1.0,1.0
bookmia.18.03,attack_train,hitchhiker's_guide_to_the_galaxy,216.096,74,2.9202,13.69,18.148,0.2452,17.063,0.093994,0.140707,0.233896,0.465954,0.926727,1.0,1.0
bookmia.18.08,attack_train,hitchhiker's_guide_to_the_galaxy,184.181,61,3.0194,10.09,12.932,0.212,12.133,0.110476,0.165318,0.274664,0.546684,1.0,1.0,1.0
bookmia.18.10,attack_train,hitchhiker's_guide_to_the_galaxy,250.371,86,2.9113,16.654,14.998,0.1744,13.272,0.081005,0.121298,0.201712,0.402099,0.800809,1.0,1.0
bookmia.18.12,attack_train,hitchhiker's_guide_to_the_galaxy,192.92,60,3.2153,16.107,11.176,0.1863,10.761,0.105416,0.157765,0.262157,0.521938,1.0,1.0,1.0
bookmia.18.15,attack_train,hitchhiker's_guide_to_the_galaxy,186.157,61,3.0518,12.026,15.98,0.262,8.878,0.10929,0.163547,0.271733,0.540886,1.0,1.0,1.0
bookmia.18.16,attack_train,hitchhiker's_guide_to_the_galaxy,185.593,59,3.1456,13.267,11.837,0.2006,8.075,0.109626,0.164049,0.272563,0.542529,1.0,1.0,1.0
bookmia.18.18,attack_train,hitchhiker's_guide_to_the_galaxy,215.484,63,3.4204,12.087,17.308,0.2747,12.615,0.094264,0.14111,0.234564,0.467278,0.929328,1.0,1.0
bookmia.18.23,attack_train,hitchhiker's_guide_to_the_galaxy,261.676,69,3.7924,10.981,14.957,0.2168,14.126,0.077472,0.116017,0.19295,0.384698,0.766381,1.0,1.0
bookmia.18.24,attack_train,hitchhiker's_guide_to_the_galaxy,227.326,64,3.552,12.941,12.676,0.1981,12.383,0.089303,0.133699,0.222279,0.442917,0.881396,1.0,1.0
bookmia.18.25,attack_train,hitchhiker's_guide_to_the_galaxy,212.794,65,3.2738,1.624,0.424,0.0065,0.026,0.095468,0.142909,0.237545,0.473189,0.940931,1.0,1.0
bookmia.18.26,attack_train,hitchhiker's_guide_to_the_galaxy,231.356,84,2.7542,9.576,18.591,0.2213,17.718,0.087732,0.131351,0.218386,0.435194,0.86617,1.0,1.0
bookmia.18.27,attack_train,hitchhiker's_guide_to_the_galaxy,210.726,73,2.8867,10.165,13.551,0.1856,12.891,0.096415,0.144324,0.239889,0.477835,0.950041,1.0,1.0
bookmia.18.29,attack_train,hitchhiker's_guide_to_the_galaxy,226.591,69,3.2839,13.953,19.534,0.2831,14.813,0.089596,0.134137,0.223004,0.444355,0.884229,1.0,1.0
bookmia.18.31,attack_train,hitchhiker's_guide_to_the_galaxy,253.233,66,3.8369,0.947,0.217,0.0033,0.001,0.08008,0.119916,0.199419,0.397547,0.791807,1.0,1.0
bookmia.18.34,attack_train,hitchhiker's_guide_to_the_galaxy,175.973,56,3.1424,11.347,16.616,0.2967,11.253,0.11569,0.173099,0.287544,0.572149,1.0,1.0,1.0
bookmia.18.35,attack_train,hitchhiker's_guide_to_the_galaxy,192.449,79,2.4361,11.567,11.83,0.1497,11.64,0.105677,0.158154,0.262802,0.523214,1.0,1.0,1.0
bookmia.18.38,attack_train,hitchhiker's_guide_to_the_galaxy,188.247,59,3.1906,14.211,14.723,0.2495,14.501,0.108063,0.161716,0.2687,0.534886,1.0,1.0,1.0
bookmia.18.39,attack_train,hitchhiker's_guide_to_the_galaxy,222.266,66,3.3677,3.771,2.807,0.0425,1.705,0.091358,0.136769,0.227368,0.45301,0.901273,1.0,1.0
bookmia.18.40,attack_train,hitchhiker's_guide_to_the_galaxy,194.476,68,2.8599,14.038,16.236,0.2388,16.095,0.104563,0.156491,0.260048,0.517763,1.0,1.0,1.0
bookmia.18.41,attack_train,hitchhiker's_guide_to_the_galaxy,191.676,67,2.8608,18.364,19.589,0.2924,13.505,0.106108,0.158798,0.263867,0.525323,1.0,1.0,1.0
bookmia.18.43,attack_train,hitchhiker's_guide_to_the_galaxy,186.171,65,2.8642,9.082,9.286,0.1429,8.94,0.109281,0.163535,0.271712,0.540846,1.0,1.0,1.0
bookmia.18.44,attack_train,hitchhiker's_guide_to_the_galaxy,270.722,64,4.23,12.032,15.773,0.2465,10.613,0.074859,0.112111,0.186468,0.37182,0.740879,1.0,1.0
bookmia.18.45,attack_train,hitchhiker's_guide_to_the_galaxy,235.447,64,3.6789,16.772,24.312,0.3799,17.559,0.086192,0.129051,0.21457,0.427623,0.851234,1.0,1.0
bookmia.18.50,attack_train,hitchhiker's_guide_to_the_galaxy,240.748,68,3.5404,7.333,0.31,0.0046,0.03,0.084275,0.126186,0.20982,0.418195,0.83262,1.0,1.0
bookmia.18.52,attack_train,hitchhiker's_guide_to_the_galaxy,197.458,53,3.7256,8.492,13.331,0.2515,13.253,0.102966,0.154108,0.2561,0.509946,1.0,1.0,1.0
bookmia.18.53,attack_train,hitchhiker's_guide_to_the_galaxy,162.238,61,2.6596,14.753,9.82,0.161,9.755,0.125605,0.187892,0.312015,0.62047,1.0,1.0,1.0
bookmia.18.57,attack_train,hitchhiker's_guide_to_the_galaxy,193.542,58,3.3369,0.842,1.977,0.0341,0.011,0.105073,0.157253,0.26131,0.520261,1.0,1.0,1.0
bookmia.18.58,attack_train,hitchhiker's_guide_to_the_galaxy,194.192,70,2.7742,13.514,14.714,0.2102,11.69,0.104718,0.156722,0.26043,0.51852,1.0,1.0,1.0
bookmia.18.61,attack_train,hitchhiker's_guide_to_the_galaxy,262.822,67,3.9227,12.032,12.765,0.1905,11.251,0.077131,0.115507,0.192104,0.383018,0.763055,1.0,1.0
bookmia.18.62,attack_train,hitchhiker's_guide_to_the_galaxy,239.011,72,3.3196,12.877,13.748,0.1909,13.335,0.084894,0.127111,0.211353,0.421239,0.838631,1.0,1.0
bookmia.18.63,attack_train,hitchhiker's_guide_to_the_galaxy,318.72,66,4.8291,4.584,0.276,0.0042,0.061,0.063493,0.095112,0.158248,0.315712,0.629578,1.0,1.0
bookmia.18.67,attack_train,hitchhiker's_guide_to_the_galaxy,274.532,64,4.2896,13.126,9.916,0.1549,9.072,0.073811,0.110543,0.183866,0.36665,0.730635,1.0,1.0
bookmia.18.68,attack_train,hitchhiker's_guide_to_the_galaxy,233.049,62,3.7589,15.752,17.821,0.2874,12.088,0.087088,0.130389,0.216791,0.432029,0.859927,1.0,1.0
bookmia.18.71,attack_train,hitchhiker's_guide_to_the_galaxy,163.118,64,2.5487,1.546,1.062,0.0166,0.002,0.124919,0.186869,0.310324,0.617133,1.0,1.0,1.0
bookmia.18.73,attack_train,hitchhiker's_guide_to_the_galaxy,217.59,62,3.5095,13.21,12.268,0.1979,11.13,0.093342,0.139733,0.232281,0.462753,0.920436,1.0,1.0
bookmia.18.74,attack_train,hitchhiker's_guide_to_the_galaxy,200.519,59,3.3986,15.506,12.267,0.2079,11.502,0.101377,0.151735,0.252169,0.502163,0.997499,1.0,1.0
bookmia.18.78,attack_train,hitchhiker's_guide_to_the_galaxy,151.699,61,2.4869,10.525,11.724,0.1922,9.213,0.134442,0.201068,0.333798,0.663411,1.0,1.0,1.0
bookmia.18.80,attack_train,hitchhiker's_guide_to_the_galaxy,185.869,63,2.9503,0.533,0.177,0.0028,0.002,0.109461,0.163803,0.272156,0.541724,1.0,1.0,1.0
bookmia.18.81,attack_train,hitchhiker's_guide_to_the_galaxy,221.331,67,3.3034,9.583,10.92,0.163,9.627,0.091747,0.137351,0.228333,0.454925,0.905042,1.0,1.0
bookmia.18.82,attack_train,hitchhiker's_guide_to_the_galaxy,189.526,69,2.7468,0.483,0.185,0.0027,0.004,0.107325,0.160615,0.266877,0.531279,1.0,1.0,1.0
bookmia.18.83,attack_train,hitchhiker's_guide_to_the_galaxy,262.913,64,4.108,18.54,11.208,0.1751,10.833,0.077104,0.115467,0.192038,0.382885,0.762792,1.0,1.0
bookmia.18.84,attack_train,hitchhiker's_guide_to_the_galaxy,234.75,84,2.7946,5.126,4.76,0.0567,4.392,0.08645,0.129437,0.215211,0.428895,0.853743,1.0,1.0
bookmia.18.85,attack_train,hitchhiker's_guide_to_the_galaxy,258.222,57,4.5302,2.632,2.756,0.0484,2.583,0.078518,0.117581,0.195546,0.389853,0.776584,1.0,1.0
bookmia.18.89,attack_train,hitchhiker's_guide_to_the_galaxy,163.403,65,2.5139,2.433,0.303,0.0047,0.004,0.124699,0.18654,0.30978,0.616059,1.0,1.0,1.0
bookmia.18.90,attack_train,hitchhiker's_guide_to_the_galaxy,209.62,67,3.1287,16.761,10.306,0.1538,9.816,0.096929,0.145092,0.241162,0.480357,0.954983,1.0,1.0
bookmia.18.93,attack_train,hitchhiker's_guide_to_the_galaxy,241.895,68,3.5573,14.7,15.869,0.2334,15.604,0.083872,0.125583,0.208819,0.41621,0.828698,1.0,1.0
bookmia.18.94,attack_train,hitchhiker's_guide_to_the_galaxy,172.51,78,2.2117,14.941,7.027,0.0901,6.503,0.11804,0.176605,0.293346,0.583613,1.0,1.0,1.0
bookmia.18.96,attack_train,hitchhiker's_guide_to_the_galaxy,188.962,62,3.0478,8.479,13.844,0.2233,11.778,0.107649,0.161098,0.267678,0.532864,1.0,1.0,1.0
bookmia.18.98,attack_train,hitchhiker's_guide_to_the_galaxy,194.509,64,3.0392,16.444,9.921,0.155,9.335,0.104545,0.156465,0.260004,0.517675,1.0,1.0,1.0
bookmia.18.99,attack_train,hitchhiker's_guide_to_the_galaxy,170.136,63,2.7006,11.703,10.393,0.165,9.623,0.119706,0.179092,0.29746,0.59174,1.0,1.0,1.0
bookmia.37.01,attack_train,the_hunger_games,205.931,58,3.5505,4.883,8.652,0.1492,7.542,0.098684,0.147713,0.245506,0.488964,0.971822,1.0,1.0
bookmia.37.02,attack_train,the_hunger_games,245.332,63,3.8942,18.543,16.188,0.257,15.78,0.082685,0.12381,0.205878,0.41037,0.817161,1.0,1.0
bookmia.37.03,attack_train,the_hunger_games,199.842,58,3.4456,11.562,10.563,0.1821,10.063,0.101725,0.152253,0.253028,0.503864,1.0,1.0,1.0
bookmia.37.04,attack_train,the_hunger_games,236.005,65,3.6308,12.197,15.881,0.2443,15.688,0.085986,0.128743,0.21406,0.426611,0.849236,1.0,1.0
bookmia.37.06,attack_train,the_hunger_games,203.548,57,3.571,13.282,14.858,0.2607,14.356,0.099852,0.149457,0.248396,0.49469,0.982992,1.0,1.0
bookmia.37.08,attack_train,the_hunger_games,171.048,62,2.7588,11.518,17.468,0.2817,15.907,0.11906,0.178129,0.295866,0.588591,1.0,1.0,1.0
bookmia.37.12,attack_train,the_hunger_games,194.641,61,3.1908,15.454,11.692,0.1917,11.555,0.104473,0.156357,0.259826,0.517324,1.0,1.0,1.0
bookmia.37.19,attack_train,the_hunger_games,221.836,64,3.4662,16.644,12.526,0.1957,12.07,0.091536,0.137036,0.227811,0.453889,0.903002,1.0,1.0
bookmia.37.20,attack_train,the_hunger_games,197.027,60,3.2838,13.341,13.639,0.2273,13.507,0.103194,0.154448,0.256663,0.511061,1.0,1.0,1.0
bookmia.37.21,attack_train,the_hunger_games,185.13,55,3.366,10.282,13.06,0.2375,11.688,0.109903,0.164463,0.273248,0.543884,1.0,1.0,1.0
bookmia.37.22,attack_train,the_hunger_games,204.436,59,3.465,14.53,8.296,0.1406,8.013,0.099414,0.148803,0.247311,0.492541,0.978803,1.0,1.0
bookmia.37.23,attack_train,the_hunger_games,209.28,63,3.3219,13.877,19.015,0.3018,16.378,0.097088,0.145329,0.241556,0.481137,0.956512,1.0,1.0
bookmia.37.26,attack_train,the_hunger_games,206.548,59,3.5008,17.169,12.363,0.2095,12.032,0.098386,0.147268,0.244769,0.487503,0.968968,1.0,1.0
bookmia.37.28,attack_train,the_hunger_games,174.995,57,3.0701,0.366,1.402,0.0246,0.01,0.116344,0.174075,0.289159,0.575341,1.0,1.0,1.0
bookmia.37.30,attack_train,the_hunger_games,244.479,62,3.9432,14.583,13.506,0.2178,13.381,0.082976,0.124245,0.2066,0.411804,0.819994,1.0,1.0
bookmia.37.32,attack_train,the_hunger_games,244.927,68,3.6019,3.516,9.439,0.1388,0.01,0.082823,0.124016,0.20622,0.41105,0.818504,1.0,1.0
bookmia.37.34,attack_train,the_hunger_games,236.493,63,3.7539,13.417,12.943,0.2054,12.697,0.085807,0.128475,0.213616,0.42573,0.847497,1.0,1.0
bookmia.37.35,attack_train,the_hunger_games,189.638,64,2.9631,12.999,15.225,0.2379,14.971,0.107261,0.160519,0.266719,0.530965,1.0,1.0,1.0
bookmia.37.36,attack_train,the_hunger_games,183.842,55,3.3426,17.101,15.366,0.2794,9.189,0.110682,0.165625,0.275173,0.547691,1.0,1.0,1.0
bookmia.37.37,attack_train,the_hunger_games,202.391,65,3.1137,12.717,12.473,0.1919,12.125,0.100429,0.150319,0.249824,0.497518,0.988497,1.0,1.0
bookmia.37.39,attack_train,the_hunger_games,219.768,62,3.5446,16.585,15.217,0.2454,12.145,0.092407,0.138336,0.229966,0.458163,0.911412,1.0,1.0
bookmia.37.40,attack_train,the_hunger_games,197.01,60,3.2835,12.004,13.14,0.219,11.838,0.103203,0.154461,0.256685,0.511106,1.0,1.0,1.0
bookmia.37.41,attack_train,the_hunger_games,228.534,58,3.9402,0.281,0.161,0.0028,0.0,0.088826,0.132987,0.221097,0.440574,0.876777,1.0,1.0
bookmia.37.42,attack_train,the_hunger_games,188.565,55,3.4285,11.487,12.385,0.2252,12.004,0.107878,0.161441,0.268244,0.533985,1.0,1.0,1.0
bookmia.37.44,attack_train,the_hunger_games,270.934,66,4.1051,13.648,16.69,0.2529,16.347,0.0748,0.112023,0.186322,0.371529,0.740301,1.0,1.0
bookmia.37.45,attack_train,the_hunger_games,219.205,64,3.4251,0.311,1.446,0.0226,0.094,0.092647,0.138695,0.23056,0.459341,0.913728,1.0,1.0
bookmia.37.47,attack_train,the_hunger_games,177.939,77,2.3109,2.075,0.198,0.0026,0.018,0.114397,0.17117,0.28435,0.565837,1.0,1.0,1.0
bookmia.37.50,attack_train,the_hunger_games,227.109,65,3.494,12.56,26.989,0.4152,14.815,0.089389,0.133828,0.222492,0.443341,0.88223,1.0,1.0
bookmia.37.51,attack_train,the_hunger_games,208.173,67,3.1071,14.603,14.598,0.2179,11.71,0.09761,0.146109,0.242848,0.483697,0.961523,1.0,1.0
bookmia.37.52,attack_train,the_hunger_games,220.676,74,2.9821,12.577,13.445,0.1817,11.473,0.092023,0.137763,0.229015,0.456277,0.907701,1.0,1.0
bookmia.37.55,attack_train,the_hunger_games,180.986,59,3.0676,15.288,15.283,0.259,14.877,0.112448,0.168262,0.279538,0.556324,1.0,1.0,1.0
bookmia.37.57,attack_train,the_hunger_games,198.179,66,3.0027,4.059,5.992,0.0908,3.899,0.102588,0.153542,0.255163,0.508091,1.0,1.0,1.0
bookmia.37.58,attack_train,the_hunger_games,228.587,57,4.0103,18.853,15.074,0.2645,14.381,0.088805,0.132956,0.221046,0.440471,0.876575,1.0,1.0
bookmia.37.59,attack_train,the_hunger_games,261.437,66,3.9612,14.107,15.352,0.2326,13.689,0.077543,0.116124,0.193128,0.385051,0.767079,1.0,1.0
bookmia.37.68,attack_train,the_hunger_games,208.684,60,3.4781,15.641,9.644,0.1607,8.95,0.097369,0.145748,0.24225,0.482512,0.959204,1.0,1.0
bookmia.37.72,attack_train,the_hunger_games,228.954,60,3.8159,17.014,16.216,0.2703,16.034,0.088662,0.132741,0.22069,0.439765,0.875182,1.0,1.0
bookmia.37.74,attack_train,the_hunger_games,186.552,58,3.2164,4.742,14.907,0.257,14.688,0.109056,0.163198,0.271154,0.539742,1.0,1.0,1.0
bookmia.37.80,attack_train,the_hunger_games,198.042,66,3.0006,12.675,11.183,0.1694,9.314,0.102659,0.153649,0.25534,0.508443,1.0,1.0,1.0
bookmia.37.82,attack_train,the_hunger_games,218.035,68,3.2064,10.021,12.193,0.1793,9.689,0.093149,0.139445,0.231804,0.461808,0.918578,1.0,1.0
bookmia.37.84,attack_train,the_hunger_games,170.071,67,2.5384,4.292,9.801,0.1463,8.261,0.119753,0.179161,0.297575,0.591965,1.0,1.0,1.0
bookmia.37.85,attack_train,the_hunger_games,228.509,59,3.873,6.164,0.13,0.0022,0.001,0.088836,0.133002,0.221122,0.440622,0.876872,1.0,1.0
bookmia.37.86,attack_train,the_hunger_games,164.391,60,2.7399,16.346,14.423,0.2404,11.002,0.123941,0.185409,0.307909,0.612367,1.0,1.0,1.0
bookmia.37.89,attack_train,the_hunger_games,239.266,70,3.4181,9.142,9.5,0.1357,8.764,0.084802,0.126974,0.211127,0.420789,0.837743,1.0,1.0
bookmia.37.91,attack_train,the_hunger_games,254.2,63,4.0349,12.809,11.356,0.1803,11.191,0.079773,0.119456,0.198657,0.396032,0.78881,1.0,1.0
bookmia.37.92,attack_train,the_hunger_games,219.246,73,3.0034,0.324,0.401,0.0055,0.045,0.092629,0.138669,0.230517,0.459255,0.913559,1.0,1.0
bookmia.37.93,attack_train,the_hunger_games,192.498,66,2.9166,0.376,0.279,0.0042,0.001,0.10565,0.158113,0.262735,0.523081,1.0,1.0,1.0
bookmia.37.94,attack_train,the_hunger_games,184.154,59,3.1212,2.579,10.923,0.1851,10.689,0.110492,0.165342,0.274704,0.546764,1.0,1.0,1.0
bookmia.37.96,attack_train,the_hunger_games,198.885,64,3.1076,13.192,17.565,0.2745,14.253,0.10222,0.152992,0.254252,0.506288,1.0,1.0,1.0
bookmia.37.97,attack_train,the_hunger_games,210.875,56,3.7656,17.768,10.455,0.1867,10.253,0.096346,0.144221,0.239719,0.477497,0.949379,1.0,1.0
bookmia.37.99,attack_train,the_hunger_games,201.16,71,2.8332,12.973,17.043,0.24,15.782,0.101051,0.151247,0.251361,0.500562,0.994405,1.0,1.0
bookmia.42.00,attack_train,the_silmarillion,185.067,66,2.804,18.02,11.674,0.1769,11.566,0.109941,0.164519,0.273342,0.544069,1.0,1.0,1.0
bookmia.42.01,attack_train,the_silmarillion,212.625,71,2.9947,22.11,7.816,0.1101,7.279,0.095545,0.143024,0.237735,0.473565,0.941669,1.0,1.0
bookmia.42.05,attack_train,the_silmarillion,252.264,100,2.5226,13.204,19.841,0.1984,15.415,0.080391,0.120381,0.20019,0.399077,0.794832,1.0,1.0
bookmia.42.07,attack_train,the_silmarillion,261.495,69,3.7898,13.625,9.891,0.1433,9.381,0.077526,0.116098,0.193085,0.384965,0.766909,1.0,1.0
bookmia.42.08,attack_train,the_silmarillion,211.182,67,3.152,17.51,7.549,0.1127,7.252,0.096205,0.144009,0.239369,0.476802,0.948018,1.0,1.0
bookmia.42.09,attack_train,the_silmarillion,199.639,69,2.8933,13.301,20.583,0.2983,12.633,0.101829,0.152409,0.253287,0.504376,1.0,1.0,1.0
bookmia.42.12,attack_train,the_silmarillion,188.662,62,3.0429,11.742,11.52,0.1858,11.19,0.107822,0.161357,0.268106,0.53371,1.0,1.0,1.0
bookmia.42.15,attack_train,the_silmarillion,263.011,66,3.985,12.086,13.519,0.2048,11.691,0.077075,0.115424,0.191966,0.382742,0.762509,1.0,1.0
bookmia.42.16,attack_train,the_silmarillion,189.204,60,3.1534,12.985,15.345,0.2558,14.813,0.10751,0.160891,0.267334,0.532183,1.0,1.0,1.0
bookmia.42.18,attack_train,the_silmarillion,245.585,70,3.5084,17.34,9.845,0.1406,8.884,0.082599,0.123681,0.205665,0.409947,0.816324,1.0,1.0
bookmia.42.19,attack_train,the_silmarillion,261.381,72,3.6303,1.982,0.482,0.0067,0.01,0.07756,0.116149,0.193169,0.385133,0.767242,1.0,1.0
bookmia.42.21,attack_train,the_silmarillion,229.928,66,3.4838,12.486,14.313,0.2169,9.829,0.088282,0.132174,0.21975,0.4379,0.871505,1.0,1.0
bookmia.42.23,attack_train,the_silmarillion,208.859,59,3.54,11.988,24.305,0.412,10.313,0.097286,0.145625,0.242046,0.482108,0.958412,1.0,1.0
bookmia.42.25,attack_train,the_silmarillion,151.083,58,2.6049,1.856,0.418,0.0072,0.005,0.134997,0.201896,0.335165,0.666103,1.0,1.0,1.0
bookmia.42.26,attack_train,the_silmarillion,189.942,69,2.7528,1.619,0.755,0.0109,0.001,0.107087,0.16026,0.266289,0.530116,1.0,1.0,1.0
bookmia.42.27,attack_train,the_silmarillion,219.679,78,2.8164,10.07,22.463,0.288,12.501,0.092445,0.138393,0.23006,0.458349,0.911778,1.0,1.0
bookmia.42.28,attack_train,the_silmarillion,202.63,63,3.2163,8.75,19.515,0.3098,15.375,0.10031,0.15014,0.249528,0.496931,0.987355,1.0,1.0
bookmia.42.29,attack_train,the_silmarillion,206.451,63,3.277,15.498,9.138,0.145,9.002,0.098433,0.147338,0.244884,0.487732,0.969415,1.0,1.0
bookmia.42.30,attack_train,the_silmarillion,170.556,59,2.8908,10.254,13.729,0.2327,12.939,0.119408,0.178647,0.296724,0.590286,1.0,1.0,1.0
bookmia.42.31,attack_train,the_silmarillion,226.726,59,3.8428,16.008,10.122,0.1716,9.111,0.089542,0.134056,0.22287,0.444091,0.883708,1.0,1.0
bookmia.42.37,attack_train,the_silmarillion,198.794,59,3.3694,15.87,12.592,0.2134,12.378,0.102267,0.153063,0.254369,0.50652,1.0,1.0,1.0
bookmia.42.39,attack_train,the_silmarillion,208.971,61,3.4258,12.762,11.504,0.1886,11.063,0.097233,0.145546,0.241915,0.481849,0.957906,1.0,1.0
