k,n,feasible_pct,feasible_eta_pct,pred_frac_mean,paid_frac_mean,forced_open_mean,recall_mean,recall_ge_0p5_pct,recall_ge_0p8_pct
0.15,100,0,0,0.0,0.4865,1.03,,,
0.5,100,0,0,0.0,0.5422,0.83,,,
1,100,0,0,0.0006,0.5917,0.69,,,
3,100,0,2.0,0.3957,0.8421,0.54,,,
5,100,16.0,45.0,0.9733,0.9926,0.4,,,
10,100,77.0,81.0,0.9991,0.9995,0.21,,,
20,100,96.0,97.0,0.9999,0.9999,0.04,,,
