alpha,k,split,n_protected,n_ordinary,price_nats,price_frac_ceiling,logp_target,logp_per_token,n_tokens,logp_target_risky,logp_target_safe
1.0,0.5,attack_train,25,25,4427.492,0.5986,-8435.12,-1.2395,6805,-8.437,-21228.275
1.0,0.75,attack_train,25,25,5157.376,0.6972,-6659.294,-0.9786,6805,-8.437,-21228.275
1.0,1.0,attack_train,25,25,5676.347,0.7674,-5422.43,-0.7968,6805,-8.437,-21228.275
1.0,1.5,attack_train,25,25,6353.276,0.8589,-3793.242,-0.5574,6805,-8.437,-21228.275
1.0,2.0,attack_train,25,25,6751.36,0.9127,-2764.523,-0.4062,6805,-8.437,-21228.275
1.0,2.5,attack_train,25,25,6994.162,0.9456,-2058.597,-0.3025,6805,-8.437,-21228.275
1.0,3.0,attack_train,25,25,7144.108,0.9658,-1551.325,-0.228,6805,-8.437,-21228.275
1.0,4.0,attack_train,25,25,7296.413,0.9864,-894.2,-0.1314,6805,-8.437,-21228.275
1.0,5.5,attack_train,25,25,7371.676,0.9966,-388.39,-0.0571,6805,-8.437,-21228.275
1.0,7.5,attack_train,25,25,7392.161,0.9994,-124.896,-0.0184,6805,-8.437,-21228.275
1.0,10.0,attack_train,25,25,7395.648,0.9998,-31.629,-0.0046,6805,-8.437,-21228.275
1.0,14.0,attack_train,25,25,7396.602,1.0,-9.242,-0.0014,6805,-8.437,-21228.275
2.0,0.5,attack_train,25,25,3544.254,0.4792,-11639.97,-1.7105,6805,-8.437,-21228.275
2.0,0.75,attack_train,25,25,4239.545,0.5732,-10110.753,-1.4858,6805,-8.437,-21228.275
2.0,1.0,attack_train,25,25,4768.275,0.6446,-8950.566,-1.3153,6805,-8.437,-21228.275
2.0,1.5,attack_train,25,25,5529.917,0.7476,-7216.346,-1.0604,6805,-8.437,-21228.275
2.0,2.0,attack_train,25,25,6050.18,0.8179,-5920.742,-0.8701,6805,-8.437,-21228.275
2.0,2.5,attack_train,25,25,6421.484,0.8681,-4886.122,-0.718,6805,-8.437,-21228.275
2.0,3.0,attack_train,25,25,6692.681,0.9048,-4033.512,-0.5927,6805,-8.437,-21228.275
2.0,4.0,attack_train,25,25,7034.521,0.951,-2720.608,-0.3998,6805,-8.437,-21228.275
2.0,5.5,attack_train,25,25,7272.007,0.9831,-1428.204,-0.2099,6805,-8.437,-21228.275
2.0,7.5,attack_train,25,25,7369.541,0.9963,-541.314,-0.0795,6805,-8.437,-21228.275
2.0,10.0,attack_train,25,25,7391.265,0.9993,-138.239,-0.0203,6805,-8.437,-21228.275
2.0,14.0,attack_train,25,25,7395.92,0.9999,-14.45,-0.0021,6805,-8.437,-21228.275
4.0,0.5,attack_train,25,25,2840.128,0.384,-14212.004,-2.0885,6805,-8.437,-21228.275
4.0,0.75,attack_train,25,25,3486.855,0.4714,-12906.257,-1.8966,6805,-8.437,-21228.275
4.0,1.0,attack_train,25,25,4006.428,0.5416,-11807.333,-1.7351,6805,-8.437,-21228.275
4.0,1.5,attack_train,25,25,4813.215,0.6507,-9950.552,-1.4622,6805,-8.437,-21228.275
4.0,2.0,attack_train,25,25,5418.893,0.7326,-8390.586,-1.233,6805,-8.437,-21228.275
4.0,2.5,attack_train,25,25,5887.303,0.7959,-7048.171,-1.0357,6805,-8.437,-21228.275
4.0,3.0,attack_train,25,25,6254.577,0.8456,-5887.047,-0.8651,6805,-8.437,-21228.275
4.0,4.0,attack_train,25,25,6758.552,0.9137,-4024.281,-0.5914,6805,-8.437,-21228.275
4.0,5.5,attack_train,25,25,7157.989,0.9677,-2129.085,-0.3129,6805,-8.437,-21228.275
4.0,7.5,attack_train,25,25,7339.955,0.9923,-806.575,-0.1185,6805,-8.437,-21228.275
4.0,10.0,attack_train,25,25,7386.669,0.9986,-203.067,-0.0298,6805,-8.437,-21228.275
4.0,14.0,attack_train,25,25,7395.476,0.9998,-17.456,-0.0026,6805,-8.437,-21228.275
8.0,0.5,attack_train,25,25,2326.682,0.3146,-15995.859,-2.3506,6805,-8.437,-21228.275
8.0,0.75,attack_train,25,25,2942.658,0.3978,-14749.637,-2.1675,6805,-8.437,-21228.275
8.0,1.0,attack_train,25,25,3461.49,0.468,-13607.169,-1.9996,6805,-8.437,-21228.275
8.0,1.5,attack_train,25,25,4308.715,0.5825,-11554.885,-1.698,6805,-8.437,-21228.275
8.0,2.0,attack_train,25,25,4977.209,0.6729,-9770.154,-1.4357,6805,-8.437,-21228.275
8.0,2.5,attack_train,25,25,5512.988,0.7453,-8215.898,-1.2073,6805,-8.437,-21228.275
8.0,3.0,attack_train,25,25,5943.844,0.8036,-6865.429,-1.0089,6805,-8.437,-21228.275
8.0,4.0,attack_train,25,25,6555.084,0.8862,-4694.393,-0.6898,6805,-8.437,-21228.275
8.0,5.5,attack_train,25,25,7067.098,0.9554,-2483.283,-0.3649,6805,-8.437,-21228.275
8.0,7.5,attack_train,25,25,7313.554,0.9887,-939.715,-0.1381,6805,-8.437,-21228.275
8.0,10.0,attack_train,25,25,7382.072,0.998,-235.523,-0.0346,6805,-8.437,-21228.275
8.0,14.0,attack_train,25,25,7395.253,0.9998,-18.96,-0.0028,6805,-8.437,-21228.275
