prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
bookmia.00.11,,380,3.0,509.4633,509.4633,759.8237,763.4065,814.7844,1.0047,0.9325,0.9369,0.8478,0.4606,69.74,0.0,6.2927,1.399,0.254202
bookmia.00.26,,380,3.0,492.4611,492.4612,711.724,715.1934,760.4856,1.0049,0.9359,0.9404,0.856,0.4618,71.05,0.0,4.9914,1.279,0.251464
bookmia.00.31,,380,3.0,566.426,566.4259,831.5181,835.517,891.2139,1.0048,0.933,0.9375,0.8166,0.4604,64.74,0.0,7.519,1.336,0.253392
bookmia.00.40,,380,3.0,531.5933,531.5933,838.9339,844.1742,908.8027,1.0062,0.9231,0.9289,0.8304,0.4479,66.58,0.0,5.5747,1.384,0.265809
bookmia.00.46,,380,3.0,528.2833,528.2833,770.016,773.6152,824.0383,1.0047,0.9344,0.9388,0.8371,0.4589,67.89,0.0,6.228,1.375,0.251244
bookmia.00.48,,380,3.0,503.0683,503.0684,758.4017,762.8071,814.2836,1.0058,0.9314,0.9368,0.848,0.4612,70.0,0.0,5.0045,1.427,0.253348
bookmia.00.64,,380,3.0,492.3689,492.3689,748.307,752.485,806.0961,1.0056,0.9283,0.9335,0.8482,0.4515,70.0,0.0,5.4523,1.378,0.26089
bookmia.00.71,,380,3.0,535.379,535.379,834.4412,839.8201,902.3442,1.0064,0.9247,0.9307,0.8347,0.4434,67.63,0.0,6.5039,1.445,0.265637
bookmia.01.00,,380,3.0,550.1265,550.1265,892.7355,897.7426,969.5331,1.0056,0.9208,0.926,0.8226,0.4447,65.26,0.0,6.8629,1.373,0.269764
bookmia.01.01,,380,3.0,586.3683,586.3683,954.6758,961.0932,1036.3926,1.0067,0.9212,0.9273,0.8217,0.4468,64.74,0.0,8.681,1.33,0.268823
bookmia.01.02,,380,3.0,572.6579,572.6579,906.2249,910.7933,981.1071,1.005,0.9237,0.9283,0.81,0.449,63.42,0.0,7.9352,1.382,0.266331
bookmia.01.03,,380,3.0,551.9586,551.9586,816.8193,821.5764,878.0486,1.0058,0.9303,0.9357,0.8245,0.4588,65.53,0.0,7.2782,1.422,0.258107
bookmia.01.04,,380,3.0,523.6815,523.6815,781.7616,786.2121,840.3619,1.0057,0.9303,0.9356,0.8436,0.4534,70.0,0.0,6.3685,1.39,0.25886
bookmia.01.07,,380,3.0,546.7508,546.7508,821.1136,825.6179,883.3907,1.0055,0.9295,0.9346,0.8245,0.4403,66.32,0.0,7.4333,1.406,0.258405
bookmia.01.10,,380,3.0,541.9112,541.9111,835.0591,839.9853,901.726,1.0059,0.9261,0.9315,0.8262,0.4513,66.32,0.0,6.7626,1.345,0.263442
bookmia.01.11,,380,3.0,518.4209,518.421,792.252,797.3246,852.9594,1.0064,0.9288,0.9348,0.8428,0.4402,69.74,0.0,5.8969,1.49,0.256201
bookmia.01.12,,380,3.0,584.3168,584.3168,885.5467,890.463,953.6314,1.0056,0.9286,0.9338,0.817,0.445,64.47,0.0,8.1532,1.392,0.259892
bookmia.01.14,,380,3.0,574.0829,574.0829,907.8153,912.2883,982.0493,1.0049,0.9244,0.929,0.8108,0.449,62.37,0.0,7.6781,1.34,0.265221
bookmia.01.20,,380,3.0,554.45,554.45,865.4443,870.1152,936.0024,1.0054,0.9246,0.9296,0.8186,0.4528,65.26,0.0,6.6531,1.332,0.265699
bookmia.01.22,,380,3.0,562.7257,562.7258,901.3505,906.3496,977.8349,1.0055,0.9218,0.9269,0.8182,0.4446,65.26,0.0,7.0153,1.402,0.27072
bookmia.01.23,,380,3.0,573.8127,573.8129,861.3292,866.1653,924.4921,1.0056,0.9317,0.9369,0.8292,0.4561,66.32,0.0,8.0879,1.353,0.254336
bookmia.01.26,,380,3.0,551.696,551.6961,903.9797,911.0881,985.0553,1.0079,0.9177,0.9249,0.8177,0.4416,65.53,0.0,6.5731,1.37,0.274117
bookmia.01.27,,380,3.0,582.3187,582.3187,894.1758,899.459,966.524,1.0059,0.9251,0.9306,0.8134,0.4365,63.68,0.0,8.1723,1.355,0.265954
bookmia.01.31,,380,3.0,582.8302,582.8302,907.0116,911.8636,979.8297,1.0053,0.9257,0.9306,0.8021,0.4118,63.16,0.0,9.0023,1.416,0.261064
bookmia.01.32,,380,3.0,598.2603,598.2603,985.6338,990.929,1072.3792,1.0054,0.9191,0.924,0.8,0.4277,60.53,0.0,9.2311,1.398,0.27287
bookmia.01.33,,380,3.0,651.6322,651.6322,1087.6499,1093.7179,1186.2976,1.0056,0.9168,0.922,0.775,0.4307,56.32,0.0,10.8962,1.35,0.277183
bookmia.01.36,,380,3.0,573.2833,573.2833,895.3029,900.7349,967.936,1.0061,0.925,0.9306,0.8098,0.4524,63.16,0.0,7.3183,1.395,0.263937
bookmia.01.37,,380,3.0,532.8718,532.8718,814.6345,819.6713,877.3571,1.0062,0.9285,0.9343,0.8478,0.4449,69.74,0.0,7.0967,1.373,0.259506
bookmia.01.39,,380,3.0,583.9367,583.9367,868.4189,873.6352,933.8638,1.006,0.9299,0.9355,0.8162,0.4478,64.21,0.0,7.66,1.385,0.257663
bookmia.01.41,,380,3.0,534.2013,534.2013,853.103,858.8112,925.4797,1.0067,0.9218,0.928,0.8329,0.4337,67.63,0.0,6.9932,1.507,0.269756
