prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
bookmia.13.01,,285,3.0,453.3759,453.3759,549.5145,556.7758,571.3086,1.0132,0.9619,0.9746,0.917,0.6713,72.98,0.0,8.6494,1.973,0.22482
bookmia.13.03,,277,3.0,426.388,426.3881,496.1082,502.9894,512.3025,1.0139,0.9684,0.9818,0.9316,0.703,77.98,0.0,8.3723,2.164,0.198869
bookmia.13.04,,277,3.0,426.1548,426.1549,484.2565,489.6885,497.6518,1.0112,0.9731,0.984,0.9408,0.7106,81.95,0.0,8.64,2.355,0.193292
bookmia.13.05,,292,3.0,447.5557,447.5557,534.4119,542.8087,555.211,1.0157,0.9625,0.9777,0.9303,0.6704,77.74,0.0,8.5997,2.04,0.215289
bookmia.13.08,,276,3.0,438.6086,438.6086,521.7102,528.0213,542.5009,1.0121,0.9617,0.9733,0.9012,0.6436,73.19,0.0,8.6766,1.639,0.235329
bookmia.13.09,,270,3.0,398.071,398.071,451.7055,456.6483,463.4979,1.0109,0.9746,0.9852,0.9377,0.7097,81.11,0.0,7.7931,1.747,0.187891
bookmia.13.10,,278,3.0,480.6116,480.6116,544.486,550.8556,558.8647,1.0117,0.9743,0.9857,0.9306,0.7311,76.98,0.0,9.3607,2.057,0.188468
bookmia.13.12,,277,3.0,405.26,405.26,464.054,470.6166,478.3224,1.0141,0.9702,0.9839,0.939,0.7173,82.31,0.0,7.5629,1.848,0.194298
bookmia.13.13,,288,3.0,480.0444,480.0444,572.8456,582.3267,595.6954,1.0166,0.9616,0.9776,0.9302,0.6773,77.08,0.0,9.7054,2.041,0.221856
bookmia.13.16,,278,3.0,409.1995,409.1996,463.7888,471.3808,477.7325,1.0164,0.9708,0.9867,0.9485,0.7653,82.73,0.0,7.4359,2.383,0.175754
bookmia.13.18,,286,3.0,403.9395,403.9396,449.1284,453.129,458.3074,1.0089,0.98,0.9887,0.9522,0.7314,82.52,0.0,8.262,2.147,0.175591
bookmia.13.22,,306,3.0,502.4568,502.4568,605.946,613.7845,630.0685,1.0129,0.9617,0.9742,0.9094,0.6733,73.2,0.0,8.4037,1.984,0.223971
bookmia.13.23,,258,3.0,423.3884,423.3885,499.1528,506.508,517.4919,1.0147,0.9646,0.9788,0.9257,0.7008,77.13,0.0,8.4476,1.731,0.213926
bookmia.13.25,,275,3.0,453.3608,453.3609,538.428,545.5529,556.8817,1.0132,0.9669,0.9797,0.9214,0.7142,74.55,0.0,8.0819,1.991,0.202944
bookmia.13.27,,292,3.0,448.191,448.191,524.341,530.0831,541.4026,1.011,0.9685,0.9791,0.918,0.647,75.34,0.0,8.6146,1.547,0.214279
bookmia.13.29,,270,3.0,384.0137,384.0137,443.1656,448.9274,457.0596,1.013,0.9696,0.9822,0.9454,0.6938,83.33,0.0,7.5245,1.901,0.198424
bookmia.13.31,,298,3.0,426.6744,426.6744,489.1079,495.1523,502.5279,1.0124,0.9733,0.9853,0.9406,0.737,78.19,0.0,7.29,2.637,0.184506
bookmia.13.32,,271,3.0,421.9467,421.9467,484.3799,489.7889,498.1043,1.0112,0.9724,0.9833,0.9339,0.7052,79.34,0.0,8.385,1.876,0.199259
bookmia.13.34,,290,3.0,484.4212,484.4212,579.9849,588.0837,602.1915,1.014,0.9631,0.9766,0.9154,0.6857,72.76,0.0,8.7576,2.102,0.217374
bookmia.13.35,,285,3.0,474.6057,474.6057,551.0237,557.1823,566.73,1.0112,0.9723,0.9832,0.933,0.7198,76.84,0.0,9.1951,1.884,0.197723
bookmia.13.37,,276,3.0,440.3781,440.3781,509.6975,515.2432,524.6938,1.0109,0.9714,0.982,0.9266,0.7087,76.45,0.0,8.9752,1.766,0.201466
bookmia.13.41,,281,3.0,428.2279,428.228,521.0686,526.603,541.5554,1.0106,0.9622,0.9724,0.9122,0.6442,74.02,0.0,8.0279,1.996,0.229974
bookmia.13.42,,279,3.0,445.5999,445.5999,537.15,543.7401,557.0655,1.0123,0.9642,0.9761,0.9214,0.6799,75.63,0.0,8.6442,1.754,0.213998
bookmia.13.43,,278,3.0,453.9159,453.916,537.9185,545.3171,557.8542,1.0138,0.9643,0.9775,0.9161,0.6547,75.18,0.0,9.7037,1.842,0.219082
bookmia.13.44,,277,3.0,411.0871,411.0872,456.6004,461.5217,467.542,1.0108,0.9766,0.9871,0.9418,0.7073,81.23,0.0,8.6734,2.179,0.191162
bookmia.13.45,,284,3.0,418.3814,418.3814,486.7637,493.4173,502.4727,1.0137,0.9687,0.982,0.944,0.6799,79.93,0.0,8.0503,2.508,0.202769
bookmia.13.46,,287,3.0,428.1998,428.1998,497.9203,503.8713,514.0156,1.012,0.9687,0.9803,0.9273,0.6788,78.75,0.0,8.3709,1.828,0.207675
bookmia.13.47,,284,3.0,459.9319,459.9319,550.7827,557.4877,572.2297,1.0122,0.9625,0.9742,0.907,0.6494,73.94,0.0,8.7361,1.637,0.229112
bookmia.13.51,,263,3.0,410.5146,410.5146,480.0958,485.9737,494.9435,1.0122,0.97,0.9819,0.9368,0.7074,78.71,0.0,8.3445,1.929,0.196693
bookmia.13.52,,286,3.0,460.3908,460.3908,519.8392,525.7194,532.6288,1.0113,0.976,0.987,0.9345,0.7236,77.27,0.0,8.5776,2.418,0.182067
